Date,Close,High,Low,Open,Volume,"('Close', 'AEM')","('High', 'AEM')","('Low', 'AEM')","('Open', 'AEM')","('Volume', 'AEM')"
2024-06-03,67.26644897460938,67.45267642676433,66.4235349502836,67.237046214335,2229500.0,,,,,
2024-06-04,63.72817993164063,66.05109548486325,63.44394822952148,66.05109548486325,3268100.0,,,,,
2024-06-05,64.7867202758789,64.91414221493643,63.47334705473411,64.09082749004368,2545500.0,,,,,
2024-06-06,67.32527160644531,67.45268607847015,64.5612995779673,64.69851746409066,2061100.0,,,,,
2024-06-07,62.53240966796875,65.06114783145908,61.75810462911962,64.75730935870257,4480500.0,,,,,
2024-06-10,63.943809509277344,64.03202527763435,62.728447924527465,62.728447924527465,3102700.0,,,,,
2024-06-11,63.39493560791016,63.40473902131895,62.54222184777476,63.30671984285794,1684600.0,,,,,
2024-06-12,64.33586120605469,65.22778487831029,63.83599181305635,64.76712166101902,2468800.0,,,,,
2024-06-13,62.75784683227539,64.61029559800927,62.60102587165524,63.747782184051744,1884100.0,,,,,
2024-06-14,62.97347640991211,63.23810874038523,62.16976852760631,63.18910663064519,1569500.0,,,,,
2024-06-17,62.97347640991211,63.57135748455812,62.54221970735255,62.836258538138914,1953600.0,,,,,
2024-06-18,63.32632064819336,63.62036319999002,62.65002726574867,62.748038957076645,1541700.0,,,,,
2024-06-20,64.75730895996094,65.12975635904048,63.46353525843809,63.71837162507797,3093700.0,,,,,
2024-06-21,63.93400192260742,64.85532074869346,63.13029412914681,64.85532074869346,5247600.0,,,,,
2024-06-24,64.35546875,64.70830937966888,63.85559935143106,64.41427427530924,1514800.0,,,,,
2024-06-25,63.60076141357422,64.33586037348869,63.54195588968132,64.33586037348869,1403900.0,,,,,
2024-06-26,64.06141662597656,64.11042620831002,62.65982781830096,62.74803609312632,1263300.0,,,,,
2024-06-27,65.0611572265625,65.47281833551878,64.53188506745883,64.83573106190435,1812800.0,,,,,
2024-06-28,64.10062408447266,65.87466032897215,63.68897050472347,65.80605139901395,1645400.0,,,,,
2024-07-01,63.747779846191406,64.9239351382554,63.72817302056298,64.26724855814989,812000.0,,,,,
2024-07-02,64.3652572631836,64.41426684716525,63.3655260591465,63.43413499003324,1193500.0,,,,,
2024-07-03,66.6979751586914,67.28605277114565,65.45320352581426,65.48260628476508,1487800.0,,,,,
2024-07-05,68.41321563720703,69.06990227337523,67.41347682357119,67.76632493687636,2084100.0,,,,,
2024-07-08,68.5406265258789,68.61903887536805,67.50168906749396,67.9035392724527,1411600.0,,,,,
2024-07-09,68.80525970458984,69.13850845511179,68.19758268310628,68.60923630626868,1500000.0,,,,,
2024-07-10,71.82405853271484,71.87306811481218,69.55015301070749,69.57955576884096,3125900.0,,,,,
2024-07-11,73.137451171875,73.59810692194466,71.23599273433605,73.44128969332412,3163100.0,,,,,
2024-07-12,73.62751007080078,73.7745238716551,72.39254179893446,72.46115073193744,1505800.0,,,,,
2024-07-15,73.26486206054688,74.44101739012602,72.6963837441979,73.71572185281266,2007300.0,,,,,
2024-07-16,74.97029113769531,75.50936670402416,73.58830896972748,73.58830896972748,2262500.0,,,,,
2024-07-17,73.98036193847656,75.21532279579682,73.77452765110995,74.77426641501292,1856100.0,,,,,
2024-07-18,73.45109558105469,74.31360906205445,72.81400827588023,74.30380564811871,1487100.0,,,,,
2024-07-19,72.69638061523438,73.24525955951817,71.34380129665412,71.53982468387576,1532700.0,,,,,
2024-07-22,73.27467346191406,73.5000996437158,72.27493459275061,72.45135865920216,1667000.0,,,,,
2024-07-23,73.93135833740234,74.3234126397438,72.9414229064983,73.30407444478156,1531200.0,,,,,
2024-07-24,73.1472396850586,75.36233983287514,73.11783692503924,74.38220795056145,1776100.0,,,,,
2024-07-25,71.58883666992188,72.3925445489791,70.94194601033738,71.12817346891106,2204200.0,,,,,
2024-07-26,71.94168090820312,72.7943908511359,71.87307197626816,72.52975853590466,1675000.0,,,,,
2024-07-29,73.0394287109375,73.06883895043315,71.41241358273437,72.08870701268253,1304900.0,,,,,
2024-07-30,73.66671752929688,73.82353474554928,72.29453136747662,73.26485985911404,2059100.0,,,,,
2024-07-31,75.63677978515625,75.99943129386641,74.64685191279162,74.66645126129418,2896100.0,,,,,
2024-08-01,74.57823944091797,76.5483068322592,73.84314044929356,75.60738102031759,2536900.0,,,,,
2024-08-02,73.62751007080078,76.60711190572506,72.63757477077549,75.5877738455289,3009000.0,,,,,
2024-08-05,71.71625518798828,72.43175482368675,68.3348028478278,69.70698911550654,4347400.0,,,,,
