Date,Close,High,Low,Open,Volume,"('Close', 'PRME')","('High', 'PRME')","('Low', 'PRME')","('Open', 'PRME')","('Volume', 'PRME')"
2024-06-03,6.550000190734863,6.7179999351501465,6.409999847412109,6.610000133514404,886300.0,,,,,
2024-06-04,6.449999809265137,6.630000114440918,6.429999828338623,6.489999771118164,836300.0,,,,,
2024-06-05,6.579999923706055,6.590000152587891,6.300000190734863,6.489999771118164,905900.0,,,,,
2024-06-06,6.889999866485596,6.960000038146973,6.429999828338623,6.599999904632568,470900.0,,,,,
2024-06-07,6.570000171661377,6.940000057220459,6.559999942779541,6.659999847412109,689100.0,,,,,
2024-06-10,7.679999828338623,7.690000057220459,6.519999980926514,6.53000020980835,2429700.0,,,,,
2024-06-11,7.420000076293945,7.642000198364258,7.059999942779541,7.639999866485596,735600.0,,,,,
2024-06-12,7.679999828338623,8.144000053405762,7.679999828338623,7.730000019073486,883900.0,,,,,
2024-06-13,7.900000095367432,8.069999694824219,7.75,8.0,497900.0,,,,,
2024-06-14,7.110000133514404,7.920000076293945,7.072000026702881,7.800000190734863,668200.0,,,,,
2024-06-17,6.349999904632568,7.072999954223633,6.34499979019165,7.019999980926514,788600.0,,,,,
2024-06-18,6.28000020980835,6.539999961853027,6.215000152587891,6.320000171661377,624700.0,,,,,
2024-06-20,6.150000095367432,6.389999866485596,5.909999847412109,6.28000020980835,717500.0,,,,,
2024-06-21,5.989999771118164,6.239999771118164,5.875,6.179999828338623,2152100.0,,,,,
2024-06-24,6.239999771118164,6.380000114440918,6.039999961853027,6.050000190734863,542600.0,,,,,
2024-06-25,5.889999866485596,6.21999979019165,5.860000133514404,6.190000057220459,959400.0,,,,,
2024-06-26,5.074999809265137,5.889999866485596,5.070000171661377,5.840000152587891,1313000.0,,,,,
2024-06-27,5.329999923706055,5.429999828338623,5.0,5.010000228881836,1118700.0,,,,,
2024-06-28,5.139999866485596,5.360000133514404,4.989999771118164,5.329999923706055,3573100.0,,,,,
2024-07-01,5.480000019073486,5.559999942779541,5.090000152587891,5.099999904632568,991800.0,,,,,
2024-07-02,5.28000020980835,5.539999961853027,5.199999809265137,5.5,911000.0,,,,,
2024-07-03,5.340000152587891,5.5,5.130000114440918,5.340000152587891,482000.0,,,,,
2024-07-05,5.239999771118164,5.322000026702881,5.03000020980835,5.28000020980835,740700.0,,,,,
2024-07-08,5.489999771118164,5.539999961853027,5.25,5.389999866485596,563400.0,,,,,
2024-07-09,5.619999885559082,5.670000076293945,5.389999866485596,5.46999979019165,424000.0,,,,,
2024-07-10,5.550000190734863,5.71999979019165,5.5,5.659999847412109,421300.0,,,,,
2024-07-11,6.0,6.190000057220459,5.710000038146973,5.710000038146973,978400.0,,,,,
2024-07-12,5.710000038146973,6.260000228881836,5.619999885559082,6.119999885559082,1005600.0,,,,,
2024-07-15,5.78000020980835,5.860000133514404,5.539999961853027,5.730000019073486,793100.0,,,,,
2024-07-16,6.699999809265137,6.75,5.829999923706055,6.059999942779541,1573800.0,,,,,
2024-07-17,6.289999961853027,6.619999885559082,6.179999828338623,6.46999979019165,773900.0,,,,,
2024-07-18,5.570000171661377,6.400000095367432,5.425000190734863,6.21999979019165,852800.0,,,,,
2024-07-19,5.304999828338623,5.599999904632568,5.25,5.579999923706055,489600.0,,,,,
2024-07-22,5.420000076293945,5.440000057220459,5.150000095367432,5.309999942779541,464500.0,,,,,
2024-07-23,5.789999961853027,5.849999904632568,5.309999942779541,5.349999904632568,669100.0,,,,,
2024-07-24,5.489999771118164,5.900000095367432,5.420000076293945,5.659999847412109,526800.0,,,,,
2024-07-25,5.650000095367432,5.940000057220459,5.429999828338623,5.5,701400.0,,,,,
2024-07-26,5.610000133514404,5.949999809265137,5.519999980926514,5.78000020980835,508100.0,,,,,
2024-07-29,5.570000171661377,5.639999866485596,5.360000133514404,5.619999885559082,455600.0,,,,,
2024-07-30,5.429999828338623,5.739999771118164,5.300000190734863,5.550000190734863,322200.0,,,,,
2024-07-31,5.610000133514404,5.940000057220459,5.320000171661377,5.46999979019165,519500.0,,,,,
2024-08-01,5.190000057220459,5.619999885559082,5.130000114440918,5.619999885559082,670600.0,,,,,
2024-08-02,4.900000095367432,5.179999828338623,4.760000228881836,5.050000190734863,1060500.0,,,,,
2024-08-05,4.5,4.760000228881836,4.394999980926514,4.480000019073486,944000.0,,,,,
2024-08-06,4.519999980926514,4.889999866485596,4.400000095367432,4.630000114440918,634500.0,,,,,
2024-08-07,4.400000095367432,4.659999847412109,4.389999866485596,4.619999885559082,716800.0,,,,,
2024-08-08,4.389999866485596,4.65500020980835,4.300000190734863,4.619999885559082,568300.0,,,,,
2024-08-09,4.195000171661377,4.480000019073486,4.130000114440918,4.329999923706055,700400.0,,,,,
2024-08-12,4.125,4.309999942779541,3.990000009536743,4.210000038146973,654600.0,,,,,
2024-08-13,4.289999961853027,4.320000171661377,4.159999847412109,4.170000076293945,498100.0,,,,,
2024-08-14,4.110000133514404,4.349999904632568,4.03000020980835,4.349999904632568,645400.0,,,,,
2024-08-15,4.389999866485596,4.510000228881836,4.139999866485596,4.21999979019165,584800.0,,,,,
2024-08-16,4.239999771118164,4.449999809265137,4.170000076293945,4.380000114440918,461900.0,,,,,
2024-08-19,4.53000020980835,4.599999904632568,4.239999771118164,4.260000228881836,695100.0,,,,,
2024-08-20,4.369999885559082,4.590000152587891,4.239999771118164,4.5,657900.0,,,,,
2024-08-21,4.400000095367432,4.510000228881836,4.269999980926514,4.409999847412109,406900.0,,,,,
2024-08-22,4.139999866485596,4.435999870300293,4.130000114440918,4.400000095367432,310400.0,,,,,
