Date,Close,High,Low,Open,Volume,"('Close', 'BNS')","('High', 'BNS')","('Low', 'BNS')","('Open', 'BNS')","('Volume', 'BNS')"
2024-06-03,43.78593444824219,44.14749464039781,43.2574997771647,43.8786444568239,1918000.0,,,,,
2024-06-04,43.767391204833984,43.83228644073748,43.229687316415735,43.5727054971235,1604200.0,,,,,
2024-06-05,44.017704010009766,44.03624601166086,43.65614381912648,43.934266770842456,1346700.0,,,,,
2024-06-06,43.87864303588867,44.07332874281787,43.71176856237076,44.0177027394702,1572600.0,,,,,
2024-06-07,43.53561782836914,43.80447151819918,43.47072259793083,43.572701827626695,1504100.0,,,,,
2024-06-10,43.01645660400391,43.461453991925,42.97009983600233,43.39655876055264,1657800.0,,,,,
2024-06-11,42.942291259765625,43.05353972949375,42.608542314056166,42.821770021253855,1127400.0,,,,,
2024-06-12,43.887916564941406,44.08260229093092,43.48927234323406,43.554167585230566,1676400.0,,,,,
2024-06-13,43.60978698730469,43.80447268380004,43.41510129080933,43.73030468331138,1229300.0,,,,,
2024-06-14,42.9701042175293,43.238957938643146,42.71052326557122,43.2296887060126,1292000.0,,,,,
2024-06-17,42.99792098999024,43.03500145876372,42.71979802329943,42.831046502670674,1954900.0,,,,,
2024-06-18,42.87739562988281,43.24822857426479,42.71979392726176,43.0442701012022,2907300.0,,,,,
2024-06-20,41.99666976928711,42.76614688614742,41.97812776853475,42.72906288464269,1824000.0,,,,,
2024-06-21,41.82979583740234,42.30260802136018,41.80198460417839,41.95031707558132,1409800.0,,,,,
2024-06-24,42.6548957824707,42.69197978475861,42.08010789310861,42.27479360033245,1725500.0,,,,,
2024-06-25,42.45094299316406,42.54364946705449,42.13573603080121,42.45094299316406,1284800.0,,,,,
2024-06-26,42.17281723022461,42.24698169709952,41.96885875739978,42.20062846323707,931600.0,,,,,
2024-06-27,42.24698638916016,42.35823487009059,42.05230066340054,42.22844438625084,1161100.0,,,,,
2024-06-28,42.38604736328125,42.69198155351878,42.256256886421376,42.40458936519341,2912300.0,,,,,
2024-07-01,42.14500427246094,42.84958618894965,42.13573503989999,42.56219046820751,1080000.0,,,,,
2024-07-02,42.460208892822266,42.552918895960254,41.89469025151806,42.16354395583071,6451900.0,,,,,
2024-07-03,42.83271026611328,43.14391399545462,42.55923245240522,42.568661233264834,844400.0,,,,,
2024-07-05,42.63467025756836,43.13448194277489,42.59694794219466,42.99302505882252,1164500.0,,,,,
2024-07-08,42.64410400390625,42.87043070861712,42.53093705415271,42.672393942645584,922200.0,,,,,
2024-07-09,43.1061897277832,43.22878545780354,42.57809168596904,42.681822660326745,1496000.0,,,,,
2024-07-10,43.69087600708008,43.72859472721702,43.17220313446735,43.17220313446735,2125000.0,,,,,
