Date,Close,High,Low,Open,Volume,"('Close', 'V')","('High', 'V')","('Low', 'V')","('Open', 'V')","('Volume', 'V')"
2024-06-03,267.9571533203125,270.6825108109681,265.6579353786997,270.64286077911606,4838800.0,,,,,
2024-06-04,269.9788818359375,270.54375113093914,266.8967345433145,267.21387431026784,4188500.0,,,,,
2024-06-05,272.0401916503906,272.4663311401094,269.5824041676373,271.0788826595666,5368700.0,,,,,
2024-06-06,274.55743408203125,274.6664338473367,271.6239370687031,272.33748630922776,4862400.0,,,,,
2024-06-07,276.1728515625,277.81794968842826,274.3790431471062,275.22143234630977,4515600.0,,,,,
2024-06-10,272.57537841796875,276.0638248534698,270.9302500282176,275.64760540499555,5213800.0,,,,,
2024-06-11,272.2087097167969,272.39697931209173,269.780651941783,272.07986980098065,6244600.0,,,,,
2024-06-12,267.8976745605469,275.1124374006429,267.48142486564626,274.2898580791354,7536600.0,,,,,
2024-06-13,268.7598876953125,269.42386693521934,266.9066494742808,267.89768854384744,7361200.0,,,,,
2024-06-14,268.234619140625,269.1166281229358,266.8570604146265,267.67963972062694,8537300.0,,,,,
2024-06-17,268.74005126953125,269.3941103760523,266.5894833934843,266.5894833934843,9258200.0,,,,,
2024-06-18,271.1681213378906,271.445611083939,268.8689033025672,268.8689033025672,6707500.0,,,,,
2024-06-20,274.3394470214844,275.5485159160648,270.6527804121173,270.74197030055615,10164400.0,,,,,
2024-06-21,272.7537841796875,275.0530021660206,272.1195046341694,274.6863225355675,14594700.0,,,,,
2024-06-24,273.8240966796875,277.8774732941431,272.8033275961453,272.8528976985993,24149600.0,,,,,
2024-06-25,271.07891845703125,275.4394843620489,271.07891845703125,274.36917546260673,18325800.0,,,,,
2024-06-26,271.1482849121094,272.0005639615385,269.314856656061,270.4644655612367,12172000.0,,,,,
2024-06-27,264.2010803222656,268.1652362763758,264.1118904425913,266.1038884876468,10529100.0,,,,,
2024-06-28,260.1180114746094,266.1930854755656,258.9089426665552,264.80563690339943,13957300.0,,,,,
2024-07-01,260.881103515625,263.38843104153966,258.9584853857335,261.4261931263696,7955800.0,,,,,
2024-07-02,265.8264465332031,265.8264465332031,260.048671255477,260.88114052609023,8697800.0,,,,,
2024-07-03,266.57958984375,267.3327892152992,265.74712065398563,266.65888990607743,5017800.0,,,,,
2024-07-05,267.93731689453125,268.12561674329623,265.83631883895697,266.5895182340169,7986400.0,,,,,
2024-07-08,264.01275634765625,269.00760086134494,263.5866168801515,267.82826215333364,8561100.0,,,,,
2024-07-09,263.0614013671875,265.15247919396984,261.555032936199,264.6074198275499,6431300.0,,,,,
2024-07-10,260.6432800292969,261.11898967920814,256.1935242042512,256.79804353049104,9635500.0,,,,,
2024-07-11,260.1972961425781,261.26763527657465,258.423357980232,259.7810766692224,8803600.0,,,,,
2024-07-12,263.35870361328125,265.0038320414898,261.2973557268687,261.97125501241595,6627800.0,,,,,
2024-07-15,266.0444641113281,266.8273632411009,262.8731268267063,263.28937656490706,6845200.0,,,,,
2024-07-16,266.8372802734375,267.78866935035035,264.97412190823616,266.1138108355117,7869900.0,,,,,
2024-07-17,270.2563781738281,270.46448791917635,265.83632195472285,266.03454187493975,5324700.0,,,,,
2024-07-18,266.7381591796875,271.16810502467933,266.1534497586937,269.8500363712716,5550800.0,,,,,
2024-07-19,263.0812072753906,268.5220320093701,261.94151846206665,267.8976725936585,6839900.0,,,,,
2024-07-22,265.31103515625,265.9948544675683,262.6451378977157,264.83535580514814,5313600.0,,,,,
2024-07-23,262.417236328125,265.3011635688536,261.4955470337911,265.13267362435045,8109200.0,,,,,
