Date,Close,High,Low,Open,Volume,"('Close', 'NB')","('High', 'NB')","('Low', 'NB')","('Open', 'NB')","('Volume', 'NB')"
2024-06-03,2.3399999141693115,2.5,2.289999961853028,2.400000095367432,113400.0,,,,,
2024-06-04,2.1600000858306885,2.3320000171661377,2.130000114440918,2.299999952316284,129300.0,,,,,
2024-06-05,2.2799999713897705,2.296999931335449,2.140000104904175,2.1700000762939453,46800.0,,,,,
2024-06-06,2.109999895095825,2.2980000972747803,2.0999999046325684,2.25,87200.0,,,,,
2024-06-07,2.0,2.190000057220459,2.0,2.049999952316284,155900.0,,,,,
2024-06-10,1.9700000286102293,2.0999999046325684,1.9299999475479128,2.0999999046325684,124700.0,,,,,
2024-06-11,2.1700000762939453,2.190000057220459,1.950000047683716,1.9800000190734863,144600.0,,,,,
2024-06-12,2.140000104904175,2.190000057220459,2.0899999141693115,2.190000057220459,43500.0,,,,,
2024-06-13,2.140000104904175,2.190000057220459,2.049999952316284,2.0999999046325684,56400.0,,,,,
2024-06-14,2.039999961853028,2.1600000858306885,2.009999990463257,2.109999895095825,77400.0,,,,,
2024-06-17,1.950000047683716,2.049999952316284,1.950000047683716,2.039999961853028,97900.0,,,,,
2024-06-18,1.909999966621399,2.0,1.8899999856948853,1.919999957084656,85000.0,,,,,
2024-06-20,1.899999976158142,1.950000047683716,1.899999976158142,1.9299999475479128,65600.0,,,,,
2024-06-21,1.8799999952316284,2.0290000438690186,1.8799999952316284,1.919999957084656,67700.0,,,,,
2024-06-24,1.7899999618530271,1.950000047683716,1.7899999618530271,1.8799999952316284,130400.0,,,,,
2024-06-25,1.690000057220459,1.830000042915344,1.690000057220459,1.7899999618530271,114500.0,,,,,
2024-06-26,1.649999976158142,1.7899999618530271,1.649999976158142,1.6799999475479126,166500.0,,,,,
2024-06-27,1.840000033378601,1.870000004768372,1.6699999570846558,1.6699999570846558,69500.0,,,,,
2024-06-28,1.7300000190734863,1.830000042915344,1.7300000190734863,1.7999999523162842,316200.0,,,,,
2024-07-01,1.6399999856948853,1.7699999809265137,1.6200000047683716,1.7400000095367432,89300.0,,,,,
2024-07-02,1.7100000381469729,1.8200000524520876,1.6399999856948853,1.6399999856948853,53000.0,,,,,
2024-07-03,1.7200000286102295,1.7899999618530271,1.7000000476837158,1.7100000381469729,22500.0,,,,,
2024-07-05,1.7400000095367432,1.7599999904632568,1.7200000286102295,1.7599999904632568,59900.0,,,,,
2024-07-08,1.7400000095367432,1.7599999904632568,1.7400000095367432,1.7400000095367432,50500.0,,,,,
2024-07-09,1.7300000190734863,1.7599999904632568,1.7100000381469729,1.7400000095367432,34200.0,,,,,
2024-07-10,1.7999999523162842,1.7999999523162842,1.7300000190734863,1.7400000095367432,35400.0,,,,,
2024-07-11,2.0899999141693115,2.0999999046325684,1.7999999523162842,1.7999999523162842,126600.0,,,,,
2024-07-12,1.940000057220459,2.140000104904175,1.940000057220459,2.140000104904175,96900.0,,,,,
2024-07-15,1.9700000286102293,2.0799999237060547,1.950000047683716,2.0,49300.0,,,,,
2024-07-16,1.950000047683716,2.046999931335449,1.9299999475479128,1.950000047683716,61000.0,,,,,
2024-07-17,2.049999952316284,2.0999999046325684,1.840000033378601,1.840000033378601,126900.0,,,,,
2024-07-18,2.0,2.0799999237060547,2.0,2.009999990463257,39600.0,,,,,
2024-07-19,1.9299999475479128,2.0,1.9299999475479128,2.0,10300.0,,,,,
2024-07-22,1.940000057220459,2.0390000343322754,1.870000004768372,1.950000047683716,54800.0,,,,,
2024-07-23,1.840000033378601,1.9700000286102293,1.840000033378601,1.919999957084656,94000.0,,,,,
2024-07-24,1.75,1.8799999952316284,1.75,1.8799999952316284,46500.0,,,,,
2024-07-25,1.7300000190734863,1.809999942779541,1.7000000476837158,1.75,53100.0,,,,,
2024-07-26,1.690000057220459,1.8799999952316284,1.659999966621399,1.7699999809265137,197900.0,,,,,
2024-07-29,1.7999999523162842,1.919999957084656,1.7200000286102295,1.7200000286102295,137100.0,,,,,
2024-07-30,1.7300000190734863,1.809999942779541,1.7300000190734863,1.7999999523162842,89500.0,,,,,
2024-07-31,1.7200000286102295,1.7999999523162842,1.7000000476837158,1.7000000476837158,62000.0,,,,,
2024-08-01,1.7000000476837158,1.809999942779541,1.7000000476837158,1.7400000095367432,31900.0,,,,,
2024-08-02,1.7899999618530271,1.7999999523162842,1.7000000476837158,1.7000000476837158,77000.0,,,,,
2024-08-05,1.7699999809265137,1.805999994277954,1.7000000476837158,1.7899999618530271,55000.0,,,,,
2024-08-06,1.840000033378601,1.850000023841858,1.7799999713897705,1.830000042915344,44100.0,,,,,
2024-08-07,1.7599999904632568,1.850000023841858,1.7519999742507937,1.850000023841858,64600.0,,,,,
2024-08-08,1.7899999618530271,1.8200000524520876,1.7699999809265137,1.7999999523162842,53200.0,,,,,
2024-08-09,1.7599999904632568,1.8200000524520876,1.75,1.7899999618530271,54000.0,,,,,
2024-08-12,1.7699999809265137,1.809999942779541,1.7699999809265137,1.809999942779541,22000.0,,,,,
2024-08-13,1.809999942779541,1.809999942779541,1.75,1.7599999904632568,15100.0,,,,,
2024-08-14,1.7999999523162842,1.809999942779541,1.75,1.809999942779541,30300.0,,,,,
2024-08-15,1.7899999618530271,1.809999942779541,1.7200000286102295,1.809999942779541,51800.0,,,,,
2024-08-16,1.8200000524520876,1.8200000524520876,1.75,1.809999942779541,33900.0,,,,,
2024-08-19,1.8600000143051147,1.899999976158142,1.7899999618530271,1.830000042915344,41300.0,,,,,
2024-08-20,2.2149999141693115,2.2300000190734863,1.840000033378601,1.899999976158142,138300.0,,,,,
2024-08-21,2.25,2.369999885559082,2.150000095367432,2.150000095367432,126700.0,,,,,
2024-08-22,2.115000009536743,2.282000064849853,2.0299999713897705,2.2699999809265137,96000.0,,,,,
2024-08-23,2.1700000762939453,2.200000047683716,2.0899999141693115,2.150000095367432,52700.0,,,,,
2024-08-26,1.950000047683716,2.25,1.950000047683716,2.200000047683716,54200.0,,,,,
2024-08-27,1.8200000524520876,2.009999990463257,1.8200000524520876,1.950000047683716,94100.0,,,,,
2024-08-28,1.7699999809265137,1.850000023841858,1.75,1.8200000524520876,66600.0,,,,,
2024-08-29,1.8200000524520876,1.8600000143051147,1.7699999809265137,1.7699999809265137,85500.0,,,,,
2024-08-30,1.8600000143051147,1.870000004768372,1.7599999904632568,1.7699999809265137,47100.0,,,,,
2024-09-03,1.7300000190734863,1.8600000143051147,1.7000000476837158,1.7799999713897705,70300.0,,,,,
2024-09-04,1.6699999570846558,1.809999942779541,1.6699999570846558,1.7100000381469729,50200.0,,,,,
2024-09-05,1.6799999475479126,1.7999999523162842,1.6799999475479126,1.7300000190734863,68900.0,,,,,
2024-09-06,1.649999976158142,1.75,1.649999976158142,1.7400000095367432,82400.0,,,,,
2024-09-09,1.8600000143051147,2.0299999713897705,1.690000057220459,1.690000057220459,135300.0,,,,,
2024-09-10,1.7949999570846558,1.86899995803833,1.7599999904632568,1.8600000143051147,50600.0,,,,,
2024-09-11,1.8550000190734863,1.9600000381469729,1.7920000553131104,1.809999942779541,50000.0,,,,,
2024-09-12,1.7799999713897705,1.899999976158142,1.75,1.899999976158142,53200.0,,,,,
2024-09-13,1.7200000286102295,1.840000033378601,1.7200000286102295,1.7699999809265137,56100.0,,,,,
2024-09-16,1.7200000286102295,1.7899999618530271,1.7000000476837158,1.7200000286102295,39400.0,,,,,
2024-09-17,1.7400000095367432,1.809999942779541,1.7000000476837158,1.7400000095367432,75500.0,,,,,
2024-09-18,1.75,1.809999942779541,1.7100000381469729,1.75,91500.0,,,,,
2024-09-19,1.7200000286102295,1.8200000524520876,1.7020000219345093,1.8200000524520876,44900.0,,,,,
2024-09-20,1.6799999475479126,1.75,1.6799999475479126,1.7100000381469729,61400.0,,,,,
2024-09-23,1.690000057220459,1.7599999904632568,1.690000057220459,1.690000057220459,130500.0,,,,,
2024-09-24,1.7400000095367432,1.7669999599456787,1.7000000476837158,1.7000000476837158,90200.0,,,,,
2024-09-25,1.7999999523162842,1.7999999523162842,1.7300000190734863,1.7599999904632568,59000.0,,,,,
2024-09-26,2.039999961853028,2.049999952316284,1.7999999523162842,1.7999999523162842,187600.0,,,,,
2024-09-27,2.130000114440918,2.2699999809265137,2.0,2.0,162700.0,,,,,
2024-09-30,2.180000066757202,2.380000114440918,2.0799999237060547,2.140000104904175,289300.0,,,,,
2024-10-01,2.0,2.2300000190734863,1.9800000190734863,2.220000028610229,186500.0,,,,,
2024-10-02,1.840000033378601,2.015000104904175,1.830000042915344,2.0,111900.0,,,,,
2024-10-03,1.774999976158142,1.8899999856948853,1.7699999809265137,1.850000023841858,168700.0,,,,,
2024-10-04,1.7699999809265137,1.830000042915344,1.7400000095367432,1.7999999523162842,133700.0,,,,,
2024-10-07,1.7599999904632568,1.7799999713897705,1.684999942779541,1.7699999809265137,118400.0,,,,,
2024-10-08,1.7300000190734863,1.7599999904632568,1.6799999475479126,1.75,81500.0,,,,,
2024-10-09,1.7200000286102295,1.746999979019165,1.659999966621399,1.7400000095367432,97000.0,,,,,
2024-10-10,1.7599999904632568,1.7799999713897705,1.6799999475479126,1.7000000476837158,80500.0,,,,,
2024-10-11,1.7899999618530271,1.870000004768372,1.7599999904632568,1.7599999904632568,103300.0,,,,,
2024-10-14,1.7100000381469729,1.7899999618530271,1.7000000476837158,1.7899999618530271,94500.0,,,,,
2024-10-15,1.690000057220459,1.7200000286102295,1.6699999570846558,1.7100000381469729,186500.0,,,,,
2024-10-16,1.7799999713897705,1.7899999618530271,1.6699999570846558,1.6699999570846558,89200.0,,,,,
2024-10-17,1.7100000381469729,1.850000023841858,1.6799999475479126,1.7999999523162842,110700.0,,,,,
2024-10-18,1.9800000190734863,1.9800000190734863,1.7200000286102295,1.7200000286102295,224200.0,,,,,
2024-10-21,2.009999990463257,2.059999942779541,1.909999966621399,1.9900000095367432,101500.0,,,,,
2024-10-22,1.850000023841858,2.009999990463257,1.7999999523162842,1.9900000095367432,130300.0,,,,,
2024-10-23,1.840000033378601,1.8600000143051147,1.725000023841858,1.8200000524520876,88900.0,,,,,
2024-10-24,1.919999957084656,1.950000047683716,1.7899999618530271,1.8600000143051147,100700.0,,,,,
2024-10-25,1.899999976158142,1.919999957084656,1.870000004768372,1.919999957084656,61100.0,,,,,
2024-10-28,1.940000057220459,1.9800000190734863,1.8799999952316284,1.899999976158142,91600.0,,,,,
2024-10-29,1.899999976158142,1.940000057220459,1.840000033378601,1.940000057220459,91200.0,,,,,
2024-10-30,1.850000023841858,1.8899999856948853,1.7599999904632568,1.8799999952316284,185700.0,,,,,
2024-10-31,1.8200000524520876,1.8600000143051147,1.7599999904632568,1.850000023841858,66500.0,,,,,
2024-11-01,1.590000033378601,1.8200000524520876,1.5800000429153442,1.8200000524520876,714000.0,,,,,
2024-11-04,1.4850000143051147,1.524999976158142,1.2699999809265137,1.5,1529800.0,,,,,
