Date,Close,High,Low,Open,Volume,"('Close', 'OKLO')","('High', 'OKLO')","('Low', 'OKLO')","('Open', 'OKLO')","('Volume', 'OKLO')"
2024-06-03,9.289999961853027,10.289999961853027,9.010000228881836,10.0,4330400.0,,,,,
2024-06-04,8.569999694824219,9.5,8.510000228881836,9.1899995803833,2941600.0,,,,,
2024-06-05,9.09000015258789,9.1850004196167,8.380000114440918,8.680000305175781,2664100.0,,,,,
2024-06-06,8.479999542236328,9.239999771118164,8.399999618530273,9.020000457763672,2802700.0,,,,,
2024-06-07,8.350000381469727,8.550000190734863,8.029999732971191,8.350000381469727,2442500.0,,,,,
2024-06-10,9.050000190734863,9.1899995803833,8.225000381469727,8.300000190734863,3127800.0,,,,,
2024-06-11,9.449999809265137,9.760000228881836,8.970000267028809,9.25,2678900.0,,,,,
2024-06-12,10.199999809265137,10.75,9.520000457763672,9.579999923706056,3935100.0,,,,,
2024-06-13,10.210000038146973,10.789999961853027,9.859999656677246,10.239999771118164,2621300.0,,,,,
2024-06-14,9.460000038146973,10.244999885559082,9.239999771118164,10.15999984741211,2366100.0,,,,,
2024-06-17,9.399999618530272,9.760000228881836,9.0600004196167,9.420000076293944,1883400.0,,,,,
2024-06-18,9.890000343322754,10.100000381469728,9.25,9.350000381469728,2387400.0,,,,,
2024-06-20,9.34000015258789,10.649999618530272,9.220000267028809,10.079999923706056,3190700.0,,,,,
2024-06-21,9.020000457763672,9.229999542236328,8.600000381469727,9.220000267028809,7349500.0,,,,,
2024-06-24,9.520000457763672,9.899999618530272,8.75,8.75,3329000.0,,,,,
2024-06-25,9.40999984741211,10.130000114440918,9.220000267028809,9.550000190734863,3551100.0,,,,,
2024-06-26,8.9399995803833,10.0,8.8100004196167,9.5,3001900.0,,,,,
2024-06-27,8.5600004196167,9.0,8.3149995803833,9.0,3357700.0,,,,,
2024-06-28,8.470000267028809,8.619999885559082,8.229999542236328,8.600000381469727,2141700.0,,,,,
2024-07-01,8.0,8.65999984741211,7.739999771118164,8.65999984741211,3585300.0,,,,,
2024-07-02,8.029999732971191,8.180000305175781,7.800000190734863,8.0,1854000.0,,,,,
2024-07-03,8.25,8.649999618530273,7.880000114440918,8.149999618530273,1753300.0,,,,,
2024-07-05,7.650000095367432,8.350000381469727,7.46999979019165,8.329999923706055,3478000.0,,,,,
2024-07-08,7.420000076293945,7.820000171661377,7.059999942779541,7.820000171661377,3836300.0,,,,,
2024-07-09,7.679999828338623,7.78000020980835,7.119999885559082,7.400000095367432,2513800.0,,,,,
2024-07-10,7.78000020980835,8.140000343322754,7.5,7.880000114440918,3559400.0,,,,,
2024-07-11,7.510000228881836,8.180000305175781,7.409999847412109,8.0,2969900.0,,,,,
2024-07-12,8.609999656677246,9.010000228881836,7.46999979019165,7.53000020980835,8104300.0,,,,,
2024-07-15,8.720000267028809,9.0600004196167,8.529999732971191,8.930000305175781,5167600.0,,,,,
2024-07-16,8.8100004196167,9.399999618530272,8.585000038146973,8.949999809265137,5376700.0,,,,,
2024-07-17,8.880000114440918,9.760000228881836,8.720000267028809,8.720000267028809,6043000.0,,,,,
2024-07-18,8.470000267028809,9.289999961853027,8.369999885559082,9.06999969482422,3085000.0,,,,,
2024-07-19,8.609999656677246,8.670000076293945,8.140000343322754,8.319999694824219,1981100.0,,,,,
2024-07-22,9.010000228881836,9.170000076293944,8.60200023651123,8.720000267028809,2965700.0,,,,,
2024-07-23,9.239999771118164,9.56999969482422,8.800000190734863,9.010000228881836,2985200.0,,,,,
2024-07-24,8.670000076293945,9.369999885559082,8.619999885559082,9.170000076293944,2103800.0,,,,,
2024-07-25,8.40999984741211,8.779999732971191,8.154999732971191,8.699999809265137,2485900.0,,,,,
2024-07-26,9.199999809265137,9.300000190734863,8.789999961853027,8.789999961853027,4390500.0,,,,,
2024-07-29,8.789999961853027,9.43000030517578,8.729999542236328,9.43000030517578,2423400.0,,,,,
2024-07-30,8.859999656677246,9.029999732971191,8.60200023651123,8.729999542236328,2569400.0,,,,,
2024-07-31,9.100000381469728,9.520000457763672,8.84000015258789,9.029999732971191,9140100.0,,,,,
2024-08-01,8.380000114440918,9.149999618530272,8.119999885559082,9.119999885559082,3837200.0,,,,,
2024-08-02,8.1899995803833,8.260000228881836,7.900000095367432,8.119999885559082,3071000.0,,,,,
2024-08-05,7.639999866485596,7.849999904632568,7.0,7.110000133514404,3359000.0,,,,,
2024-08-06,7.880000114440918,8.069999694824219,7.630000114440918,7.789999961853027,1831100.0,,,,,
2024-08-07,7.460000038146973,7.989999771118164,7.429999828338623,7.949999809265137,1896300.0,,,,,
2024-08-08,7.28000020980835,7.579999923706055,7.159999847412109,7.550000190734863,2321200.0,,,,,
2024-08-09,7.489999771118164,7.550000190734863,7.159999847412109,7.309999942779541,1581000.0,,,,,
2024-08-12,7.050000190734863,7.5,6.840000152587891,7.489999771118164,2873800.0,,,,,
2024-08-13,7.420000076293945,7.534999847412109,7.110000133514404,7.210000038146973,2568500.0,,,,,
2024-08-14,7.610000133514404,8.050000190734863,7.27400016784668,7.349999904632568,3209300.0,,,,,
2024-08-15,7.46999979019165,7.894999980926514,7.389999866485596,7.739999771118164,2182600.0,,,,,
2024-08-16,7.510000228881836,7.559999942779541,7.179999828338623,7.409999847412109,1561900.0,,,,,
2024-08-19,7.269999980926514,7.630000114440918,7.179999828338623,7.630000114440918,2418900.0,,,,,
2024-08-20,6.920000076293945,7.289999961853027,6.75,7.25,3366300.0,,,,,
2024-08-21,7.090000152587891,7.255000114440918,6.886000156402588,6.96999979019165,1677000.0,,,,,
2024-08-22,6.769999980926514,7.130000114440918,6.760000228881836,7.090000152587891,1762700.0,,,,,
2024-08-23,7.050000190734863,7.21999979019165,6.835000038146973,6.949999809265137,1607100.0,,,,,
2024-08-26,6.949999809265137,7.099999904632568,6.820000171661377,7.050000190734863,1425700.0,,,,,
2024-08-27,6.909999847412109,6.920000076293945,6.710000038146973,6.849999904632568,989600.0,,,,,
2024-08-28,6.389999866485596,6.929999828338623,6.179999828338623,6.869999885559082,2742000.0,,,,,
2024-08-29,6.440000057220459,6.53000020980835,6.400000095367432,6.5,784300.0,,,,,
2024-08-30,5.96999979019165,6.480000019073486,5.900000095367432,6.46999979019165,3126400.0,,,,,
2024-09-03,5.590000152587891,5.960000038146973,5.485000133514404,5.829999923706055,2123400.0,,,,,
2024-09-04,5.820000171661377,6.025000095367432,5.449999809265137,5.570000171661377,1505100.0,,,,,
2024-09-05,5.820000171661377,5.90500020980835,5.710000038146973,5.809999942779541,967300.0,,,,,
2024-09-06,5.590000152587891,6.0,5.489999771118164,5.619999885559082,1614100.0,,,,,
2024-09-09,5.650000095367432,5.690000057220459,5.349999904632568,5.639999866485596,1849500.0,,,,,
2024-09-10,6.090000152587891,6.199999809265137,5.570000171661377,5.639999866485596,2856200.0,,,,,
2024-09-11,6.099999904632568,6.204999923706055,5.809999942779541,6.03000020980835,1811200.0,,,,,
2024-09-12,6.230000019073486,6.340000152587891,5.925000190734863,6.110000133514404,1498400.0,,,,,
2024-09-13,6.309999942779541,6.480000019073486,6.119999885559082,6.440000057220459,1616300.0,,,,,
2024-09-16,6.210000038146973,6.46999979019165,6.159999847412109,6.349999904632568,1035300.0,,,,,
2024-09-17,6.300000190734863,6.489999771118164,6.230000019073486,6.340000152587891,1171900.0,,,,,
2024-09-18,6.21999979019165,6.539999961853027,6.085000038146973,6.289999961853027,1476300.0,,,,,
2024-09-19,6.610000133514404,6.809999942779541,6.421999931335449,6.570000171661377,2286200.0,,,,,
2024-09-20,8.40999984741211,8.4399995803833,7.0,7.159999847412109,15079200.0,,,,,
2024-09-23,8.3100004196167,8.649999618530273,7.949999809265137,8.460000038146973,5365300.0,,,,,
2024-09-24,8.3100004196167,9.229999542236328,8.220000267028809,8.34000015258789,7171400.0,,,,,
2024-09-25,8.229999542236328,8.685999870300293,8.0,8.569999694824219,4065400.0,,,,,
2024-09-26,8.579999923706055,8.760000228881836,8.079999923706055,8.520000457763672,4110000.0,,,,,
2024-09-27,8.84000015258789,8.859999656677246,8.35200023651123,8.850000381469727,2514000.0,,,,,
2024-09-30,8.09000015258789,8.800000190734863,7.949999809265137,8.800000190734863,2895500.0,,,,,
2024-10-01,8.600000381469727,8.710000038146973,7.900000095367432,8.140000343322754,2623000.0,,,,,
2024-10-02,9.5,9.949999809265137,8.359999656677246,8.4350004196167,7684100.0,,,,,
2024-10-03,9.40999984741211,10.220000267028809,9.220000267028809,10.220000267028809,5425600.0,,,,,
2024-10-04,11.1899995803833,11.289999961853027,9.229999542236328,9.5600004196167,7224200.0,,,,,
2024-10-07,10.539999961853027,11.149999618530272,10.25,11.06999969482422,4965900.0,,,,,
2024-10-08,10.0,10.600000381469728,9.380000114440918,10.529999732971191,4362400.0,,,,,
2024-10-09,9.600000381469728,10.300000190734863,9.5,9.869999885559082,2838500.0,,,,,
2024-10-10,9.8100004196167,9.850000381469728,9.260000228881836,9.5,2606500.0,,,,,
2024-10-11,9.149999618530272,9.6899995803833,9.079999923706056,9.609999656677246,3704400.0,,,,,
2024-10-14,10.039999961853027,10.19499969482422,9.010000228881836,9.154999732971191,10855200.0,,,,,
2024-10-15,11.649999618530272,12.630000114440918,9.538000106811523,10.579999923706056,37138700.0,,,,,
2024-10-16,16.540000915527344,16.770000457763672,12.300000190734863,12.81999969482422,54401100.0,,,,,
2024-10-17,15.729999542236328,16.649999618530273,14.109999656677246,16.360000610351562,28610800.0,,,,,
2024-10-18,18.229999542236328,20.63999938964844,15.479999542236328,15.5,49587700.0,,,,,
2024-10-21,22.309999465942383,22.93000030517578,18.549999237060547,19.3700008392334,55878500.0,,,,,
2024-10-22,20.82999992370605,22.5,18.399999618530277,22.46500015258789,48975200.0,,,,,
2024-10-23,18.299999237060547,22.399999618530277,17.610000610351562,19.96999931335449,35377100.0,,,,,
2024-10-24,18.059999465942383,19.440000534057617,17.600000381469727,18.989999771118164,21673500.0,,,,,
2024-10-25,19.11000061035156,20.149999618530277,18.11000061035156,18.36000061035156,22632100.0,,,,,
2024-10-28,24.5,25.375,19.81999969482422,19.979999542236328,45075600.0,,,,,
2024-10-29,24.84000015258789,25.1299991607666,21.68000030517578,23.700000762939453,26677700.0,,,,,
2024-10-30,22.88999938964844,28.1200008392334,22.63999938964844,26.399999618530277,30078100.0,,,,,
2024-10-31,22.459999084472656,23.59000015258789,21.530000686645508,23.059999465942383,14574000.0,,,,,
2024-11-01,21.670000076293945,24.799999237060547,21.309999465942383,23.649999618530277,20004100.0,,,,,
2024-11-04,21.049999237060547,21.209999084472656,18.559999465942383,19.950000762939453,15049400.0,,,,,
