Date,Close,High,Low,Open,Volume,"('Close', 'NTNX')","('High', 'NTNX')","('Low', 'NTNX')","('Open', 'NTNX')","('Volume', 'NTNX')"
2024-06-03,53.02000045776367,56.28200149536133,52.7599983215332,55.70000076293945,3825300.0,,,,,
2024-06-04,53.98500061035156,54.72999954223633,52.84999847412109,53.0,3985200.0,,,,,
2024-06-05,53.33000183105469,54.91999816894531,53.0,54.59999847412109,4061000.0,,,,,
2024-06-06,52.34000015258789,54.119998931884766,52.09999847412109,53.20000076293945,3691200.0,,,,,
2024-06-07,52.369998931884766,54.150001525878906,51.83000183105469,52.34999847412109,2744400.0,,,,,
2024-06-10,53.91999816894531,53.970001220703125,52.04999923706055,52.04999923706055,2320600.0,,,,,
2024-06-11,52.81999969482422,53.7599983215332,52.43999862670898,53.34000015258789,2215600.0,,,,,
2024-06-12,54.09999847412109,55.22999954223633,53.720001220703125,54.0,2934100.0,,,,,
2024-06-13,53.130001068115234,54.36000061035156,52.900001525878906,53.79999923706055,1972800.0,,,,,
2024-06-14,54.0099983215332,54.31999969482422,53.22999954223633,53.5099983215332,1648400.0,,,,,
2024-06-17,54.619998931884766,54.83000183105469,53.27000045776367,54.0099983215332,2297500.0,,,,,
2024-06-18,53.41999816894531,54.560001373291016,53.005001068115234,54.52999877929688,3430700.0,,,,,
2024-06-20,52.400001525878906,53.880001068115234,51.880001068115234,53.61000061035156,2754600.0,,,,,
2024-06-21,53.400001525878906,53.4900016784668,51.88999938964844,52.47999954223633,3630800.0,,,,,
2024-06-24,52.77000045776367,53.2599983215332,52.25,52.81999969482422,1693700.0,,,,,
2024-06-25,53.41999816894531,53.650001525878906,52.75,53.220001220703125,1487700.0,,,,,
2024-06-26,54.97999954223633,55.165000915527344,53.0099983215332,53.2400016784668,3147900.0,,,,,
2024-06-27,56.470001220703125,57.310001373291016,54.56999969482422,54.59999847412109,2799900.0,,,,,
2024-06-28,56.84999847412109,57.68999862670898,56.29499816894531,56.66999816894531,3820300.0,,,,,
2024-07-01,59.40999984741211,59.47999954223633,56.41999816894531,56.900001525878906,3135600.0,,,,,
2024-07-02,59.790000915527344,60.709999084472656,58.15999984741211,59.47999954223633,3139900.0,,,,,
2024-07-03,58.630001068115234,59.8489990234375,58.45000076293945,59.59000015258789,1459500.0,,,,,
2024-07-05,60.09999847412109,60.18000030517578,58.803001403808594,58.83000183105469,1337400.0,,,,,
2024-07-08,59.59999847412109,60.61000061035156,59.58000183105469,59.83000183105469,2588300.0,,,,,
2024-07-09,59.40999984741211,60.27000045776367,59.02000045776367,59.88999938964844,1838600.0,,,,,
2024-07-10,59.220001220703125,59.54999923706055,57.72999954223633,59.5099983215332,2494300.0,,,,,
2024-07-11,56.70000076293945,59.92100143432617,56.650001525878906,59.34000015258789,2932400.0,,,,,
2024-07-12,54.27999877929688,56.47999954223633,54.06999969482422,56.40999984741211,5674500.0,,,,,
2024-07-15,51.7400016784668,54.5,51.56999969482422,54.4900016784668,4567300.0,,,,,
2024-07-16,50.380001068115234,52.16999816894531,49.13999938964844,51.88999938964844,7184100.0,,,,,
2024-07-17,48.25,49.900001525878906,47.88999938964844,49.84999847412109,4323900.0,,,,,
2024-07-18,47.90999984741211,48.53499984741211,46.93000030517578,48.47999954223633,2830400.0,,,,,
2024-07-19,48.29999923706055,48.720001220703125,47.43000030517578,48.06999969482422,2931700.0,,,,,
2024-07-22,49.34999847412109,49.43000030517578,48.310001373291016,48.310001373291016,3148200.0,,,,,
2024-07-23,50.18000030517578,50.59999847412109,49.53300094604492,49.81999969482422,2894600.0,,,,,
2024-07-24,48.91999816894531,50.959999084472656,48.84000015258789,49.66999816894531,2889300.0,,,,,
2024-07-25,49.34999847412109,49.810001373291016,48.08000183105469,49.040000915527344,2396000.0,,,,,
2024-07-26,49.42499923706055,49.90999984741211,49.16999816894531,49.68000030517578,1669000.0,,,,,
2024-07-29,50.0099983215332,50.45000076293945,49.5,49.880001068115234,1545900.0,,,,,
2024-07-30,48.900001525878906,50.459999084472656,48.18999862670898,50.38999938964844,2072800.0,,,,,
2024-07-31,50.5099983215332,50.65999984741211,49.900001525878906,50.34999847412109,1372300.0,,,,,
2024-08-01,49.0,50.93999862670898,48.470001220703125,50.56999969482422,1661900.0,,,,,
2024-08-02,47.22999954223633,48.0,46.26499938964844,47.7400016784668,2296000.0,,,,,
2024-08-05,46.0,46.68999862670898,43.34999847412109,44.0,5862500.0,,,,,
2024-08-06,46.97999954223633,47.650001525878906,46.18999862670898,46.9900016784668,2509300.0,,,,,
2024-08-07,47.459999084472656,49.040000915527344,47.369998931884766,47.93999862670898,1654500.0,,,,,
2024-08-08,49.15999984741211,49.2599983215332,47.30500030517578,48.22999954223633,968100.0,,,,,
2024-08-09,49.81999969482422,49.86000061035156,48.54499816894531,49.15999984741211,1846200.0,,,,,
2024-08-12,49.77999877929688,50.400001525878906,49.15999984741211,49.86000061035156,1336600.0,,,,,
2024-08-13,50.83000183105469,51.08000183105469,49.9900016784668,50.43999862670898,1769700.0,,,,,
2024-08-14,51.2599983215332,51.68000030517578,50.65999984741211,50.90999984741211,1558100.0,,,,,
2024-08-15,51.88999938964844,52.970001220703125,51.7599983215332,52.0,1440300.0,,,,,
2024-08-16,51.97999954223633,52.20000076293945,51.11000061035156,51.540000915527344,1294300.0,,,,,
2024-08-19,52.0099983215332,52.09999847412109,51.25,51.79999923706055,1948700.0,,,,,
2024-08-20,53.02999877929688,53.310001373291016,52.06999969482422,52.29999923706055,2023400.0,,,,,
2024-08-21,53.22999954223633,53.27000045776367,51.54999923706055,52.38999938964844,2220300.0,,,,,
2024-08-22,52.61000061035156,54.040000915527344,52.52999877929688,53.459999084472656,1683700.0,,,,,
2024-08-23,53.34999847412109,53.46900177001953,52.45000076293945,53.13999938964844,1358000.0,,,,,
2024-08-26,52.93000030517578,53.54499816894531,52.790000915527344,53.08000183105469,1765700.0,,,,,
2024-08-27,53.20000076293945,53.48500061035156,52.220001220703125,52.38999938964844,1958800.0,,,,,
2024-08-28,52.290000915527344,53.88999938964844,52.18000030517578,52.79999923706055,3226100.0,,,,,
2024-08-29,62.90999984741211,63.630001068115234,60.36000061035156,60.9900016784668,7922300.0,,,,,
