Date,Close,High,Low,Open,Volume,"('Close', 'ITRM')","('High', 'ITRM')","('Low', 'ITRM')","('Open', 'ITRM')","('Volume', 'ITRM')"
2024-06-03,1.4299999475479126,1.590000033378601,1.3799999952316284,1.5,182200.0,,,,,
2024-06-04,1.4900000095367432,1.5099999904632568,1.3799999952316284,1.4299999475479126,135600.0,,,,,
2024-06-05,1.4800000190734863,1.4989999532699585,1.399999976158142,1.4700000286102295,82900.0,,,,,
2024-06-06,1.409999966621399,1.4700000286102295,1.3899999856948853,1.399999976158142,112900.0,,,,,
2024-06-07,1.3799999952316284,1.4299999475479126,1.3200000524520874,1.4199999570846558,191600.0,,,,,
2024-06-10,1.2999999523162842,1.3799999952316284,1.2799999713897705,1.3799999952316284,218300.0,,,,,
2024-06-11,1.1799999475479126,1.2999999523162842,1.1200000047683716,1.2999999523162842,327100.0,,,,,
2024-06-12,1.2000000476837158,1.2300000190734863,1.1670000553131104,1.1699999570846558,102600.0,,,,,
2024-06-13,1.1699999570846558,1.2000000476837158,1.149999976158142,1.190000057220459,107600.0,,,,,
2024-06-14,1.149999976158142,1.2200000286102295,1.149999976158142,1.1799999475479126,62200.0,,,,,
2024-06-17,1.1299999952316284,1.187999963760376,1.1299999952316284,1.149999976158142,71500.0,,,,,
2024-06-18,1.1200000047683716,1.1699999570846558,1.1100000143051147,1.1200000047683716,60100.0,,,,,
2024-06-20,1.149999976158142,1.149999976158142,1.100000023841858,1.100000023841858,38600.0,,,,,
2024-06-21,1.2400000095367432,1.350000023841858,1.149999976158142,1.190000057220459,352200.0,,,,,
2024-06-24,1.1699999570846558,1.2130000591278076,1.149999976158142,1.2100000381469729,90600.0,,,,,
2024-06-25,1.2100000381469729,1.2300000190734863,1.1699999570846558,1.1699999570846558,69700.0,,,,,
2024-06-26,1.2200000286102295,1.2389999628067017,1.2100000381469729,1.2100000381469729,23800.0,,,,,
2024-06-27,1.2000000476837158,1.2599999904632568,1.190000057220459,1.2100000381469729,121700.0,,,,,
2024-06-28,1.1449999809265137,1.2599999904632568,1.0800000429153442,1.2300000190734863,269700.0,,,,,
2024-07-01,1.0950000286102295,1.149999976158142,1.0299999713897705,1.149999976158142,166800.0,,,,,
2024-07-02,1.090000033378601,1.090000033378601,1.0499999523162842,1.090000033378601,84000.0,,,,,
2024-07-03,1.1200000047683716,1.1299999952316284,1.0679999589920044,1.100000023841858,28000.0,,,,,
2024-07-05,1.149999976158142,1.190000057220459,1.100000023841858,1.100000023841858,99200.0,,,,,
2024-07-08,1.2999999523162842,1.3200000524520874,1.149999976158142,1.149999976158142,155000.0,,,,,
2024-07-09,1.350000023841858,1.3799999952316284,1.2599999904632568,1.2799999713897705,120100.0,,,,,
2024-07-10,1.4700000286102295,1.5099999904632568,1.3600000143051147,1.399999976158142,331700.0,,,,,
2024-07-11,1.6050000190734863,1.6100000143051147,1.4700000286102295,1.4700000286102295,1015400.0,,,,,
2024-07-12,1.6399999856948853,1.7239999771118164,1.5800000429153442,1.649999976158142,442300.0,,,,,
2024-07-15,1.5800000429153442,1.7300000190734863,1.5199999809265137,1.7300000190734863,906800.0,,,,,
2024-07-16,1.3450000286102295,1.5399999618530271,1.2799999713897705,1.5099999904632568,600900.0,,,,,
2024-07-17,1.2899999618530271,1.3899999856948853,1.2799999713897705,1.340000033378601,240500.0,,,,,
2024-07-18,1.25,1.2999999523162842,1.2300000190734863,1.2999999523162842,163400.0,,,,,
2024-07-19,1.2200000286102295,1.2899999618530271,1.2100000381469729,1.2899999618530271,123400.0,,,,,
2024-07-22,1.25,1.340000033378601,1.2200000286102295,1.2200000286102295,375200.0,,,,,
2024-07-23,1.2899999618530271,1.3279999494552612,1.2699999809265137,1.2699999809265137,126700.0,,,,,
2024-07-24,1.2549999952316284,1.309999942779541,1.2200000286102295,1.2999999523162842,158400.0,,,,,
2024-07-25,1.25,1.2599999904632568,1.2100000381469729,1.2400000095367432,131700.0,,,,,
2024-07-26,1.25,1.2899999618530271,1.218999981880188,1.25,297400.0,,,,,
2024-07-29,1.1799999475479126,1.25,1.1699999570846558,1.2300000190734863,192200.0,,,,,
2024-07-30,1.190000057220459,1.2400000095367432,1.1799999475479126,1.1799999475479126,74100.0,,,,,
2024-07-31,1.1950000524520874,1.2599999904632568,1.184999942779541,1.2000000476837158,177700.0,,,,,
2024-08-01,1.1699999570846558,1.2300000190734863,1.1549999713897705,1.2100000381469729,128100.0,,,,,
2024-08-02,1.2000000476837158,1.2300000190734863,1.1399999856948853,1.149999976158142,201800.0,,,,,
2024-08-05,1.1399999856948853,1.159999966621399,1.1100000143051147,1.159999966621399,266000.0,,,,,
2024-08-06,1.149999976158142,1.2300000190734863,1.1399999856948853,1.1399999856948853,97200.0,,,,,
2024-08-07,1.100000023841858,1.2000000476837158,1.059999942779541,1.2000000476837158,535100.0,,,,,
2024-08-08,1.059999942779541,1.1200000047683716,1.0099999904632568,1.100000023841858,725300.0,,,,,
2024-08-09,1.1799999475479126,1.3300000429153442,1.0800000429153442,1.0800000429153442,801900.0,,,,,
2024-08-12,1.1299999952316284,1.1699999570846558,1.0800000429153442,1.149999976158142,604200.0,,,,,
2024-08-13,1.1699999570846558,1.222000002861023,1.1299999952316284,1.1299999952316284,342000.0,,,,,
2024-08-14,1.2100000381469729,1.2200000286102295,1.159999966621399,1.190000057220459,270200.0,,,,,
2024-08-15,1.2200000286102295,1.2699999809265137,1.149999976158142,1.149999976158142,230300.0,,,,,
2024-08-16,1.2799999713897705,1.2799999713897705,1.190000057220459,1.2400000095367432,218200.0,,,,,
2024-08-19,1.340000033378601,1.409999966621399,1.2599999904632568,1.2799999713897705,488700.0,,,,,
2024-08-20,1.340000033378601,1.3600000143051147,1.2999999523162842,1.340000033378601,151200.0,,,,,
2024-08-21,1.3049999475479126,1.3899999856948853,1.2999999523162842,1.340000033378601,181100.0,,,,,
2024-08-22,1.2100000381469729,1.350000023841858,1.2100000381469729,1.2999999523162842,247900.0,,,,,
2024-08-23,1.2100000381469729,1.2599999904632568,1.2100000381469729,1.2200000286102295,310500.0,,,,,
2024-08-26,1.1699999570846558,1.25,1.1399999856948853,1.2200000286102295,253400.0,,,,,
2024-08-27,1.1200000047683716,1.2100000381469729,1.1150000095367432,1.1799999475479126,237500.0,,,,,
2024-08-28,1.100000023841858,1.1299999952316284,1.0499999523162842,1.1299999952316284,209100.0,,,,,
2024-08-29,1.1299999952316284,1.1699999570846558,1.100000023841858,1.100000023841858,233800.0,,,,,
2024-08-30,1.1799999475479126,1.190000057220459,1.1269999742507937,1.1399999856948853,237400.0,,,,,
2024-09-03,1.1299999952316284,1.1970000267028809,1.1200000047683716,1.159999966621399,412000.0,,,,,
2024-09-04,1.0549999475479126,1.1399999856948853,1.0399999618530271,1.1299999952316284,525100.0,,,,,
2024-09-05,1.1200000047683716,1.2100000381469729,1.0750000476837158,1.0800000429153442,530600.0,,,,,
2024-09-06,1.0800000429153442,1.2200000286102295,1.059999942779541,1.1399999856948853,869200.0,,,,,
2024-09-09,1.0800000429153442,1.0800000429153442,1.0800000429153442,1.0800000429153442,3800.0,,,,,
2024-09-10,0.949999988079071,1.1299999952316284,0.8920000195503235,1.0800000429153442,1501100.0,,,,,
2024-09-11,1.0549999475479126,1.0800000429153442,0.9300000071525574,0.9980000257492064,391800.0,,,,,
2024-09-12,1.1100000143051147,1.1749999523162842,1.0850000381469729,1.100000023841858,496400.0,,,,,
2024-09-13,1.090000033378601,1.149999976158142,1.055999994277954,1.149999976158142,183700.0,,,,,
2024-09-16,1.059999942779541,1.1200000047683716,1.0199999809265137,1.090000033378601,195500.0,,,,,
2024-09-17,1.100000023841858,1.1399999856948853,1.0700000524520874,1.0700000524520874,192400.0,,,,,
2024-09-18,1.090000033378601,1.131999969482422,1.059999942779541,1.059999942779541,172400.0,,,,,
2024-09-19,1.090000033378601,1.1200000047683716,1.0700000524520874,1.100000023841858,109600.0,,,,,
2024-09-20,1.0549999475479126,1.100000023841858,0.9900000095367432,1.100000023841858,231200.0,,,,,
2024-09-23,1.059999942779541,1.1100000143051147,1.0199999809265137,1.0499999523162842,135700.0,,,,,
2024-09-24,1.1100000143051147,1.1100000143051147,1.0199999809265137,1.0299999713897705,398400.0,,,,,
2024-09-25,1.0700000524520874,1.090000033378601,1.0299999713897705,1.0800000429153442,111300.0,,,,,
2024-09-26,1.0449999570846558,1.100000023841858,1.0199999809265137,1.100000023841858,146400.0,,,,,
2024-09-27,1.0549999475479126,1.0700000524520874,1.0210000276565552,1.059999942779541,226300.0,,,,,
2024-09-30,1.090000033378601,1.090000033378601,1.0299999713897705,1.0499999523162842,159800.0,,,,,
2024-10-01,1.059999942779541,1.090000033378601,1.0299999713897705,1.090000033378601,161400.0,,,,,
2024-10-02,1.0499999523162842,1.090000033378601,1.0299999713897705,1.090000033378601,69500.0,,,,,
2024-10-03,0.9959999918937684,1.0499999523162842,0.9800000190734864,1.0299999713897705,236200.0,,,,,
2024-10-04,1.0049999952316284,1.0199999809265137,0.9800000190734864,1.0,123600.0,,,,,
2024-10-07,0.977999985218048,1.0099999904632568,0.9399999976158142,1.0,205500.0,,,,,
2024-10-08,0.9580000042915344,1.0,0.9409999847412108,1.0,126100.0,,,,,
2024-10-09,0.9100000262260436,0.9700000286102296,0.8899999856948853,0.959999978542328,190400.0,,,,,
2024-10-10,0.9300000071525574,0.9559999704360962,0.8080000281333923,0.8949999809265137,214400.0,,,,,
