Date,Close,High,Low,Open,Volume,"('Close', 'FIGR')","('High', 'FIGR')","('Low', 'FIGR')","('Open', 'FIGR')","('Volume', 'FIGR')"
2025-09-11,31.11000061035156,38.04999923706055,30.1299991607666,36.0,39451400.0,,,,,
2025-09-12,32.5,36.58000183105469,30.01000022888184,30.209999084472656,10779300.0,,,,,
2025-09-15,37.33000183105469,40.38999938964844,33.470001220703125,33.5,10161700.0,,,,,
2025-09-16,40.47999954223633,42.75,37.79999923706055,39.32500076293945,8147300.0,,,,,
2025-09-17,37.16999816894531,43.79999923706055,36.45000076293945,42.525001525878906,12140100.0,,,,,
2025-09-18,43.17499923706055,46.19900131225586,38.2599983215332,38.51499938964844,7559100.0,,,,,
2025-09-19,44.959999084472656,45.7400016784668,41.09999847412109,42.95500183105469,6005500.0,,,,,
2025-09-22,43.09000015258789,45.900001525878906,42.042999267578125,45.84999847412109,3788700.0,,,,,
2025-09-23,39.59999847412109,43.07500076293945,39.08000183105469,43.07500076293945,3989200.0,,,,,
2025-09-24,40.68999862670898,41.20000076293945,38.310001373291016,40.15999984741211,2432700.0,,,,,
2025-09-25,40.33000183105469,41.5,36.540000915527344,38.68999862670898,3018300.0,,,,,
2025-09-26,39.25,39.88999938964844,38.29999923706055,39.400001525878906,2172000.0,,,,,
2025-09-29,37.75,41.18000030517578,37.0,39.970001220703125,4144400.0,,,,,
2025-09-30,36.369998931884766,38.13999938964844,35.56999969482422,37.7400016784668,3475400.0,,,,,
2025-10-01,37.81999969482422,39.34999847412109,35.880001068115234,36.34999847412109,2897100.0,,,,,
2025-10-02,41.27999877929688,41.720001220703125,37.15999984741211,37.900001525878906,3810100.0,,,,,
2025-10-03,40.29999923706055,42.5,39.54999923706055,41.20000076293945,2596300.0,,,,,
2025-10-06,43.59000015258789,44.4900016784668,41.02000045776367,41.02000045776367,2814000.0,,,,,
2025-10-07,44.22999954223633,49.45000076293945,43.09999847412109,44.0,6909700.0,,,,,
2025-10-08,49.16999816894531,49.25,43.59999847412109,45.85499954223633,3979000.0,,,,,
2025-10-09,48.02999877929688,49.5,46.0099983215332,49.0,2615000.0,,,,,
2025-10-10,42.25,48.5,42.04100036621094,48.02999877929688,4240400.0,,,,,
2025-10-13,44.0,44.880001068115234,41.5,43.7599983215332,2843600.0,,,,,
2025-10-14,44.540000915527344,45.84999847412109,40.5099983215332,41.88999938964844,1877100.0,,,,,
2025-10-15,44.619998931884766,46.09999847412109,42.630001068115234,46.02000045776367,2200900.0,,,,,
2025-10-16,40.459999084472656,44.55500030517578,39.79999923706055,44.34000015258789,2889200.0,,,,,
2025-10-17,38.459999084472656,40.31999969482422,37.275001525878906,39.5,2403400.0,,,,,
2025-10-20,,,,,,40.689998626708984,42.150001525878906,39.38999938964844,39.8849983215332,1526300.0
2025-10-21,,,,,,39.2400016784668,40.97999954223633,39.209999084472656,40.400001525878906,912100.0
2025-10-22,,,,,,38.04999923706055,39.689998626708984,37.56999969482422,39.0099983215332,1680900.0
2025-10-23,,,,,,40.029998779296875,40.4900016784668,38.28499984741211,38.4900016784668,1283800.0
2025-10-24,,,,,,39.970001220703125,41.58000183105469,39.91999816894531,41.0,1280000.0
2025-10-27,,,,,,41.75,43.0,40.5,41.13999938964844,1653800.0
2025-10-28,,,,,,43.2599983215332,44.97999954223633,41.77000045776367,42.25,1797200.0
2025-10-29,,,,,,42.560001373291016,44.310001373291016,42.38999938964844,43.599998474121094,1227700.0
2025-10-30,,,,,,40.65999984741211,41.849998474121094,37.79999923706055,41.7599983215332,2334100.0
2025-10-31,,,,,,39.599998474121094,41.13999938964844,38.84000015258789,41.0,1490300.0
2025-11-03,,,,,,41.84000015258789,41.95500183105469,39.150001525878906,39.34000015258789,1374600.0
2025-11-04,,,,,,38.27000045776367,40.11000061035156,37.650001525878906,39.58000183105469,1529400.0
2025-11-05,,,,,,38.685001373291016,39.529998779296875,37.560001373291016,38.27000045776367,787100.0
2025-11-06,,,,,,35.689998626708984,39.09000015258789,34.88999938964844,38.810001373291016,1765800.0
2025-11-07,,,,,,36.560001373291016,37.0099983215332,33.54999923706055,34.650001525878906,1004100.0
2025-11-10,,,,,,37.599998474121094,38.650001525878906,36.314998626708984,37.34000015258789,847100.0
2025-11-11,,,,,,36.16999816894531,37.63999938964844,34.900001525878906,37.02000045776367,1187900.0
2025-11-12,,,,,,37.310001373291016,37.59000015258789,34.83000183105469,36.400001525878906,1878100.0
2025-11-13,,,,,,34.59000015258789,36.720001220703125,33.86000061035156,36.25,2617600.0
2025-11-14,,,,,,40.2400016784668,43.619998931884766,35.46699905395508,35.5,5207800.0
2025-11-17,,,,,,42.2400016784668,46.459999084472656,41.869998931884766,42.36000061035156,4756300.0
2025-11-18,,,,,,39.189998626708984,41.900001525878906,37.779998779296875,40.012001037597656,4371200.0
2025-11-19,,,,,,37.20000076293945,39.47999954223633,36.029998779296875,39.290000915527344,1921600.0
2025-11-20,,,,,,35.61000061035156,39.369998931884766,34.70000076293945,38.54999923706055,3162300.0
2025-11-21,,,,,,34.79999923706055,35.34000015258789,32.79999923706055,34.9900016784668,3636400.0
2025-11-24,,,,,,35.77000045776367,36.31999969482422,34.599998474121094,35.5,2798300.0
2025-11-25,,,,,,33.7400016784668,35.34000015258789,32.93000030517578,35.11000061035156,2219300.0
2025-11-26,,,,,,35.310001373291016,35.33000183105469,32.90999984741211,33.75,2666700.0
2025-11-28,,,,,,36.2400016784668,37.25,35.310001373291016,35.86000061035156,1057800.0
2025-12-01,,,,,,35.08000183105469,35.459999084472656,33.900001525878906,34.880001068115234,1129600.0
2025-12-02,,,,,,35.27000045776367,36.108001708984375,34.20000076293945,35.2400016784668,1540600.0
2025-12-03,,,,,,35.380001068115234,35.95000076293945,34.380001068115234,35.220001220703125,1672500.0
2025-12-04,,,,,,39.02000045776367,39.70000076293945,35.327999114990234,35.400001525878906,1950800.0
2025-12-05,,,,,,39.0,39.4900016784668,37.599998474121094,38.77000045776367,2697600.0
2025-12-08,,,,,,40.7400016784668,41.16999816894531,39.119998931884766,39.400001525878906,2500100.0
2025-12-09,,,,,,40.56999969482422,41.400001525878906,39.95000076293945,40.13999938964844,1278400.0
2025-12-10,,,,,,39.75,40.900001525878906,38.0099983215332,40.65999984741211,2449200.0
2025-12-11,,,,,,42.04999923706055,42.849998474121094,38.7400016784668,39.529998779296875,2136300.0
2025-12-12,,,,,,41.15999984741211,42.77899932861328,39.72999954223633,42.22999954223633,3344400.0
2025-12-15,,,,,,38.08000183105469,41.29999923706055,37.68000030517578,40.65999984741211,1782800.0
2025-12-16,,,,,,38.689998626708984,38.845001220703125,37.33000183105469,38.02000045776367,1572900.0
2025-12-17,,,,,,37.290000915527344,40.369998931884766,37.189998626708984,38.97999954223633,1370800.0
2025-12-18,,,,,,39.7599983215332,40.689998626708984,38.630001068115234,38.630001068115234,1209900.0
2025-12-19,,,,,,42.209999084472656,42.68000030517578,39.75,39.849998474121094,5908400.0
2025-12-22,,,,,,45.209999084472656,45.369998931884766,42.404998779296875,42.5,2266900.0
2025-12-23,,,,,,44.20000076293945,45.18000030517578,42.920101165771484,44.77000045776367,412365.0
