Date,Close,High,Low,Open,Volume,"('Close', 'PM')","('High', 'PM')","('Low', 'PM')","('Open', 'PM')","('Volume', 'PM')"
2024-06-03,96.8893585205078,97.09638821492504,94.68733107164827,95.27077056003505,6332700.0,,,,,
2024-06-04,97.67041778564452,97.97154991406794,96.51293690415552,96.84230622736922,5080900.0,,,,,
2024-06-05,97.93391418457033,98.09388906818562,96.90818527009444,97.82098693637064,5266700.0,,,,,
2024-06-06,98.0938949584961,98.71498409155411,97.42575818719732,97.86804762809189,4847600.0,,,,,
2024-06-07,97.50103759765624,98.1974043490562,97.45398278247706,97.79275734900824,2506900.0,,,,,
2024-06-10,97.56690979003906,97.75511469117713,96.55058609295736,97.444577322255,3819100.0,,,,,
2024-06-11,97.69864654541016,97.83039140118017,96.53176046020896,97.37869680412764,3751300.0,,,,,
2024-06-12,96.59764099121094,98.15976177476102,96.21181161012186,98.10330174028232,4083600.0,,,,,
2024-06-13,95.9671401977539,96.61645208910863,95.59072324100032,96.61645208910863,4264400.0,,,,,
2024-06-14,96.17416381835938,96.29650345896746,95.52485191947704,95.93890411510552,5643600.0,,,,,
2024-06-17,96.03301239013672,96.17416246645982,95.26136086149322,95.68482544957509,4838100.0,,,,,
2024-06-18,95.27076721191406,95.86362625773866,93.45456201956758,93.47338681633846,5990900.0,,,,,
2024-06-20,95.2331314086914,95.74129326343466,94.66850951882898,95.47780352680265,4646100.0,,,,,
2024-06-21,95.252197265625,95.80510408946854,94.30844753043304,95.22359989076834,10027700.0,,,,,
2024-06-24,97.1111068725586,97.29222600475693,95.19500274962928,95.50958841979374,6487100.0,,,,,
2024-06-25,97.27316284179688,97.38755961370008,96.61539413107616,97.2350305844958,6319400.0,,,,,
2024-06-26,97.19690704345705,97.48289536236923,96.71072981050033,96.72979957735318,4321700.0,,,,,
2024-06-27,96.82512664794922,97.51149279534236,96.36754679202544,97.42569339042568,4145700.0,,,,,
2024-06-28,96.59632873535156,97.00624139778608,96.2054785645024,96.78698274314166,7299400.0,,,,,
2024-07-01,96.52007293701172,98.46477453857489,96.45334330096232,97.21597394694253,2906300.0,,,,,
2024-07-02,96.89185333251952,97.17784164287748,96.3866136208074,96.5582051524252,3893000.0,,,,,
2024-07-03,96.68212127685548,97.1682984537112,96.38660538160212,97.02530431075547,1647800.0,,,,,
2024-07-05,97.34941864013672,97.5686700087565,96.0910833538052,96.42473148408556,3569100.0,,,,,
2024-07-08,97.79747009277344,98.14065315331553,97.09204147854132,97.30176526809312,6081300.0,,,,,
2024-07-09,96.92044067382812,98.09298389730884,96.8727808090264,97.9213923834576,4460000.0,,,,,
2024-07-10,97.9595184326172,98.11204017249705,96.92996941473952,97.00623392117129,3089500.0,,,,,
2024-07-11,100.09488677978516,100.09488677978516,97.94999634878975,97.95953123158544,3949500.0,,,,,
2024-07-12,101.0005111694336,101.64874505708228,100.0948936126088,100.26648514972123,3541800.0,,,,,
2024-07-15,100.16162109375,101.17210052777055,100.01862693707156,101.04817613757452,3606900.0,,,,,
2024-07-16,101.14350128173828,101.18163354101344,99.94236057001712,100.31414827970386,2731400.0,,,,,
2024-07-17,103.25025177001952,103.72689406573264,101.38181484358223,101.38181484358223,5411000.0,,,,,
2024-07-18,102.4399642944336,104.0796150029424,102.17304576476648,102.2493102798098,4510500.0,,,,,
2024-07-19,102.11585235595705,103.5076470453443,101.97285820661916,103.13586662085656,4819200.0,,,,,
2024-07-22,102.211181640625,102.6878239670424,101.77267157307917,102.60202456633522,5601100.0,,,,,
