Date,Close,High,Low,Open,Volume,"('Close', 'UNH')","('High', 'UNH')","('Low', 'UNH')","('Open', 'UNH')","('Volume', 'UNH')"
2024-06-03,483.1110229492188,484.315294715936,478.86690747602415,479.89637133567066,2795100.0,,,,,
2024-06-04,490.9290771484375,493.6289965564583,480.3430634826801,484.1987066669384,3178400.0,,,,,
2024-06-05,488.62738037109375,494.4351342492899,484.431812946815,494.0466623704132,2464400.0,,,,,
2024-06-06,487.4619445800781,490.1618640386223,482.95558798361407,489.1420920554165,2419600.0,,,,,
2024-06-07,476.5554504394531,488.374871374736,476.29323858393553,487.5785143784771,3416300.0,,,,,
2024-06-10,480.7413024902344,481.1200825914064,472.1850808715391,476.8565242882931,3332800.0,,,,,
2024-06-11,481.9261169433594,483.4411779324464,476.1669408990412,476.72049921691706,4599700.0,,,,,
2024-06-12,478.8668823242188,485.5972531394911,473.37963929144337,485.5972531394911,4048200.0,,,,,
2024-06-13,482.9750061035156,487.5396320437892,470.42718994011,476.157231480653,4951700.0,,,,,
2024-06-14,482.80023193359375,483.509214627863,477.5655086996513,482.5185772141573,3188400.0,,,,,
2024-06-17,477.1531982421875,480.9471567636789,476.6362826668406,479.2013352014072,2407200.0,,,,,
2024-06-18,469.1750793457031,479.5231827935419,467.21471722717945,478.5966220120767,3692700.0,,,,,
2024-06-20,472.5594482421875,473.9249125772746,466.3076777012794,468.19005761548095,5258100.0,,,,,
2024-06-21,470.6770629882813,476.2461009462969,468.72643381419977,472.4814009271544,6368600.0,,,,,
2024-06-24,477.8846435546875,478.7721833847822,472.53990899785214,476.7922662347135,5139800.0,,,,,
2024-06-25,472.5399169921875,478.5283628380151,468.7361960590301,478.5283628380151,2916100.0,,,,,
2024-06-26,472.0912780761719,475.4073416984076,469.5847124598238,472.53991444940215,3153100.0,,,,,
2024-06-27,474.4320373535156,476.9093447764548,470.1503919641218,473.0763357699707,2991900.0,,,,,
2024-06-28,496.688720703125,496.8252492691659,477.3287200189128,484.1169012733538,22734200.0,,,,,
2024-07-01,482.4393615722656,496.3473573111317,480.7228281136888,494.2406742006496,4523100.0,,,,,
2024-07-02,485.9407653808594,486.16509846718935,481.21051310383865,482.0590320935023,3312000.0,,,,,
2024-07-03,477.796875,485.7846740457736,474.5100398557556,484.8483803807717,2239200.0,,,,,
2024-07-05,475.9632873535156,477.58231316082623,472.5399235838008,476.9288392827215,3499000.0,,,,,
2024-07-08,477.2604370117188,481.6883735760747,474.1687064351399,477.11414577633855,3450600.0,,,,,
2024-07-09,479.9620056152344,483.170798662959,474.0906230243701,476.275317985764,3056800.0,,,,,
2024-07-10,488.5643310546875,489.1202675151211,478.02118270434414,478.8209478125919,3189800.0,,,,,
2024-07-11,491.9096374511719,496.1717870825536,485.4140686707157,485.4140686707157,3535100.0,,,,,
2024-07-12,498.9026794433594,501.867644180934,491.0026251783209,494.4064933944909,3570600.0,,,,,
2024-07-15,502.64788818359375,517.7262735561466,501.1166370951949,511.2989240531524,5128000.0,,,,,
2024-07-16,535.3209228515625,536.3449912818196,514.1175928488634,520.7204917783596,11062000.0,,,,,
2024-07-17,559.1283569335938,559.450167876396,537.6909025249961,540.3242637304608,10330800.0,,,,,
2024-07-18,550.4090576171875,567.1454296584296,547.5610961761114,550.5650817578393,6834800.0,,,,,
2024-07-19,551.3746337890625,555.8318287701031,547.6781532609464,553.1204255380973,4290400.0,,,,,
2024-07-22,544.7424926757812,550.3212636198884,543.328274598621,549.1508741929806,3377300.0,,,,,
2024-07-23,541.0070190429688,545.0448357627373,539.1636601671859,544.9960224100879,2785600.0,,,,,
2024-07-24,545.9323120117188,547.2782508348743,539.3684642277109,546.1761406459357,3156200.0,,,,,
2024-07-25,545.8640747070312,555.8220583222702,544.7912524456038,548.1268117494859,3102900.0,,,,,
2024-07-26,555.6561889648438,564.833932416352,546.1761599058611,546.1761599058611,3201900.0,,,,,
2024-07-29,552.759521484375,557.2459446051912,547.8927114020374,551.7452157821274,2965000.0,,,,,
2024-07-30,562.10302734375,565.1264785086674,552.0182491334757,552.9058186721431,4139100.0,,,,,
2024-07-31,561.937255859375,566.5602972492443,548.438934600076,551.4819115095587,4713200.0,,,,,
2024-08-01,558.6309204101562,572.997284336843,553.100844184225,562.9515566192707,3680800.0,,,,,
2024-08-02,575.2698364257812,576.9375863203416,561.0497326614081,567.9549768082923,5094000.0,,,,,
2024-08-05,555.8903198242188,572.3341093673411,552.7693012604057,567.7501189325353,4587400.0,,,,,
2024-08-06,554.320068359375,563.2637467353328,548.6437893704033,554.1835695473512,3216500.0,,,,,
2024-08-07,552.1060791015625,557.5385883078595,543.2794942982696,552.6229648600989,4320700.0,,,,,
2024-08-08,552.2621459960938,558.3188712723896,550.4383124021565,550.4383124021565,2860800.0,,,,,
2024-08-09,544.9667358398438,551.9597240893327,543.8646257000581,550.6040226567153,2976700.0,,,,,
2024-08-12,551.3355712890625,554.9540099016261,547.200246890978,548.4389154876749,2532400.0,,,,,
2024-08-13,560.0645751953125,561.5177842400532,554.9539368654306,555.9194886721524,2369400.0,,,,,
2024-08-14,565.3605346679688,566.7747525864586,559.1185576389207,561.0398986136726,2344400.0,,,,,
2024-08-15,565.3020629882812,568.9400268096105,559.3526679294349,565.3605794812756,2751800.0,,,,,
2024-08-16,563.4197387695312,567.2917687398414,559.928095785312,566.5797485926374,2728900.0,,,,,
2024-08-19,564.4926147460938,568.9009962742253,562.8248053439783,563.8098826179979,1847900.0,,,,,
2024-08-20,566.31640625,569.3983739755043,561.2935126038408,565.5361070024016,1677500.0,,,,,
2024-08-21,563.800048828125,568.9887290072685,563.1758332738359,567.1551330218391,2844300.0,,,,,
2024-08-22,564.4340209960938,568.5596421183947,556.5339967678194,564.9509662933459,2282000.0,,,,,
2024-08-23,570.0811157226562,570.763847811648,564.1707119455423,566.6577521361417,2376400.0,,,,,
2024-08-26,572.6364135742188,577.4739949787632,571.2807121171696,573.5336862563167,1800000.0,,,,,
2024-08-27,572.8510131835938,577.717883098311,569.3691924060236,574.9186753974444,1581900.0,,,,,
2024-08-28,574.0115966796875,578.2054968152497,569.4568944558716,574.4700254672871,1657000.0,,,,,
2024-08-29,576.9668579101562,577.9811636513249,569.9445809715473,576.0988136400864,1953200.0,,,,,
2024-08-30,575.6307373046875,578.6151978508964,572.1098655889984,575.4356624625627,2944700.0,,,,,
