Date,Close,High,Low,Open,Volume,"('Close', 'GIS')","('High', 'GIS')","('Low', 'GIS')","('Open', 'GIS')","('Volume', 'GIS')"
2024-06-03,63.63164520263672,65.0028945567229,63.556506484862055,64.51450722243266,4232600.0,,,,,
2024-06-04,63.997928619384766,64.12002364461928,63.07750453397048,63.72555617944173,2512000.0,,,,,
2024-06-05,63.35926818847656,63.969757686845966,62.711209333909736,63.67860413334355,3294200.0,,,,,
2024-06-06,63.29352569580078,63.68799320046161,62.73939379624708,63.35927027991092,2805100.0,,,,,
2024-06-07,63.35926818847656,63.89461897445115,63.17142857311151,63.20899792930892,3373900.0,,,,,
2024-06-10,62.83332443237305,63.35928119586948,62.100739750182015,63.17144154194175,4002700.0,,,,,
2024-06-11,62.908447265625,63.19960080533662,62.3824834693961,62.65485591470961,2999600.0,,,,,
2024-06-12,61.3211784362793,62.85209206816619,61.274214950045526,62.60790200349202,4019100.0,,,,,
2024-06-13,61.62173461914063,62.03499042502203,61.11455899345608,61.22726707659362,3639700.0,,,,,
2024-06-14,61.51841735839844,62.21343258630221,61.49963626169728,61.67808176003723,2904100.0,,,,,
2024-06-17,62.26039505004883,62.269789181055806,60.96428443036018,61.20847451156225,2964900.0,,,,,
2024-06-18,62.607906341552734,62.79574596825921,61.931672220413496,61.96924157887928,4662800.0,,,,,
2024-06-20,62.63608169555664,63.24656406639744,62.335533992845534,62.39188444784685,4989800.0,,,,,
2024-06-21,63.00237655639648,63.67861070650951,62.673653612764525,62.8708873789437,6390800.0,,,,,
2024-06-24,63.93219375610352,64.27970495620377,63.1150763121166,63.21839025902148,6248800.0,,,,,
2024-06-25,63.17143249511719,64.27970349207091,63.02115506099755,63.59407523873936,6561300.0,,,,,
2024-06-26,60.269264221191406,60.80461505793157,58.25935005057939,58.616251802676615,9908900.0,,,,,
2024-06-27,59.83722305297852,60.90792464988496,59.5085001356164,60.56042063679736,6436900.0,,,,,
2024-06-28,59.414581298828125,59.95932626972608,59.24552634465815,59.6869537842771,13274300.0,,,,,
2024-07-01,59.4521484375,60.32561990114273,59.36761917216756,59.57424706138269,3250500.0,,,,,
2024-07-02,59.33004760742188,59.69634346544919,59.076463403665336,59.31126651165636,2949500.0,,,,,
2024-07-03,59.24552536010742,59.41458031146802,58.94497406828192,59.17977718987497,2521800.0,,,,,
2024-07-05,59.05768203735352,59.33944506618327,58.81348478497278,59.10464194502326,2671200.0,,,,,
2024-07-08,58.70077896118164,59.48032702553552,58.69138841298479,59.2643050060845,2932800.0,,,,,
2024-07-09,58.87922668457031,59.24552254642085,58.34387587938793,58.66320825290121,3826100.0,,,,,
2024-07-10,59.41975021362305,59.60940861460192,59.00250462541603,59.06888452314367,3106100.0,,,,,
2024-07-11,59.90337753295898,60.45338655088795,59.12578132083634,59.38181962737914,3377200.0,,,,,
2024-07-12,59.7706184387207,60.73787668647356,59.72320474082365,60.23528135995166,3367700.0,,,,,
2024-07-15,59.60940933227539,60.05510603732677,59.49561573729129,59.90337642077042,3720000.0,,,,,
2024-07-16,59.647342681884766,59.78010248104279,59.06888617061062,59.41027057840737,3960500.0,,,,,
2024-07-17,61.96116256713867,62.26462181032652,60.14045051721097,60.24476282334015,4090500.0,,,,,
2024-07-18,62.13185501098633,63.35514795900369,61.3068487037389,61.34478110928207,2989000.0,,,,,
2024-07-19,61.050811767578125,62.321522135155696,60.84219437233055,62.17927741145317,2361300.0,,,,,
2024-07-22,61.25942993164063,61.809438946640086,60.89908293984775,61.15511762759361,2778300.0,,,,,
2024-07-23,60.68098068237305,61.2973660163505,60.27321635158125,61.22150120251322,2662100.0,,,,,
2024-07-24,62.12237548828125,62.51116997251973,60.387005969339526,60.93701498105872,3621600.0,,,,,
2024-07-25,62.42582702636719,63.77239481623045,62.08444262402632,62.23616500569652,4020700.0,,,,,
2024-07-26,62.8904914855957,63.19394350874621,62.20772262479032,62.20772262479032,2548100.0,,,,,
2024-07-29,63.516357421875,63.78187700461877,62.16978245459931,62.748238931947945,3135600.0,,,,,
2024-07-30,64.5310287475586,64.61637123113171,63.01376151417279,63.01376151417279,3530800.0,,,,,
2024-07-31,63.668087005615234,64.66379278850485,63.64912441964344,64.1896485556749,6477100.0,,,,,
2024-08-01,64.1706771850586,64.36981688985375,63.00428645199172,63.5353256647788,4512500.0,,,,,
