Date,Close,High,Low,Open,Volume,"('Close', 'COF')","('High', 'COF')","('Low', 'COF')","('Open', 'COF')","('Volume', 'COF')"
2024-06-03,134.8656768798828,135.731214061945,132.67234334762318,135.17057793049273,2002600.0,,,,,
2024-06-04,132.26910400390625,134.30507978286644,131.51177384204655,133.24283350792157,1942700.0,,,,,
2024-06-05,133.25265502929688,133.44936395453647,131.34454693782197,132.60351707679914,2226500.0,,,,,
2024-06-06,134.12803649902344,136.34104590672683,133.6362566306449,134.3247604527193,2383900.0,,,,,
2024-06-07,137.5016632080078,138.68193196785,133.06579889956282,133.4592318247979,2835900.0,,,,,
2024-06-10,138.58355712890625,138.8589526470581,136.04598628421152,136.52792093701217,2544200.0,,,,,
2024-06-11,132.91827392578125,138.0917931936915,132.3379772319146,137.8557484411664,2436100.0,,,,,
2024-06-12,134.84603881835938,136.70496602271544,133.93132050717443,135.0230723578553,2240500.0,,,,,
2024-06-13,132.86907958984375,134.43293595000188,132.08222880860413,134.06902365444984,1895900.0,,,,,
2024-06-14,131.50193786621094,133.02645850687782,131.1085199625238,131.82651439032176,2613000.0,,,,,
2024-06-17,134.84603881835938,135.09192873961246,131.30521794914316,131.59044365430762,2054500.0,,,,,
2024-06-18,135.08209228515625,135.93779947192195,134.52147103251875,134.7575157671321,1399600.0,,,,,
2024-06-20,135.85911560058594,135.878775990242,133.60675532669163,135.55421447367567,1811800.0,,,,,
2024-06-21,134.52146911621094,135.50502885090415,132.9871183313584,134.74768365296984,3152700.0,,,,,
2024-06-24,135.41650390625,136.82300220200253,133.40021835466638,134.78702624457978,1749000.0,,,,,
2024-06-25,132.6428680419922,135.3869931318311,132.54450606414864,134.89521325847477,1743000.0,,,,,
2024-06-26,134.52146911621094,134.68867247015712,130.8921312939241,131.5117787293186,2834100.0,,,,,
2024-06-27,131.82650756835938,134.00018114476129,130.7347556830046,133.7936270008595,3535000.0,,,,,
2024-06-28,136.173828125,136.50823479816415,132.4461437211232,133.16413805066475,4959900.0,,,,,
2024-07-01,137.40328979492188,139.4687712087788,136.17384014570473,136.51809205065766,3081200.0,,,,,
2024-07-02,138.17047119140625,138.20982198633553,136.44924160755912,137.34428459306304,2020000.0,,,,,
2024-07-03,136.14431762695312,138.3573267203846,135.73122439713066,137.9639088847237,1805400.0,,,,,
2024-07-05,133.7641143798828,136.45907326362624,133.6460920226733,136.10499118406818,2622600.0,,,,,
2024-07-08,133.57723999023438,135.79024930752237,133.27233888556572,134.9640627643047,2298600.0,,,,,
2024-07-09,134.7378692626953,136.6459627651503,133.13466190455776,133.5772608354987,2575900.0,,,,,
2024-07-10,134.3640899658203,134.7476776449303,133.1838213383996,133.95099669661957,1665900.0,,,,,
2024-07-11,136.70497131347656,136.78365789227445,134.31491338227306,134.79686304943624,1803800.0,,,,,
2024-07-12,136.13450622558594,137.1770771411374,135.23946326678967,136.83282523146792,1680200.0,,,,,
2024-07-15,142.23257446289062,142.26208005442737,137.9049176142869,138.5048896554185,3018200.0,,,,,
2024-07-16,147.10118103027344,147.13068661957587,141.81947043412552,142.2620692815915,3796900.0,,,,,
2024-07-17,147.01268005371094,148.85193202146303,145.016054920822,146.42253818841337,2931500.0,,,,,
2024-07-18,146.27500915527344,150.82889566054115,145.26194380000905,149.27486943403585,3936900.0,,,,,
2024-07-19,144.84884643554688,146.66842294129071,143.89479229156805,146.4717139957955,2564700.0,,,,,
2024-07-22,142.72434997558594,144.8980235359999,142.12437795276915,143.80627165867526,3257100.0,,,,,
2024-07-23,143.10794067382812,145.0357243475629,142.45878765031156,142.87188093584106,3686300.0,,,,,
2024-07-24,144.0029754638672,146.4815350364937,138.1901341889622,141.3080165544093,4567800.0,,,,,
2024-07-25,145.65536499023438,147.58314877274088,143.09811855344032,143.7669320035779,2666000.0,,,,,
2024-07-26,146.90444946289062,147.63228890536882,145.97007092712036,146.8257629008989,1795100.0,,,,,
2024-07-29,146.60940551757812,147.3962562739949,144.9570324362398,147.061849580095,1779200.0,,,,,
2024-07-30,149.74696350097656,150.14038137563966,146.86514079964098,148.26179376500392,2387400.0,,,,,
2024-07-31,148.91094970703125,150.35678383298944,148.48802619118598,149.4617558090553,2026800.0,,,,,
2024-08-01,141.52439880371094,150.13054582424917,139.99987832991545,149.23550293221015,3246000.0,,,,,
2024-08-02,133.88214111328125,139.16386688999265,133.56740981445844,139.16386688999265,3542400.0,,,,,
2024-08-05,129.25941467285156,131.11834191559848,126.1218568115962,129.77086992184095,3561100.0,,,,,
2024-08-06,131.49209594726562,132.6035231875844,128.6299336781559,129.21023028712972,3070100.0,,,,,
2024-08-07,130.11509704589844,134.9738840267118,129.92823332257626,133.46903899117137,2101000.0,,,,,
2024-08-08,132.1609344482422,132.96746074251374,131.02001640922435,131.3937589530696,1742400.0,,,,,
2024-08-09,132.5936737060547,132.83956361798133,131.08882864569796,132.38713458447666,1326000.0,,,,,
2024-08-12,130.52883911132812,133.54211017055604,130.29173914274853,132.6430659229625,1797100.0,,,,,
2024-08-13,132.38621520996094,132.65296777504767,130.19294984152526,131.39825838003586,1673900.0,,,,,
2024-08-14,134.31272888183594,134.7573064431721,132.42572770647087,133.07778283644387,1699400.0,,,,,
2024-08-15,135.45875549316406,139.46985763118616,134.4312870690252,136.67393811859372,2374400.0,,,,,
