Date,Close,High,Low,Open,Volume,"('Close', 'SO')","('High', 'SO')","('Low', 'SO')","('Open', 'SO')","('Volume', 'SO')"
2024-06-03,77.14359283447266,77.23955304880573,76.07841761639692,76.55822600935734,4539700.0,,,,,
2024-06-04,77.45067596435547,77.57542352060551,76.34711511006601,77.00925308689881,5106500.0,,,,,
2024-06-05,76.21277618408203,77.41229736799656,75.97287194729913,77.41229736799656,4245700.0,,,,,
2024-06-06,75.473876953125,76.65420173878451,75.4162949558343,76.26076258399685,4210900.0,,,,,
2024-06-07,74.79254913330078,75.43549074736778,74.7445653561868,75.07083893370958,3865800.0,,,,,
2024-06-10,75.78095245361328,75.81933801054403,74.47587280315334,74.71577704299824,5509200.0,,,,,
2024-06-11,75.32992553710938,75.85771775283038,74.89810086700733,75.27235086677466,3814900.0,,,,,
2024-06-12,75.2723617553711,76.19359322046735,74.68699478463854,76.19359322046735,2825600.0,,,,,
2024-06-13,75.51226043701172,75.72337733825422,74.6677928320417,75.3875055473886,2678100.0,,,,,
2024-06-14,75.473876953125,75.78095409392142,74.85012445176763,75.32033472207853,2444400.0,,,,,
2024-06-17,74.54305267333984,75.42589860147635,74.31274663149925,74.9173027368172,3747600.0,,,,,
2024-06-18,74.79254913330078,74.86931292686808,74.13041107986959,74.48547199514218,3356300.0,,,,,
2024-06-20,75.68498992919922,75.87691038674271,74.52385432207993,74.98446634870277,3996500.0,,,,,
2024-06-21,75.29154205322266,76.22237162947101,75.13800715434343,75.79054694749618,8470400.0,,,,,
2024-06-24,76.13600158691406,76.36631491501892,75.2051793406834,75.29154134775075,2574400.0,,,,,
2024-06-25,74.86931610107422,76.09763202708156,74.66779740698547,76.0400500278442,2998900.0,,,,,
2024-06-26,75.0516357421875,75.28194174476243,74.32232485918843,74.62940196972028,2856000.0,,,,,
2024-06-27,74.88851165771484,75.16680146663893,74.37991581844888,75.04204657084385,3040800.0,,,,,
2024-06-28,74.43748474121094,75.04204076960852,74.06323472535108,74.8693094298812,6227000.0,,,,,
2024-07-01,73.8905029296875,75.30114097520709,73.85211737428537,74.87890718707985,2936500.0,,,,,
2024-07-02,74.41830444335938,74.69658694245301,73.8905121423949,74.15920374241426,2766600.0,,,,,
2024-07-03,74.58142852783203,75.2147718907946,74.42788630572225,74.47587008045558,1432800.0,,,,,
2024-07-05,74.88851165771484,75.4546821742421,74.34153025984246,74.68699296600361,2343600.0,,,,,
2024-07-08,74.65819549560547,75.06123282433225,74.48546416596604,74.86930505734637,2359600.0,,,,,
2024-07-09,74.96527862548828,75.53144911067716,74.57183216252275,74.57183216252275,2623600.0,,,,,
2024-07-10,75.2723617553711,75.36832199357546,74.64860922509742,75.2627635351616,2443100.0,,,,,
2024-07-11,76.63501739501953,76.83653609485052,75.43549609509911,75.52185811447082,3542500.0,,,,,
2024-07-12,76.75975799560547,77.1052206842771,76.41429530693384,76.76935621509533,3682300.0,,,,,
2024-07-15,76.81734466552734,77.00926513922478,76.09763190721684,76.30874149976529,4114000.0,,,,,
2024-07-16,77.84413146972656,77.91130436497116,77.01886028740928,77.24916631091982,3211400.0,,,,,
2024-07-17,78.33353424072266,79.49466994945641,77.90170951281145,78.09362998715046,4313700.0,,,,,
2024-07-18,78.02645111083984,78.93809159734495,77.78654687564843,77.78654687564843,2921900.0,,,,,
2024-07-19,78.1128158569336,78.52545141009071,77.7673531928348,78.52545141009071,2729800.0,,,,,
2024-07-22,78.54463958740234,78.85171669389727,78.04564203483399,78.18958603003692,3619900.0,,,,,
2024-07-23,78.06483459472656,78.51585571632107,78.00725992262379,78.43908460598668,2188300.0,,,,,
2024-07-24,79.33152770996094,79.35072414796991,78.21837590820692,78.73656991500992,4190600.0,,,,,
2024-07-25,78.36233520507812,80.08964157697689,78.03606158689779,79.61943125211135,4028800.0,,,,,
2024-07-26,78.85172271728516,79.1779962860885,78.51585825035251,78.64060581769998,4010100.0,,,,,
2024-07-29,79.6961898803711,79.93609411562652,78.88050962346564,79.09162652189782,3571700.0,,,,,
2024-07-30,80.01286315917969,80.11842161532518,79.20678839002875,79.302748626171,4032500.0,,,,,
2024-07-31,80.14720153808594,80.31993287567799,78.96687683228697,79.59062929144137,7362300.0,,,,,
2024-08-01,84.03366088867188,84.13921934499304,79.96488683483616,80.53105735392535,8598500.0,,,,,
2024-08-02,85.00286865234375,85.63621201337605,82.93009258795564,84.81094087529146,7196600.0,,,,,
2024-08-05,83.07404327392578,86.05845272520278,82.91091014127896,85.39631465336998,6380200.0,,,,,
2024-08-06,82.9588851928711,84.3119486521618,82.94929429438143,83.29475699371963,4332800.0,,,,,
2024-08-07,83.76495361328125,84.2927384747611,83.00685544224748,83.30433431546876,5028600.0,,,,,
2024-08-08,82.9684829711914,83.89931261049446,82.76696428453248,82.9684829711914,4337300.0,,,,,
2024-08-09,83.29474639892578,83.38110840212711,82.16239821096934,83.05484218386124,3974000.0,,,,,
2024-08-12,83.67859649658203,83.77456405020759,82.97808021141257,83.48667603192376,3641200.0,,,,,
2024-08-13,83.67859649658203,84.14881408119871,83.30434646559091,83.87052428253672,3408900.0,,,,,
2024-08-14,83.66900634765625,84.23517684837667,83.08363940752022,83.27555987389746,2284200.0,,,,,
2024-08-15,83.49626922607422,83.66900056238887,82.78614744272728,83.00686255296668,2810600.0,,,,,
2024-08-16,83.83213806152344,84.30234832112033,83.24677113126558,83.86092539886458,3754400.0,,,,,
2024-08-19,84.1224136352539,84.20949333331114,83.71601956457324,84.01597797175872,2670400.0,,,,,
2024-08-20,83.98695373535156,84.68361348554681,83.75472643648176,84.2094956690959,3576500.0,,,,,
2024-08-21,84.73200225830078,84.85778651784824,83.85149767719142,83.94825536777704,4543000.0,,,,,
2024-08-22,83.6095962524414,84.68361616966953,83.24190670864567,84.68361616966953,5935200.0,,,,,
2024-08-23,83.32899475097656,84.06435908273649,83.25158564801077,83.87084370746037,3987500.0,,,,,
2024-08-26,83.68699645996094,84.00630346365347,83.3967234056262,83.48380310728518,3965900.0,,,,,
2024-08-27,82.9613037109375,83.8321376482952,82.87422400827086,83.52250862413894,3129900.0,,,,,
2024-08-28,82.97098541259766,83.89019454303049,82.73876547960785,83.24190989810887,4115900.0,,,,,
2024-08-29,83.01935577392578,83.08708688537077,82.12916596075787,82.81615505745336,5020100.0,,,,,
2024-08-30,83.59991455078125,83.71602081659401,82.85486489517228,83.1257967403906,4137400.0,,,,,
2024-09-03,86.02857208251953,86.34787169780492,83.56121056735763,83.62894168358642,6486800.0,,,,,
2024-09-04,86.24143981933594,87.32514510872595,85.54478004273344,86.5317202628574,4189800.0,,,,,
2024-09-05,86.609130859375,87.41222632031244,85.9898727925098,87.06390011707192,4598200.0,,,,,
2024-09-06,85.54476928710938,86.93809604726843,85.36092453718487,86.63814504024415,4614200.0,,,,,
2024-09-09,86.42528533935547,86.51237242601994,85.5351027986653,85.57380735027859,3854300.0,,,,,
2024-09-10,86.73491668701172,87.27676565979482,86.4446362332273,86.59945444381594,4104500.0,,,,,
2024-09-11,85.89309692382812,86.50268431267844,85.28351691711532,86.42527521851689,3877200.0,,,,,
2024-09-12,85.62218475341797,86.32852992018144,85.44801795765017,85.98019632864585,3527100.0,,,,,
2024-09-13,86.54138946533203,86.59944259529065,85.36092660858941,85.68990418787173,2311700.0,,,,,
2024-09-16,86.976806640625,87.20902655310671,86.11565072395646,86.11565072395646,3701100.0,,,,,
2024-09-17,86.74459075927734,86.92842814838866,86.22209039530878,86.8703750131049,3019200.0,,,,,
2024-09-18,86.12533569335938,86.8413514545092,85.6028353112862,86.62848010824176,3676000.0,,,,,
