Date,Close,High,Low,Open,Volume,"('Close', 'CFLT')","('High', 'CFLT')","('Low', 'CFLT')","('Open', 'CFLT')","('Volume', 'CFLT')"
2024-06-03,25.81999969482422,26.86000061035156,25.51000022888184,26.450000762939453,3298800.0,,,,,
2024-06-04,25.700000762939453,26.34000015258789,25.649999618530277,25.76000022888184,2631100.0,,,,,
2024-06-05,26.36000061035156,26.540000915527344,25.56999969482422,25.959999084472656,3135300.0,,,,,
2024-06-06,25.940000534057617,26.63999938964844,25.71999931335449,26.399999618530277,1904000.0,,,,,
2024-06-07,25.780000686645508,26.059999465942383,25.5,25.8700008392334,2725600.0,,,,,
2024-06-10,26.06999969482422,26.32999992370605,25.51000022888184,25.51000022888184,2470300.0,,,,,
2024-06-11,25.86000061035156,26.46999931335449,25.700000762939453,26.450000762939453,2668300.0,,,,,
2024-06-12,27.93000030517578,28.170000076293945,26.530000686645508,26.530000686645508,5149400.0,,,,,
2024-06-13,27.850000381469727,28.1200008392334,27.290000915527344,27.82999992370605,3714000.0,,,,,
2024-06-14,27.770000457763672,28.0,27.459999084472656,27.84000015258789,2706200.0,,,,,
2024-06-17,27.790000915527344,27.950000762939453,27.11000061035156,27.59499931335449,2897400.0,,,,,
2024-06-18,27.850000381469727,28.309999465942383,27.56999969482422,27.739999771118164,3520000.0,,,,,
2024-06-20,26.920000076293945,27.739999771118164,26.270000457763672,27.739999771118164,4024000.0,,,,,
2024-06-21,27.06999969482422,27.280000686645508,26.46999931335449,26.850000381469727,7125000.0,,,,,
2024-06-24,27.34000015258789,27.600000381469727,26.854999542236328,26.8700008392334,3166700.0,,,,,
2024-06-25,27.1200008392334,27.479999542236328,26.920000076293945,27.3700008392334,2550800.0,,,,,
2024-06-26,27.549999237060547,27.75,26.770000457763672,26.920000076293945,2895300.0,,,,,
2024-06-27,29.600000381469727,29.6200008392334,27.26000022888184,27.43000030517578,3585500.0,,,,,
2024-06-28,29.530000686645508,30.11000061035156,29.149999618530277,29.6299991607666,8408700.0,,,,,
2024-07-01,28.540000915527344,29.56999969482422,28.030000686645508,29.5,2688000.0,,,,,
2024-07-02,29.09000015258789,29.32999992370605,28.1200008392334,28.790000915527344,2283400.0,,,,,
2024-07-03,28.57999992370605,29.559999465942383,28.51000022888184,29.07999992370605,1337900.0,,,,,
2024-07-05,29.309999465942383,29.450000762939453,28.38999938964844,28.61000061035156,1944200.0,,,,,
2024-07-08,29.200000762939453,29.520000457763672,28.559999465942383,29.100000381469727,2288800.0,,,,,
2024-07-09,27.8700008392334,29.670000076293945,27.799999237060547,29.309999465942383,3649100.0,,,,,
2024-07-10,25.790000915527344,28.059999465942383,25.670000076293945,28.059999465942383,8203600.0,,,,,
2024-07-11,25.040000915527344,26.5,24.850000381469727,26.01000022888184,6055300.0,,,,,
2024-07-12,26.13999938964844,26.440000534057617,24.850000381469727,25.040000915527344,5775100.0,,,,,
2024-07-15,26.559999465942383,26.790000915527344,26.062000274658203,26.63999938964844,3005000.0,,,,,
2024-07-16,26.100000381469727,26.59000015258789,25.86000061035156,26.309999465942383,5008700.0,,,,,
2024-07-17,26.059999465942383,26.38999938964844,25.46999931335449,25.82999992370605,4482700.0,,,,,
2024-07-18,24.51000022888184,26.25,24.040000915527344,26.059999465942383,4566500.0,,,,,
2024-07-19,24.3700008392334,24.729999542236328,23.983999252319336,24.399999618530277,3361600.0,,,,,
2024-07-22,25.11000061035156,25.190000534057617,24.200000762939453,24.450000762939453,3392400.0,,,,,
2024-07-23,25.3799991607666,25.549999237060547,24.799999237060547,24.920000076293945,3471500.0,,,,,
2024-07-24,24.3700008392334,25.32999992370605,24.274999618530277,25.0,2981000.0,,,,,
2024-07-25,24.96999931335449,25.57999992370605,23.63999938964844,24.3700008392334,4260300.0,,,,,
2024-07-26,25.059999465942383,25.57999992370605,24.950000762939453,25.3700008392334,2905800.0,,,,,
2024-07-29,24.57999992370605,25.34000015258789,24.520000457763672,25.34000015258789,2398900.0,,,,,
2024-07-30,24.290000915527344,24.90999984741211,23.71500015258789,24.51000022888184,4636400.0,,,,,
2024-07-31,25.020000457763672,25.63500022888184,24.170000076293945,24.600000381469727,9615700.0,,,,,
2024-08-01,20.6299991607666,23.0,20.51000022888184,22.065000534057617,20635200.0,,,,,
2024-08-02,19.28499984741211,19.959999084472656,18.790000915527344,19.770000457763672,9131700.0,,,,,
2024-08-05,18.670000076293945,19.350000381469727,17.790000915527344,17.989999771118164,5469800.0,,,,,
2024-08-06,18.75,19.0,18.36000061035156,18.940000534057617,6723800.0,,,,,
2024-08-07,18.989999771118164,19.920000076293945,18.989999771118164,19.399999618530277,6397700.0,,,,,
2024-08-08,19.920000076293945,20.354999542236328,19.06999969482422,19.299999237060547,4180700.0,,,,,
2024-08-09,20.31999969482422,20.68000030517578,19.81999969482422,20.59000015258789,3888800.0,,,,,
2024-08-12,20.18000030517578,20.709999084472656,20.020000457763672,20.65999984741211,2520800.0,,,,,
2024-08-13,21.309999465942383,21.524999618530277,20.290000915527344,20.299999237060547,5419100.0,,,,,
2024-08-14,21.100000381469727,21.299999237060547,20.84000015258789,21.11000061035156,4843600.0,,,,,
2024-08-15,21.959999084472656,22.13999938964844,21.479999542236328,21.540000915527344,3886200.0,,,,,
2024-08-16,21.989999771118164,22.190000534057617,21.59000015258789,21.63999938964844,4093600.0,,,,,
2024-08-19,22.15999984741211,22.18000030517578,21.63999938964844,21.950000762939453,2265800.0,,,,,
2024-08-20,21.61000061035156,22.049999237060547,21.440000534057617,22.049999237060547,3286100.0,,,,,
2024-08-21,22.100000381469727,22.1200008392334,21.200000762939453,21.65999984741211,2193900.0,,,,,
2024-08-22,21.270000457763672,22.21999931335449,21.25,22.0,1815300.0,,,,,
2024-08-23,21.36000061035156,21.549999237060547,20.899999618530277,21.5,2735100.0,,,,,
2024-08-26,21.440000534057617,21.940000534057617,21.2549991607666,21.399999618530277,1663400.0,,,,,
2024-08-27,21.06999969482422,21.31999969482422,20.770000457763672,21.09000015258789,2396900.0,,,,,
2024-08-28,20.420000076293945,20.96999931335449,20.334999084472656,20.8799991607666,2500000.0,,,,,
2024-08-29,20.899999618530277,21.3799991607666,20.63999938964844,20.770000457763672,2404100.0,,,,,
2024-08-30,21.21999931335449,21.36000061035156,20.71999931335449,21.1200008392334,13697600.0,,,,,
2024-09-03,20.3700008392334,21.059999465942383,20.270000457763672,21.0,2706700.0,,,,,
2024-09-04,19.790000915527344,20.43000030517578,19.780000686645508,20.0,3934400.0,,,,,
2024-09-05,20.270000457763672,20.270000457763672,19.61000061035156,19.68000030517578,2126300.0,,,,,
2024-09-06,19.600000381469727,20.399999618530277,19.26000022888184,20.350000381469727,2470000.0,,,,,
2024-09-09,19.950000762939453,20.280000686645508,19.68000030517578,19.770000457763672,2131100.0,,,,,
2024-09-10,19.399999618530277,20.125,19.13999938964844,20.1200008392334,5131100.0,,,,,
2024-09-11,19.489999771118164,19.799999237060547,19.200000762939453,19.40999984741211,3380400.0,,,,,
2024-09-12,19.38999938964844,19.645000457763672,19.309999465942383,19.520000457763672,1700300.0,,,,,
2024-09-13,20.1200008392334,20.13500022888184,19.57999992370605,19.600000381469727,2806400.0,,,,,
2024-09-16,20.75,20.864999771118164,20.0,20.1200008392334,3621400.0,,,,,
2024-09-17,20.799999237060547,21.26000022888184,20.63999938964844,20.979999542236328,3592600.0,,,,,
2024-09-18,20.31999969482422,21.0049991607666,20.270000457763672,20.799999237060547,3733300.0,,,,,
2024-09-19,20.65999984741211,21.5,20.479999542236328,21.1299991607666,3939200.0,,,,,
2024-09-20,20.36000061035156,20.6299991607666,19.90999984741211,20.6200008392334,4745700.0,,,,,
2024-09-23,19.690000534057617,20.46999931335449,19.63999938964844,20.36000061035156,4539500.0,,,,,
2024-09-24,19.809999465942383,19.940000534057617,19.5049991607666,19.690000534057617,3473900.0,,,,,
