Date,Close,High,Low,Open,Volume,"('Close', 'HITI')","('High', 'HITI')","('Low', 'HITI')","('Open', 'HITI')","('Volume', 'HITI')"
2024-06-03,2.5299999713897705,2.619999885559082,2.5,2.539999961853028,776700.0,,,,,
2024-06-04,2.539999961853028,2.549999952316284,2.440000057220459,2.5199999809265137,539400.0,,,,,
2024-06-05,2.609999895095825,2.694999933242798,2.5199999809265137,2.539999961853028,574000.0,,,,,
2024-06-06,2.619999885559082,2.630000114440918,2.509999990463257,2.569999933242798,603700.0,,,,,
2024-06-07,2.549999952316284,2.6600000858306885,2.509999990463257,2.6600000858306885,542100.0,,,,,
2024-06-10,2.539999961853028,2.569999933242798,2.4600000381469727,2.569999933242798,437100.0,,,,,
2024-06-11,2.5,2.5409998893737797,2.434999942779541,2.4800000190734863,409200.0,,,,,
2024-06-12,2.630000114440918,2.640000104904175,2.5,2.509999990463257,548900.0,,,,,
2024-06-13,2.559999942779541,2.720000028610229,2.5199999809265137,2.630000114440918,843600.0,,,,,
2024-06-14,2.4600000381469727,2.5199999809265137,2.200000047683716,2.5,1264500.0,,,,,
2024-06-17,2.440000057220459,2.650000095367432,2.4030001163482666,2.4100000858306885,630300.0,,,,,
2024-06-18,2.5199999809265137,2.5309998989105225,2.4200000762939453,2.490000009536743,750400.0,,,,,
2024-06-20,2.400000095367432,2.509999990463257,2.359999895095825,2.5,850700.0,,,,,
2024-06-21,2.319999933242798,2.4100000858306885,2.2699999809265137,2.3499999046325684,592600.0,,,,,
2024-06-24,2.2699999809265137,2.345000028610229,2.2249999046325684,2.2799999713897705,615900.0,,,,,
2024-06-25,2.200000047683716,2.299999952316284,2.180000066757202,2.240000009536743,436200.0,,,,,
2024-06-26,2.190000057220459,2.2300000190734863,2.150000095367432,2.2300000190734863,483300.0,,,,,
2024-06-27,2.259999990463257,2.2699999809265137,2.1700000762939453,2.200000047683716,349000.0,,,,,
2024-06-28,2.2100000381469727,2.2699999809265137,2.1700000762939453,2.2699999809265137,313100.0,,,,,
2024-07-01,2.150000095367432,2.240000009536743,2.140000104904175,2.240000009536743,330900.0,,,,,
2024-07-02,2.130000114440918,2.200000047683716,2.0,2.180000066757202,638800.0,,,,,
2024-07-03,2.130000114440918,2.150000095367432,2.0799999237060547,2.119999885559082,346000.0,,,,,
2024-07-05,2.049999952316284,2.130000114440918,2.0299999713897705,2.0999999046325684,427800.0,,,,,
2024-07-08,2.0199999809265137,2.059999942779541,2.0,2.039999961853028,487600.0,,,,,
2024-07-09,2.009999990463257,2.039999961853028,2.009999990463257,2.0299999713897705,327300.0,,,,,
2024-07-10,2.0199999809265137,2.059999942779541,2.009999990463257,2.0199999809265137,374900.0,,,,,
2024-07-11,2.049999952316284,2.049999952316284,2.0299999713897705,2.0299999713897705,313000.0,,,,,
2024-07-12,2.039999961853028,2.0850000381469727,2.009999990463257,2.0299999713897705,442000.0,,,,,
2024-07-15,1.9600000381469729,2.049999952316284,1.9229999780654907,2.0299999713897705,931000.0,,,,,
2024-07-16,1.9299999475479128,1.9800000190734863,1.899999976158142,1.9800000190734863,692900.0,,,,,
2024-07-17,1.8899999856948853,1.950000047683716,1.840000033378601,1.950000047683716,686200.0,,,,,
2024-07-18,1.830000042915344,1.919999957084656,1.830000042915344,1.870000004768372,462700.0,,,,,
2024-07-19,1.870000004768372,1.940000057220459,1.840000033378601,1.840000033378601,255700.0,,,,,
2024-07-22,1.919999957084656,1.940000057220459,1.840000033378601,1.8600000143051147,388700.0,,,,,
2024-07-23,1.940000057220459,1.950000047683716,1.909999966621399,1.940000057220459,270100.0,,,,,
2024-07-24,1.8600000143051147,1.950000047683716,1.850000023841858,1.940000057220459,330900.0,,,,,
2024-07-25,1.850000023841858,1.8899999856948853,1.809999942779541,1.8799999952316284,273300.0,,,,,
2024-07-26,1.8899999856948853,1.9149999618530276,1.8600000143051147,1.8600000143051147,226000.0,,,,,
2024-07-29,1.8600000143051147,1.919999957084656,1.840000033378601,1.8799999952316284,169600.0,,,,,
2024-07-30,1.830000042915344,1.8899999856948853,1.815000057220459,1.8600000143051147,298800.0,,,,,
2024-07-31,1.840000033378601,1.8849999904632568,1.8200000524520876,1.8799999952316284,377800.0,,,,,
2024-08-01,1.8200000524520876,1.870000004768372,1.7999999523162842,1.850000023841858,471400.0,,,,,
2024-08-02,1.7300000190734863,1.7999999523162842,1.659999966621399,1.7999999523162842,684000.0,,,,,
2024-08-05,1.6699999570846558,1.7000000476837158,1.565000057220459,1.6100000143051147,633200.0,,,,,
2024-08-06,1.7400000095367432,1.7549999952316284,1.6799999475479126,1.7100000381469729,546500.0,,,,,
2024-08-07,1.7100000381469729,1.7999999523162842,1.6799999475479126,1.7799999713897705,352300.0,,,,,
2024-08-08,1.850000023841858,1.850000023841858,1.7200000286102295,1.7400000095367432,398300.0,,,,,
2024-08-09,1.809999942779541,1.8550000190734863,1.7999999523162842,1.840000033378601,135000.0,,,,,
2024-08-12,1.8200000524520876,1.83899998664856,1.7899999618530271,1.8200000524520876,185900.0,,,,,
2024-08-13,1.9700000286102293,1.9700000286102293,1.7999999523162842,1.8200000524520876,516200.0,,,,,
2024-08-14,1.940000057220459,2.0,1.919999957084656,1.9600000381469729,226100.0,,,,,
2024-08-15,1.950000047683716,1.9900000095367432,1.940000057220459,1.9700000286102293,197600.0,,,,,
2024-08-16,2.0299999713897705,2.0799999237060547,1.9299999475479128,1.9600000381469729,551700.0,,,,,
2024-08-19,2.130000114440918,2.130000114440918,2.0299999713897705,2.049999952316284,912100.0,,,,,
2024-08-20,1.9600000381469729,2.130000114440918,1.955000042915344,2.109999895095825,721500.0,,,,,
2024-08-21,1.9900000095367432,2.0199999809265137,1.9299999475479128,1.9700000286102293,354000.0,,,,,
2024-08-22,1.919999957084656,2.0199999809265137,1.909999966621399,2.0199999809265137,280500.0,,,,,
2024-08-23,1.9600000381469729,1.9800000190734863,1.919999957084656,1.9600000381469729,258500.0,,,,,
2024-08-26,1.9299999475479128,1.975000023841858,1.899999976158142,1.950000047683716,186200.0,,,,,
2024-08-27,1.8899999856948853,1.9149999618530276,1.850000023841858,1.8799999952316284,393200.0,,,,,
2024-08-28,1.919999957084656,1.950000047683716,1.870000004768372,1.8899999856948853,248500.0,,,,,
2024-08-29,1.9600000381469729,2.025000095367432,1.909999966621399,1.950000047683716,502700.0,,,,,
2024-08-30,2.039999961853028,2.039999961853028,1.9609999656677248,1.9800000190734863,374800.0,,,,,
2024-09-03,1.9700000286102293,2.049999952316284,1.9700000286102293,1.9900000095367432,269600.0,,,,,
2024-09-04,2.049999952316284,2.130000114440918,1.950000047683716,1.950000047683716,567300.0,,,,,
2024-09-05,2.0,2.0999999046325684,1.9900000095367432,2.049999952316284,284200.0,,,,,
2024-09-06,1.9600000381469729,2.0299999713897705,1.919999957084656,2.0,294300.0,,,,,
2024-09-09,2.119999885559082,2.1700000762939453,2.0199999809265137,2.0199999809265137,679800.0,,,,,
2024-09-10,2.190000057220459,2.220000028610229,2.0999999046325684,2.140000104904175,447800.0,,,,,
2024-09-11,2.220000028610229,2.265000104904175,2.1700000762939453,2.2100000381469727,431600.0,,,,,
2024-09-12,2.200000047683716,2.2699999809265137,2.150000095367432,2.25,416700.0,,,,,
2024-09-13,2.2300000190734863,2.289999961853028,2.200000047683716,2.220000028610229,686500.0,,,,,
2024-09-16,2.190000057220459,2.2699999809265137,2.1600000858306885,2.2300000190734863,995800.0,,,,,
2024-09-17,2.140000104904175,2.359999895095825,2.0999999046325684,2.2300000190734863,1595700.0,,,,,
2024-09-18,2.109999895095825,2.2249999046325684,2.0899999141693115,2.1700000762939453,621100.0,,,,,
2024-09-19,2.140000104904175,2.180000066757202,2.0899999141693115,2.1600000858306885,304900.0,,,,,
2024-09-20,2.109999895095825,2.1600000858306885,2.0899999141693115,2.1600000858306885,307000.0,,,,,
2024-09-23,2.069999933242798,2.109999895095825,2.039999961853028,2.109999895095825,459400.0,,,,,
2024-09-24,2.0199999809265137,2.095000028610229,2.015000104904175,2.069999933242798,438300.0,,,,,
2024-09-25,2.0,2.0380001068115234,1.9299999475479128,2.0299999713897705,475100.0,,,,,
2024-09-26,1.950000047683716,2.0199999809265137,1.950000047683716,2.0,398500.0,,,,,
2024-09-27,2.0199999809265137,2.0350000858306885,1.9700000286102293,1.9700000286102293,447500.0,,,,,
2024-09-30,2.049999952316284,2.125,2.0,2.039999961853028,736200.0,,,,,
2024-10-01,2.2100000381469727,2.2799999713897705,2.069999933242798,2.0799999237060547,1519600.0,,,,,
2024-10-02,2.190000057220459,2.2799999713897705,2.1449999809265137,2.2300000190734863,794500.0,,,,,
2024-10-03,2.200000047683716,2.249000072479248,2.190000057220459,2.2100000381469727,394400.0,,,,,
2024-10-04,2.309999942779541,2.3550000190734863,2.200000047683716,2.2100000381469727,852900.0,,,,,
2024-10-07,2.319999933242798,2.358999967575073,2.2799999713897705,2.3499999046325684,403800.0,,,,,
2024-10-08,2.25,2.3350000381469727,2.2249999046325684,2.299999952316284,450700.0,,,,,
2024-10-09,2.2300000190734863,2.25,2.1600000858306885,2.25,425900.0,,,,,
2024-10-10,2.200000047683716,2.2300000190734863,2.140000104904175,2.2300000190734863,298900.0,,,,,
2024-10-11,2.3299999237060547,2.380000114440918,2.180000066757202,2.180000066757202,784600.0,,,,,
2024-10-14,2.289999961853028,2.33899998664856,2.253999948501587,2.309999942779541,285200.0,,,,,
2024-10-15,2.3499999046325684,2.369999885559082,2.2950000762939453,2.299999952316284,443400.0,,,,,
