Date,Close,High,Low,Open,Volume,"('Close', 'ABL')","('High', 'ABL')","('Low', 'ABL')","('Open', 'ABL')","('Volume', 'ABL')"
2024-06-03,11.729999542236328,12.399999618530272,11.25,11.649999618530272,29200.0,,,,,
2024-06-04,11.5,11.854999542236328,11.40999984741211,11.619999885559082,4400.0,,,,,
2024-06-05,10.800000190734863,11.59000015258789,10.350000381469728,11.59000015258789,29400.0,,,,,
2024-06-06,10.710000038146973,11.100000381469728,10.210000038146973,11.100000381469728,16000.0,,,,,
2024-06-07,10.380000114440918,10.739999771118164,10.380000114440918,10.633000373840332,2000.0,,,,,
2024-06-10,11.619999885559082,12.390999794006348,10.614999771118164,10.800000190734863,36300.0,,,,,
2024-06-11,10.489999771118164,11.65999984741211,10.3100004196167,11.520000457763672,36000.0,,,,,
2024-06-12,10.40999984741211,11.170000076293944,10.40999984741211,10.449999809265137,3800.0,,,,,
2024-06-13,10.755000114440918,11.130999565124512,10.399999618530272,11.130999565124512,13500.0,,,,,
2024-06-14,10.300000190734863,10.539999961853027,10.29599952697754,10.539999961853027,5300.0,,,,,
2024-06-17,10.211000442504885,10.550000190734863,10.109999656677246,10.109999656677246,5700.0,,,,,
2024-06-18,9.010000228881836,10.5,9.010000228881836,10.229999542236328,17500.0,,,,,
2024-06-20,9.755000114440918,10.56999969482422,9.369999885559082,9.369999885559082,41300.0,,,,,
2024-06-21,8.710000038146973,8.925000190734863,8.300000190734863,8.350000381469727,1217700.0,,,,,
2024-06-24,8.510000228881836,8.949999809265137,8.5,8.710000038146973,264800.0,,,,,
2024-06-25,8.649999618530273,8.75,8.5,8.5,56800.0,,,,,
2024-06-26,8.8100004196167,9.25,8.619999885559082,8.619999885559082,285600.0,,,,,
2024-06-27,9.100000381469728,9.234999656677246,8.899999618530273,9.234999656677246,41600.0,,,,,
2024-06-28,8.649999618530273,9.399999618530272,8.649999618530273,9.114999771118164,123700.0,,,,,
2024-07-01,9.0,9.0600004196167,8.600000381469727,8.649999618530273,89000.0,,,,,
2024-07-02,8.800000190734863,9.170000076293944,8.609999656677246,9.119999885559082,93200.0,,,,,
