Date,Close,High,Low,Open,Volume,"('Close', 'EA')","('High', 'EA')","('Low', 'EA')","('Open', 'EA')","('Volume', 'EA')"
2024-06-03,132.15908813476562,134.05714299080338,131.78145751047154,132.04977480475694,2254300.0,,,,,
2024-06-04,135.64712524414062,135.71669515092677,131.25474396061097,131.6522386285473,2346700.0,,,,,
2024-06-05,137.0980224609375,137.5352605713276,135.5875152867912,136.07444402619976,2898200.0,,,,,
2024-06-06,136.54151916503906,137.9526603533253,136.3725831441208,137.03839516660537,2117900.0,,,,,
2024-06-07,135.96514892578125,138.2209549320798,135.84588838076735,137.13776894701647,2513600.0,,,,,
2024-06-10,135.3589630126953,136.22352237752955,134.4049544460027,135.31920444221342,2008000.0,,,,,
2024-06-11,135.83596801757812,136.7005274352604,133.9478300540174,134.47453258266188,2221300.0,,,,,
2024-06-12,134.7825927734375,136.96884420824304,134.6931435664523,136.16390748954464,2263400.0,,,,,
2024-06-13,135.02108764648438,137.20735431097273,134.55402296483942,134.83227232878284,1859500.0,,,,,
2024-06-14,135.13038635253906,135.3987036256738,134.24594772071492,134.73289163663327,1591300.0,,,,,
2024-06-17,136.67071533203125,136.75021731396367,134.1664559732443,134.78259254235735,1754200.0,,,,,
2024-06-18,137.26698303222656,137.3564170823931,135.90553233805846,136.8694730923968,1786500.0,,,,,
2024-06-20,136.9887237548828,137.84335110942942,136.1837718712025,136.90922177266305,2107100.0,,,,,
2024-06-21,138.191162109375,138.28059615753435,136.38254120496575,137.53528209596635,2978700.0,,,,,
2024-06-24,140.3476104736328,140.93393576040458,138.41972889605594,138.6284235173568,2157300.0,,,,,
2024-06-25,139.7513427734375,140.367464135391,138.60851892311385,140.12895820651312,1654300.0,,,,,
2024-06-26,139.6917266845703,140.1786554626314,139.00603537465742,139.3439074172819,1518000.0,,,,,
2024-06-27,138.64828491210938,140.32772823796157,138.4296582564687,140.32772823796157,1388500.0,,,,,
2024-06-28,138.45945739746094,139.622145328985,137.9128908065434,139.0358353330239,2423500.0,,,,,
2024-07-01,136.4620361328125,138.8371028796236,136.25334153444845,138.8371028796236,1285000.0,,,,,
2024-07-02,138.0122833251953,138.07190601935096,136.61108935872906,137.0284633812707,1288400.0,,,,,
2024-07-03,137.8035888671875,138.54890287176744,137.24709016992017,138.220962890138,799100.0,,,,,
2024-07-05,137.39614868164062,137.5750319300475,136.42227594883306,137.16758996304804,1195100.0,,,,,
2024-07-08,138.7774658203125,138.83710367979782,136.33284430225913,137.34647562517168,1568900.0,,,,,
2024-07-09,139.70167541503906,140.94386557007022,137.95267713559863,138.93648203377273,1917200.0,,,,,
2024-07-10,143.18972778320312,143.49778848940514,139.5029162068817,140.1289696808413,2753900.0,,,,,
2024-07-11,144.3921661376953,145.78341284827468,142.8419154706349,143.2692215447943,2383300.0,,,,,
2024-07-12,144.769775390625,146.48897716510226,143.91516327884372,144.98840203057642,2120400.0,,,,,
2024-07-15,144.09405517578125,145.7635514331532,142.91148774508258,144.09405517578125,2116800.0,,,,,
2024-07-16,145.75360107421875,146.54860569083948,144.67041505534206,145.10766835265608,2024300.0,,,,,
2024-07-17,146.08154296875,147.29392161326749,145.32629691292436,145.7536029914508,2450300.0,,,,,
2024-07-18,145.6045379638672,146.75727868584275,144.49152548397706,146.32997263165677,2415500.0,,,,,
2024-07-19,139.32403564453125,145.08780061964617,139.2147223114989,145.05798927095125,4844700.0,,,,,
2024-07-22,142.35496520996094,143.29902651897726,139.86065330282082,139.86065330282082,2890800.0,,,,,
2024-07-23,141.10287475585938,141.67925282867674,139.7811825625211,141.13268610760383,2695000.0,,,,,
2024-07-24,140.2978973388672,141.92766514392102,140.06933862910188,141.23202662675828,2313400.0,,,,,
2024-07-25,140.91403198242188,142.25558804007824,140.5662127285193,141.5003420038447,2537000.0,,,,,
2024-07-26,144.27291870117188,144.5809945811485,140.73516374691744,140.73516374691744,2341300.0,,,,,
2024-07-29,146.92625427246094,147.0554317345077,144.0940547177986,144.0940547177986,2880100.0,,,,,
2024-07-30,148.18829345703125,149.96711802939674,146.9063600483504,147.28399066083176,4096000.0,,,,,
2024-07-31,149.99693298339844,152.55086780101425,145.76353965500542,150.05655567870778,4475100.0,,,,,
