Date,Close,High,Low,Open,Volume,"('Close', 'IDYA')","('High', 'IDYA')","('Low', 'IDYA')","('Open', 'IDYA')","('Volume', 'IDYA')"
2024-06-03,38.88999938964844,40.08000183105469,36.77000045776367,37.52000045776367,1153900.0,,,,,
2024-06-04,38.61000061035156,40.095001220703125,38.470001220703125,39.470001220703125,1040100.0,,,,,
2024-06-05,39.65999984741211,39.91999816894531,38.66999816894531,39.16999816894531,878200.0,,,,,
2024-06-06,39.630001068115234,39.970001220703125,38.755001068115234,39.66999816894531,497700.0,,,,,
2024-06-07,38.0099983215332,39.435001373291016,37.38999938964844,39.38999938964844,825900.0,,,,,
2024-06-10,38.33000183105469,38.7400016784668,37.27000045776367,37.61000061035156,914600.0,,,,,
2024-06-11,37.58000183105469,38.345001220703125,36.84999847412109,37.81999969482422,606700.0,,,,,
2024-06-12,39.40999984741211,40.369998931884766,38.7599983215332,39.880001068115234,769200.0,,,,,
2024-06-13,38.93000030517578,40.650001525878906,38.880001068115234,39.40999984741211,755800.0,,,,,
2024-06-14,38.11000061035156,38.86000061035156,37.81999969482422,38.40999984741211,524900.0,,,,,
2024-06-17,37.560001373291016,38.4900016784668,37.459999084472656,38.040000915527344,653800.0,,,,,
2024-06-18,37.27000045776367,37.75,37.119998931884766,37.5099983215332,758600.0,,,,,
2024-06-20,36.27000045776367,37.334999084472656,36.0099983215332,37.27999877929688,973300.0,,,,,
2024-06-21,36.9900016784668,37.025001525878906,36.040000915527344,36.56999969482422,1939900.0,,,,,
2024-06-24,37.0,37.52000045776367,36.6150016784668,37.255001068115234,663700.0,,,,,
2024-06-25,36.119998931884766,37.66999816894531,36.0099983215332,36.83000183105469,549100.0,,,,,
2024-06-26,34.880001068115234,36.0,34.7599983215332,36.0,844800.0,,,,,
2024-06-27,34.369998931884766,35.09000015258789,34.189998626708984,34.5,862500.0,,,,,
2024-06-28,35.11000061035156,35.15999984741211,34.150001525878906,34.630001068115234,3383800.0,,,,,
2024-07-01,35.91999816894531,36.02000045776367,34.63999938964844,34.95000076293945,593700.0,,,,,
2024-07-02,33.720001220703125,36.040000915527344,33.380001068115234,35.79999923706055,858600.0,,,,,
2024-07-03,33.290000915527344,33.939998626708984,33.130001068115234,33.93000030517578,278300.0,,,,,
2024-07-05,34.2599983215332,34.54999923706055,32.83100128173828,33.18000030517578,534000.0,,,,,
2024-07-08,39.5099983215332,41.33000183105469,35.58000183105469,39.27999877929688,5176800.0,,,,,
2024-07-09,38.619998931884766,41.27999877929688,38.54999923706055,39.93000030517578,940600.0,,,,,
2024-07-10,37.31999969482422,37.61000061035156,36.0,36.75,3791700.0,,,,,
2024-07-11,39.619998931884766,41.0099983215332,38.06999969482422,38.68000030517578,1967900.0,,,,,
2024-07-12,40.0,41.18999862670898,39.52999877929688,40.29999923706055,2188600.0,,,,,
2024-07-15,41.34999847412109,41.40999984741211,39.95000076293945,40.52999877929688,1041900.0,,,,,
2024-07-16,42.650001525878906,43.810001373291016,41.43000030517578,41.900001525878906,1065700.0,,,,,
2024-07-17,40.709999084472656,42.720001220703125,40.209999084472656,42.25,861600.0,,,,,
2024-07-18,41.11000061035156,41.869998931884766,40.28300094604492,40.52999877929688,922400.0,,,,,
2024-07-19,40.88999938964844,42.22999954223633,40.77000045776367,41.38999938964844,400900.0,,,,,
2024-07-22,42.7400016784668,42.83000183105469,40.60200119018555,41.09999847412109,523800.0,,,,,
2024-07-23,42.89500045776367,43.630001068115234,42.185001373291016,42.70000076293945,848900.0,,,,,
2024-07-24,42.209999084472656,43.959999084472656,42.150001525878906,42.150001525878906,894200.0,,,,,
2024-07-25,42.290000915527344,43.18000030517578,42.02999877929688,42.58000183105469,758400.0,,,,,
2024-07-26,42.38999938964844,44.11000061035156,42.29999923706055,43.150001525878906,609000.0,,,,,
2024-07-29,42.25,43.40499877929688,41.81999969482422,42.720001220703125,611000.0,,,,,
2024-07-30,42.25,43.220001220703125,42.0099983215332,42.470001220703125,559000.0,,,,,
2024-07-31,43.04999923706055,44.41999816894531,41.608001708984375,42.45000076293945,1064400.0,,,,,
2024-08-01,42.459999084472656,44.040000915527344,42.33000183105469,43.11000061035156,621000.0,,,,,
2024-08-02,40.09000015258789,41.084999084472656,38.810001373291016,40.59000015258789,777200.0,,,,,
2024-08-05,36.9900016784668,38.56999969482422,36.334999084472656,37.2400016784668,873800.0,,,,,
2024-08-06,36.0,37.790000915527344,35.970001220703125,36.11000061035156,849700.0,,,,,
2024-08-07,35.86000061035156,36.93000030517578,35.7599983215332,36.220001220703125,701700.0,,,,,
2024-08-08,37.58000183105469,37.720001220703125,35.380001068115234,36.02999877929688,730800.0,,,,,
2024-08-09,37.88999938964844,38.5099983215332,37.244998931884766,37.560001373291016,560100.0,,,,,
2024-08-12,37.58000183105469,38.209999084472656,37.09000015258789,37.9900016784668,367800.0,,,,,
2024-08-13,38.18000030517578,38.47999954223633,37.7400016784668,37.900001525878906,397000.0,,,,,
2024-08-14,36.77000045776367,38.46500015258789,36.47999954223633,38.41999816894531,463000.0,,,,,
