Date,Close,High,Low,Open,Volume,"('Close', 'RR')","('High', 'RR')","('Low', 'RR')","('Open', 'RR')","('Volume', 'RR')"
2024-06-03,1.159999966621399,1.1799999475479126,1.0499999523162842,1.1299999952316284,103600.0,,,,,
2024-06-04,1.0850000381469729,1.1799999475479126,1.0800000429153442,1.1799999475479126,115600.0,,,,,
2024-06-05,1.149999976158142,1.1799999475479126,1.100000023841858,1.100000023841858,129600.0,,,,,
2024-06-06,1.1699999570846558,1.190000057220459,1.1399999856948853,1.1699999570846558,224300.0,,,,,
2024-06-07,1.2899999618530271,1.3799999952316284,1.159999966621399,1.159999966621399,3469900.0,,,,,
2024-06-10,1.3200000524520874,1.4500000476837158,1.2799999713897705,1.3700000047683716,3641600.0,,,,,
2024-06-11,1.2899999618530271,1.3899999856948853,1.2799999713897705,1.350000023841858,1018300.0,,,,,
2024-06-12,1.2699999809265137,1.3200000524520874,1.2300000190734863,1.2999999523162842,696900.0,,,,,
2024-06-13,1.3200000524520874,1.3200000524520874,1.159999966621399,1.2699999809265137,394400.0,,,,,
2024-06-14,1.2899999618530271,1.350000023841858,1.25,1.3200000524520874,270900.0,,,,,
2024-06-17,1.2699999809265137,1.2999999523162842,1.25,1.2899999618530271,98100.0,,,,,
2024-06-18,1.2300000190734863,1.2799999713897705,1.2300000190734863,1.2400000095367432,107700.0,,,,,
2024-06-20,1.2400000095367432,1.2799999713897705,1.2100000381469729,1.2200000286102295,125000.0,,,,,
2024-06-21,1.1699999570846558,1.2599999904632568,1.1699999570846558,1.2599999904632568,181000.0,,,,,
2024-06-24,1.2200000286102295,1.2619999647140503,1.159999966621399,1.159999966621399,152900.0,,,,,
2024-06-25,1.2799999713897705,1.3300000429153442,1.2200000286102295,1.2200000286102295,101600.0,,,,,
2024-06-26,1.2899999618530271,1.399999976158142,1.2799999713897705,1.2799999713897705,229000.0,,,,,
2024-06-27,1.3300000429153442,1.350000023841858,1.2799999713897705,1.2799999713897705,86700.0,,,,,
2024-06-28,1.309999942779541,1.3700000047683716,1.2599999904632568,1.350000023841858,156900.0,,,,,
2024-07-01,1.2200000286102295,1.3300000429153442,1.2200000286102295,1.2999999523162842,183700.0,,,,,
2024-07-02,1.1799999475479126,1.2669999599456787,1.1799999475479126,1.25,229800.0,,,,,
2024-07-03,1.25,1.2699999809265137,1.184999942779541,1.2000000476837158,59700.0,,,,,
2024-07-05,1.3200000524520874,1.3200000524520874,1.2300000190734863,1.25,94500.0,,,,,
2024-07-08,1.2799999713897705,1.340000033378601,1.2699999809265137,1.3200000524520874,196600.0,,,,,
2024-07-09,1.2899999618530271,1.309999942779541,1.25,1.2999999523162842,93100.0,,,,,
2024-07-10,1.2000000476837158,1.305999994277954,1.1799999475479126,1.2899999618530271,296300.0,,,,,
2024-07-11,1.1699999570846558,1.2400000095367432,1.159999966621399,1.2000000476837158,251800.0,,,,,
2024-07-12,1.149999976158142,1.2200000286102295,1.1399999856948853,1.2200000286102295,343400.0,,,,,
2024-07-15,1.1399999856948853,1.1699999570846558,1.0800000429153442,1.159999966621399,315200.0,,,,,
2024-07-16,1.190000057220459,1.2000000476837158,1.1200000047683716,1.1399999856948853,197100.0,,,,,
2024-07-17,1.2799999713897705,1.2799999713897705,1.159999966621399,1.190000057220459,242300.0,,,,,
2024-07-18,1.2000000476837158,1.5,1.190000057220459,1.2899999618530271,503700.0,,,,,
2024-07-19,1.4700000286102295,1.4900000095367432,1.2000000476837158,1.2300000190734863,7016300.0,,,,,
2024-07-22,1.3700000047683716,2.5899999141693115,1.309999942779541,1.8899999856948853,100111600.0,,,,,
2024-07-23,1.1699999570846558,1.2999999523162842,1.1299999952316284,1.2400000095367432,8337400.0,,,,,
2024-07-24,1.1399999856948853,1.2000000476837158,1.0800000429153442,1.1299999952316284,2823300.0,,,,,
2024-07-25,1.1299999952316284,1.2300000190734863,1.0800000429153442,1.149999976158142,3710100.0,,,,,
2024-07-26,1.25,1.3899999856948853,1.1699999570846558,1.2000000476837158,12183100.0,,,,,
2024-07-29,1.5800000429153442,1.7000000476837158,1.1799999475479126,1.25,17989900.0,,,,,
2024-07-30,1.5199999809265137,1.8799999952316284,1.440000057220459,1.7699999809265137,18459900.0,,,,,
2024-07-31,1.4900000095367432,1.5700000524520874,1.3799999952316284,1.4700000286102295,5687700.0,,,,,
2024-08-01,1.3799999952316284,1.600000023841858,1.3450000286102295,1.4800000190734863,3202500.0,,,,,
2024-08-02,1.4600000381469729,1.4700000286102295,1.2599999904632568,1.3200000524520874,3254500.0,,,,,
2024-08-05,1.4199999570846558,1.5299999713897705,1.309999942779541,1.4900000095367432,4504300.0,,,,,
2024-08-06,0.3700000047683716,1.3700000047683716,0.3019999861717224,1.3600000143051147,55999100.0,,,,,
2024-08-07,0.6179999709129333,0.7279999852180481,0.5410000085830688,0.6399999856948853,188115400.0,,,,,
2024-08-08,0.5799999833106995,0.5929999947547913,0.4650000035762787,0.5329999923706055,17229600.0,,,,,
2024-08-09,0.5419999957084656,0.6100000143051147,0.5320000052452087,0.5519999861717224,6241900.0,,,,,
2024-08-12,0.4909999966621399,0.5590000152587891,0.4839999973773956,0.5590000152587891,4761100.0,,,,,
2024-08-13,0.4729999899864197,0.5080000162124634,0.4580000042915344,0.4950000047683716,3903900.0,,,,,
2024-08-14,0.4749999940395355,0.5260000228881836,0.4720000028610229,0.5040000081062317,5485100.0,,,,,
2024-08-15,0.5929999947547913,0.6499999761581421,0.4799999892711639,0.4819999933242798,31989700.0,,,,,
2024-08-16,0.753000020980835,0.8399999737739563,0.5600000023841858,0.5920000076293945,22741700.0,,,,,
2024-08-19,0.906000018119812,0.949999988079071,0.7710000276565552,0.800000011920929,20441400.0,,,,,
2024-08-20,1.3200000524520874,1.659999966621399,1.0299999713897705,1.0499999523162842,112000800.0,,,,,
2024-08-21,1.2899999618530271,1.4900000095367432,1.190000057220459,1.350000023841858,29540200.0,,,,,
2024-08-22,1.25,1.3300000429153442,1.059999942779541,1.309999942779541,14901400.0,,,,,
2024-08-23,1.3799999952316284,1.409999966621399,1.1799999475479126,1.2300000190734863,9673700.0,,,,,
2024-08-26,1.6399999856948853,2.039999961853028,1.5099999904632568,1.7100000381469729,57541300.0,,,,,
2024-08-27,1.5800000429153442,1.7100000381469729,1.4299999475479126,1.600000023841858,13249000.0,,,,,
2024-08-28,1.4500000476837158,1.5700000524520874,1.4199999570846558,1.5499999523162842,7370300.0,,,,,
2024-08-29,1.4500000476837158,1.5800000429153442,1.3200000524520874,1.4700000286102295,8473700.0,,,,,
2024-08-30,1.25,1.440000057220459,1.2300000190734863,1.340000033378601,9598600.0,,,,,
2024-09-03,1.2699999809265137,1.3700000047683716,1.25,1.2899999618530271,5045100.0,,,,,
2024-09-04,1.0399999618530271,1.2300000190734863,0.959999978542328,1.2300000190734863,10830500.0,,,,,
2024-09-05,1.1299999952316284,1.2200000286102295,1.0099999904632568,1.0199999809265137,6327300.0,,,,,
