Date,Close,High,Low,Open,Volume,"('Close', 'CGC')","('High', 'CGC')","('Low', 'CGC')","('Open', 'CGC')","('Volume', 'CGC')"
2024-06-03,8.020000457763672,8.680000305175781,7.860000133514404,8.5,6524400.0,,,,,
2024-06-04,7.809999942779541,8.119999885559082,7.400000095367432,8.0,5488700.0,,,,,
2024-06-05,7.809999942779541,7.909999847412109,7.610000133514404,7.849999904632568,3573900.0,,,,,
2024-06-06,7.150000095367432,7.590000152587891,6.960000038146973,7.480000019073486,6655800.0,,,,,
2024-06-07,7.03000020980835,7.429999828338623,6.929999828338623,7.130000114440918,4456300.0,,,,,
2024-06-10,7.28000020980835,7.28000020980835,6.77400016784668,7.050000190734863,4125700.0,,,,,
2024-06-11,7.320000171661377,7.324999809265137,7.119999885559082,7.289999961853027,3115500.0,,,,,
2024-06-12,7.590000152587891,7.849999904632568,7.349999904632568,7.800000190734863,6315200.0,,,,,
2024-06-13,7.460000038146973,7.71999979019165,7.380000114440918,7.619999885559082,1851700.0,,,,,
2024-06-14,7.239999771118164,7.449999809265137,7.159999847412109,7.400000095367432,2660600.0,,,,,
2024-06-17,7.21999979019165,7.28000020980835,6.934999942779541,7.119999885559082,2754900.0,,,,,
2024-06-18,7.090000152587891,7.295000076293945,7.010000228881836,7.150000095367432,1601600.0,,,,,
2024-06-20,7.119999885559082,7.15399980545044,6.974999904632568,7.079999923706055,1783200.0,,,,,
2024-06-21,6.849999904632568,7.050000190734863,6.659999847412109,7.050000190734863,2478600.0,,,,,
2024-06-24,6.989999771118164,7.139999866485596,6.849999904632568,6.960000038146973,3426500.0,,,,,
2024-06-25,6.480000019073486,6.989999771118164,6.440000057220459,6.880000114440918,3698300.0,,,,,
2024-06-26,6.630000114440918,6.71999979019165,6.389999866485596,6.480000019073486,2684800.0,,,,,
2024-06-27,6.670000076293945,6.860000133514404,6.489999771118164,6.5,2958200.0,,,,,
2024-06-28,6.449999809265137,6.670000076293945,6.320000171661377,6.619999885559082,2624900.0,,,,,
2024-07-01,6.389999866485596,6.629000186920166,6.150000095367432,6.5,2800500.0,,,,,
2024-07-02,6.260000228881836,6.389999866485596,6.199999809265137,6.349999904632568,1643900.0,,,,,
2024-07-03,6.489999771118164,6.849999904632568,6.300000190734863,6.320000171661377,3753400.0,,,,,
2024-07-05,6.340000152587891,6.650000095367432,6.340000152587891,6.599999904632568,1534700.0,,,,,
2024-07-08,6.260000228881836,6.400000095367432,6.199999809265137,6.360000133514404,1978800.0,,,,,
2024-07-09,6.190000057220459,6.409999847412109,6.070000171661377,6.210000038146973,2322400.0,,,,,
2024-07-10,6.329999923706055,6.40500020980835,6.119999885559082,6.239999771118164,2158900.0,,,,,
2024-07-11,6.480000019073486,6.514999866485596,6.329999923706055,6.349999904632568,2653100.0,,,,,
2024-07-12,6.5,6.630000114440918,6.440000057220459,6.630000114440918,2239800.0,,,,,
2024-07-15,7.139999866485596,7.380000114440918,6.21999979019165,6.400000095367432,7159700.0,,,,,
2024-07-16,7.360000133514404,7.489999771118164,6.900000095367432,7.119999885559082,5145500.0,,,,,
2024-07-17,7.449999809265137,7.980000019073486,7.050000190734863,7.050000190734863,6755800.0,,,,,
2024-07-18,7.21999979019165,8.180000305175781,7.199999809265137,7.78000020980835,7873300.0,,,,,
2024-07-19,7.130000114440918,7.320000171661377,7.050000190734863,7.300000190734863,2230500.0,,,,,
2024-07-22,8.350000381469727,8.395000457763672,7.340000152587891,7.400000095367432,8919200.0,,,,,
2024-07-23,8.199999809265137,8.649999618530273,8.050999641418457,8.220000267028809,7916600.0,,,,,
2024-07-24,7.320000171661377,8.09000015258789,7.199999809265137,8.09000015258789,5476400.0,,,,,
2024-07-25,7.159999847412109,7.559999942779541,7.150000095367432,7.369999885559082,2309000.0,,,,,
2024-07-26,7.300000190734863,7.429999828338623,7.179999828338623,7.28000020980835,2290700.0,,,,,
2024-07-29,7.360000133514404,7.679999828338623,7.269999980926514,7.380000114440918,2669200.0,,,,,
2024-07-30,7.599999904632568,8.039999961853027,7.400000095367432,7.519999980926514,5224400.0,,,,,
2024-07-31,7.599999904632568,7.890999794006348,7.429999828338623,7.550000190734863,2838100.0,,,,,
2024-08-01,6.769999980926514,7.804999828338623,6.769999980926514,7.599999904632568,5033100.0,,,,,
2024-08-02,6.570000171661377,6.840000152587891,6.340000152587891,6.579999923706055,2783800.0,,,,,
2024-08-05,6.059999942779541,6.28000020980835,5.5,5.570000171661377,4155900.0,,,,,
2024-08-06,6.409999847412109,6.519999980926514,6.070000171661377,6.289999961853027,2042500.0,,,,,
2024-08-07,6.389999866485596,6.820000171661377,6.375,6.630000114440918,2731900.0,,,,,
2024-08-08,6.920000076293945,7.179999828338623,6.269999980926514,6.46999979019165,4075200.0,,,,,
2024-08-09,6.369999885559082,6.5,6.110000133514404,6.230000019073486,4836800.0,,,,,
2024-08-12,6.34499979019165,6.699999809265137,6.329999923706055,6.539999961853027,2396900.0,,,,,
2024-08-13,6.800000190734863,6.840000152587891,6.320000171661377,6.320000171661377,2708200.0,,,,,
2024-08-14,6.840000152587891,6.980000019073486,6.699999809265137,6.769999980926514,3227300.0,,,,,
2024-08-15,6.980000019073486,7.210000038146973,6.900000095367432,6.900000095367432,2424600.0,,,,,
2024-08-16,7.039999961853027,7.114999771118164,6.860000133514404,6.940000057220459,2112900.0,,,,,
2024-08-19,6.659999847412109,7.079999923706055,6.550000190734863,7.050000190734863,3894300.0,,,,,
2024-08-20,6.369999885559082,6.699999809265137,6.324999809265137,6.690000057220459,2107000.0,,,,,
2024-08-21,6.400000095367432,6.489999771118164,6.360000133514404,6.389999866485596,1774200.0,,,,,
2024-08-22,6.139999866485596,6.409999847412109,6.079999923706055,6.369999885559082,1940300.0,,,,,
2024-08-23,6.210000038146973,6.300000190734863,6.150000095367432,6.179999828338623,1992200.0,,,,,
2024-08-26,6.170000076293945,6.264999866485596,6.114999771118164,6.210000038146973,1751300.0,,,,,
2024-08-27,5.579999923706055,5.817999839782715,5.059999942779541,5.78000020980835,5500700.0,,,,,
2024-08-28,5.289999961853027,5.599999904632568,5.25,5.550000190734863,2489800.0,,,,,
2024-08-29,5.179999828338623,5.360000133514404,5.142000198364258,5.320000171661377,2546600.0,,,,,
2024-08-30,5.210000038146973,5.269999980926514,5.130000114440918,5.199999809265137,1566200.0,,,,,
2024-09-03,5.039999961853027,5.46999979019165,4.949999809265137,5.380000114440918,3395800.0,,,,,
2024-09-04,4.869999885559082,5.130000114440918,4.860000133514404,4.949999809265137,2827900.0,,,,,
2024-09-05,4.739999771118164,5.0,4.71999979019165,4.889999866485596,2468800.0,,,,,
2024-09-06,4.480000019073486,4.75,4.440000057220459,4.739999771118164,3016700.0,,,,,
2024-09-09,4.849999904632568,5.090000152587891,4.739999771118164,4.840000152587891,6515500.0,,,,,
2024-09-10,4.800000190734863,4.949999809265137,4.650000095367432,4.929999828338623,2833400.0,,,,,
2024-09-11,4.710000038146973,4.869999885559082,4.590000152587891,4.840000152587891,3070100.0,,,,,
2024-09-12,4.71999979019165,4.785999774932861,4.664999961853027,4.730000019073486,1743900.0,,,,,
2024-09-13,4.789999961853027,4.860000133514404,4.710000038146973,4.730000019073486,1747400.0,,,,,
2024-09-16,4.909999847412109,4.920000076293945,4.651999950408936,4.78000020980835,3290100.0,,,,,
2024-09-17,4.889999866485596,5.099999904632568,4.800000190734863,5.03000020980835,2948400.0,,,,,
2024-09-18,4.769999980926514,5.019999980926514,4.75,4.860000133514404,2502300.0,,,,,
2024-09-19,4.710000038146973,4.960000038146973,4.670000076293945,4.940000057220459,2611300.0,,,,,
2024-09-20,4.639999866485596,4.739999771118164,4.550000190734863,4.730000019073486,2081000.0,,,,,
2024-09-23,4.570000171661377,4.710000038146973,4.510000228881836,4.699999809265137,2261800.0,,,,,
2024-09-24,4.599999904632568,4.800000190734863,4.540999889373779,4.579999923706055,3040400.0,,,,,
2024-09-25,4.409999847412109,4.610000133514404,4.349999904632568,4.610000133514404,3009300.0,,,,,
2024-09-26,4.519999980926514,4.539999961853027,4.420000076293945,4.449999809265137,2927000.0,,,,,
2024-09-27,4.570000171661377,4.629000186920166,4.5,4.559999942779541,2726300.0,,,,,
2024-09-30,4.820000171661377,5.309999942779541,4.559999942779541,4.599999904632568,11496600.0,,,,,
2024-10-01,4.409999847412109,4.849999904632568,4.383999824523926,4.809999942779541,8670200.0,,,,,
2024-10-02,4.420000076293945,4.439000129699707,4.25,4.389999866485596,4210800.0,,,,,
2024-10-03,4.579999923706055,4.610000133514404,4.369999885559082,4.400000095367432,5920400.0,,,,,
2024-10-04,4.420000076293945,4.699999809265137,4.389999866485596,4.679999828338623,4246900.0,,,,,
2024-10-07,4.199999809265137,4.449999809265137,4.190000057220459,4.409999847412109,4463800.0,,,,,
2024-10-08,4.090000152587891,4.230000019073486,4.070000171661377,4.230000019073486,2920100.0,,,,,
2024-10-09,4.03000020980835,4.119999885559082,3.9800000190734863,4.099999904632568,3469100.0,,,,,
