Price,Close,High,Low,Open,Volume
Ticker,MICC,MICC,MICC,MICC,MICC
Date,,,,,
2025-12-08,14.920000076293945,16.0,14.600000381469727,14.899999618530273,7578900
2025-12-09,14.510000228881836,14.8100004196167,14.449999809265137,14.539999961853027,5969000
2025-12-10,14.989999771118164,15.180000305175781,14.619999885559082,14.640000343322754,8651000
2025-12-11,15.600000381469727,16.0,15.359999656677246,15.90999984741211,11203400
2025-12-12,15.869999885559082,15.869999885559082,15.579999923706055,15.789999961853027,5102600
2025-12-15,16.469999313354492,16.889999389648438,16.21299934387207,16.450000762939453,5596000
2025-12-16,16.190000534057617,16.450000762939453,16.104999542236328,16.31999969482422,4224800
2025-12-17,15.84000015258789,16.399999618530273,15.664999961853027,16.31999969482422,3737000
2025-12-18,15.970000267028809,16.09000015258789,15.850000381469727,15.920000076293945,2870700
2025-12-19,15.880000114440918,15.994999885559082,15.8100004196167,15.949999809265137,4583100
2025-12-22,15.829999923706055,15.895000457763672,15.699999809265137,15.859999656677246,2628900
2025-12-23,15.6850004196167,15.779999732971191,15.670000076293945,15.720000267028809,257611
