Date,Close,High,Low,Open,Volume,"('Close', 'IVVD')","('High', 'IVVD')","('Low', 'IVVD')","('Open', 'IVVD')","('Volume', 'IVVD')"
2024-06-03,1.809999942779541,1.8949999809265137,1.7300000190734863,1.870000004768372,388900.0,,,,,
2024-06-04,1.7999999523162842,1.8899999856948853,1.7400000095367432,1.8200000524520876,443800.0,,,,,
2024-06-05,1.7599999904632568,1.850000023841858,1.7100000381469729,1.7899999618530271,228200.0,,,,,
2024-06-06,1.75,1.825000047683716,1.7100000381469729,1.7400000095367432,200900.0,,,,,
2024-06-07,1.690000057220459,1.7999999523162842,1.690000057220459,1.75,223200.0,,,,,
2024-06-10,1.6799999475479126,1.830000042915344,1.6699999570846558,1.6699999570846558,392900.0,,,,,
2024-06-11,1.6200000047683716,1.7200000286102295,1.6200000047683716,1.6799999475479126,199000.0,,,,,
2024-06-12,1.649999976158142,1.75,1.6150000095367432,1.6299999952316284,276900.0,,,,,
2024-06-13,1.7000000476837158,1.7400000095367432,1.6399999856948853,1.649999976158142,221500.0,,,,,
2024-06-14,1.5800000429153442,1.7999999523162842,1.559999942779541,1.7799999713897705,248500.0,,,,,
2024-06-17,1.4700000286102295,1.6050000190734863,1.4700000286102295,1.600000023841858,317600.0,,,,,
2024-06-18,1.399999976158142,1.4700000286102295,1.399999976158142,1.4700000286102295,318700.0,,,,,
2024-06-20,1.309999942779541,1.4459999799728394,1.284999966621399,1.409999966621399,411900.0,,,,,
2024-06-21,1.2400000095367432,1.3600000143051147,1.2100000381469729,1.3300000429153442,524000.0,,,,,
2024-06-24,1.2699999809265137,1.3300000429153442,1.2200000286102295,1.2200000286102295,292200.0,,,,,
2024-06-25,1.2100000381469729,1.309999942779541,1.2100000381469729,1.2599999904632568,332500.0,,,,,
2024-06-26,1.2100000381469729,1.2300000190734863,1.159999966621399,1.2000000476837158,590100.0,,,,,
2024-06-27,1.2000000476837158,1.6299999952316284,1.2000000476837158,1.2300000190734863,2849600.0,,,,,
2024-06-28,1.100000023841858,1.2000000476837158,1.090000033378601,1.190000057220459,9842400.0,,,,,
2024-07-01,1.2000000476837158,1.2100000381469729,1.0800000429153442,1.1200000047683716,584800.0,,,,,
2024-07-02,1.100000023841858,1.2000000476837158,1.100000023841858,1.1699999570846558,332000.0,,,,,
2024-07-03,1.100000023841858,1.1399999856948853,1.090000033378601,1.1299999952316284,138300.0,,,,,
2024-07-05,1.149999976158142,1.2100000381469729,1.100000023841858,1.1100000143051147,648800.0,,,,,
2024-07-08,1.090000033378601,1.159999966621399,1.0800000429153442,1.159999966621399,430900.0,,,,,
2024-07-09,1.059999942779541,1.1150000095367432,1.0499999523162842,1.090000033378601,251000.0,,,,,
2024-07-10,1.1200000047683716,1.1349999904632568,1.0700000524520874,1.0700000524520874,343700.0,,,,,
2024-07-11,1.1699999570846558,1.2200000286102295,1.1119999885559082,1.1399999856948853,338600.0,,,,,
2024-07-12,1.190000057220459,1.2300000190734863,1.1699999570846558,1.2000000476837158,228700.0,,,,,
2024-07-15,1.2899999618530271,1.309999942779541,1.1759999990463257,1.2200000286102295,324900.0,,,,,
2024-07-16,1.3899999856948853,1.4800000190734863,1.2899999618530271,1.2899999618530271,573800.0,,,,,
2024-07-17,1.2599999904632568,1.3799999952316284,1.2599999904632568,1.340000033378601,348900.0,,,,,
2024-07-18,1.2200000286102295,1.2799999713897705,1.190000057220459,1.2300000190734863,235200.0,,,,,
2024-07-19,1.149999976158142,1.2200000286102295,1.149999976158142,1.2200000286102295,272900.0,,,,,
2024-07-22,1.2200000286102295,1.2200000286102295,1.100000023841858,1.1799999475479126,358700.0,,,,,
2024-07-23,1.25,1.2799999713897705,1.215000033378601,1.2200000286102295,214800.0,,,,,
2024-07-24,1.340000033378601,1.3600000143051147,1.2000000476837158,1.2300000190734863,399200.0,,,,,
2024-07-25,1.2899999618530271,1.4550000429153442,1.2899999618530271,1.340000033378601,423000.0,,,,,
2024-07-26,1.3200000524520874,1.3300000429153442,1.25,1.3300000429153442,175900.0,,,,,
2024-07-29,1.2200000286102295,1.340999960899353,1.2000000476837158,1.309999942779541,293300.0,,,,,
2024-07-30,1.190000057220459,1.2400000095367432,1.149999976158142,1.2000000476837158,348200.0,,,,,
2024-07-31,1.25,1.2699999809265137,1.159999966621399,1.2000000476837158,269500.0,,,,,
2024-08-01,1.1950000524520874,1.25,1.1200000047683716,1.25,371800.0,,,,,
2024-08-02,1.1399999856948853,1.1799999475479126,1.100000023841858,1.149999976158142,296100.0,,,,,
2024-08-05,1.0499999523162842,1.097000002861023,1.0019999742507937,1.0700000524520874,430300.0,,,,,
2024-08-06,1.0800000429153442,1.100000023841858,1.0,1.059999942779541,277200.0,,,,,
2024-08-07,1.0,1.0800000429153442,1.0,1.0700000524520874,203900.0,,,,,
2024-08-08,1.0499999523162842,1.0700000524520874,1.0099999904632568,1.0299999713897705,353800.0,,,,,
2024-08-09,1.0299999713897705,1.1080000400543213,1.0099999904632568,1.0499999523162842,230100.0,,,,,
2024-08-12,0.9649999737739564,1.0800000429153442,0.9610000252723694,1.059999942779541,291100.0,,,,,
2024-08-13,1.059999942779541,1.0700000524520874,0.959999978542328,0.959999978542328,253900.0,,,,,
2024-08-14,0.9800000190734864,1.159999966621399,0.959999978542328,1.0800000429153442,512500.0,,,,,
2024-08-15,1.0399999618530271,1.059999942779541,0.9800000190734864,0.9800000190734864,306700.0,,,,,
2024-08-16,0.9760000109672546,1.059999942779541,0.959999978542328,1.0399999618530271,224800.0,,,,,
2024-08-19,0.912999987602234,0.9760000109672546,0.8930000066757202,0.9710000157356262,365300.0,,,,,
2024-08-20,0.8629999756813049,0.968999981880188,0.8370000123977661,0.9380000233650208,492000.0,,,,,
2024-08-21,0.878000020980835,0.9760000109672546,0.8500000238418579,0.959999978542328,330800.0,,,,,
2024-08-22,0.878000020980835,0.915000021457672,0.8500000238418579,0.871999979019165,780200.0,,,,,
2024-08-23,1.0099999904632568,1.0099999904632568,0.8799999952316284,0.902999997138977,359400.0,,,,,
2024-08-26,1.2899999618530271,1.309999942779541,1.059999942779541,1.0700000524520874,1554800.0,,,,,
2024-08-27,0.9200000166893004,1.3200000524520874,0.9010000228881836,1.2899999618530271,2609300.0,,,,,
2024-08-28,0.8999999761581421,0.9919999837875366,0.8920000195503235,0.949999988079071,667600.0,,,,,
2024-08-29,0.8840000033378601,0.9670000076293944,0.8809999823570251,0.9110000133514404,526900.0,,,,,
2024-08-30,0.8500000238418579,0.9430000185966492,0.8410000205039978,0.8999999761581421,783300.0,,,,,
2024-09-03,0.8519999980926514,0.8809999823570251,0.843999981880188,0.8600000143051147,435300.0,,,,,
2024-09-04,0.8500000238418579,0.8899999856948853,0.8399999737739563,0.8849999904632568,317300.0,,,,,
2024-09-05,0.8510000109672546,0.9200000166893004,0.8489999771118164,0.8859999775886536,335200.0,,,,,
2024-09-06,0.8140000104904175,0.8740000128746033,0.8140000104904175,0.8479999899864197,476600.0,,,,,
2024-09-09,0.9010000228881836,0.9409999847412108,0.8119999766349792,0.8119999766349792,425800.0,,,,,
2024-09-10,0.8999999761581421,0.949999988079071,0.8849999904632568,0.8899999856948853,310900.0,,,,,
2024-09-11,1.0199999809265137,1.0499999523162842,0.8859999775886536,0.8949999809265137,490100.0,,,,,
2024-09-12,1.149999976158142,1.1649999618530271,0.9879999756813048,1.1200000047683716,800300.0,,,,,
2024-09-13,1.149999976158142,1.190000057220459,1.0499999523162842,1.190000057220459,628700.0,,,,,
2024-09-16,1.1399999856948853,1.159999966621399,1.0800000429153442,1.149999976158142,242000.0,,,,,
2024-09-17,1.1100000143051147,1.1399999856948853,1.0750000476837158,1.1399999856948853,326900.0,,,,,
2024-09-18,1.1699999570846558,1.2100000381469729,1.100000023841858,1.100000023841858,365700.0,,,,,
2024-09-19,1.2200000286102295,1.2699999809265137,1.159999966621399,1.2200000286102295,421600.0,,,,,
2024-09-20,1.2000000476837158,1.2400000095367432,1.1799999475479126,1.190000057220459,1247000.0,,,,,
2024-09-23,1.2000000476837158,1.2699999809265137,1.159999966621399,1.2599999904632568,531300.0,,,,,
2024-09-24,1.090000033378601,1.190000057220459,1.090000033378601,1.1799999475479126,403800.0,,,,,
2024-09-25,0.9800000190734864,1.090000033378601,0.9800000190734864,1.0800000429153442,526500.0,,,,,
2024-09-26,1.0399999618530271,1.0499999523162842,1.0,1.0,350200.0,,,,,
2024-09-27,1.149999976158142,1.1690000295639038,1.0299999713897705,1.0299999713897705,417200.0,,,,,
2024-09-30,1.0199999809265137,1.1799999475479126,0.9800000190734864,1.1699999570846558,329100.0,,,,,
2024-10-01,0.8999999761581421,1.0099999904632568,0.8999999761581421,1.0099999904632568,482600.0,,,,,
2024-10-02,0.949999988079071,0.984000027179718,0.8999999761581421,0.8999999761581421,361800.0,,,,,
2024-10-03,0.9610000252723694,0.9700000286102296,0.921999990940094,0.9350000023841858,184800.0,,,,,
2024-10-04,0.9509999752044678,1.0010000467300415,0.925000011920929,0.9700000286102296,256200.0,,,,,
2024-10-07,0.9210000038146972,0.9700000286102296,0.9100000262260436,0.9580000042915344,165800.0,,,,,
2024-10-08,0.9070000052452089,0.968999981880188,0.8999999761581421,0.9100000262260436,158300.0,,,,,
2024-10-09,0.9010000228881836,0.959999978542328,0.8920000195503235,0.8999999761581421,132500.0,,,,,
2024-10-10,0.9039999842643738,0.9399999976158142,0.8949999809265137,0.8970000147819519,209100.0,,,,,
2024-10-11,1.0199999809265137,1.0199999809265137,0.8960000276565552,0.8999999761581421,208700.0,,,,,
2024-10-14,0.9940000176429749,1.0099999904632568,0.9710000157356262,0.9900000095367432,117300.0,,,,,
2024-10-15,0.9509999752044678,1.0499999523162842,0.930999994277954,1.0499999523162842,2057200.0,,,,,
2024-10-16,0.9860000014305116,1.0199999809265137,0.9330000281333924,0.9800000190734864,243600.0,,,,,
