Date,Close,High,Low,Open,Volume,"('Close', 'NOV')","('High', 'NOV')","('Low', 'NOV')","('Open', 'NOV')","('Volume', 'NOV')"
2024-06-03,16.918014526367188,17.937860744972518,16.822701404882846,17.928329251029425,2726000.0,,,,,
2024-06-04,16.47004508972168,16.77504562172543,16.393794956720743,16.755982633988552,2716000.0,,,,,
2024-06-05,16.5081729888916,16.76551792782798,16.450985830665843,16.622549123290096,2176900.0,,,,,
2024-06-06,16.584421157836914,16.651139804120596,16.374733724095808,16.479578349939743,1400600.0,,,,,
2024-06-07,16.5081729888916,16.755986431799187,16.346141192296137,16.431922838608266,3175700.0,,,,,
2024-06-10,16.784578323364258,16.937078600339618,16.517701929684026,16.593952068171706,1827100.0,,,,,
2024-06-11,16.9942684173584,17.060987071764803,16.450985868109697,16.57489168087202,3746700.0,,,,,
2024-06-12,17.213485717773438,17.394580489428208,17.060985431521043,17.289735860899633,2900800.0,,,,,
2024-06-13,17.060985565185547,17.280204501147484,16.593953207635273,17.175361689744328,4574800.0,,,,,
2024-06-14,16.749916076660156,16.931772819516482,16.481916762219043,16.931772819516482,2326900.0,,,,,
2024-06-17,17.333768844604492,17.343340443168206,16.721199315697174,16.759485709952028,3655500.0,,,,,
2024-06-18,17.372055053710938,17.659197560949984,17.362483454243375,17.362483454243375,2784600.0,,,,,
2024-06-20,17.381624221801758,17.534766140669078,17.362481025544422,17.41033901618776,2105200.0,,,,,
2024-06-21,17.238054275512695,17.458195560466976,17.075340754982204,17.458195560466976,4882200.0,,,,,
2024-06-24,17.78362464904785,17.927194989435165,17.295484031254244,17.305055630692856,2158700.0,,,,,
2024-06-25,18.070764541625977,18.09947933868935,17.640053539250452,17.6591967372927,2522300.0,,,,,
2024-06-26,18.04205322265625,18.05162482255405,17.745340928208467,17.955910649172054,2551600.0,,,,,
2024-06-27,18.070764541625977,18.147335508199127,17.94633740554305,18.147335508199127,2459800.0,,,,,
2024-06-28,18.195192337036133,18.33876266195879,18.02290721689065,18.310047866735967,4077700.0,,,,,
2024-07-01,17.69748306274414,18.27176628178922,17.58262751429274,18.27176628178922,2873100.0,,,,,
2024-07-02,17.687911987304688,17.86976874094102,17.53477003443075,17.86976874094102,3494500.0,,,,,
2024-07-03,17.70705223083496,17.898480552757974,17.649624464496366,17.812337990452196,1350300.0,,,,,
2024-07-05,17.24762725830078,17.764480830793662,16.97962796015152,17.659196891831627,5687500.0,,,,,
2024-07-08,17.238054275512695,17.410339394379772,17.15191171607916,17.190196283829778,2221400.0,,,,,
2024-07-09,16.941343307495117,17.199769179695338,16.836057543445786,17.05619884500725,1936500.0,,,,,
2024-07-10,17.02748680114746,17.142342344917346,16.874343033461027,16.941344230522073,1984600.0,,,,,
2024-07-11,17.57305335998535,17.601766330126605,17.03705479313565,17.14234055190894,2270200.0,,,,,
2024-07-12,17.726198196411133,17.821912372320128,17.62091242035163,17.812340772169623,2065500.0,,,,,
2024-07-15,18.377050399780277,18.59719170247032,17.611338901525176,17.802767232487916,2610100.0,,,,,
2024-07-16,18.673763275146484,18.769477443730946,18.11862328807173,18.21433745665619,3042600.0,,,,,
2024-07-17,18.63547706604004,18.989618945707196,18.63547706604004,18.750334434622776,2515500.0,,,,,
2024-07-18,18.42490577697754,18.807760596834537,18.42490577697754,18.67376186628353,2701200.0,,,,,
2024-07-19,18.156906127929688,18.444048606288888,17.95590803611442,18.29090668140228,2721500.0,,,,,
2024-07-22,17.98462677001953,18.15691010404788,17.802770009794102,18.0899107254375,1935900.0,,,,,
2024-07-23,17.841053009033203,18.013338153423643,17.716625863415658,17.850624608787783,1938300.0,,,,,
2024-07-24,17.467769622802734,17.92719545419095,17.448626423429232,17.860196081979666,1919200.0,,,,,
2024-07-25,17.869770050048828,18.195197180145183,17.410344157770282,17.439057135040056,7027200.0,,,,,
2024-07-26,18.99919319152832,20.08075852901372,18.367482140325134,19.80318940680441,10995000.0,,,,,
2024-07-29,18.960906982421875,19.152335350152423,18.692909458314563,18.83647982131437,3534700.0,,,,,
