Date,Close,High,Low,Open,Volume,"('Close', 'LWLG')","('High', 'LWLG')","('Low', 'LWLG')","('Open', 'LWLG')","('Volume', 'LWLG')"
2024-06-03,3.109999895095825,3.1600000858306885,2.970000028610229,3.109999895095825,755600.0,,,,,
2024-06-04,2.8399999141693115,3.0799999237060547,2.8299999237060547,3.049999952316284,736600.0,,,,,
2024-06-05,2.9800000190734863,3.0,2.759999990463257,2.869999885559082,759100.0,,,,,
2024-06-06,2.759999990463257,2.9600000381469727,2.759999990463257,2.950000047683716,759800.0,,,,,
2024-06-07,2.539999961853028,2.7300000190734863,2.539999961853028,2.7300000190734863,1490700.0,,,,,
2024-06-10,2.720000028610229,2.75,2.440000057220459,2.5199999809265137,1306300.0,,,,,
2024-06-11,2.7300000190734863,2.789999961853028,2.619999885559082,2.7100000381469727,862600.0,,,,,
2024-06-12,3.119999885559082,3.130000114440918,2.8399999141693115,2.8399999141693115,1119300.0,,,,,
2024-06-13,3.4200000762939453,3.539999961853028,3.150000095367432,3.150000095367432,1584200.0,,,,,
2024-06-14,3.509999990463257,3.559999942779541,3.2799999713897705,3.390000104904175,1757800.0,,,,,
2024-06-17,3.4600000381469727,3.5799999237060547,3.369999885559082,3.5,576000.0,,,,,
2024-06-18,3.3299999237060547,3.470000028610229,3.319999933242798,3.4600000381469727,406100.0,,,,,
2024-06-20,3.059999942779541,3.309999942779541,3.0299999713897705,3.299999952316284,668600.0,,,,,
2024-06-21,3.0799999237060547,3.0999999046325684,2.990000009536743,3.069999933242798,1070100.0,,,,,
2024-06-24,3.069999933242798,3.200000047683716,3.0199999809265137,3.0799999237060547,540600.0,,,,,
2024-06-25,3.039999961853028,3.0999999046325684,3.0,3.059999942779541,320000.0,,,,,
2024-06-26,3.069999933242798,3.130000114440918,2.970000028610229,3.0,526300.0,,,,,
2024-06-27,3.0,3.0999999046325684,2.950000047683716,3.0799999237060547,447300.0,,,,,
2024-06-28,2.990000009536743,3.059999942779541,2.9100000858306885,3.0,1571600.0,,,,,
2024-07-01,2.900000095367432,3.0299999713897705,2.859999895095825,2.990000009536743,404100.0,,,,,
2024-07-02,2.950000047683716,3.0199999809265137,2.900000095367432,2.9200000762939453,379000.0,,,,,
2024-07-03,2.990000009536743,3.0899999141693115,2.950000047683716,3.0,206200.0,,,,,
2024-07-05,2.950000047683716,2.990000009536743,2.890000104904175,2.970000028610229,350700.0,,,,,
2024-07-08,3.0299999713897705,3.069999933242798,2.950000047683716,2.9600000381469727,344900.0,,,,,
2024-07-09,3.059999942779541,3.069999933242798,2.940000057220459,3.009999990463257,486300.0,,,,,
2024-07-10,3.200000047683716,3.200000047683716,3.009999990463257,3.0899999141693115,421400.0,,,,,
2024-07-11,3.5199999809265137,3.569999933242798,3.220000028610229,3.220000028610229,1037900.0,,,,,
2024-07-12,3.690000057220459,3.7899999618530273,3.549999952316284,3.559999942779541,815500.0,,,,,
2024-07-15,3.690000057220459,3.740000009536743,3.549999952316284,3.690000057220459,681800.0,,,,,
2024-07-16,4.150000095367432,4.159999847412109,3.700000047683716,3.740000009536743,1114100.0,,,,,
2024-07-17,3.9800000190734863,4.190000057220459,3.890000104904175,4.099999904632568,909800.0,,,,,
2024-07-18,3.7799999713897705,4.019999980926514,3.690000057220459,3.9600000381469727,813400.0,,,,,
2024-07-19,3.5199999809265137,3.7799999713897705,3.509999990463257,3.7799999713897705,607900.0,,,,,
2024-07-22,3.5299999713897705,3.559999942779541,3.380000114440918,3.549999952316284,428400.0,,,,,
2024-07-23,3.799999952316284,3.839999914169312,3.5199999809265137,3.5899999141693115,602800.0,,,,,
2024-07-24,3.569999933242798,3.829999923706055,3.569999933242798,3.740000009536743,396400.0,,,,,
2024-07-25,3.7300000190734863,3.819999933242798,3.509999990463257,3.539999961853028,497600.0,,,,,
2024-07-26,3.75,3.859999895095825,3.650000095367432,3.819999933242798,395800.0,,,,,
2024-07-29,3.4100000858306885,3.799999952316284,3.359999895095825,3.799999952316284,564000.0,,,,,
2024-07-30,3.4100000858306885,3.5,3.299999952316284,3.430000066757202,407200.0,,,,,
2024-07-31,3.4600000381469727,3.640000104904175,3.390000104904175,3.5,437100.0,,,,,
2024-08-01,3.1600000858306885,3.4800000190734863,3.119999885559082,3.450000047683716,651500.0,,,,,
2024-08-02,2.890000104904175,3.0999999046325684,2.859999895095825,3.069999933242798,1019800.0,,,,,
2024-08-05,2.819999933242798,2.9200000762939453,2.559999942779541,2.6600000858306885,861400.0,,,,,
2024-08-06,2.819999933242798,2.940000057220459,2.75,2.9100000858306885,747800.0,,,,,
2024-08-07,2.75,2.9200000762939453,2.690000057220459,2.8299999237060547,588100.0,,,,,
2024-08-08,2.740000009536743,2.8299999237060547,2.7100000381469727,2.8299999237060547,664500.0,,,,,
2024-08-09,2.7799999713897705,2.880000114440918,2.700000047683716,2.740000009536743,526100.0,,,,,
2024-08-12,2.5299999713897705,2.8499999046325684,2.5,2.8499999046325684,1337500.0,,,,,
2024-08-13,2.7699999809265137,2.809999942779541,2.539999961853028,2.5799999237060547,679500.0,,,,,
2024-08-14,2.6600000858306885,2.859999895095825,2.630000114440918,2.799999952316284,439300.0,,,,,
2024-08-15,2.789999961853028,2.900000095367432,2.700000047683716,2.799999952316284,494900.0,,,,,
2024-08-16,2.7699999809265137,2.890000104904175,2.75,2.799999952316284,569500.0,,,,,
2024-08-19,2.650000095367432,2.7799999713897705,2.5799999237060547,2.7699999809265137,592000.0,,,,,
2024-08-20,2.569999933242798,2.700000047683716,2.5199999809265137,2.650000095367432,526400.0,,,,,
2024-08-21,2.740000009536743,2.740000009536743,2.5199999809265137,2.569999933242798,555600.0,,,,,
2024-08-22,2.680000066757202,2.789999961853028,2.6700000762939453,2.700000047683716,376300.0,,,,,
2024-08-23,2.890000104904175,2.9200000762939453,2.690000057220459,2.690000057220459,474500.0,,,,,
2024-08-26,2.9100000858306885,2.970000028610229,2.8299999237060547,2.9200000762939453,669800.0,,,,,
2024-08-27,2.869999885559082,2.940000057220459,2.799999952316284,2.890000104904175,452800.0,,,,,
2024-08-28,2.8499999046325684,2.900000095367432,2.7799999713897705,2.859999895095825,399600.0,,,,,
2024-08-29,2.9200000762939453,3.059999942779541,2.8499999046325684,2.869999885559082,478800.0,,,,,
2024-08-30,2.950000047683716,3.0299999713897705,2.880000114440918,2.950000047683716,551100.0,,,,,
2024-09-03,2.7100000381469727,2.9800000190734863,2.680000066757202,2.9800000190734863,430200.0,,,,,
2024-09-04,2.680000066757202,2.75,2.619999885559082,2.680000066757202,373100.0,,,,,
2024-09-05,2.6600000858306885,2.789999961853028,2.640000104904175,2.700000047683716,318200.0,,,,,
2024-09-06,2.5999999046325684,2.700000047683716,2.559999942779541,2.6600000858306885,434200.0,,,,,
2024-09-09,2.549999952316284,2.619999885559082,2.5199999809265137,2.5999999046325684,524300.0,,,,,
2024-09-10,2.559999942779541,2.640000104904175,2.539999961853028,2.549999952316284,675000.0,,,,,
2024-09-11,2.609999895095825,2.6700000762939453,2.509999990463257,2.559999942779541,605400.0,,,,,
2024-09-12,2.640000104904175,2.6700000762939453,2.5799999237060547,2.630000114440918,540500.0,,,,,
2024-09-13,2.6700000762939453,2.7799999713897705,2.650000095367432,2.7100000381469727,610500.0,,,,,
2024-09-16,2.549999952316284,2.680000066757202,2.5199999809265137,2.6600000858306885,572100.0,,,,,
2024-09-17,2.700000047683716,2.759999990463257,2.5999999046325684,2.5999999046325684,531800.0,,,,,
2024-09-18,2.720000028610229,2.9200000762939453,2.6700000762939453,2.6700000762939453,596300.0,,,,,
2024-09-19,2.799999952316284,2.859999895095825,2.720000028610229,2.859999895095825,418200.0,,,,,
2024-09-20,2.7699999809265137,2.819999933242798,2.7300000190734863,2.799999952316284,1030100.0,,,,,
2024-09-23,2.8399999141693115,2.900000095367432,2.7100000381469727,2.799999952316284,740400.0,,,,,
2024-09-24,3.0199999809265137,3.0999999046325684,2.890000104904175,2.9100000858306885,852800.0,,,,,
2024-09-25,2.9200000762939453,3.059999942779541,2.869999885559082,3.0199999809265137,516200.0,,,,,
2024-09-26,2.859999895095825,2.9800000190734863,2.799999952316284,2.9600000381469727,510800.0,,,,,
2024-09-27,2.950000047683716,2.970000028610229,2.890000104904175,2.930000066757202,425000.0,,,,,
2024-09-30,2.759999990463257,2.990000009536743,2.7100000381469727,2.950000047683716,757400.0,,,,,
2024-10-01,2.6700000762939453,2.7699999809265137,2.5799999237060547,2.7699999809265137,689700.0,,,,,
2024-10-02,2.799999952316284,2.809999942779541,2.5999999046325684,2.5999999046325684,416000.0,,,,,
2024-10-03,2.690000057220459,2.789999961853028,2.650000095367432,2.759999990463257,324600.0,,,,,
2024-10-04,2.799999952316284,2.8399999141693115,2.7300000190734863,2.759999990463257,266200.0,,,,,
2024-10-07,2.75,2.799999952316284,2.700000047683716,2.799999952316284,274500.0,,,,,
2024-10-08,2.759999990463257,2.799999952316284,2.7100000381469727,2.759999990463257,326300.0,,,,,
2024-10-09,2.700000047683716,2.789999961853028,2.680000066757202,2.7699999809265137,360700.0,,,,,
2024-10-10,2.9200000762939453,3.140000104904175,2.650000095367432,2.6600000858306885,1780700.0,,,,,
2024-10-11,2.9600000381469727,2.9800000190734863,2.8399999141693115,2.900000095367432,377100.0,,,,,
2024-10-14,2.9100000858306885,2.990000009536743,2.880000114440918,2.9800000190734863,229000.0,,,,,
2024-10-15,2.9600000381469727,3.0199999809265137,2.8299999237060547,2.9100000858306885,322900.0,,,,,
2024-10-16,3.3399999141693115,3.3499999046325684,2.9600000381469727,3.009999990463257,1305400.0,,,,,
