Date,Close,High,Low,Open,Volume,"('Close', 'QSR')","('High', 'QSR')","('Low', 'QSR')","('Open', 'QSR')","('Volume', 'QSR')"
2024-06-03,66.4105224609375,66.62847531525499,64.6952914813338,64.6952914813338,2247200.0,,,,,
2024-06-04,66.32522583007812,66.48632989225084,65.81350010120309,66.23994182355345,1484500.0,,,,,
2024-06-05,67.14018249511719,67.3297145223803,66.35838366864117,66.43893206901265,1446400.0,,,,,
2024-06-06,67.34867095947266,67.43396218789202,66.14517319106415,66.82746686887745,1921800.0,,,,,
2024-06-07,65.17858123779297,67.18757765673496,64.92272199896827,66.38208629906168,2686200.0,,,,,
2024-06-10,64.08879089355469,65.14541305529735,63.9750788976062,65.11224223654024,1221500.0,,,,,
2024-06-11,64.5815658569336,64.67632826188515,63.453873717258354,63.81397374803748,1185200.0,,,,,
2024-06-12,65.26387023925781,66.03145515939637,64.94166936925956,65.69030469935514,1281600.0,,,,,
2024-06-13,65.70924377441406,66.00301659738324,65.16909017077045,65.282809382556,919700.0,,,,,
2024-06-14,65.29228973388672,65.71872413843398,64.68580171279805,65.24490492008924,1177400.0,,,,,
2024-06-17,65.6713638305664,65.93670150585606,65.09803924438673,65.18806607634059,1044000.0,,,,,
2024-06-18,65.26387023925781,66.02197674942066,65.15015100927458,65.58606387934762,782000.0,,,,,
2024-06-20,65.29228973388672,65.51972093431809,64.56260408888761,64.79004251922649,3563000.0,,,,,
2024-06-21,66.17152404785156,66.49646023201842,65.33052518573201,65.59811540134794,1805500.0,,,,,
2024-06-24,67.07942962646484,67.24189407743725,65.9995025659485,66.20975411016538,1784800.0,,,,,
2024-06-25,66.31487274169922,67.17498928847785,65.74146414094213,67.02207643959011,1060500.0,,,,,
2024-06-26,66.25753784179688,66.42000228452656,65.77491301488891,66.21930962739818,1025300.0,,,,,
2024-06-27,66.40088653564453,66.63980738814698,65.84658840793028,66.22886323019134,1128900.0,,,,,
2024-06-28,67.25144958496094,68.41737731407206,66.46778941750652,66.8787336084452,3204600.0,,,,,
2024-07-01,67.17499542236328,68.28358451288307,66.65892544717272,67.23233410028892,1380000.0,,,,,
2024-07-02,65.6650161743164,67.1845568178936,65.40698482269072,66.99341573216448,1719900.0,,,,,
2024-07-03,66.83094787597656,67.14632518291131,65.58855640148079,65.65545395525909,840000.0,,,,,
2024-07-05,66.5251235961914,67.1367604030372,66.36265916434178,66.70670577960327,787700.0,,,,,
2024-07-08,66.92650604248047,67.5668121582022,66.64935698688026,66.80226982774337,1357400.0,,,,,
2024-07-09,65.05337524414062,67.01252932634307,64.65198992595722,66.61113671687323,2424700.0,,,,,
2024-07-10,66.71626281738281,66.7353805705077,65.225398890246,65.28273756704773,1842900.0,,,,,
2024-07-11,68.82831573486328,68.85699236174119,66.95996021634568,67.22276732013091,2125100.0,,,,,
2024-07-12,69.697998046875,69.90824958378317,68.8569991905288,69.27749497305865,2541900.0,,,,,
2024-07-15,69.16281127929688,70.09937694167006,69.01945730897442,69.71710211790545,1528700.0,,,,,
2024-07-16,71.43733978271484,71.5233477956793,68.87610777711456,69.22971328785862,1951400.0,,,,,
2024-07-17,71.60935974121094,71.74315483818216,70.30007081652288,71.18885669856655,2023400.0,,,,,
2024-07-18,69.18192291259766,71.47556460279519,69.11502536415084,70.9308253393608,1359700.0,,,,,
2024-07-19,69.51641082763672,69.79355989797277,68.57984514705308,69.07679732370967,997200.0,,,,,
2024-07-22,69.46863555908203,69.69799755623704,68.27403119077363,69.67888709451015,1298800.0,,,,,
2024-07-23,68.0542221069336,69.86046336376224,68.04466323024039,69.76489647068983,1369100.0,,,,,
2024-07-24,66.8213882446289,67.56682020439234,66.05684582312459,67.37568642183788,1994800.0,,,,,
2024-07-25,65.53121948242188,66.62069812534678,65.46432192684883,66.45823367485319,1948200.0,,,,,
2024-07-26,64.96736907958984,66.50601284311234,64.95781020280283,66.50601284311234,1535100.0,,,,,
2024-07-29,66.3244400024414,66.54424313639802,64.16459313220881,65.05337912769444,2008800.0,,,,,
2024-07-30,66.02816009521484,66.67802507415273,65.64110949953961,65.93259321710627,1568800.0,,,,,
2024-07-31,66.88829040527344,67.6146119533289,66.02817374195604,67.06987261510903,1945700.0,,,,,
2024-08-01,66.64936828613281,67.19410761430906,66.07595961825574,67.19410761430906,1627800.0,,,,,
2024-08-02,67.0507583618164,68.33137076158665,66.06639822476602,66.39133440866773,2751800.0,,,,,
2024-08-05,66.53468322753906,69.00034094319857,65.01514277766395,65.01514277766395,3243700.0,,,,,
2024-08-06,68.53205871582031,69.15325441105985,66.21930653727163,66.60158137213335,1877500.0,,,,,
2024-08-07,67.39480590820312,69.11503934669008,67.30879788192249,68.97168534493494,2276700.0,,,,,
2024-08-08,68.7423095703125,70.13760650638064,67.71016971362013,68.37915249093672,3370300.0,,,,,
