Date,Close,High,Low,Open,Volume,"('Close', 'KGC')","('High', 'KGC')","('Low', 'KGC')","('Open', 'KGC')","('Volume', 'KGC')"
2024-06-03,7.989175319671631,8.078053809691419,7.910172426718214,8.078053809691419,13208500.0,,,,,
2024-06-04,7.574409961700439,7.890421546069135,7.515157789631309,7.841044971458729,21293400.0,,,,,
2024-06-05,7.781792640686035,7.79166776704896,7.59416053084653,7.653412701707259,14291800.0,,,,,
2024-06-06,7.890420913696289,7.9200477036980415,7.692913689294947,7.732415134175216,14936400.0,,,,,
2024-06-07,7.307774066925049,7.594159766023283,7.297898470662321,7.54478272649834,18006000.0,,,,,
2024-06-10,7.436154842376709,7.446029968873085,7.209021282227237,7.3275256255501615,15971600.0,,,,,
2024-06-11,7.406527996063232,7.455905037728067,7.30777438362793,7.376901676885457,12045900.0,,,,,
2024-06-12,7.386777877807617,7.65341288864061,7.357151556206436,7.594160716332657,16421700.0,,,,,
2024-06-13,7.288023948669434,7.495406778412462,7.228771778870623,7.367026841734513,14480600.0,,,,,
2024-06-14,7.317649841308594,7.416403929117153,7.218896224394425,7.406528331978541,13229500.0,,,,,
2024-06-17,7.29789924621582,7.327525567258069,7.110267135333312,7.278148522485788,13759700.0,,,,,
2024-06-18,7.416403770446777,7.475655939327607,7.238646792909908,7.288023835757789,14884700.0,,,,,
2024-06-20,7.594160556793213,7.683039048835171,7.436154767291416,7.4756562146668655,20799300.0,,,,,
2024-06-21,7.525032997131348,7.574410043167234,7.396653054153568,7.54478372136682,35649000.0,,,,,
2024-06-24,7.544782638549805,7.633661120300919,7.495406070494786,7.604034802752434,11187600.0,,,,,
2024-06-25,7.525032997131348,7.613911491638181,7.465780824424929,7.495407146225343,11970200.0,,,,,
2024-06-26,7.771917343139648,7.7817929407778035,7.426279431009254,7.446030155391151,15944800.0,,,,,
2024-06-27,8.216307640075684,8.236058832378118,7.850919058578814,7.850919058578814,20617200.0,,,,,
2024-06-28,8.216307640075684,8.295310525708052,8.097803311627134,8.255809082891867,22908700.0,,,,,
2024-07-01,8.13730525970459,8.315062234309039,8.117555007964508,8.236059343771226,11928300.0,,,,,
2024-07-02,7.920047760009766,8.285436363197354,7.791667356894555,8.157056430976514,20811500.0,,,,,
2024-07-03,8.18668270111084,8.245935342799108,8.018801315081005,8.068178359523095,8111200.0,,,,,
2024-07-05,8.364439964294434,8.443442861330016,8.265685872105546,8.285437067258853,15463100.0,,,,,
2024-07-08,8.473068237304688,8.49281943135082,8.226183962460638,8.255809811741068,18831600.0,,,,,
2024-07-09,8.482943534851074,8.54219523132015,8.394065048358726,8.502693786411188,15064900.0,,,,,
2024-07-10,8.838456153869629,8.85820734635776,8.532320204613143,8.552070455312581,18893800.0,,,,,
2024-07-11,9.065589904785156,9.095215750899404,8.789078868423287,9.016212866735632,17688100.0,,,,,
2024-07-12,9.095216751098633,9.174219643950336,8.897709518969371,8.917459771287913,14991400.0,,,,,
2024-07-15,9.006338119506836,9.16434390272452,8.986587867499004,9.095216608013974,16374700.0,,,,,
2024-07-16,9.203845977783203,9.243347426288285,9.016214332831275,9.035964586189404,18561800.0,,,,,
2024-07-17,8.937211036682129,9.29272405735052,8.937211036682129,9.184095314260151,20503100.0,,,,,
2024-07-18,8.798955917358398,9.006338757980497,8.729828617747307,8.996463160382106,20109900.0,,,,,
2024-07-19,8.710077285766602,8.789080181735414,8.443442747319056,8.54219589638567,14197800.0,,,,,
2024-07-22,8.798955917358398,8.83845736596314,8.631074525341042,8.680451571544173,13719900.0,,,,,
2024-07-23,8.917460441589355,8.927336039385333,8.769330241805054,8.818707288996102,11232300.0,,,,,
2024-07-24,8.739703178405762,9.105091770094552,8.729827581979082,8.976711841913835,15280700.0,,,,,
2024-07-25,8.433566093444824,8.552070422553596,8.25580912888732,8.463191940274845,28989000.0,,,,,
2024-07-26,8.502695083618164,8.64095063278675,8.443443378109398,8.561947730915808,11375000.0,,,,,
2024-07-29,8.650824546813965,8.650824546813965,8.463191985057378,8.58169631479321,12006900.0,,,,,
2024-07-30,8.631073951721191,8.749578289659636,8.473068167803266,8.710076843680154,13976300.0,,,,,
2024-07-31,8.947086334228516,9.035963880078036,8.729827913533724,8.789079610766736,20084000.0,,,,,
2024-08-01,9.035964012145996,9.154469291921568,8.73970363807335,8.86808263121749,20329100.0,,,,,
2024-08-02,8.640949249267578,9.332225000851238,8.492819067424197,9.17421922240797,29601300.0,,,,,
2024-08-05,8.29531192779541,8.364440170749415,7.742291634896433,7.949674480180761,16800300.0,,,,,
