Date,Close,High,Low,Open,Volume,"('Close', 'QUBT')","('High', 'QUBT')","('Low', 'QUBT')","('Open', 'QUBT')","('Volume', 'QUBT')"
2024-06-03,0.7009999752044678,0.7300000190734863,0.699999988079071,0.7289999723434448,800700.0,,,,,
2024-06-04,0.6959999799728394,0.703000009059906,0.6850000023841858,0.7009999752044678,718200.0,,,,,
2024-06-05,0.6949999928474426,0.703000009059906,0.6809999942779541,0.6949999928474426,526500.0,,,,,
2024-06-06,0.6850000023841858,0.7049999833106995,0.6800000071525574,0.7049999833106995,554300.0,,,,,
2024-06-07,0.6399999856948853,0.6809999942779541,0.6309999823570251,0.6800000071525574,1256600.0,,,,,
2024-06-10,0.6299999952316284,0.6600000262260437,0.6100000143051147,0.6600000262260437,1163500.0,,,,,
2024-06-11,0.6800000071525574,0.6800000071525574,0.6159999966621399,0.6200000047683716,618100.0,,,,,
2024-06-12,0.6449999809265137,0.6830000281333923,0.6320000290870667,0.6800000071525574,804100.0,,,,,
2024-06-13,0.6650000214576721,0.6700000166893005,0.6299999952316284,0.6600000262260437,736900.0,,,,,
2024-06-14,0.6420000195503235,0.6650000214576721,0.6399999856948853,0.6600000262260437,715300.0,,,,,
2024-06-17,0.6309999823570251,0.6499999761581421,0.6110000014305115,0.6399999856948853,1188900.0,,,,,
2024-06-18,0.6100000143051147,0.640999972820282,0.6100000143051147,0.6200000047683716,514900.0,,,,,
2024-06-20,0.6000000238418579,0.621999979019165,0.6000000238418579,0.6209999918937683,831500.0,,,,,
2024-06-21,0.574999988079071,0.6299999952316284,0.5699999928474426,0.6299999952316284,1345000.0,,,,,
2024-06-24,0.6050000190734863,0.6399999856948853,0.6000000238418579,0.6129999756813049,906700.0,,,,,
2024-06-25,0.6299999952316284,0.6439999938011169,0.609000027179718,0.609000027179718,693900.0,,,,,
2024-06-26,0.6370000243186951,0.6449999809265137,0.6299999952316284,0.6380000114440918,248400.0,,,,,
2024-06-27,0.6330000162124634,0.6420000195503235,0.625,0.6320000290870667,382600.0,,,,,
2024-06-28,0.5019999742507935,0.6100000143051147,0.5019999742507935,0.6100000143051147,2138300.0,,,,,
2024-07-01,0.4210000038146972,0.5260000228881836,0.4149999916553497,0.5130000114440918,2702900.0,,,,,
2024-07-02,0.4639999866485595,0.4679999947547912,0.3549999892711639,0.4160000085830688,3214700.0,,,,,
2024-07-03,0.5049999952316284,0.5189999938011169,0.4449999928474426,0.449999988079071,1130300.0,,,,,
2024-07-05,0.6060000061988831,0.6299999952316284,0.5199999809265137,0.5230000019073486,2938400.0,,,,,
2024-07-08,0.5640000104904175,0.6299999952316284,0.5519999861717224,0.6200000047683716,1144900.0,,,,,
2024-07-09,0.5730000138282776,0.597000002861023,0.5640000104904175,0.5899999737739563,729600.0,,,,,
