Date,Close,High,Low,Open,Volume,"('Close', 'APLD')","('High', 'APLD')","('Low', 'APLD')","('Open', 'APLD')","('Volume', 'APLD')"
2024-06-03,3.9600000381469727,4.285999774932861,3.8350000381469727,4.199999809265137,2967200.0,,,,,
2024-06-04,4.25,4.400000095367432,3.95199990272522,4.050000190734863,4735500.0,,,,,
2024-06-05,4.670000076293945,4.670000076293945,4.191999912261963,4.21999979019165,3056200.0,,,,,
2024-06-06,4.920000076293945,4.994999885559082,4.489999771118164,4.53000020980835,5128200.0,,,,,
2024-06-07,4.5,4.980000019073486,4.454999923706055,4.760000228881836,3319400.0,,,,,
2024-06-10,4.130000114440918,4.675000190734863,4.119999885559082,4.400000095367432,6521600.0,,,,,
2024-06-11,4.139999866485596,4.185999870300293,3.944999933242798,4.039999961853027,2539600.0,,,,,
2024-06-12,4.130000114440918,4.409999847412109,4.059999942779541,4.25,3287300.0,,,,,
2024-06-13,4.369999885559082,4.400000095367432,4.059999942779541,4.090000152587891,4374100.0,,,,,
2024-06-14,4.650000095367432,5.054999828338623,4.369999885559082,4.400000095367432,13925400.0,,,,,
2024-06-17,5.460000038146973,5.5,4.659999847412109,4.670000076293945,12992800.0,,,,,
2024-06-18,5.159999847412109,5.519999980926514,5.019999980926514,5.360000133514404,9156800.0,,,,,
2024-06-20,6.039999961853027,6.184999942779541,5.190000057220459,5.210000038146973,13490700.0,,,,,
2024-06-21,5.519999980926514,5.900000095367432,5.190000057220459,5.829999923706055,9389200.0,,,,,
2024-06-24,6.079999923706055,6.539999961853027,5.460000038146973,5.539999961853027,9455600.0,,,,,
2024-06-25,6.329999923706055,6.400000095367432,5.869999885559082,6.099999904632568,7529000.0,,,,,
2024-06-26,6.03000020980835,7.230000019073486,5.909999847412109,6.480000019073486,12245500.0,,,,,
2024-06-27,6.239999771118164,6.38700008392334,5.855000019073486,6.179999828338623,6451600.0,,,,,
2024-06-28,5.949999809265137,6.5,5.829999923706055,6.349999904632568,8825700.0,,,,,
2024-07-01,6.5,6.570000171661377,5.949999809265137,5.949999809265137,5628100.0,,,,,
2024-07-02,6.340000152587891,6.730000019073486,6.28000020980835,6.449999809265137,4763100.0,,,,,
2024-07-03,6.769999980926514,6.885000228881836,6.309999942779541,6.329999923706055,3143700.0,,,,,
2024-07-05,6.940000057220459,6.960000038146973,6.340000152587891,6.460000038146973,3197600.0,,,,,
2024-07-08,7.139999866485596,7.199999809265137,6.71999979019165,7.059999942779541,3923400.0,,,,,
2024-07-09,5.46999979019165,6.599999904632568,5.085000038146973,6.340000152587891,18775600.0,,,,,
2024-07-10,5.860000133514404,6.255000114440918,5.510000228881836,5.570000171661377,9511600.0,,,,,
2024-07-11,5.880000114440918,6.320000171661377,5.659999847412109,6.039999961853027,6873900.0,,,,,
2024-07-12,6.199999809265137,6.630000114440918,5.869999885559082,5.869999885559082,6862200.0,,,,,
2024-07-15,6.760000228881836,6.764999866485596,6.099999904632568,6.440000057220459,5636400.0,,,,,
2024-07-16,6.809999942779541,6.880000114440918,6.53000020980835,6.739999771118164,4375600.0,,,,,
2024-07-17,6.199999809265137,6.820000171661377,6.119999885559082,6.639999866485596,4429900.0,,,,,
2024-07-18,5.679999828338623,6.380000114440918,5.670000076293945,6.329999923706055,5180700.0,,,,,
2024-07-19,5.71999979019165,5.800000190734863,5.449999809265137,5.679999828338623,3817900.0,,,,,
2024-07-22,5.309999942779541,5.840000152587891,5.130000114440918,5.760000228881836,5163600.0,,,,,
2024-07-23,5.050000190734863,5.380000114440918,5.010000228881836,5.28000020980835,4496300.0,,,,,
2024-07-24,4.570000171661377,5.179999828338623,4.540999889373779,5.010000228881836,5869000.0,,,,,
2024-07-25,4.445000171661377,4.635000228881836,4.260000228881836,4.510000228881836,4955400.0,,,,,
2024-07-26,4.440000057220459,4.840000152587891,4.429999828338623,4.539999961853027,4664100.0,,,,,
2024-07-29,4.260000228881836,4.670000076293945,4.230000019073486,4.5,3729200.0,,,,,
2024-07-30,3.9800000190734863,4.34499979019165,3.930000066757202,4.25,4895400.0,,,,,
2024-07-31,4.860000133514404,4.949999809265137,4.130000114440918,4.130000114440918,7750200.0,,,,,
2024-08-01,4.489999771118164,4.940000057220459,4.28000020980835,4.860000133514404,4492600.0,,,,,
2024-08-02,4.239999771118164,4.360000133514404,4.070000171661377,4.239999771118164,3451700.0,,,,,
2024-08-05,3.9700000286102295,4.039999961853027,3.5999999046325684,3.7799999713897705,4716000.0,,,,,
2024-08-06,4.210000038146973,4.28000020980835,3.900000095367432,4.010000228881836,3086800.0,,,,,
2024-08-07,3.900000095367432,4.320000171661377,3.880000114440918,4.28000020980835,3044800.0,,,,,
2024-08-08,4.139999866485596,4.164999961853027,3.900000095367432,3.900000095367432,3751800.0,,,,,
2024-08-09,3.900000095367432,4.190000057220459,3.869999885559082,4.179999828338623,6672900.0,,,,,
2024-08-12,3.9800000190734863,4.110000133514404,3.829999923706055,3.869999885559082,3519600.0,,,,,
2024-08-13,3.950000047683716,4.074999809265137,3.890000104904175,4.0,2255100.0,,,,,
2024-08-14,3.839999914169312,4.050000190734863,3.734999895095825,3.930000066757202,2107900.0,,,,,
