Date,Close,High,Low,Open,Volume,"('Close', 'IONS')","('High', 'IONS')","('Low', 'IONS')","('Open', 'IONS')","('Volume', 'IONS')"
2024-06-03,38.77000045776367,39.47999954223633,37.91999816894531,38.16999816894531,1150100.0,,,,,
2024-06-04,40.04999923706055,40.09000015258789,38.34000015258789,38.630001068115234,966700.0,,,,,
2024-06-05,39.869998931884766,40.5099983215332,39.58000183105469,40.060001373291016,870500.0,,,,,
2024-06-06,39.869998931884766,40.34999847412109,39.459999084472656,39.84000015258789,536400.0,,,,,
2024-06-07,38.95000076293945,39.63999938964844,38.77000045776367,39.59000015258789,665300.0,,,,,
2024-06-10,39.790000915527344,39.83000183105469,38.09000015258789,38.95000076293945,897600.0,,,,,
2024-06-11,39.68999862670898,40.2400016784668,39.2599983215332,39.63999938964844,857900.0,,,,,
2024-06-12,41.5,41.79999923706055,39.970001220703125,40.310001373291016,1280300.0,,,,,
2024-06-13,41.119998931884766,41.47999954223633,40.7400016784668,41.27000045776367,861500.0,,,,,
2024-06-14,40.650001525878906,41.310001373291016,40.43000030517578,41.18000030517578,1392000.0,,,,,
2024-06-17,40.7599983215332,40.959999084472656,40.130001068115234,40.34999847412109,795300.0,,,,,
2024-06-18,40.63999938964844,41.310001373291016,40.40999984741211,40.86000061035156,950500.0,,,,,
2024-06-20,40.810001373291016,41.0,40.150001525878906,40.40999984741211,835600.0,,,,,
2024-06-21,41.83000183105469,42.130001068115234,40.83000183105469,41.0099983215332,1685200.0,,,,,
2024-06-24,44.68000030517578,44.810001373291016,41.7400016784668,43.75,4717200.0,,,,,
2024-06-25,47.0,47.84000015258789,44.36000061035156,44.70000076293945,2662400.0,,,,,
2024-06-26,47.70000076293945,47.84999847412109,46.52999877929688,46.77000045776367,2531100.0,,,,,
2024-06-27,47.22999954223633,47.86000061035156,47.0,47.810001373291016,1982900.0,,,,,
2024-06-28,47.65999984741211,47.720001220703125,47.0,47.22999954223633,2626200.0,,,,,
2024-07-01,47.11000061035156,48.61000061035156,46.13999938964844,47.77999877929688,2448600.0,,,,,
2024-07-02,45.13999938964844,47.43000030517578,44.810001373291016,47.02999877929688,1720300.0,,,,,
2024-07-03,45.59999847412109,45.84999847412109,44.34999847412109,44.869998931884766,1069900.0,,,,,
2024-07-05,46.09000015258789,46.34000015258789,45.34999847412109,45.540000915527344,624500.0,,,,,
2024-07-08,47.2400016784668,47.34999847412109,45.43000030517578,46.369998931884766,1072100.0,,,,,
2024-07-09,47.040000915527344,47.2599983215332,46.59000015258789,47.060001373291016,1027900.0,,,,,
2024-07-10,47.84999847412109,48.13999938964844,46.81999969482422,47.27000045776367,886900.0,,,,,
2024-07-11,47.310001373291016,49.47999954223633,47.20000076293945,48.5,1830200.0,,,,,
2024-07-12,48.0,48.2400016784668,46.84000015258789,47.33000183105469,1597700.0,,,,,
2024-07-15,47.56999969482422,48.09999847412109,46.7599983215332,47.869998931884766,888800.0,,,,,
2024-07-16,49.84000015258789,50.709999084472656,48.619998931884766,49.36000061035156,1963000.0,,,,,
2024-07-17,47.959999084472656,49.65999984741211,47.720001220703125,49.40999984741211,1222500.0,,,,,
2024-07-18,47.33000183105469,48.81999969482422,46.58000183105469,48.060001373291016,1133700.0,,,,,
2024-07-19,47.81999969482422,49.130001068115234,47.18999862670898,47.5,1090300.0,,,,,
2024-07-22,50.61000061035156,51.720001220703125,49.0,49.0,1791700.0,,,,,
2024-07-23,50.43000030517578,51.25,49.34000015258789,50.7599983215332,1385100.0,,,,,
2024-07-24,50.7400016784668,51.0,50.08000183105469,50.68000030517578,1664800.0,,,,,
2024-07-25,51.86000061035156,52.310001373291016,50.369998931884766,50.91999816894531,1751000.0,,,,,
2024-07-26,51.45000076293945,52.34000015258789,51.040000915527344,52.18000030517578,766400.0,,,,,
2024-07-29,50.2400016784668,51.540000915527344,49.86000061035156,51.540000915527344,976600.0,,,,,
2024-07-30,49.77999877929688,50.709999084472656,49.31999969482422,50.33000183105469,1134000.0,,,,,
2024-07-31,49.459999084472656,50.900001525878906,49.380001068115234,49.790000915527344,1081900.0,,,,,
2024-08-01,51.31999969482422,51.619998931884766,48.869998931884766,49.880001068115234,1503000.0,,,,,
2024-08-02,49.130001068115234,49.9900016784668,48.459999084472656,49.43999862670898,1352500.0,,,,,
2024-08-05,47.0,48.54999923706055,46.2400016784668,47.130001068115234,1280800.0,,,,,
2024-08-06,47.02999877929688,47.58000183105469,46.36000061035156,46.84999847412109,2627400.0,,,,,
2024-08-07,46.810001373291016,47.97999954223633,46.38999938964844,47.79999923706055,694200.0,,,,,
2024-08-08,47.5099983215332,47.630001068115234,46.59000015258789,47.4900016784668,915000.0,,,,,
2024-08-09,46.54999923706055,47.58000183105469,46.34999847412109,47.5,782700.0,,,,,
2024-08-12,47.060001373291016,47.59999847412109,46.38999938964844,46.56999969482422,528000.0,,,,,
2024-08-13,46.90999984741211,47.81999969482422,46.52000045776367,47.119998931884766,791100.0,,,,,
2024-08-14,46.84999847412109,47.150001525878906,46.5099983215332,47.0099983215332,1633400.0,,,,,
2024-08-15,46.66999816894531,47.58000183105469,46.5099983215332,47.369998931884766,515100.0,,,,,
2024-08-16,46.459999084472656,46.9900016784668,46.220001220703125,46.5,543200.0,,,,,
2024-08-19,47.63999938964844,47.65999984741211,46.220001220703125,46.5099983215332,876900.0,,,,,
2024-08-20,47.33000183105469,47.84000015258789,47.2400016784668,47.59000015258789,624400.0,,,,,
2024-08-21,48.18000030517578,48.5,47.40999984741211,47.40999984741211,720900.0,,,,,
2024-08-22,47.540000915527344,48.38999938964844,47.34999847412109,48.15999984741211,630700.0,,,,,
2024-08-23,46.91999816894531,48.0,46.77999877929688,48.0,773500.0,,,,,
2024-08-26,46.79999923706055,47.18999862670898,46.59999847412109,47.15999984741211,711200.0,,,,,
2024-08-27,48.34999847412109,48.40999984741211,46.38999938964844,46.810001373291016,923900.0,,,,,
2024-08-28,49.25,49.4900016784668,47.86000061035156,48.040000915527344,940000.0,,,,,
2024-08-29,49.900001525878906,50.369998931884766,49.040000915527344,49.400001525878906,1279100.0,,,,,
2024-08-30,47.68000030517578,50.43000030517578,47.33000183105469,50.0,2110400.0,,,,,
2024-09-03,47.310001373291016,48.40999984741211,46.43000030517578,47.5,1518600.0,,,,,
2024-09-04,47.650001525878906,47.77999877929688,46.61000061035156,46.900001525878906,1351900.0,,,,,
2024-09-05,48.150001525878906,48.34999847412109,47.36000061035156,47.68999862670898,845300.0,,,,,
2024-09-06,46.88999938964844,48.560001373291016,46.2599983215332,48.150001525878906,1334900.0,,,,,
2024-09-09,48.33000183105469,49.08000183105469,46.5,46.5099983215332,1828800.0,,,,,
2024-09-10,42.38999938964844,44.59999847412109,42.119998931884766,44.4900016784668,11521900.0,,,,,
2024-09-11,42.52999877929688,42.68000030517578,41.86000061035156,42.45000076293945,2517200.0,,,,,
2024-09-12,41.02000045776367,42.650001525878906,40.7599983215332,42.34999847412109,4596800.0,,,,,
2024-09-13,42.18999862670898,42.86000061035156,41.02000045776367,41.02000045776367,2232400.0,,,,,
2024-09-16,40.70000076293945,42.34999847412109,40.5,42.06999969482422,2048500.0,,,,,
2024-09-17,41.5099983215332,41.88999938964844,40.65999984741211,40.90999984741211,1474700.0,,,,,
2024-09-18,42.36000061035156,43.0,41.18999862670898,41.5099983215332,1485000.0,,,,,
2024-09-19,42.7400016784668,43.5,42.380001068115234,42.880001068115234,1655500.0,,,,,
2024-09-20,42.7599983215332,43.11000061035156,42.369998931884766,42.70000076293945,2566900.0,,,,,
2024-09-23,41.83000183105469,42.83000183105469,41.540000915527344,42.720001220703125,1582200.0,,,,,
2024-09-24,41.0,41.84999847412109,40.68000030517578,41.58000183105469,2565700.0,,,,,
2024-09-25,40.9900016784668,41.40999984741211,40.72999954223633,41.119998931884766,996800.0,,,,,
2024-09-26,41.09999847412109,41.36000061035156,40.68999862670898,41.15999984741211,1678500.0,,,,,
2024-09-27,40.84999847412109,41.650001525878906,40.84000015258789,41.25,2338000.0,,,,,
2024-09-30,40.060001373291016,40.880001068115234,39.47999954223633,40.7599983215332,1895200.0,,,,,
2024-10-01,39.06999969482422,40.0099983215332,39.0,40.0,1688600.0,,,,,
2024-10-02,39.380001068115234,39.91999816894531,38.459999084472656,38.900001525878906,1556300.0,,,,,
2024-10-03,37.810001373291016,39.33000183105469,37.790000915527344,39.02999877929688,2301000.0,,,,,
2024-10-04,37.90999984741211,38.02000045776367,37.119998931884766,37.790000915527344,1301300.0,,,,,
2024-10-07,37.86000061035156,38.060001373291016,37.56999969482422,37.7400016784668,1579300.0,,,,,
2024-10-08,37.79999923706055,38.060001373291016,37.33000183105469,37.83000183105469,1454800.0,,,,,
2024-10-09,38.060001373291016,38.52000045776367,37.61000061035156,38.119998931884766,1402800.0,,,,,
2024-10-10,37.95000076293945,38.060001373291016,37.0,37.59000015258789,1238300.0,,,,,
2024-10-11,38.43999862670898,38.97999954223633,37.630001068115234,38.08000183105469,1264900.0,,,,,
2024-10-14,38.630001068115234,38.7400016784668,38.27999877929688,38.369998931884766,949500.0,,,,,
2024-10-15,37.84000015258789,38.959999084472656,37.83000183105469,38.68999862670898,1060300.0,,,,,
2024-10-16,39.15999984741211,39.34999847412109,37.650001525878906,37.83000183105469,2114600.0,,,,,
2024-10-17,38.4900016784668,39.290000915527344,38.470001220703125,39.06999969482422,1891400.0,,,,,
2024-10-18,39.68000030517578,39.720001220703125,38.560001373291016,38.560001373291016,1343100.0,,,,,
2024-10-21,39.0,39.54999923706055,38.36000061035156,39.40999984741211,1643200.0,,,,,
2024-10-22,38.68000030517578,39.08000183105469,38.52999877929688,38.900001525878906,881400.0,,,,,
2024-10-23,38.41999816894531,38.900001525878906,38.31999969482422,38.83000183105469,1054500.0,,,,,
2024-10-24,38.77000045776367,38.95000076293945,38.400001525878906,38.5,859800.0,,,,,
2024-10-25,39.18999862670898,39.720001220703125,38.869998931884766,38.9900016784668,1036000.0,,,,,
2024-10-28,40.36000061035156,40.40999984741211,39.209999084472656,39.310001373291016,1000000.0,,,,,
2024-10-29,39.709999084472656,40.58000183105469,39.34000015258789,40.310001373291016,1182700.0,,,,,
2024-10-30,39.2599983215332,40.119998931884766,38.95000076293945,39.369998931884766,748700.0,,,,,
2024-10-31,38.38999938964844,39.130001068115234,38.2599983215332,39.130001068115234,910000.0,,,,,
2024-11-01,38.7599983215332,39.02000045776367,38.18999862670898,38.59999847412109,739900.0,,,,,
2024-11-04,38.43999862670898,38.88999938964844,38.25,38.63999938964844,1190300.0,,,,,
2024-11-05,38.79999923706055,39.20000076293945,37.52999877929688,38.0099983215332,1273500.0,,,,,
2024-11-06,39.040000915527344,39.959999084472656,37.18000030517578,39.95000076293945,1728500.0,,,,,
2024-11-07,38.459999084472656,39.79999923706055,38.15999984741211,39.5,986000.0,,,,,
2024-11-08,39.18999862670898,39.58000183105469,38.5,38.560001373291016,1019400.0,,,,,
2024-11-11,38.880001068115234,40.06999969482422,38.810001373291016,39.43999862670898,825700.0,,,,,
2024-11-12,37.77000045776367,38.77000045776367,37.59999847412109,38.5,937000.0,,,,,
2024-11-13,37.77999877929688,38.41999816894531,37.5099983215332,37.81999969482422,914200.0,,,,,
2024-11-14,37.22999954223633,37.77999877929688,36.77999877929688,37.5,1921200.0,,,,,
2024-11-15,34.34000015258789,37.290000915527344,34.2400016784668,37.25,1801700.0,,,,,
2024-11-18,33.72999954223633,34.790000915527344,33.630001068115234,34.33000183105469,1722200.0,,,,,
2024-11-19,33.75,34.41999816894531,33.33000183105469,33.790000915527344,1526500.0,,,,,
2024-11-20,35.400001525878906,35.599998474121094,33.529998779296875,33.849998474121094,2223100.0,,,,,
2024-11-21,33.939998626708984,35.650001525878906,33.630001068115234,35.619998931884766,1954500.0,,,,,
2024-11-22,34.0099983215332,34.7599983215332,33.91999816894531,33.91999816894531,2422600.0,,,,,
2024-11-25,35.459999084472656,36.380001068115234,34.54999923706055,34.56999969482422,2076800.0,,,,,
2024-11-26,35.369998931884766,36.0099983215332,35.029998779296875,35.4900016784668,1340900.0,,,,,
2024-11-27,35.900001525878906,36.40999984741211,35.0,35.400001525878906,977200.0,,,,,
2024-11-29,35.72999954223633,36.34999847412109,35.65999984741211,35.7599983215332,622400.0,,,,,
2024-12-02,36.09999847412109,36.38999938964844,35.54999923706055,35.97999954223633,1459000.0,,,,,
2024-12-03,35.810001373291016,36.06999969482422,35.20000076293945,35.75,1341900.0,,,,,
2024-12-04,37.150001525878906,37.20000076293945,35.439998626708984,35.709999084472656,1374000.0,,,,,
2024-12-05,36.75,37.68999862670898,35.849998474121094,37.09999847412109,1488100.0,,,,,
2024-12-06,38.11000061035156,39.16999816894531,36.77000045776367,37.0,1817000.0,,,,,
2024-12-09,38.58000183105469,40.09999847412109,38.52000045776367,38.81999969482422,1868300.0,,,,,
2024-12-10,38.2599983215332,39.08000183105469,37.93000030517578,38.59000015258789,1042100.0,,,,,
