Date,Close,High,Low,Open,Volume,"('Close', 'FLY')","('High', 'FLY')","('Low', 'FLY')","('Open', 'FLY')","('Volume', 'FLY')"
2025-08-07,60.34999847412109,73.80000305175781,60.02999877929688,70.0,30556600.0,,,,,
2025-08-08,50.16999816894531,57.06999969482422,49.11000061035156,54.845001220703125,8576200.0,,,,,
2025-08-11,53.619998931884766,54.95000076293945,49.5,49.5099983215332,3410100.0,,,,,
2025-08-12,51.46500015258789,55.0,51.34000015258789,53.7760009765625,1799000.0,,,,,
2025-08-13,50.75,53.59999847412109,50.59999847412109,51.119998931884766,3419300.0,,,,,
2025-08-14,49.33000183105469,51.25,46.3120002746582,50.209999084472656,1878500.0,,,,,
2025-08-15,47.34000015258789,49.27999877929688,46.38999938964844,49.27999877929688,1010600.0,,,,,
2025-08-18,48.619998931884766,48.72999954223633,46.33000183105469,47.0,610200.0,,,,,
2025-08-19,45.47999954223633,49.18999862670898,45.0099983215332,48.55099868774414,981700.0,,,,,
2025-08-20,45.27000045776367,47.0,45.0,45.43000030517578,1433500.0,,,,,
2025-08-21,46.27000045776367,46.59999847412109,44.0,45.369998931884766,727200.0,,,,,
2025-08-22,46.11000061035156,46.90999984741211,45.0,46.04999923706055,1016600.0,,,,,
2025-08-25,44.72499847412109,46.43000030517578,44.59999847412109,46.09000015258789,485600.0,,,,,
2025-08-26,45.04999923706055,45.255001068115234,44.45000076293945,44.68999862670898,294400.0,,,,,
2025-08-27,47.02999877929688,47.79999923706055,46.130001068115234,46.400001525878906,652100.0,,,,,
2025-08-28,47.150001525878906,48.95000076293945,46.94400024414063,47.67100143432617,570700.0,,,,,
2025-08-29,45.369998931884766,46.88999938964844,45.15499877929688,46.540000915527344,376400.0,,,,,
2025-09-02,44.22999954223633,46.09000015258789,43.60599899291992,45.0,508300.0,,,,,
2025-09-03,44.380001068115234,45.400001525878906,42.50699996948242,44.22999954223633,902300.0,,,,,
2025-09-04,42.81999969482422,44.9900016784668,42.275001525878906,44.400001525878906,771000.0,,,,,
2025-09-05,42.630001068115234,43.277000427246094,41.56999969482422,42.959999084472656,390400.0,,,,,
2025-09-08,42.77999877929688,43.2400016784668,41.75,42.54999923706055,1035600.0,,,,,
2025-09-09,44.540000915527344,44.75,42.2599983215332,42.70000076293945,519600.0,,,,,
2025-09-10,42.77000045776367,44.24100112915039,42.52999877929688,43.97999954223633,722600.0,,,,,
2025-09-11,42.970001220703125,43.33000183105469,42.119998931884766,42.61000061035156,445700.0,,,,,
2025-09-12,43.75,43.7599983215332,42.34999847412109,43.0099983215332,369500.0,,,,,
2025-09-15,43.86000061035156,45.0,43.5,44.2599983215332,328200.0,,,,,
2025-09-16,43.84999847412109,45.45000076293945,43.58000183105469,44.0,610900.0,,,,,
2025-09-17,43.36000061035156,44.59000015258789,43.15999984741211,43.72999954223633,503400.0,,,,,
2025-09-18,45.220001220703125,45.59999847412109,43.79999923706055,43.93000030517578,597100.0,,,,,
2025-09-19,45.20000076293945,46.209999084472656,44.5,45.63999938964844,2087500.0,,,,,
2025-09-22,49.52000045776367,49.59000015258789,45.65999984741211,46.310001373291016,2174100.0,,,,,
2025-09-23,41.93999862670898,44.88999938964844,41.36800003051758,43.560001373291016,3555500.0,,,,,
2025-09-24,40.560001373291016,42.63100051879883,40.27000045776367,42.2599983215332,1541100.0,,,,,
2025-09-25,37.65999984741211,40.0,36.68999862670898,39.900001525878906,2357300.0,,,,,
2025-09-26,35.97999954223633,37.65800094604492,35.0099983215332,37.59999847412109,1652800.0,,,,,
2025-09-29,36.959999084472656,36.9900016784668,34.529998779296875,36.0,1664900.0,,,,,
2025-09-30,29.31999969482422,32.0,27.549999237060547,31.7549991607666,7673000.0,,,,,
2025-10-01,26.670000076293945,29.53499984741211,26.334999084472656,29.53499984741211,5106500.0,,,,,
2025-10-02,26.799999237060547,28.239999771118164,26.049999237060547,26.975000381469727,3377200.0,,,,,
2025-10-03,27.3700008392334,28.0,26.545000076293945,27.1200008392334,2784100.0,,,,,
2025-10-06,29.09000015258789,30.959999084472656,28.61000061035156,30.875,4947800.0,,,,,
2025-10-07,28.440000534057617,29.785999298095703,28.1299991607666,29.25,2618900.0,,,,,
2025-10-08,31.0,31.68000030517578,28.299999237060547,28.61000061035156,4007800.0,,,,,
2025-10-09,30.059999465942383,33.31999969482422,29.774999618530277,32.20000076293945,4144900.0,,,,,
2025-10-10,28.36000061035156,31.959999084472656,28.350000381469727,30.959999084472656,2860200.0,,,,,
2025-10-13,29.8799991607666,30.32999992370605,28.600000381469727,28.6299991607666,1529300.0,,,,,
2025-10-14,30.09000015258789,31.21500015258789,27.809999465942383,29.270000457763672,1919600.0,,,,,
2025-10-15,29.600000381469727,31.200000762939453,28.940000534057617,30.43000030517578,1396500.0,,,,,
2025-10-16,28.049999237060547,29.899999618530277,27.809999465942383,29.799999237060547,1649000.0,,,,,
2025-10-17,26.36000061035156,27.989999771118164,25.850000381469727,27.61000061035156,1875400.0,,,,,
2025-10-20,,,,,,27.1200008392334,27.459999084472656,26.209999084472656,26.3799991607666,1167400.0
2025-10-21,,,,,,28.18000030517578,28.75,26.360000610351562,26.850000381469727,1349300.0
