Date,Close,High,Low,Open,Volume,"('Close', 'FLY')","('High', 'FLY')","('Low', 'FLY')","('Open', 'FLY')","('Volume', 'FLY')"
2025-10-22,,,,,,26.239999771118164,28.110000610351562,25.5,27.799999237060547,1865900.0
2025-10-23,,,,,,25.959999084472656,26.739999771118164,25.809999465942383,25.809999465942383,1026100.0
2025-10-24,,,,,,26.920000076293945,27.687000274658203,26.40999984741211,26.479999542236328,1342300.0
2025-10-27,,,,,,27.489999771118164,27.719999313354492,26.7450008392334,27.200000762939453,987000.0
2025-10-28,,,,,,25.770000457763672,27.59000015258789,25.719999313354492,27.440000534057617,1318100.0
2025-10-29,,,,,,25.049999237060547,25.770000457763672,24.649999618530273,25.670000076293945,1957800.0
2025-10-30,,,,,,24.450000762939453,25.06999969482422,24.059999465942383,24.510000228881836,972100.0
2025-10-31,,,,,,24.260000228881836,24.760000228881836,23.809999465942383,24.450000762939453,1193800.0
2025-11-03,,,,,,23.780000686645508,24.066999435424805,23.201000213623047,24.059999465942383,981700.0
2025-11-04,,,,,,22.850000381469727,24.299999237060547,22.479999542236328,22.65999984741211,1269700.0
2025-11-05,,,,,,22.5,22.8700008392334,22.170000076293945,22.610000610351562,1080700.0
2025-11-06,,,,,,19.329999923706055,22.274999618530273,19.190000534057617,22.219999313354492,2607500.0
2025-11-07,,,,,,19.739999771118164,20.25,18.389999389648438,19.020000457763672,2365600.0
2025-11-10,,,,,,19.239999771118164,20.288999557495117,18.81999969482422,20.0,1388300.0
2025-11-11,,,,,,19.1299991607666,19.56999969482422,18.43000030517578,19.0,1216000.0
2025-11-12,,,,,,18.309999465942383,19.479999542236328,18.209999084472656,19.260000228881836,2410300.0
2025-11-13,,,,,,21.420000076293945,24.219999313354492,20.40999984741211,22.670000076293945,8164800.0
2025-11-14,,,,,,22.950000762939453,24.350000381469727,20.81999969482422,20.969999313354492,4459700.0
2025-11-17,,,,,,19.479999542236328,22.975000381469727,19.1200008392334,22.975000381469727,3628800.0
2025-11-18,,,,,,19.760000228881836,20.09000015258789,18.850000381469727,19.0,2150400.0
2025-11-19,,,,,,19.420000076293945,20.209999084472656,19.110000610351562,19.729999542236328,1451900.0
2025-11-20,,,,,,16.920000076293945,20.0,16.899999618530273,19.610000610351562,2753800.0
2025-11-21,,,,,,16.780000686645508,17.399999618530273,16.0,17.030000686645508,2111600.0
2025-11-24,,,,,,16.860000610351562,17.049999237060547,16.363000869750977,16.75,1569500.0
2025-11-25,,,,,,17.34000015258789,17.84000015258789,16.81999969482422,16.969999313354492,1523300.0
2025-11-26,,,,,,17.43000030517578,18.280000686645508,17.170000076293945,17.6200008392334,1464100.0
2025-11-28,,,,,,17.709999084472656,18.059999465942383,17.485000610351562,17.65999984741211,720600.0
2025-12-01,,,,,,16.809999465942383,17.266000747680664,16.549999237060547,17.190000534057617,1475900.0
2025-12-02,,,,,,17.899999618530273,18.524999618530273,16.84000015258789,16.940000534057617,2085200.0
2025-12-03,,,,,,18.549999237060547,18.860000610351562,17.510000228881836,17.850000381469727,1811300.0
2025-12-04,,,,,,20.219999313354492,20.5,18.559999465942383,18.690000534057617,2279100.0
2025-12-05,,,,,,19.809999465942383,21.014999389648438,19.665000915527344,20.3799991607666,1881800.0
2025-12-08,,,,,,19.1299991607666,20.3799991607666,18.450000762939453,20.049999237060547,1755600.0
2025-12-09,,,,,,19.459999084472656,19.950000762939453,18.6299991607666,19.149999618530273,1342200.0
2025-12-10,,,,,,21.299999237060547,21.8799991607666,18.989999771118164,19.520000457763672,3501800.0
2025-12-11,,,,,,23.510000228881836,23.829999923706055,20.559999465942383,21.850000381469727,3664800.0
2025-12-12,,,,,,22.100000381469727,24.190000534057617,21.6299991607666,23.780000686645508,3775300.0
2025-12-15,,,,,,20.360000610351562,23.65999984741211,20.31999969482422,22.31999969482422,3730200.0
2025-12-16,,,,,,20.280000686645508,20.65999984741211,19.360000610351562,20.0,1511900.0
2025-12-17,,,,,,18.530000686645508,20.6200008392334,18.520000457763672,20.389999389648438,1527500.0
2025-12-18,,,,,,20.06999969482422,20.299999237060547,18.940000534057617,19.209999084472656,1882200.0
2025-12-19,,,,,,24.649999618530273,24.90999984741211,20.299999237060547,20.34000015258789,8173100.0
2025-12-22,,,,,,28.600000381469727,28.739999771118164,25.329999923706055,25.510000228881836,6278800.0
2025-12-23,,,,,,26.584999084472656,27.458900451660156,26.020000457763672,26.030000686645508,1489659.0
