Date,Close,High,Low,Open,Volume,"('Close', 'EXPE')","('High', 'EXPE')","('Low', 'EXPE')","('Open', 'EXPE')","('Volume', 'EXPE')"
2024-06-03,113.33557891845705,113.8025950641781,111.63644039191811,112.22269712195266,2532900.0,,,,,
2024-06-04,113.76284790039062,113.92183534571936,112.441300770554,112.46117041075078,1810100.0,,,,,
2024-06-05,114.62732696533205,116.15754703760224,113.77278838496116,114.209996285878,2135100.0,,,,,
2024-06-06,119.54588317871094,119.64525412219562,114.06094520821924,114.07088381875543,3050800.0,,,,,
2024-06-07,122.2784194946289,122.39766008034464,118.90995065278128,118.97950576588076,2575200.0,,,,,
2024-06-10,122.59638214111328,123.36149593701504,121.22514957181583,121.52324723428586,1650100.0,,,,,
2024-06-11,122.0101318359375,122.52682585419412,121.32451176740268,122.08962555595802,1513700.0,,,,,
2024-06-12,123.76889038085938,124.41476360806504,122.50695975802194,124.08685768919987,1869600.0,,,,,
2024-06-13,122.6361312866211,123.86826123891323,121.71203761287128,123.44099195791196,1515100.0,,,,,
2024-06-14,123.81857299804688,123.96762182872564,121.22514911942667,121.31457386927087,1592600.0,,,,,
2024-06-17,123.2820053100586,123.96762540238257,121.9405809571567,123.6198498413989,1641600.0,,,,,
2024-06-18,123.7490234375,126.05428836843996,122.7056891568976,123.26213764432364,1964800.0,,,,,
2024-06-20,124.68305206298828,127.00818656585008,123.8185748965471,123.8185748965471,1896500.0,,,,,
2024-06-21,126.90882110595705,127.27646629612649,123.89806656980124,124.41476059047054,3839300.0,,,,,
2024-06-24,127.34603118896484,129.09484758218878,125.62701546523002,126.16358671574368,1892100.0,,,,,
2024-06-25,128.93585205078125,130.0089944844926,127.45532516615376,128.14094520673683,1895200.0,,,,,
2024-06-26,126.55110931396484,128.4986675953249,123.21244880440273,127.92234948310484,1759100.0,,,,,
2024-06-27,123.8682632446289,126.55111197653709,123.52048009932264,126.23314466326693,2418800.0,,,,,
2024-06-28,125.18981170654295,125.73632158554172,123.83844871569036,124.00737477525104,2692900.0,,,,,
2024-07-01,121.72197723388672,126.02447833023224,121.22515283701372,125.42829057017236,1928000.0,,,,,
2024-07-02,122.07969665527344,123.2522025855465,121.03636234460352,121.97039467678654,1428600.0,,,,,
2024-07-03,123.46086120605467,123.58010178907368,122.0796900050737,122.84479623186444,845700.0,,,,,
2024-07-05,122.8249282836914,124.14648300183605,121.87102634921564,123.12302595487576,1492200.0,,,,,
2024-07-08,124.70291900634766,125.3885390745936,123.3614947005547,123.699331639092,1496300.0,,,,,
2024-07-09,127.74349212646484,129.06504689980002,124.78242283596268,125.3090555069013,2141800.0,,,,,
2024-07-10,128.70733642578125,129.2140918892664,127.008197774294,128.25026643798174,1686000.0,,,,,
2024-07-11,127.90248107910156,129.74073751483155,126.28282860314091,128.19063257413669,1449300.0,,,,,
2024-07-12,130.85360717773438,131.09207317570846,128.05151040652473,128.37941631561586,1454100.0,,,,,
2024-07-15,131.6783447265625,133.06944699771344,129.74073257678882,131.0225328722152,1512000.0,,,,,
2024-07-16,138.812744140625,140.70068609121452,132.15529974237003,132.1652307727962,3805400.0,,,,,
2024-07-17,134.6791534423828,138.01781406052774,133.3377366419635,137.87870383318327,1763000.0,,,,,
2024-07-18,132.6719970703125,136.85525018685968,132.5825571518819,134.67915680614553,1362700.0,,,,,
2024-07-19,135.0170135498047,135.71256472767774,133.01976961391668,133.63584222450012,1412200.0,,,,,
2024-07-22,133.60601806640625,135.4442591632493,131.77769283694582,133.9736632533995,1642000.0,,,,,
2024-07-23,131.82737731933594,135.34490237101204,131.67833607217875,133.99353946990584,1524600.0,,,,,
2024-07-24,127.67393493652344,131.0125953845964,126.39211954240176,130.80392247327072,2084500.0,,,,,
2024-07-25,124.1067352294922,125.89529850065637,121.1754667541536,125.81581235907072,2212300.0,,,,,
2024-07-26,125.07057189941406,126.38218795674508,124.39489044073213,125.88536357774184,1440100.0,,,,,
2024-07-29,127.46526336669922,128.02170425358813,125.1500599065616,125.62701465313675,1321600.0,,,,,
2024-07-30,127.71367645263672,128.8861898969575,126.85913789554772,127.81304739536594,1379500.0,,,,,
2024-07-31,126.85914611816406,128.468852393949,125.14013786304324,128.27012565748683,1641300.0,,,,,
2024-08-01,120.70845794677734,126.30269788689245,119.2974709081167,125.99466918890852,2711200.0,,,,,
2024-08-02,114.7564926147461,116.42582282671032,112.47110502636184,115.76007998015524,3051100.0,,,,,
2024-08-05,111.40789794921876,113.61379175415772,109.5000866327418,111.04024519125984,3321200.0,,,,,
2024-08-06,116.78353881835938,117.06175926123127,111.82523357476474,112.28231109961692,2952200.0,,,,,
2024-08-07,112.52079010009766,115.43218144194957,110.3745125939241,114.2696141435664,3040200.0,,,,,
2024-08-08,117.22074127197266,117.80699038072616,111.96433860832067,112.64995865429997,4123900.0,,,,,
2024-08-09,129.1842803955078,130.47602692153714,124.7029295796468,129.1743493653712,6092500.0,,,,,
2024-08-12,126.08409881591795,128.8663185586939,125.52765789973836,127.6938050608487,2417600.0,,,,,
2024-08-13,129.75064086914062,129.86987385380843,126.63058475470808,127.61428720196749,1868300.0,,,,,
2024-08-14,128.2104949951172,131.63858009664744,126.79951561160152,130.1878614349788,2830000.0,,,,,
2024-08-15,131.3802490234375,132.02611469576712,128.88619592775555,129.42275962271947,1570000.0,,,,,
2024-08-16,130.20773315429688,130.9629159521247,129.3233863214808,130.0984311789206,1675600.0,,,,,
2024-08-19,134.59967041015625,134.77851991285542,130.74430829195182,131.1119534887515,1552400.0,,,,,
2024-08-20,132.6719970703125,135.39458518232215,132.5030785873094,134.14259310495206,1333400.0,,,,,
2024-08-21,132.3440704345703,133.98358469577775,131.09206339114766,133.14892344141307,1279800.0,,,,,
