Date,Close,High,Low,Open,Volume,"('Close', 'XTKG')","('High', 'XTKG')","('Low', 'XTKG')","('Open', 'XTKG')","('Volume', 'XTKG')"
2024-05-28,0.6600000262260437,0.7099999785423279,0.6420000195503235,0.6809999942779541,190900.0,,,,,
2024-05-29,0.6449999809265137,0.6600000262260437,0.6299999952316284,0.6370000243186951,166500.0,,,,,
2024-05-30,0.6200000047683716,0.652999997138977,0.6150000095367432,0.621999979019165,64800.0,,,,,
2024-05-31,0.5929999947547913,0.6499999761581421,0.5799999833106995,0.6499999761581421,50300.0,,,,,
2024-06-03,0.6000000238418579,0.6150000095367432,0.5699999928474426,0.5899999737739563,72700.0,,,,,
2024-06-04,0.5899999737739563,0.6069999933242798,0.5770000219345093,0.6000000238418579,56200.0,,,,,
2024-06-05,0.5899999737739563,0.625,0.5809999704360962,0.625,33400.0,,,,,
2024-06-06,0.5899999737739563,0.6100000143051147,0.5799999833106995,0.6100000143051147,31300.0,,,,,
2024-06-07,0.7599999904632568,0.7799999713897705,0.5299999713897705,0.6190000176429749,850900.0,,,,,
2024-06-10,0.6690000295639038,0.7289999723434448,0.6050000190734863,0.7289999723434448,151800.0,,,,,
2024-06-11,0.7070000171661377,0.7070000171661377,0.6200000047683716,0.640999972820282,179500.0,,,,,
2024-06-12,0.6600000262260437,0.7419999837875366,0.6299999952316284,0.7419999837875366,175800.0,,,,,
2024-06-13,0.6200000047683716,0.6499999761581421,0.6050000190734863,0.6200000047683716,61300.0,,,,,
2024-06-14,0.5699999928474426,0.6200000047683716,0.5529999732971191,0.6200000047683716,367600.0,,,,,
2024-06-17,0.5600000023841858,0.5899999737739563,0.5199999809265137,0.5879999995231628,207700.0,,,,,
2024-06-18,0.550000011920929,0.5640000104904175,0.5329999923706055,0.5600000023841858,186500.0,,,,,
2024-06-20,0.550000011920929,0.5640000104904175,0.4709999859333038,0.5619999766349792,600300.0,,,,,
2024-06-21,0.5529999732971191,0.5569999814033508,0.5199999809265137,0.550000011920929,256800.0,,,,,
2024-06-24,0.550000011920929,0.5600000023841858,0.5400000214576721,0.5400000214576721,509800.0,,,,,
2024-06-25,0.5550000071525574,0.5600000023841858,0.5260000228881836,0.5569999814033508,316200.0,,,,,
2024-06-26,0.5600000023841858,0.5600000023841858,0.5199999809265137,0.5379999876022339,279700.0,,,,,
2024-06-27,0.5450000166893005,0.578000009059906,0.5270000100135803,0.578000009059906,344300.0,,,,,
2024-06-28,0.5210000276565552,0.5600000023841858,0.5199999809265137,0.5400000214576721,348500.0,,,,,
2024-07-01,0.5199999809265137,0.531000018119812,0.515999972820282,0.5210000276565552,224300.0,,,,,
2024-07-02,0.5350000262260437,0.5350000262260437,0.5149999856948853,0.5199999809265137,267300.0,,,,,
2024-07-03,0.5400000214576721,0.5600000023841858,0.5210000276565552,0.5600000023841858,230300.0,,,,,
2024-07-05,0.5230000019073486,0.5339999794960022,0.5099999904632568,0.527999997138977,294600.0,,,,,
2024-07-08,0.4300000071525574,0.5180000066757202,0.4189999997615814,0.5180000066757202,556600.0,,,,,
2024-07-09,0.421999990940094,0.4309999942779541,0.4129999876022339,0.4300000071525574,371700.0,,,,,
2024-07-10,0.4250000119209289,0.4250000119209289,0.4050000011920929,0.4110000133514404,397100.0,,,,,
2024-07-11,0.5450000166893005,0.550000011920929,0.4120000004768371,0.4120000004768371,757000.0,,,,,
