Date,Close,High,Low,Open,Volume,"('Close', 'PYPL')","('High', 'PYPL')","('Low', 'PYPL')","('Open', 'PYPL')","('Volume', 'PYPL')"
2024-06-03,63.459999084472656,63.52000045776367,62.58000183105469,63.040000915527344,9039800.0,,,,,
2024-06-04,63.33000183105469,64.12999725341797,63.02999877929688,63.13999938964844,9046100.0,,,,,
2024-06-05,63.52999877929688,63.810001373291016,62.84999847412109,63.7599983215332,8846100.0,,,,,
2024-06-06,67.0199966430664,67.81999969482422,64.16999816894531,64.28500366210938,22068800.0,,,,,
2024-06-07,67.30000305175781,68.29900360107422,66.19999694824219,66.5,13195000.0,,,,,
2024-06-10,67.08999633789062,67.48999786376953,65.80000305175781,66.97000122070312,11972300.0,,,,,
2024-06-11,64.7699966430664,67.1500015258789,64.40499877929688,67.12999725341797,15108700.0,,,,,
2024-06-12,63.43000030517578,65.86000061035156,62.900001525878906,65.45999908447266,14137500.0,,,,,
2024-06-13,61.540000915527344,63.625,61.52000045776367,63.119998931884766,11985400.0,,,,,
2024-06-14,60.6349983215332,61.63999938964844,60.310001373291016,61.290000915527344,10366000.0,,,,,
2024-06-17,60.130001068115234,60.63999938964844,59.48099899291992,60.369998931884766,13558500.0,,,,,
2024-06-18,59.119998931884766,60.11000061035156,59.02999877929688,59.91999816894531,13500300.0,,,,,
2024-06-20,59.79999923706055,60.0,58.790000915527344,59.25,12928500.0,,,,,
2024-06-21,60.61000061035156,60.7599983215332,59.66999816894531,59.91999816894531,18848700.0,,,,,
2024-06-24,59.4900016784668,60.560001373291016,59.459999084472656,60.0,10464700.0,,,,,
2024-06-25,59.33000183105469,59.56999969482422,58.970001220703125,59.56999969482422,9248800.0,,,,,
2024-06-26,58.2599983215332,59.75,58.02999877929688,59.7400016784668,12599400.0,,,,,
2024-06-27,58.369998931884766,58.4900016784668,57.209999084472656,58.47999954223633,11648900.0,,,,,
2024-06-28,58.02999877929688,58.7599983215332,57.900001525878906,58.31999969482422,28102000.0,,,,,
2024-07-01,57.810001373291016,58.3650016784668,57.02999877929688,58.36000061035156,12237500.0,,,,,
2024-07-02,58.970001220703125,59.27000045776367,58.31999969482422,58.77999877929688,13231600.0,,,,,
2024-07-03,59.63999938964844,60.0099983215332,58.89500045776367,59.02999877929688,6908300.0,,,,,
2024-07-05,59.7599983215332,60.15999984741211,58.83000183105469,59.380001068115234,12243800.0,,,,,
2024-07-08,59.09000015258789,60.02999877929688,58.630001068115234,59.720001220703125,10320400.0,,,,,
2024-07-09,59.0,59.70000076293945,58.41999816894531,58.900001525878906,8473600.0,,,,,
2024-07-10,58.900001525878906,59.310001373291016,58.20000076293945,59.09000015258789,7697100.0,,,,,
2024-07-11,59.9900016784668,60.93000030517578,59.43000030517578,59.54999923706055,13082000.0,,,,,
2024-07-12,60.27000045776367,60.52000045776367,59.77999877929688,60.38999938964844,8166200.0,,,,,
2024-07-15,60.470001220703125,61.02000045776367,59.81999969482422,60.25,9443000.0,,,,,
2024-07-16,61.810001373291016,62.02000045776367,60.68000030517578,60.79999923706055,9198800.0,,,,,
2024-07-17,61.2400016784668,61.84000015258789,60.65499877929688,61.11000061035156,8322100.0,,,,,
2024-07-18,60.0,61.33000183105469,59.93999862670898,60.54999923706055,9102000.0,,,,,
2024-07-19,59.33000183105469,59.83000183105469,58.75,59.810001373291016,9352900.0,,,,,
2024-07-22,60.77000045776367,60.790000915527344,59.52000045776367,59.900001525878906,7489500.0,,,,,
2024-07-23,59.709999084472656,60.95000076293945,59.68999862670898,60.720001220703125,7572000.0,,,,,
2024-07-24,58.06999969482422,59.65999984741211,57.97999954223633,59.54999923706055,11801700.0,,,,,
2024-07-25,57.220001220703125,58.650001525878906,57.20000076293945,58.15999984741211,12515700.0,,,,,
2024-07-26,58.290000915527344,58.310001373291016,56.970001220703125,57.59999847412109,11323400.0,,,,,
2024-07-29,58.93999862670898,59.09999847412109,58.06999969482422,58.5,12346800.0,,,,,
2024-07-30,64.0,65.05999755859375,62.43000030517578,62.775001525878906,44232800.0,,,,,
2024-07-31,65.77999877929688,66.98999786376953,64.16999816894531,65.0,25825900.0,,,,,
2024-08-01,65.30999755859375,67.30000305175781,65.0199966430664,65.77999877929688,19086400.0,,,,,
2024-08-02,61.97999954223633,64.04000091552734,60.88999938964844,64.0,23117100.0,,,,,
2024-08-05,60.459999084472656,61.05500030517578,58.650001525878906,60.70000076293945,17445400.0,,,,,
2024-08-06,62.75,63.58000183105469,60.29999923706055,60.59999847412109,14358900.0,,,,,
2024-08-07,62.7400016784668,65.01000213623047,62.63999938964844,63.345001220703125,13464400.0,,,,,
