Date,Close,High,Low,Open,Volume,"('Close', 'PSTV')","('High', 'PSTV')","('Low', 'PSTV')","('Open', 'PSTV')","('Volume', 'PSTV')"
2024-06-03,2.25,2.25,2.150000095367432,2.25,47000.0,,,,,
2024-06-04,2.5999999046325684,2.5999999046325684,2.259999990463257,2.289999961853028,144300.0,,,,,
2024-06-05,2.430000066757202,2.6700000762939453,2.309999942779541,2.640000104904175,106100.0,,,,,
2024-06-06,2.4800000190734863,2.5799999237060547,2.3499999046325684,2.5199999809265137,80200.0,,,,,
2024-06-07,2.3499999046325684,2.549999952316284,2.3299999237060547,2.5,65100.0,,,,,
2024-06-10,2.2100000381469727,2.400000095367432,2.190000057220459,2.400000095367432,35200.0,,,,,
2024-06-11,2.1700000762939453,2.1700000762939453,2.059999942779541,2.140000104904175,35500.0,,,,,
2024-06-12,2.190000057220459,2.3299999237060547,2.140000104904175,2.140000104904175,75800.0,,,,,
2024-06-13,2.130000114440918,2.200000047683716,2.059999942779541,2.200000047683716,21000.0,,,,,
2024-06-14,2.0,2.25,1.940000057220459,2.0299999713897705,69300.0,,,,,
2024-06-17,2.0,2.009999990463257,1.950000047683716,1.9700000286102293,18100.0,,,,,
2024-06-18,1.9299999475479128,2.0299999713897705,1.830000042915344,2.0299999713897705,69200.0,,,,,
2024-06-20,1.8600000143051147,1.9900000095367432,1.830000042915344,1.8799999952316284,25400.0,,,,,
2024-06-21,1.7999999523162842,1.8600000143051147,1.7899999618530271,1.7999999523162842,54700.0,,,,,
2024-06-24,1.600000023841858,1.8200000524520876,1.559999942779541,1.8200000524520876,79900.0,,,,,
2024-06-25,1.6399999856948853,1.659999966621399,1.600000023841858,1.659999966621399,9700.0,,,,,
2024-06-26,1.4700000286102295,1.649999976158142,1.340000033378601,1.6399999856948853,95500.0,,,,,
2024-06-27,1.4600000381469729,1.5700000524520874,1.4299999475479126,1.5,16800.0,,,,,
2024-06-28,1.4700000286102295,1.4900000095367432,1.4199999570846558,1.4700000286102295,20800.0,,,,,
2024-07-01,1.5,1.649999976158142,1.4500000476837158,1.4500000476837158,37500.0,,,,,
2024-07-02,1.5499999523162842,1.5700000524520874,1.5,1.5700000524520874,18100.0,,,,,
2024-07-03,1.5299999713897705,1.5499999523162842,1.5299999713897705,1.5499999523162842,1400.0,,,,,
2024-07-05,1.5499999523162842,1.5499999523162842,1.5099999904632568,1.5299999713897705,9600.0,,,,,
2024-07-08,1.5,1.590000033378601,1.4500000476837158,1.5800000429153442,36000.0,,,,,
2024-07-09,1.5399999618530271,1.5499999523162842,1.399999976158142,1.4700000286102295,28200.0,,,,,
2024-07-10,1.899999976158142,1.899999976158142,1.5099999904632568,1.600000023841858,138500.0,,,,,
2024-07-11,1.840000033378601,1.909999966621399,1.7599999904632568,1.899999976158142,39500.0,,,,,
2024-07-12,1.8200000524520876,1.950000047683716,1.7400000095367432,1.840000033378601,42400.0,,,,,
2024-07-15,1.7699999809265137,1.9700000286102293,1.7599999904632568,1.830000042915344,67300.0,,,,,
2024-07-16,1.8899999856948853,1.919999957084656,1.7599999904632568,1.809999942779541,38200.0,,,,,
2024-07-17,1.7999999523162842,2.069999933242798,1.7200000286102295,1.9700000286102293,190000.0,,,,,
2024-07-18,1.7300000190734863,1.7799999713897705,1.7000000476837158,1.7699999809265137,50500.0,,,,,
2024-07-19,1.7400000095367432,1.919999957084656,1.7200000286102295,1.7200000286102295,170200.0,,,,,
2024-07-22,1.75,1.830000042915344,1.6200000047683716,1.7400000095367432,103300.0,,,,,
2024-07-23,1.75,1.7999999523162842,1.690000057220459,1.7300000190734863,75400.0,,,,,
2024-07-24,1.75,1.830000042915344,1.6799999475479126,1.7799999713897705,138700.0,,,,,
2024-07-25,1.7999999523162842,1.809999942779541,1.7200000286102295,1.7699999809265137,35000.0,,,,,
2024-07-26,1.870000004768372,1.9600000381469729,1.75,1.7699999809265137,98800.0,,,,,
2024-07-29,1.850000023841858,1.850000023841858,1.809999942779541,1.840000033378601,49900.0,,,,,
2024-07-30,1.830000042915344,1.919999957084656,1.7699999809265137,1.870000004768372,82100.0,,,,,
2024-07-31,1.7999999523162842,1.850000023841858,1.75,1.8200000524520876,15100.0,,,,,
2024-08-01,1.7999999523162842,1.840000033378601,1.7300000190734863,1.7799999713897705,41700.0,,,,,
2024-08-02,1.7300000190734863,1.7899999618530271,1.6799999475479126,1.75,31900.0,,,,,
2024-08-05,1.5700000524520874,1.7300000190734863,1.399999976158142,1.5499999523162842,78600.0,,,,,
2024-08-06,1.600000023841858,1.75,1.559999942779541,1.6799999475479126,105200.0,,,,,
2024-08-07,1.5700000524520874,1.7200000286102295,1.5299999713897705,1.7200000286102295,43600.0,,,,,
2024-08-08,1.5499999523162842,1.659999966621399,1.4500000476837158,1.649999976158142,122700.0,,,,,
2024-08-09,1.4500000476837158,1.590000033378601,1.3700000047683716,1.559999942779541,74700.0,,,,,
2024-08-12,1.409999966621399,1.4700000286102295,1.2699999809265137,1.4199999570846558,58000.0,,,,,
2024-08-13,1.4900000095367432,1.4900000095367432,1.3799999952316284,1.4500000476837158,88700.0,,,,,
2024-08-14,1.4199999570846558,1.4900000095367432,1.4199999570846558,1.4700000286102295,39200.0,,,,,
2024-08-15,1.399999976158142,1.4800000190734863,1.3799999952316284,1.4800000190734863,35800.0,,,,,
2024-08-16,1.3600000143051147,1.409999966621399,1.2899999618530271,1.409999966621399,88300.0,,,,,
2024-08-19,1.600000023841858,1.6299999952316284,1.3799999952316284,1.409999966621399,179500.0,,,,,
2024-08-20,1.5499999523162842,1.600000023841858,1.4900000095367432,1.600000023841858,46600.0,,,,,
2024-08-21,1.4600000381469729,1.600000023841858,1.440000057220459,1.5,42600.0,,,,,
2024-08-22,1.4299999475479126,1.559999942779541,1.4299999475479126,1.559999942779541,15200.0,,,,,
2024-08-23,1.4500000476837158,1.5199999809265137,1.4299999475479126,1.4800000190734863,14400.0,,,,,
2024-08-26,1.4500000476837158,1.4900000095367432,1.4199999570846558,1.4800000190734863,24900.0,,,,,
2024-08-27,1.4600000381469729,1.4800000190734863,1.4500000476837158,1.4500000476837158,7800.0,,,,,
2024-08-28,1.4299999475479126,1.4900000095367432,1.4199999570846558,1.4900000095367432,5400.0,,,,,
2024-08-29,1.4199999570846558,1.4500000476837158,1.409999966621399,1.4299999475479126,8100.0,,,,,
2024-08-30,1.4299999475479126,1.440000057220459,1.4199999570846558,1.4299999475479126,7600.0,,,,,
2024-09-03,1.5099999904632568,1.5700000524520874,1.440000057220459,1.440000057220459,35700.0,,,,,
2024-09-04,1.440000057220459,1.5800000429153442,1.3700000047683716,1.5800000429153442,38000.0,,,,,
2024-09-05,1.3799999952316284,1.4199999570846558,1.3700000047683716,1.409999966621399,23200.0,,,,,
2024-09-06,1.409999966621399,1.4600000381469729,1.350000023841858,1.4199999570846558,9000.0,,,,,
