Date,Close,High,Low,Open,Volume,"('Close', 'TNYA')","('High', 'TNYA')","('Low', 'TNYA')","('Open', 'TNYA')","('Volume', 'TNYA')"
2024-06-03,3.9800000190734863,4.289999961853027,3.930000066757202,4.28000020980835,142100.0,,,,,
2024-06-04,3.680000066757202,4.010000228881836,3.5999999046325684,3.9600000381469727,288400.0,,,,,
2024-06-05,3.680000066757202,3.7699999809265137,3.549999952316284,3.670000076293945,441600.0,,,,,
2024-06-06,3.670000076293945,3.7200000286102295,3.549999952316284,3.670000076293945,217300.0,,,,,
2024-06-07,3.640000104904175,3.680000066757202,3.539999961853028,3.5799999237060547,222900.0,,,,,
2024-06-10,3.759999990463257,3.880000114440918,3.5899999141693115,3.75,424100.0,,,,,
2024-06-11,3.690000057220459,3.759999990463257,3.609999895095825,3.700000047683716,154700.0,,,,,
2024-06-12,3.809999942779541,3.940000057220459,3.7699999809265137,3.819999933242798,305300.0,,,,,
2024-06-13,3.740000009536743,3.819999933242798,3.680000066757202,3.799999952316284,290200.0,,,,,
2024-06-14,3.359999895095825,3.660000085830689,3.3399999141693115,3.660000085830689,292900.0,,,,,
2024-06-17,3.299999952316284,3.4200000762939453,3.2300000190734863,3.400000095367432,259300.0,,,,,
2024-06-18,3.1600000858306885,3.309999942779541,3.119999885559082,3.299999952316284,352400.0,,,,,
2024-06-20,3.190000057220459,3.25,3.109999895095825,3.1600000858306885,346500.0,,,,,
2024-06-21,3.119999885559082,3.2799999713897705,3.119999885559082,3.180000066757202,369800.0,,,,,
2024-06-24,3.0899999141693115,3.2100000381469727,3.049999952316284,3.130000114440918,285200.0,,,,,
2024-06-25,2.8550000190734863,3.059999942779541,2.8399999141693115,3.059999942779541,355200.0,,,,,
2024-06-26,2.720000028610229,2.8299999237060547,2.5799999237060547,2.8299999237060547,993800.0,,,,,
2024-06-27,2.940000057220459,2.976999998092652,2.720000028610229,2.75,1252900.0,,,,,
2024-06-28,3.0999999046325684,3.140000104904175,2.869999885559082,2.990000009536743,1869700.0,,,,,
2024-07-01,3.369999885559082,3.4100000858306885,3.0899999141693115,3.109999895095825,524700.0,,,,,
2024-07-02,2.9749999046325684,3.3919999599456787,2.943000078201294,3.369999885559082,361500.0,,,,,
2024-07-03,2.9100000858306885,2.990000009536743,2.865000009536743,2.9600000381469727,221300.0,,,,,
2024-07-05,2.9200000762939453,2.984999895095825,2.789999961853028,2.900000095367432,344100.0,,,,,
2024-07-08,2.9800000190734863,3.2239999771118164,2.880000114440918,2.880000114440918,1110500.0,,,,,
2024-07-09,3.0,3.049999952316284,2.9200000762939453,2.9800000190734863,218900.0,,,,,
2024-07-10,3.069999933242798,3.0999999046325684,2.9200000762939453,2.970000028610229,192200.0,,,,,
2024-07-11,3.5,3.569999933242798,3.1449999809265137,3.190000057220459,383400.0,,,,,
2024-07-12,3.509999990463257,3.67300009727478,3.4100000858306885,3.5899999141693115,286500.0,,,,,
2024-07-15,3.5199999809265137,3.5850000381469727,3.4600000381469727,3.5299999713897705,271100.0,,,,,
2024-07-16,3.799999952316284,3.819999933242798,3.5450000762939453,3.5799999237060547,351300.0,,,,,
2024-07-17,3.640000104904175,3.819999933242798,3.5220000743865967,3.7100000381469727,273200.0,,,,,
2024-07-18,3.380000114440918,3.7109999656677246,3.3499999046325684,3.609999895095825,280600.0,,,,,
2024-07-19,3.390000104904175,3.470000028610229,3.309999942779541,3.380000114440918,230000.0,,,,,
2024-07-22,3.670000076293945,3.674999952316284,3.289999961853028,3.400000095367432,237400.0,,,,,
2024-07-23,3.759999990463257,3.809999942779541,3.630000114440918,3.650000095367432,246500.0,,,,,
2024-07-24,3.799999952316284,3.829999923706055,3.660000085830689,3.7200000286102295,247900.0,,,,,
2024-07-25,3.990000009536743,4.050000190734863,3.819999933242798,3.829999923706055,259200.0,,,,,
2024-07-26,3.880000114440918,4.059999942779541,3.5799999237060547,4.059999942779541,305800.0,,,,,
2024-07-29,3.7899999618530273,3.9600000381469727,3.75,3.920000076293945,159400.0,,,,,
2024-07-30,3.7200000286102295,3.900000095367432,3.619999885559082,3.7899999618530273,149600.0,,,,,
2024-07-31,3.5,3.880000114440918,3.490000009536743,3.880000114440918,456300.0,,,,,
2024-08-01,3.184999942779541,3.549999952316284,3.150000095367432,3.490000009536743,235600.0,,,,,
2024-08-02,2.8299999237060547,3.0480000972747803,2.789999961853028,3.009999990463257,366800.0,,,,,
2024-08-05,2.549999952316284,2.5999999046325684,2.4049999713897705,2.539999961853028,460200.0,,,,,
2024-08-06,2.700000047683716,2.75,2.5,2.569999933242798,363900.0,,,,,
