Date,Close,High,Low,Open,Volume,"('Close', 'TTD')","('High', 'TTD')","('Low', 'TTD')","('Open', 'TTD')","('Volume', 'TTD')"
2024-06-03,93.11000061035156,94.29000091552734,91.54000091552734,93.29000091552734,1940800.0,,,,,
2024-06-04,94.4800033569336,95.16000366210938,92.25,92.33999633789062,3023000.0,,,,,
2024-06-05,97.41000366210938,97.8499984741211,94.69000244140624,95.2699966430664,4674300.0,,,,,
2024-06-06,97.19000244140624,98.18000030517578,96.5,97.43000030517578,1837800.0,,,,,
2024-06-07,94.16999816894533,97.08899688720705,94.0999984741211,96.2300033569336,3268800.0,,,,,
2024-06-10,92.6500015258789,94.03500366210938,90.76000213623048,93.9000015258789,5001500.0,,,,,
2024-06-11,92.19000244140624,94.4499969482422,92.01000213623048,93.19000244140624,5523200.0,,,,,
2024-06-12,97.45999908447266,98.0999984741211,94.16899871826172,94.58499908447266,4466100.0,,,,,
2024-06-13,95.62000274658205,98.0,94.87000274658205,97.77999877929688,2501700.0,,,,,
2024-06-14,95.66000366210938,95.75,94.68000030517578,95.06999969482422,2012900.0,,,,,
2024-06-17,97.68000030517578,99.02999877929688,94.66000366210938,95.25,3162500.0,,,,,
2024-06-18,99.25,99.54000091552734,97.28199768066406,98.0199966430664,2781700.0,,,,,
2024-06-20,97.27999877929688,99.18000030517578,96.5999984741211,99.01000213623048,2987000.0,,,,,
2024-06-21,97.70999908447266,98.06500244140624,96.4000015258789,98.06500244140624,3997800.0,,,,,
2024-06-24,95.76000213623048,97.58999633789062,95.72000122070312,97.0199966430664,3374500.0,,,,,
2024-06-25,97.7300033569336,98.75,95.18000030517578,96.0500030517578,2597300.0,,,,,
2024-06-26,97.70999908447266,98.86000061035156,97.13999938964844,97.16000366210938,2404100.0,,,,,
2024-06-27,98.22000122070312,99.31999969482422,97.16999816894533,97.5,2644600.0,,,,,
2024-06-28,97.66999816894533,98.66000366210938,96.0999984741211,98.4800033569336,6329000.0,,,,,
2024-07-01,97.97000122070312,98.4000015258789,96.13999938964844,97.43000030517578,2085800.0,,,,,
2024-07-02,98.33999633789062,99.0,96.93000030517578,97.62999725341795,2444000.0,,,,,
2024-07-03,99.47000122070312,100.25,97.95999908447266,98.4800033569336,2281000.0,,,,,
2024-07-05,99.9000015258789,100.29000091552734,98.76000213623048,99.1999969482422,2439200.0,,,,,
2024-07-08,99.08000183105467,99.9800033569336,98.4020004272461,99.9800033569336,2005100.0,,,,,
2024-07-09,101.5199966430664,101.62000274658205,98.51000213623048,99.4800033569336,4147300.0,,,,,
2024-07-10,99.81999969482422,102.66999816894533,98.0999984741211,102.18000030517578,4390300.0,,,,,
2024-07-11,98.56999969482422,101.13500213623048,98.27999877929688,101.0500030517578,3405000.0,,,,,
2024-07-12,99.4800033569336,100.66000366210938,96.5500030517578,98.0,3159500.0,,,,,
2024-07-15,100.08999633789062,102.13999938964844,99.13999938964844,99.8000030517578,3362100.0,,,,,
2024-07-16,100.9499969482422,101.58899688720705,99.37999725341795,100.9000015258789,2283700.0,,,,,
2024-07-17,95.23999786376952,99.37999725341795,94.83999633789062,98.63999938964844,5465200.0,,,,,
2024-07-18,95.72000122070312,97.86499786376952,94.62999725341795,96.25,2806900.0,,,,,
2024-07-19,96.01000213623048,97.19499969482422,95.29000091552734,95.3499984741211,2093300.0,,,,,
2024-07-22,100.44000244140624,100.8000030517578,97.2699966430664,98.2699966430664,4749900.0,,,,,
2024-07-23,100.9000015258789,102.38999938964844,99.56999969482422,100.6999969482422,2694500.0,,,,,
2024-07-24,89.31999969482422,97.75,89.26000213623047,97.5,8057800.0,,,,,
