Date,Close,High,Low,Open,Volume,"('Close', 'ABVE')","('High', 'ABVE')","('Low', 'ABVE')","('Open', 'ABVE')","('Volume', 'ABVE')"
2024-07-02,3.7300000190734863,4.070000171661377,3.1600000858306885,4.070000171661377,211400.0,,,,,
2024-07-03,2.990000009536743,3.704999923706055,2.900000095367432,3.569999933242798,182500.0,,,,,
2024-07-05,3.220000028610229,3.2950000762939453,2.430000066757202,2.799999952316284,139700.0,,,,,
2024-07-08,2.5199999809265137,3.220000028610229,2.3399999141693115,2.950000047683716,96700.0,,,,,
2024-07-09,2.3299999237060547,2.566999912261963,2.180000066757202,2.3499999046325684,85200.0,,,,,
2024-07-10,2.407999992370605,2.890000104904175,2.0999999046325684,2.200000047683716,108800.0,,,,,
2024-07-11,2.253999948501587,2.5999999046325684,2.2300000190734863,2.490000009536743,68200.0,,,,,
2024-07-12,2.299999952316284,2.400000095367432,2.059999942779541,2.299999952316284,2130000.0,,,,,
2024-07-15,2.009999990463257,2.2699999809265137,1.930999994277954,2.2699999809265137,210000.0,,,,,
2024-07-16,1.7910000085830688,1.9800000190734863,1.690000057220459,1.9800000190734863,258400.0,,,,,
2024-07-17,1.6799999475479126,1.8899999856948853,1.600000023841858,1.809999942779541,235700.0,,,,,
2024-07-18,1.7200000286102295,1.809999942779541,1.6299999952316284,1.7200000286102295,146000.0,,,,,
2024-07-19,1.600000023841858,1.7000000476837158,1.5499999523162842,1.6699999570846558,135400.0,,,,,
2024-07-22,1.7400000095367432,1.8799999952316284,1.5800000429153442,1.6200000047683716,216800.0,,,,,
2024-07-23,1.8799999952316284,1.940000057220459,1.6299999952316284,1.75,292100.0,,,,,
2024-07-24,1.7599999904632568,1.950000047683716,1.7000000476837158,1.8899999856948853,308100.0,,,,,
2024-07-25,1.830000042915344,1.9800000190734863,1.7000000476837158,1.7599999904632568,513800.0,,,,,
2024-07-26,1.4600000381469729,1.75,1.399999976158142,1.7300000190734863,212500.0,,,,,
2024-07-29,1.4299999475479126,1.5700000524520874,1.399999976158142,1.5199999809265137,64800.0,,,,,
2024-07-30,1.2649999856948853,1.5299999713897705,1.2300000190734863,1.4900000095367432,107200.0,,,,,
2024-07-31,1.2200000286102295,1.340000033378601,1.159999966621399,1.340000033378601,93300.0,,,,,
2024-08-01,1.3799999952316284,1.4299999475479126,1.2000000476837158,1.2000000476837158,135400.0,,,,,
2024-08-02,1.5679999589920044,2.0350000858306885,1.3619999885559082,1.399999976158142,466000.0,,,,,
2024-08-05,1.5700000524520874,1.7300000190734863,1.4900000095367432,1.4900000095367432,167600.0,,,,,
2024-08-06,1.440000057220459,1.6299999952316284,1.4329999685287476,1.6299999952316284,80200.0,,,,,
2024-08-07,1.3300000429153442,1.5499999523162842,1.2899999618530271,1.4900000095367432,107900.0,,,,,
2024-08-08,1.2999999523162842,1.4700000286102295,1.2400000095367432,1.3700000047683716,66200.0,,,,,
2024-08-09,1.3899999856948853,1.940000057220459,1.3300000429153442,1.4800000190734863,6704600.0,,,,,
2024-08-12,1.25,1.3700000047683716,1.2000000476837158,1.340000033378601,554200.0,,,,,
2024-08-13,1.3799999952316284,1.4299999475479126,1.2300000190734863,1.2300000190734863,437700.0,,,,,
2024-08-14,1.2100000381469729,1.4199999570846558,1.1950000524520874,1.350000023841858,147000.0,,,,,
2024-08-15,1.1799999475479126,1.340000033378601,1.1100000143051147,1.25,288900.0,,,,,
2024-08-16,1.090000033378601,1.1799999475479126,1.059999942779541,1.1799999475479126,192600.0,,,,,
2024-08-19,1.2699999809265137,1.2699999809265137,1.0700000524520874,1.100000023841858,289800.0,,,,,
2024-08-20,1.215000033378601,1.3799999952316284,1.159999966621399,1.3200000524520874,231700.0,,,,,
2024-08-21,1.2799999713897705,1.350000023841858,1.156999945640564,1.2000000476837158,125400.0,,,,,
2024-08-22,1.149999976158142,1.25,1.1399999856948853,1.2300000190734863,140000.0,,,,,
2024-08-23,1.1299999952316284,1.190000057220459,1.1100000143051147,1.1399999856948853,97900.0,,,,,
2024-08-26,1.0800000429153442,1.1699999570846558,1.059999942779541,1.1100000143051147,66300.0,,,,,
2024-08-27,1.0499999523162842,1.1399999856948853,1.0299999713897705,1.1399999856948853,85900.0,,,,,
2024-08-28,0.9010000228881836,0.975000023841858,0.8799999952316284,0.959999978542328,230600.0,,,,,
2024-08-29,0.800000011920929,0.9350000023841858,0.75,0.8799999952316284,128100.0,,,,,
2024-08-30,0.7260000109672546,0.8500000238418579,0.7129999995231628,0.800000011920929,53200.0,,,,,
2024-09-03,0.7490000128746033,0.7799999713897705,0.7160000205039978,0.7609999775886536,72700.0,,,,,
2024-09-04,0.7200000286102295,0.7599999904632568,0.7099999785423279,0.75,105400.0,,,,,
2024-09-05,0.6850000023841858,0.75,0.5899999737739563,0.7120000123977661,49300.0,,,,,
2024-09-06,0.699999988079071,0.7379999756813049,0.625,0.6700000166893005,24600.0,,,,,
2024-09-09,0.6480000019073486,0.6990000009536743,0.6330000162124634,0.6990000009536743,15900.0,,,,,
2024-09-10,0.7269999980926514,0.7900000214576721,0.6499999761581421,0.6499999761581421,173800.0,,,,,
2024-09-11,0.6800000071525574,0.7400000095367432,0.6800000071525574,0.7200000286102295,18500.0,,,,,
2024-09-12,0.6330000162124634,0.7400000095367432,0.6000000238418579,0.7170000076293945,68200.0,,,,,
