Date,Close,High,Low,Open,Volume,"('Close', 'WY')","('High', 'WY')","('Low', 'WY')","('Open', 'WY')","('Volume', 'WY')"
2024-06-03,28.660076141357425,29.007354674563544,28.57325834800065,28.93982870198341,2974200.0,,,,,
2024-06-04,28.428556442260746,28.85300775914332,28.409264622359693,28.55396339131328,2485500.0,,,,,
2024-06-05,28.40926551818848,28.534670631250734,28.18739210285566,28.447850999151967,2472400.0,,,,,
2024-06-06,28.708309173583984,28.80477563348418,28.15845274408096,28.3127983439434,4555100.0,,,,,
2024-06-07,28.322444915771484,28.51537599386864,28.119865167833098,28.28385759618525,3397900.0,,,,,
2024-06-10,28.33209228515625,28.33209228515625,27.62788840885569,28.09092705298413,4424000.0,,,,,
2024-06-11,28.11021614074707,28.19703576308531,27.840112284534342,28.17774210480025,3152800.0,,,,,
2024-06-12,28.17774200439453,28.83371166419292,28.05233690587756,28.7565388712722,3590800.0,,,,,
2024-06-13,27.99445915222168,28.312797168717264,27.859405377989432,28.29350350954914,3726400.0,,,,,
2024-06-14,27.97516632080078,27.994459980539776,27.550715006266195,27.79188023316965,3378000.0,,,,,
2024-06-17,28.11986351013184,28.1584508274433,27.627886254078057,27.71470587808429,3382500.0,,,,,
2024-06-18,27.849761962890625,28.177744987568826,27.705061350893384,28.100572186477827,3076600.0,,,,,
2024-06-20,27.62788963317871,27.82082256344406,27.57001049007702,27.74364975932688,4479600.0,,,,,
2024-06-21,27.99445915222168,28.07163194894956,27.55071419107791,27.782232581261557,7366700.0,,,,,
2024-06-24,28.01375389099121,28.38032422958948,27.91728743137756,28.004107061035377,2856200.0,,,,,
2024-06-25,27.28061294555664,27.91728903976475,27.11662050674881,27.91728903976475,3017800.0,,,,,
2024-06-26,26.97192001342773,27.174499775216415,26.87545538775624,26.981566843983845,3118800.0,,,,,
2024-06-27,27.222728729248047,27.232375558613903,26.894743890587083,26.971916685569397,3772000.0,,,,,
2024-06-28,27.3867244720459,27.57001057235046,27.164852889539997,27.29990483716189,5567500.0,,,,,
2024-07-01,26.5860538482666,27.357783671056357,26.50888104998209,27.28061087277184,2634700.0,,,,,
2024-07-02,26.508882522583008,26.63428947672725,26.34489008712536,26.624642646412717,2769500.0,,,,,
2024-07-03,26.094074249267575,26.624638800254044,26.02654828676527,26.49923186422592,2549900.0,,,,,
2024-07-05,26.479942321777344,26.479942321777344,25.785385299339342,26.11337015105848,5346200.0,,,,,
2024-07-08,26.6149959564209,26.6149959564209,26.30630474450716,26.48958900161547,4055500.0,,,,,
2024-07-09,26.595701217651367,26.682520847476024,26.42206195800205,26.54746890772419,3734500.0,,,,,
2024-07-10,26.605348587036133,26.6728745582811,26.142311778546567,26.508882125281293,3776300.0,,,,,
2024-07-11,27.936580657958984,28.090928105079072,26.933334211319437,27.049094336673303,6855900.0,,,,,
2024-07-12,28.245269775390625,28.380321702859117,27.753292531112468,28.177741971711864,5489200.0,,,,,
