Date,Close,High,Low,Open,Volume,"('Close', 'FROG')","('High', 'FROG')","('Low', 'FROG')","('Open', 'FROG')","('Volume', 'FROG')"
2024-06-03,31.059999465942383,32.17499923706055,30.6200008392334,32.13999938964844,2089000.0,,,,,
2024-06-04,30.780000686645508,31.01000022888184,30.520000457763672,30.96999931335449,1692400.0,,,,,
2024-06-05,32.27000045776367,32.314998626708984,30.799999237060547,30.8700008392334,1045700.0,,,,,
2024-06-06,32.959999084472656,33.029998779296875,32.1619987487793,32.33000183105469,1278900.0,,,,,
2024-06-07,32.47999954223633,32.70000076293945,31.88999938964844,32.54999923706055,1062700.0,,,,,
2024-06-10,32.790000915527344,32.81999969482422,32.189998626708984,32.2400016784668,823800.0,,,,,
2024-06-11,33.290000915527344,33.34000015258789,32.40999984741211,32.65999984741211,794300.0,,,,,
2024-06-12,34.29999923706055,35.529998779296875,34.25,34.439998626708984,1087700.0,,,,,
2024-06-13,33.970001220703125,34.52000045776367,33.400001525878906,34.5099983215332,831900.0,,,,,
2024-06-14,33.65999984741211,33.93000030517578,33.2599983215332,33.93000030517578,727000.0,,,,,
2024-06-17,33.709999084472656,34.16999816894531,32.630001068115234,33.599998474121094,1172000.0,,,,,
2024-06-18,32.439998626708984,33.63999938964844,31.84000015258789,33.439998626708984,2210000.0,,,,,
2024-06-20,32.7599983215332,32.849998474121094,32.0099983215332,32.52000045776367,945800.0,,,,,
2024-06-21,33.79999923706055,34.0,32.279998779296875,32.619998931884766,1320300.0,,,,,
2024-06-24,33.779998779296875,34.27000045776367,33.380001068115234,33.380001068115234,765900.0,,,,,
2024-06-25,34.810001373291016,35.0,32.86000061035156,33.7599983215332,1984900.0,,,,,
2024-06-26,35.810001373291016,36.59000015258789,35.040000915527344,35.040000915527344,1843800.0,,,,,
2024-06-27,36.75,37.04999923706055,35.810001373291016,35.900001525878906,1192900.0,,,,,
2024-06-28,37.54999923706055,37.88999938964844,36.380001068115234,37.0099983215332,1192800.0,,,,,
2024-07-01,37.43000030517578,37.81999969482422,37.060001373291016,37.59000015258789,1202100.0,,,,,
2024-07-02,35.994998931884766,37.5,35.90999984741211,37.02000045776367,707800.0,,,,,
2024-07-03,35.689998626708984,36.23500061035156,35.459999084472656,36.119998931884766,815700.0,,,,,
2024-07-05,36.70000076293945,36.810001373291016,35.470001220703125,35.72999954223633,629100.0,,,,,
2024-07-08,36.119998931884766,36.650001525878906,35.9900016784668,36.5,385600.0,,,,,
2024-07-09,35.58000183105469,36.23500061035156,35.310001373291016,36.220001220703125,752800.0,,,,,
2024-07-10,35.279998779296875,35.689998626708984,34.83000183105469,35.689998626708984,444000.0,,,,,
2024-07-11,36.06999969482422,37.04999923706055,35.47999954223633,35.72999954223633,606600.0,,,,,
2024-07-12,36.220001220703125,36.71799850463867,35.83000183105469,36.04999923706055,793400.0,,,,,
2024-07-15,37.0,37.62900161743164,36.40299987792969,36.61000061035156,763900.0,,,,,
2024-07-16,37.40999984741211,37.5099983215332,36.6619987487793,37.27000045776367,664700.0,,,,,
2024-07-17,37.86000061035156,38.0,36.560001373291016,36.869998931884766,1074000.0,,,,,
2024-07-18,37.56999969482422,39.29999923706055,37.2599983215332,38.0,1401600.0,,,,,
2024-07-19,37.790000915527344,38.39500045776367,37.18000030517578,37.40999984741211,879600.0,,,,,
2024-07-22,37.869998931884766,38.25,37.15999984741211,38.130001068115234,537200.0,,,,,
2024-07-23,38.650001525878906,39.34999847412109,38.0,38.25,819500.0,,,,,
2024-07-24,37.18999862670898,38.88999938964844,37.1150016784668,38.77000045776367,551100.0,,,,,
2024-07-25,38.22999954223633,39.0,36.13999938964844,37.36000061035156,862100.0,,,,,
2024-07-26,39.5099983215332,39.84000015258789,38.720001220703125,39.0,948700.0,,,,,
2024-07-29,37.9900016784668,40.08000183105469,37.88999938964844,39.75,994900.0,,,,,
2024-07-30,38.650001525878906,38.71500015258789,37.35499954223633,37.880001068115234,629300.0,,,,,
2024-07-31,38.560001373291016,39.43999862670898,38.459999084472656,39.380001068115234,492700.0,,,,,
2024-08-01,36.02000045776367,38.790000915527344,35.279998779296875,38.560001373291016,950100.0,,,,,
2024-08-02,34.9900016784668,35.400001525878906,33.61000061035156,34.9900016784668,894200.0,,,,,
2024-08-05,33.630001068115234,34.32600021362305,32.150001525878906,32.45000076293945,1029900.0,,,,,
2024-08-06,34.150001525878906,34.619998931884766,33.220001220703125,34.25,623300.0,,,,,
2024-08-07,34.04999923706055,35.560001373291016,33.90999984741211,34.70000076293945,1245900.0,,,,,
2024-08-08,24.68000030517578,25.63999938964844,22.90999984741211,25.190000534057617,11986600.0,,,,,
2024-08-09,26.13999938964844,26.190000534057617,24.1299991607666,24.93000030517578,3122100.0,,,,,
2024-08-12,25.899999618530277,26.5,25.46999931335449,26.13999938964844,2286700.0,,,,,
2024-08-13,26.520000457763672,26.920000076293945,25.899999618530277,26.0,1038900.0,,,,,
2024-08-14,25.899999618530277,26.6299991607666,25.780000686645508,26.540000915527344,1133400.0,,,,,
