Date,Close,High,Low,Open,Volume,"('Close', 'TEAM')","('High', 'TEAM')","('Low', 'TEAM')","('Open', 'TEAM')","('Volume', 'TEAM')"
2024-06-03,159.4199981689453,159.5399932861328,156.27999877929688,158.4600067138672,1550300.0,,,,,
2024-06-04,157.94000244140625,161.89999389648438,157.0500030517578,158.00999450683594,1766900.0,,,,,
2024-06-05,157.8800048828125,159.3300018310547,156.7100067138672,158.52000427246094,1587400.0,,,,,
2024-06-06,163.4600067138672,164.69000244140625,157.5500030517578,158.0,1753000.0,,,,,
2024-06-07,163.36000061035156,163.60000610351562,159.52000427246094,161.75,1006400.0,,,,,
2024-06-10,162.1699981689453,164.83999633789062,161.41000366210938,162.8699951171875,1097800.0,,,,,
2024-06-11,163.16000366210938,163.52499389648438,161.4199981689453,161.82000732421875,1083200.0,,,,,
2024-06-12,162.8300018310547,166.34500122070312,162.3800048828125,166.00999450683594,1240500.0,,,,,
2024-06-13,156.02000427246094,163.7100067138672,155.1300048828125,162.8300018310547,1738400.0,,,,,
2024-06-14,160.08999633789062,160.38800048828125,156.11000061035156,157.49000549316406,1444000.0,,,,,
2024-06-17,156.6199951171875,158.52499389648438,154.47999572753906,157.5,1536300.0,,,,,
2024-06-18,153.17999267578125,155.97000122070312,152.6999969482422,155.5,1302600.0,,,,,
2024-06-20,157.52000427246094,157.8800048828125,152.33999633789062,153.4199981689453,1492000.0,,,,,
2024-06-21,162.4600067138672,163.44000244140625,157.14999389648438,158.72000122070312,3450000.0,,,,,
2024-06-24,164.75,165.7100067138672,160.6699981689453,162.0500030517578,1753500.0,,,,,
2024-06-25,167.4499969482422,168.19000244140625,163.0,165.49000549316406,1349800.0,,,,,
2024-06-26,171.66000366210938,171.89999389648438,166.05999755859375,167.4499969482422,1984500.0,,,,,
2024-06-27,172.99000549316406,176.63999938964844,171.1999969482422,171.66000366210938,2129000.0,,,,,
2024-06-28,176.8800048828125,178.38999938964844,172.91000366210938,173.52000427246094,1847200.0,,,,,
2024-07-01,178.25,178.4600067138672,173.94000244140625,176.8800048828125,1114500.0,,,,,
2024-07-02,182.27999877929688,186.31500244140625,179.1699981689453,183.4900054931641,1766100.0,,,,,
2024-07-03,182.25999450683597,185.00999450683597,181.42999267578125,182.6999969482422,816000.0,,,,,
2024-07-05,187.32000732421875,188.05999755859372,181.10299682617188,181.97000122070312,938100.0,,,,,
2024-07-08,181.8000030517578,185.8699951171875,180.0500030517578,185.25999450683597,1331900.0,,,,,
2024-07-09,177.97999572753906,182.6199951171875,177.08999633789062,182.5399932861328,1747100.0,,,,,
2024-07-10,174.4499969482422,178.49000549316406,168.3699951171875,178.49000549316406,1890700.0,,,,,
2024-07-11,177.6300048828125,181.5800018310547,176.57000732421875,177.55999755859375,1304900.0,,,,,
2024-07-12,181.4499969482422,182.75999450683597,176.72999572753906,176.72999572753906,1477600.0,,,,,
2024-07-15,179.9499969482422,182.1649932861328,178.94000244140625,181.6000061035156,1040900.0,,,,,
2024-07-16,183.1699981689453,184.5399932861328,179.9499969482422,179.9499969482422,959100.0,,,,,
2024-07-17,178.9199981689453,184.42999267578125,178.8699951171875,184.3800048828125,1401100.0,,,,,
2024-07-18,176.10000610351562,182.3800048828125,175.49000549316406,179.6999969482422,1077000.0,,,,,
2024-07-19,176.5,177.07000732421875,174.41000366210938,175.0,1024600.0,,,,,
2024-07-22,175.5500030517578,178.72000122070312,174.33999633789062,178.13999938964844,1222200.0,,,,,
2024-07-23,175.1199951171875,177.07000732421875,168.38999938964844,170.1699981689453,1549800.0,,,,,
2024-07-24,167.60000610351562,174.25999450683594,167.25,172.58999633789062,1466500.0,,,,,
2024-07-25,178.22000122070312,182.2700042724609,169.85000610351562,171.00999450683594,2336800.0,,,,,
2024-07-26,177.32000732421875,179.69000244140625,174.5800018310547,179.69000244140625,1314400.0,,,,,
2024-07-29,178.13999938964844,181.2400054931641,177.27000427246094,177.49000549316406,1037300.0,,,,,
2024-07-30,174.3800048828125,179.49000549316406,172.5800018310547,178.0,1168300.0,,,,,
2024-07-31,176.57000732421875,178.69000244140625,174.96499633789062,178.47000122070312,1178800.0,,,,,
2024-08-01,173.24000549316406,179.19000244140625,170.11000061035156,176.72999572753906,2384800.0,,,,,
2024-08-02,143.67999267578125,154.67999267578125,141.2100067138672,152.6699981689453,8355900.0,,,,,
2024-08-05,142.85000610351562,149.55999755859375,135.2899932861328,136.69000244140625,4177300.0,,,,,
2024-08-06,139.85000610351562,143.7899932861328,139.42999267578125,143.7899932861328,2630500.0,,,,,
2024-08-07,137.41000366210938,145.3000030517578,137.33999633789062,142.08999633789062,2635900.0,,,,,
2024-08-08,138.7899932861328,140.1699981689453,136.83999633789062,139.0,1526800.0,,,,,
2024-08-09,141.42999267578125,142.75999450683594,137.27000427246094,138.3300018310547,1534200.0,,,,,
2024-08-12,140.5500030517578,142.38999938964844,139.52000427246094,140.7899932861328,3059800.0,,,,,
2024-08-13,143.1999969482422,146.1699981689453,139.22999572753906,141.33999633789062,3865900.0,,,,,
2024-08-14,143.5,145.33999633789062,142.32000732421875,142.32000732421875,2110300.0,,,,,
2024-08-15,146.8300018310547,147.2899932861328,144.85000610351562,145.10000610351562,2072600.0,,,,,
2024-08-16,154.2100067138672,154.74000549316406,145.8800048828125,146.0800018310547,2503500.0,,,,,
2024-08-19,159.0,159.07000732421875,152.7899932861328,154.2100067138672,2052600.0,,,,,
2024-08-20,156.2899932861328,158.6199951171875,154.41000366210938,158.39999389648438,1880200.0,,,,,
2024-08-21,158.33999633789062,158.39999389648438,155.60000610351562,156.2899932861328,1407900.0,,,,,
