Date,Close,High,Low,Open,Volume,"('Close', 'ASRT')","('High', 'ASRT')","('Low', 'ASRT')","('Open', 'ASRT')","('Volume', 'ASRT')"
2024-06-03,1.0,1.0399999618530271,0.9900000095367432,1.0199999809265137,485800.0,,,,,
2024-06-04,0.949999988079071,0.9900000095367432,0.949999988079071,0.9900000095367432,393400.0,,,,,
2024-06-05,1.0,1.0099999904632568,0.949999988079071,0.9700000286102296,384400.0,,,,,
2024-06-06,0.9800000190734864,0.9900000095367432,0.9700000286102296,0.9800000190734864,255700.0,,,,,
2024-06-07,0.9900000095367432,1.090000033378601,0.9700000286102296,1.0,1111700.0,,,,,
2024-06-10,1.100000023841858,1.100000023841858,0.959999978542328,0.9900000095367432,724200.0,,,,,
2024-06-11,1.0800000429153442,1.1200000047683716,1.0700000524520874,1.100000023841858,571000.0,,,,,
2024-06-12,1.0399999618530271,1.1299999952316284,1.0299999713897705,1.100000023841858,451000.0,,,,,
2024-06-13,1.0399999618530271,1.0700000524520874,1.0299999713897705,1.0399999618530271,359300.0,,,,,
2024-06-14,1.0499999523162842,1.0499999523162842,1.0099999904632568,1.0199999809265137,541100.0,,,,,
2024-06-17,1.0499999523162842,1.0499999523162842,0.9900000095367432,1.0499999523162842,449400.0,,,,,
2024-06-18,1.100000023841858,1.2000000476837158,1.0199999809265137,1.0299999713897705,1188800.0,,,,,
2024-06-20,1.159999966621399,1.190000057220459,1.100000023841858,1.100000023841858,608600.0,,,,,
2024-06-21,1.149999976158142,1.25,1.1299999952316284,1.159999966621399,1779500.0,,,,,
2024-06-24,1.2000000476837158,1.2200000286102295,1.159999966621399,1.159999966621399,756400.0,,,,,
2024-06-25,1.2000000476837158,1.2100000381469729,1.159999966621399,1.2100000381469729,976200.0,,,,,
2024-06-26,1.2100000381469729,1.2799999713897705,1.190000057220459,1.190000057220459,1139700.0,,,,,
2024-06-27,1.309999942779541,1.3700000047683716,1.2200000286102295,1.2200000286102295,1744500.0,,,,,
2024-06-28,1.2400000095367432,1.409999966621399,1.1799999475479126,1.3600000143051147,12935700.0,,,,,
2024-07-01,1.190000057220459,1.309999942779541,1.190000057220459,1.2400000095367432,1186200.0,,,,,
2024-07-02,1.149999976158142,1.190000057220459,1.1100000143051147,1.1799999475479126,796900.0,,,,,
2024-07-03,1.3600000143051147,1.3600000143051147,1.2000000476837158,1.2000000476837158,1183800.0,,,,,
2024-07-05,1.440000057220459,1.4800000190734863,1.3799999952316284,1.399999976158142,1479600.0,,,,,
2024-07-08,1.4800000190734863,1.5099999904632568,1.440000057220459,1.4700000286102295,1048900.0,,,,,
2024-07-09,1.600000023841858,1.6100000143051147,1.409999966621399,1.4800000190734863,1879200.0,,,,,
2024-07-10,1.6399999856948853,1.75,1.6200000047683716,1.7400000095367432,2721300.0,,,,,
2024-07-11,1.7300000190734863,1.7799999713897705,1.6200000047683716,1.6799999475479126,1705800.0,,,,,
2024-07-12,1.659999966621399,1.7699999809265137,1.659999966621399,1.7699999809265137,976900.0,,,,,
2024-07-15,1.5399999618530271,1.7300000190734863,1.5299999713897705,1.690000057220459,1663200.0,,,,,
2024-07-16,1.75,1.7599999904632568,1.5499999523162842,1.5499999523162842,1451700.0,,,,,
2024-07-17,1.659999966621399,1.7599999904632568,1.659999966621399,1.7200000286102295,933900.0,,,,,
2024-07-18,1.6299999952316284,1.7999999523162842,1.6100000143051147,1.6699999570846558,1083100.0,,,,,
2024-07-19,1.6399999856948853,1.649999976158142,1.600000023841858,1.6399999856948853,444900.0,,,,,
2024-07-22,1.590000033378601,1.649999976158142,1.559999942779541,1.649999976158142,640300.0,,,,,
2024-07-23,1.6200000047683716,1.7000000476837158,1.600000023841858,1.600000023841858,846300.0,,,,,
2024-07-24,1.5199999809265137,1.6200000047683716,1.5099999904632568,1.590000033378601,889900.0,,,,,
2024-07-25,1.4700000286102295,1.5399999618530271,1.340000033378601,1.5199999809265137,1594400.0,,,,,
2024-07-26,1.5099999904632568,1.5800000429153442,1.4800000190734863,1.5399999618530271,1573500.0,,,,,
2024-07-29,1.4600000381469729,1.5399999618530271,1.4299999475479126,1.4900000095367432,851000.0,,,,,
2024-07-30,1.440000057220459,1.5,1.3799999952316284,1.4900000095367432,611900.0,,,,,
2024-07-31,1.3899999856948853,1.4500000476837158,1.3700000047683716,1.4500000476837158,879200.0,,,,,
2024-08-01,1.3799999952316284,1.3899999856948853,1.3200000524520874,1.3899999856948853,1199500.0,,,,,
2024-08-02,1.2899999618530271,1.350000023841858,1.2599999904632568,1.3200000524520874,1419400.0,,,,,
2024-08-05,1.2200000286102295,1.2899999618530271,1.159999966621399,1.2300000190734863,1406200.0,,,,,
2024-08-06,1.25,1.2999999523162842,1.2100000381469729,1.2599999904632568,1161200.0,,,,,
2024-08-07,1.2300000190734863,1.2999999523162842,1.190000057220459,1.2699999809265137,824200.0,,,,,
2024-08-08,1.090000033378601,1.2599999904632568,1.0800000429153442,1.25,2003300.0,,,,,
2024-08-09,1.100000023841858,1.149999976158142,1.0700000524520874,1.0800000429153442,1369200.0,,,,,
2024-08-12,1.0700000524520874,1.1100000143051147,1.0399999618530271,1.100000023841858,617100.0,,,,,
