Date,Close,High,Low,Open,Volume,"('Close', 'SCNX')","('High', 'SCNX')","('Low', 'SCNX')","('Open', 'SCNX')","('Volume', 'SCNX')"
2024-06-03,6.354380130767822,6.402901138177039,5.86917050161026,6.055789418619094,7200.0,,,,,
2024-06-04,6.214415550231934,6.50927369798578,6.0651204207164415,6.0651204207164415,7000.0,,,,,
2024-06-05,6.475682735443115,6.5223372428487165,6.233077695169428,6.3917039992045925,4500.0,,,,,
2024-06-06,6.298394203186035,6.391703657950024,6.205084748422046,6.373041766997226,3000.0,,,,,
2024-06-07,6.065120697021484,6.2983945699838495,6.065120697021484,6.2983945699838495,5400.0,,,,,
2024-06-10,5.547252655029297,6.065120473766778,5.4987316485254425,5.925156066154474,4700.0,,,,,
2024-06-11,6.27973222732544,6.457020411447206,5.878501354798012,5.878501354798012,4700.0,,,,,
2024-06-12,6.079116821289063,6.345049330993189,5.493133072988624,6.345049330993189,5200.0,,,,,
2024-06-13,5.915825366973877,6.065120498401618,5.897163475545409,5.981141764506219,5000.0,,,,,
2024-06-14,6.153764247894287,6.153764247894287,6.065120376622557,6.065120376622557,2200.0,,,,,
2024-06-17,8.621801376342773,10.170739614835236,6.195753398904411,6.270400960527966,2706000.0,,,,,
2024-06-18,9.00437068939209,10.515986093559894,7.502087343113174,9.00437068939209,1560200.0,,,,,
2024-06-20,8.584478378295898,8.967047388967977,8.117930630672543,8.603140715338053,99400.0,,,,,
2024-06-21,8.491168975830078,8.491168975830078,7.502087404389254,8.285887727065159,69200.0,,,,,
2024-06-24,7.856663703918457,8.211240079163206,7.707368575366806,8.201908911161437,25400.0,,,,,
2024-06-25,8.183247566223145,8.481837827018888,7.847332632958763,7.847332632958763,30900.0,,,,,
2024-06-26,11.057181358337402,11.141159200738876,8.16925071234735,8.257895028618481,383700.0,,,,,
2024-06-27,12.279536247253418,14.416324838729958,11.197145644041782,13.669848284486669,329600.0,,,,,
2024-06-28,10.42267608642578,10.879892636282948,8.593808997127967,10.879892636282948,175900.0,,,,,
2024-07-01,13.268617630004885,13.763157972391866,9.775107837876394,10.058768763879636,248000.0,,,,,
2024-07-02,17.2529354095459,17.915434133409615,13.063336869854142,13.697842088290916,397700.0,,,,,
2024-07-03,16.469135284423828,17.26226681851972,15.04989710871784,16.3385024834216,57600.0,,,,,
2024-07-05,15.797306060791016,16.333834870161194,14.929527018105505,15.769312556926277,30600.0,,,,,
2024-07-08,14.490972518920898,15.927939518924957,13.996432164923636,15.927939518924957,71500.0,,,,,
2024-07-09,15.260775566101074,15.86262255487928,14.817555763930356,15.86262255487928,49900.0,,,,,
2024-07-10,15.86262321472168,15.86262321472168,14.490972605226489,15.265442674977855,23700.0,,,,,
2024-07-11,17.187618255615234,17.915433347127333,15.3960749209025,15.6946651800649,132600.0,,,,,
2024-07-12,15.80663776397705,16.576440459071545,14.976181585252672,16.525119923450905,44700.0,,,,,
2024-07-15,19.585674285888672,20.06155320335072,15.837429486011697,16.002587431841377,153400.0,,,,,
2024-07-16,18.82986640930176,20.05222094681012,17.96208735864543,19.15645017177025,150200.0,,,,,
2024-07-17,19.9309196472168,21.73179417448252,18.717894478202872,18.960499512005654,115900.0,,,,,
2024-07-18,20.920000076293945,22.179679290711324,20.070883358519357,20.070883358519357,165900.0,,,,,
2024-07-19,14.739999771118164,21.0,13.010000228881836,20.5,223200.0,,,,,
2024-07-22,12.140000343322754,15.0,11.0600004196167,14.609999656677246,136000.0,,,,,
2024-07-23,12.18000030517578,13.45400047302246,12.010000228881836,12.399999618530272,36700.0,,,,,
2024-07-24,11.789999961853027,12.550000190734863,10.34000015258789,11.489999771118164,113400.0,,,,,
2024-07-25,11.630000114440918,11.914999961853027,11.020000457763672,11.140000343322754,47100.0,,,,,
2024-07-26,12.789999961853027,14.84000015258789,12.31999969482422,13.6899995803833,781300.0,,,,,
2024-07-29,11.890000343322754,13.420000076293944,10.779999732971191,12.359999656677246,90600.0,,,,,
2024-07-30,8.970000267028809,11.734000205993652,8.579999923706055,11.380000114440918,125100.0,,,,,
2024-07-31,9.68000030517578,10.300000190734863,9.109999656677246,9.510000228881836,65300.0,,,,,
2024-08-01,8.880000114440918,9.40999984741211,8.5,9.15999984741211,41100.0,,,,,
2024-08-02,8.109999656677246,9.095000267028809,7.53000020980835,8.520000457763672,37400.0,,,,,
2024-08-05,6.840000152587891,8.020000457763672,6.75,7.289999961853027,46600.0,,,,,
2024-08-06,6.769999980926514,7.78000020980835,6.579999923706055,7.260000228881836,88700.0,,,,,
2024-08-07,6.809999942779541,7.699999809265137,6.78000020980835,6.909999847412109,34200.0,,,,,
2024-08-08,6.46999979019165,7.455999851226807,6.389999866485596,6.943999767303467,112500.0,,,,,
2024-08-09,6.360000133514404,6.901000022888184,6.360000133514404,6.400000095367432,22900.0,,,,,
2024-08-12,6.400000095367432,6.889999866485596,6.289999961853027,6.889999866485596,28800.0,,,,,
2024-08-13,6.900000095367432,7.300000190734863,6.400000095367432,6.46999979019165,28700.0,,,,,
2024-08-14,7.690000057220459,7.800000190734863,6.949999809265137,6.949999809265137,19200.0,,,,,
2024-08-15,7.21999979019165,8.069999694824219,7.039999961853027,7.900000095367432,95800.0,,,,,
2024-08-16,8.369999885559082,8.399999618530273,7.170000076293945,7.25,51600.0,,,,,
2024-08-19,8.369999885559082,10.229999542236328,8.079999923706055,10.010000228881836,235500.0,,,,,
2024-08-20,8.300000190734863,8.722999572753906,7.869999885559082,8.470000267028809,76000.0,,,,,
2024-08-21,8.25,8.579999923706055,8.119999885559082,8.420000076293945,19400.0,,,,,
2024-08-22,8.270000457763672,8.539999961853027,8.01099967956543,8.369999885559082,10900.0,,,,,
2024-08-23,7.909999847412109,8.270000457763672,7.880000114440918,8.149999618530273,14000.0,,,,,
2024-08-26,7.489999771118164,8.3100004196167,7.380000114440918,7.920000076293945,16600.0,,,,,
2024-08-27,7.739999771118164,7.900000095367432,7.579999923706055,7.644999980926514,66200.0,,,,,
2024-08-28,7.71999979019165,8.152999877929688,7.599999904632568,7.599999904632568,8200.0,,,,,
2024-08-29,7.690000057220459,7.860000133514404,7.449999809265137,7.71999979019165,15900.0,,,,,
2024-08-30,7.900000095367432,8.0,7.559999942779541,7.690000057220459,6300.0,,,,,
2024-09-03,7.570000171661377,7.704999923706055,7.210000038146973,7.46999979019165,15000.0,,,,,
2024-09-04,7.28000020980835,7.5,7.25,7.388000011444092,9200.0,,,,,
2024-09-05,7.059999942779541,7.630000114440918,7.011000156402588,7.420000076293945,38500.0,,,,,
2024-09-06,6.429999828338623,8.0,6.429999828338623,7.829999923706055,23900.0,,,,,
2024-09-09,6.440000057220459,6.760000228881836,6.440000057220459,6.744999885559082,4100.0,,,,,
2024-09-10,6.559999942779541,6.860000133514404,6.519999980926514,6.860000133514404,3600.0,,,,,
2024-09-11,7.059999942779541,7.150000095367432,6.449999809265137,6.710000038146973,9200.0,,,,,
2024-09-12,6.800000190734863,7.28000020980835,6.800000190734863,7.159999847412109,13700.0,,,,,
2024-09-13,7.329999923706055,7.434999942779541,6.900000095367432,6.900000095367432,20300.0,,,,,
2024-09-16,7.369999885559082,7.390999794006348,6.869999885559082,7.390999794006348,12600.0,,,,,
2024-09-17,7.070000171661377,7.510000228881836,6.8460001945495605,7.260000228881836,29900.0,,,,,
