Date,Close,High,Low,Open,Volume,"('Close', 'VSME')","('High', 'VSME')","('Low', 'VSME')","('Open', 'VSME')","('Volume', 'VSME')"
2024-06-03,2.240000009536743,2.436000108718872,2.1070001125335693,2.436000108718872,31614.0,,,,,
2024-06-04,2.345000028610229,2.450000047683716,2.1419999599456787,2.309999942779541,42586.0,,,,,
2024-06-05,2.260999917984009,2.428999900817871,2.1489999294281006,2.38700008392334,47414.0,,,,,
2024-06-06,1.9459999799728396,2.428999900817871,1.75,2.2049999237060547,98271.0,,,,,
2024-06-07,1.9600000381469729,2.0230000019073486,1.6519999504089355,1.8899999856948853,70200.0,,,,,
2024-06-10,2.0299999713897705,2.0299999713897705,1.75,1.9040000438690183,80671.0,,,,,
2024-06-11,1.491000056266785,2.309999942779541,1.434999942779541,1.9670000076293943,240729.0,,,,,
2024-06-12,1.5399999618530271,1.5889999866485596,1.3300000429153442,1.5889999866485596,79171.0,,,,,
2024-06-13,1.5750000476837158,1.6030000448226929,1.399999976158142,1.5959999561309814,41343.0,,,,,
2024-06-14,1.5399999618530271,1.715000033378601,1.4700000286102295,1.5959999561309814,29371.0,,,,,
2024-06-17,1.4490000009536743,1.659000039100647,1.3650000095367432,1.5190000534057615,53643.0,,,,,
2024-06-18,1.4600000381469729,1.600000023841858,1.3799999952316284,1.4500000476837158,148500.0,,,,,
2024-06-20,1.559999942779541,1.559999942779541,1.4199999570846558,1.5,46100.0,,,,,
2024-06-21,1.4199999570846558,1.503000020980835,1.4199999570846558,1.4900000095367432,26400.0,,,,,
2024-06-24,1.6399999856948853,1.840000033378601,1.399999976158142,1.399999976158142,267300.0,,,,,
2024-06-25,1.7300000190734863,1.7999999523162842,1.440000057220459,1.649999976158142,112600.0,,,,,
2024-06-26,1.830000042915344,2.0,1.5,1.562000036239624,227400.0,,,,,
2024-06-27,1.909999966621399,1.9800000190734863,1.659999966621399,1.8200000524520876,130200.0,,,,,
2024-06-28,2.0,2.0179998874664307,1.600000023841858,1.899999976158142,542100.0,,,,,
2024-07-01,2.039999961853028,2.190000057220459,1.7400000095367432,1.919999957084656,234700.0,,,,,
2024-07-02,1.690000057220459,2.174999952316284,1.6100000143051147,2.0799999237060547,201800.0,,,,,
2024-07-03,2.0999999046325684,2.200000047683716,1.75,1.7999999523162842,240100.0,,,,,
2024-07-05,2.059999942779541,2.1600000858306885,1.9700000286102293,2.109999895095825,95600.0,,,,,
2024-07-08,1.7699999809265137,2.0,1.7050000429153442,1.9700000286102293,211900.0,,,,,
2024-07-09,1.5099999904632568,1.7380000352859497,1.5099999904632568,1.7000000476837158,90000.0,,,,,
2024-07-10,1.5299999713897705,1.7000000476837158,1.409999966621399,1.5099999904632568,50000.0,,,,,
2024-07-11,1.6200000047683716,1.7100000381469729,1.399999976158142,1.4800000190734863,108500.0,,,,,
2024-07-12,1.559999942779541,1.7000000476837158,1.399999976158142,1.6100000143051147,104400.0,,,,,
2024-07-15,1.7599999904632568,1.9299999475479128,1.4800000190734863,1.5,309900.0,,,,,
2024-07-16,2.259999990463257,2.430000066757202,1.690000057220459,1.75,2967900.0,,,,,
2024-07-17,2.109999895095825,2.220000028610229,1.899999976158142,2.069999933242798,401600.0,,,,,
2024-07-18,2.0,2.1700000762939453,1.830000042915344,2.009999990463257,194500.0,,,,,
2024-07-19,1.870000004768372,2.0,1.8200000524520876,1.950000047683716,76200.0,,,,,
2024-07-22,1.75,1.9900000095367432,1.6699999570846558,1.8799999952316284,66000.0,,,,,
2024-07-23,1.6399999856948853,1.7200000286102295,1.5,1.6200000047683716,138600.0,,,,,
2024-07-24,1.649999976158142,1.7100000381469729,1.5099999904632568,1.6410000324249268,84700.0,,,,,
2024-07-25,1.690000057220459,1.7100000381469729,1.340000033378601,1.600000023841858,3563900.0,,,,,
2024-07-26,1.5800000429153442,1.7200000286102295,1.4900000095367432,1.5499999523162842,179300.0,,,,,
2024-07-29,1.5,1.6399999856948853,1.4800000190734863,1.590000033378601,43300.0,,,,,
2024-07-30,1.4800000190734863,1.5479999780654907,1.409999966621399,1.4900000095367432,67700.0,,,,,
2024-07-31,1.4299999475479126,1.5880000591278076,1.4119999408721924,1.4199999570846558,102000.0,,,,,
2024-08-01,1.350000023841858,1.4830000400543213,1.3200000524520874,1.4500000476837158,85400.0,,,,,
2024-08-02,1.2599999904632568,1.3899999856948853,1.2599999904632568,1.3890000581741333,91500.0,,,,,
2024-08-05,1.1100000143051147,1.1399999856948853,1.0,1.059999942779541,112800.0,,,,,
2024-08-06,0.9380000233650208,1.1100000143051147,0.8939999938011169,1.1100000143051147,95100.0,,,,,
2024-08-07,0.9010000228881836,1.0199999809265137,0.9010000228881836,0.9449999928474426,74200.0,,,,,
2024-08-08,0.800000011920929,0.9200000166893004,0.7509999871253967,0.8830000162124634,132800.0,,,,,
2024-08-09,0.7549999952316284,0.8090000152587891,0.75,0.7760000228881836,74200.0,,,,,
2024-08-12,0.7329999804496765,0.7839999794960022,0.7120000123977661,0.7839999794960022,60500.0,,,,,
2024-08-13,0.6729999780654907,0.7540000081062317,0.6510000228881836,0.7009999752044678,102600.0,,,,,
2024-08-14,0.7269999980926514,0.7879999876022339,0.6759999990463257,0.6909999847412109,6864500.0,,,,,
2024-08-15,0.99099999666214,1.2699999809265137,0.9100000262260436,1.0199999809265137,49241700.0,,,,,
2024-08-16,1.1399999856948853,1.1399999856948853,0.972000002861023,1.0099999904632568,1684300.0,,,,,
2024-08-19,1.159999966621399,1.2999999523162842,0.9900000095367432,1.0800000429153442,1076100.0,,,,,
2024-08-20,1.1100000143051147,1.1699999570846558,0.9430000185966492,1.149999976158142,306700.0,,,,,
2024-08-21,1.100000023841858,1.1299999952316284,1.0199999809265137,1.090000033378601,89700.0,,,,,
2024-08-22,1.0199999809265137,1.0800000429153442,1.0199999809265137,1.0299999713897705,82000.0,,,,,
2024-08-23,1.0399999618530271,1.100000023841858,0.9900000095367432,1.0,84800.0,,,,,
2024-08-26,0.9900000095367432,1.0800000429153442,0.9900000095367432,1.0099999904632568,50100.0,,,,,
2024-08-27,0.9739999771118164,1.0,0.9300000071525574,1.0,61800.0,,,,,
2024-08-28,0.9300000071525574,1.0199999809265137,0.9300000071525574,0.9959999918937684,18000.0,,,,,
2024-08-29,0.949999988079071,0.9810000061988832,0.9300000071525574,0.9700000286102296,27600.0,,,,,
2024-08-30,0.949999988079071,0.959999978542328,0.9100000262260436,0.9399999976158142,48600.0,,,,,
2024-09-03,0.9200000166893004,0.9700000286102296,0.9200000166893004,0.949999988079071,26400.0,,,,,
2024-09-04,0.9459999799728394,0.9700000286102296,0.8510000109672546,0.8799999952316284,27800.0,,,,,
2024-09-05,0.959999978542328,1.0,0.9179999828338624,0.9179999828338624,38200.0,,,,,
2024-09-06,0.9900000095367432,1.0,0.9200000166893004,0.9399999976158142,32500.0,,,,,
2024-09-09,0.9319999814033508,1.0,0.9200000166893004,0.959999978542328,24400.0,,,,,
2024-09-10,0.9480000138282776,0.9860000014305116,0.9200000166893004,0.9459999799728394,39000.0,,,,,
2024-09-11,0.9660000205039978,1.0299999713897705,0.925000011920929,0.9480000138282776,85200.0,,,,,
2024-09-12,0.875,0.9700000286102296,0.7570000290870667,0.949999988079071,40500.0,,,,,
2024-09-13,0.8320000171661377,0.9259999990463256,0.8100000023841858,0.875,49700.0,,,,,
2024-09-16,0.800000011920929,0.8330000042915344,0.7519999742507935,0.8330000042915344,19600.0,,,,,
2024-09-17,0.7910000085830688,0.8489999771118164,0.7350000143051147,0.8489999771118164,28200.0,,,,,
2024-09-18,0.7289999723434448,0.7900000214576721,0.7009999752044678,0.7900000214576721,25700.0,,,,,
2024-09-19,0.7689999938011169,0.8080000281333923,0.7200000286102295,0.7300000190734863,41400.0,,,,,
2024-09-20,0.777999997138977,0.8090000152587891,0.7350000143051147,0.7689999938011169,12900.0,,,,,
2024-09-23,0.8529999852180481,0.8999999761581421,0.7129999995231628,0.7129999995231628,83200.0,,,,,
2024-09-24,1.2300000190734863,1.3700000047683716,0.8600000143051147,0.8980000019073486,5407300.0,,,,,
2024-09-25,1.5199999809265137,1.6399999856948853,1.350000023841858,1.4240000247955322,16292600.0,,,,,
2024-09-26,1.2100000381469729,1.2100000381469729,1.0199999809265137,1.1699999570846558,1310300.0,,,,,
2024-09-27,0.9800000190734864,1.1640000343322754,0.959999978542328,1.149999976158142,464700.0,,,,,
2024-09-30,0.8930000066757202,0.9300000071525574,0.7200000286102295,0.8100000023841858,469200.0,,,,,
2024-10-01,0.8299999833106995,0.8880000114440918,0.8220000267028809,0.8700000047683716,67000.0,,,,,
2024-10-02,0.7799999713897705,0.8510000109672546,0.7799999713897705,0.8309999704360962,58700.0,,,,,
2024-10-03,0.7960000038146973,0.8289999961853027,0.7699999809265137,0.8289999961853027,88400.0,,,,,
2024-10-04,0.8700000047683716,0.959999978542328,0.7519999742507935,0.7699999809265137,483300.0,,,,,
2024-10-07,0.8830000162124634,0.9279999732971193,0.8209999799728394,0.8539999723434448,94400.0,,,,,
2024-10-08,0.8709999918937683,0.8899999856948853,0.8289999961853027,0.8569999933242798,44700.0,,,,,
2024-10-09,0.8700000047683716,0.8880000114440918,0.8080000281333923,0.8339999914169312,15100.0,,,,,
2024-10-10,0.847000002861023,0.9399999976158142,0.8009999990463257,0.8009999990463257,110100.0,,,,,
2024-10-11,0.8220000267028809,0.9100000262260436,0.8149999976158142,0.8809999823570251,41000.0,,,,,
2024-10-14,0.8700000047683716,0.8799999952316284,0.8220000267028809,0.8410000205039978,23200.0,,,,,
2024-10-15,0.9639999866485596,0.9700000286102296,0.7699999809265137,0.8960000276565552,561600.0,,,,,
2024-10-16,2.220000028610229,2.700000047683716,1.0099999904632568,1.0700000524520874,26682400.0,,,,,
2024-10-17,2.25,3.690000057220459,1.75,3.4200000762939453,25711500.0,,,,,
2024-10-18,2.3499999046325684,2.430000066757202,1.7999999523162842,2.289999961853028,1095100.0,,,,,
2024-10-21,2.3499999046325684,2.5299999713897705,2.109999895095825,2.109999895095825,390300.0,,,,,
