Date,Close,High,Low,Open,Volume,"('Close', 'OLMA')","('High', 'OLMA')","('Low', 'OLMA')","('Open', 'OLMA')","('Volume', 'OLMA')"
2024-06-03,11.760000228881836,12.220000267028809,10.270000457763672,10.600000381469728,4327100.0,,,,,
2024-06-04,13.989999771118164,15.355999946594238,11.770999908447266,11.899999618530272,6219500.0,,,,,
2024-06-05,13.920000076293944,14.449999809265137,13.220000267028809,13.869999885559082,1468600.0,,,,,
2024-06-06,13.289999961853027,13.859999656677246,12.619999885559082,13.520000457763672,1064700.0,,,,,
2024-06-07,13.130000114440918,13.5,11.824999809265137,12.789999961853027,1389900.0,,,,,
2024-06-10,13.5600004196167,13.619999885559082,12.640000343322754,12.949999809265137,1021200.0,,,,,
2024-06-11,13.619999885559082,13.748000144958496,12.979999542236328,13.420000076293944,693600.0,,,,,
2024-06-12,12.869999885559082,14.199999809265137,12.720000267028809,14.010000228881836,1103900.0,,,,,
2024-06-13,12.460000038146973,13.140000343322754,12.40999984741211,12.93000030517578,1213000.0,,,,,
2024-06-14,12.359999656677246,12.779999732971191,12.140000343322754,12.369999885559082,654000.0,,,,,
2024-06-17,11.869999885559082,12.390000343322754,11.600000381469728,12.3100004196167,649900.0,,,,,
2024-06-18,12.0,12.15999984741211,11.550000190734863,11.779999732971191,668300.0,,,,,
2024-06-20,11.420000076293944,12.010000228881836,11.31999969482422,12.010000228881836,803200.0,,,,,
2024-06-21,11.630000114440918,11.770000457763672,11.270000457763672,11.510000228881836,2694500.0,,,,,
2024-06-24,11.880000114440918,12.029999732971191,11.649999618530272,11.710000038146973,560100.0,,,,,
2024-06-25,11.729999542236328,12.279999732971191,11.59000015258789,11.8100004196167,455700.0,,,,,
2024-06-26,11.0600004196167,11.6899995803833,10.880000114440918,11.6899995803833,368300.0,,,,,
2024-06-27,11.210000038146973,11.470000267028809,10.859999656677246,11.0600004196167,438300.0,,,,,
2024-06-28,10.81999969482422,11.399999618530272,10.550000190734863,11.199999809265137,2736200.0,,,,,
2024-07-01,11.140000343322754,11.369999885559082,10.600000381469728,10.760000228881836,708400.0,,,,,
2024-07-02,10.40999984741211,11.210000038146973,10.149999618530272,11.100000381469728,714300.0,,,,,
2024-07-03,10.670000076293944,10.800000190734863,10.260000228881836,10.350000381469728,286500.0,,,,,
2024-07-05,10.670000076293944,10.729999542236328,10.289999961853027,10.649999618530272,383000.0,,,,,
2024-07-08,11.020000457763672,11.149999618530272,10.645000457763672,10.75,565500.0,,,,,
2024-07-09,11.520000457763672,11.619999885559082,10.720000267028809,10.989999771118164,496200.0,,,,,
2024-07-10,11.609999656677246,11.65999984741211,11.15999984741211,11.529999732971191,338300.0,,,,,
2024-07-11,12.5,12.630000114440918,11.81999969482422,11.859999656677246,664800.0,,,,,
2024-07-12,12.300000190734863,12.800000190734863,11.949999809265137,12.399999618530272,861000.0,,,,,
2024-07-15,13.140000343322754,13.1899995803833,12.1899995803833,12.289999961853027,573500.0,,,,,
2024-07-16,14.68000030517578,15.399999618530272,13.350000381469728,13.350000381469728,1217300.0,,,,,
2024-07-17,14.43000030517578,15.06999969482422,14.0600004196167,14.34000015258789,1148800.0,,,,,
2024-07-18,14.449999809265137,14.890000343322754,14.149999618530272,14.460000038146973,547600.0,,,,,
2024-07-19,14.3100004196167,14.5600004196167,13.920000076293944,14.4399995803833,428600.0,,,,,
2024-07-22,15.149999618530272,15.279999732971191,14.279999732971191,14.470000267028809,616100.0,,,,,
2024-07-23,15.1899995803833,15.5,14.829999923706056,14.960000038146973,542500.0,,,,,
2024-07-24,14.81999969482422,15.43000030517578,14.5600004196167,15.020000457763672,500000.0,,,,,
2024-07-25,14.6899995803833,14.9399995803833,14.4399995803833,14.800000190734863,627100.0,,,,,
2024-07-26,15.43000030517578,15.510000228881836,14.630000114440918,15.0,544000.0,,,,,
2024-07-29,15.1899995803833,15.899999618530272,14.869999885559082,15.5,561600.0,,,,,
2024-07-30,15.640000343322754,15.84000015258789,14.96500015258789,15.260000228881836,400000.0,,,,,
2024-07-31,16.15999984741211,16.600000381469727,15.359999656677246,15.619999885559082,618700.0,,,,,
2024-08-01,16.459999084472656,16.6200008392334,15.65999984741211,16.079999923706055,707800.0,,,,,
2024-08-02,14.119999885559082,14.390000343322754,12.0,12.479999542236328,2113600.0,,,,,
