Date,Close,High,Low,Open,Volume,"('Close', 'HYT')","('High', 'HYT')","('Low', 'HYT')","('Open', 'HYT')","('Volume', 'HYT')"
2024-06-03,8.497685432434082,8.532583492097729,8.47151209569519,8.515134878283591,279200.0,,,,,
2024-06-04,8.471512794494629,8.497686133392511,8.454063347205746,8.471512794494629,235700.0,,,,,
2024-06-05,8.523859977722168,8.523859977722168,8.480237193206872,8.523859977722168,190800.0,,,,,
2024-06-06,8.497685432434082,8.506410155358836,8.47151209569519,8.497685432434082,232300.0,,,,,
2024-06-07,8.488959312438965,8.515133476905618,8.471510701496433,8.497684033927849,303800.0,,,,,
2024-06-10,8.48023796081543,8.515136025179466,8.47151323671555,8.488961852879825,289200.0,,,,,
2024-06-11,8.471512794494629,8.48896140974807,8.462788070850188,8.471512794494629,276600.0,,,,,
2024-06-12,8.523859977722168,8.567481930202055,8.523859977722168,8.550033315617181,307700.0,,,,,
2024-06-13,8.558757781982422,8.567481672995251,8.53258361283778,8.558757781982422,196400.0,,,,,
2024-06-14,8.486642837524414,8.56579301167255,8.477849026055512,8.548204550030745,338200.0,,,,,
2024-06-17,8.556998252868652,8.556998252868652,8.486642729786583,8.486642729786583,223500.0,,,,,
2024-06-18,8.477849960327148,8.574588606777835,8.46905530918506,8.574588606777835,508700.0,,,,,
2024-06-20,8.477849960327148,8.495438423907231,8.416288241036625,8.460260658042973,476200.0,,,,,
2024-06-21,8.486642837524414,8.52182059951203,8.469054375882607,8.504232137870224,271900.0,,,,,
2024-06-24,8.513026237487793,8.556997808100578,8.46905382817106,8.486642288675384,390100.0,,,,,
2024-06-25,8.56579303741455,8.56579303741455,8.53061527532122,8.548204575719888,185100.0,,,,,
2024-06-26,8.53061580657959,8.548205108073661,8.513027343789576,8.521821155832553,522200.0,,,,,
2024-06-27,8.53061580657959,8.55699892011664,8.521821155832553,8.548205108073661,458600.0,,,,,
2024-06-28,8.521820068359375,8.583381777028654,8.495436958189085,8.574587127403907,349500.0,,,,,
2024-07-01,8.53061580657959,8.565793570863676,8.521821155832553,8.548205108073661,329800.0,,,,,
2024-07-02,8.53061580657959,8.548205108073661,8.513027343789576,8.548205108073661,332400.0,,,,,
2024-07-03,8.513026237487793,8.556997808100578,8.504231587883657,8.52182004838798,374200.0,,,,,
2024-07-05,8.548205375671387,8.548205375671387,8.504232959263728,8.530616073626689,316100.0,,,,,
2024-07-08,8.539408683776855,8.556997142913923,8.521819385935904,8.54820333269733,259200.0,,,,,
2024-07-09,8.56579303741455,8.574587687613885,8.521820625121883,8.556998387215216,247300.0,,,,,
2024-07-10,8.609766006469727,8.636149120069826,8.565793591333522,8.583382892869627,378900.0,,,,,
2024-07-11,8.600970268249512,8.644942677826123,8.574587157985126,8.63614802817001,654100.0,,,,,
2024-07-12,8.653738021850586,8.688915784593718,8.592177146726112,8.609765608745667,388800.0,,,,,
2024-07-15,8.60764217376709,8.705153778318602,8.589912329991098,8.687424779948092,532300.0,,,,,
2024-07-16,8.678558349609375,8.758340941923086,8.660829354320404,8.660829354320404,476300.0,,,,,
2024-07-17,8.6608304977417,8.68742441688881,8.634235733189142,8.65196557622418,412100.0,,,,,
2024-07-18,8.651965141296387,8.687423980178528,8.60764138134236,8.660830062368273,491100.0,,,,,
2024-07-19,8.678558349609375,8.7051522652455,8.65196443397325,8.660829354320404,983100.0,,,,,
