Date,Close,High,Low,Open,Volume,"('Close', 'ACI')","('High', 'ACI')","('Low', 'ACI')","('Open', 'ACI')","('Volume', 'ACI')","('Close', 'ACI')","('High', 'ACI')","('Low', 'ACI')","('Open', 'ACI')","('Volume', 'ACI')"
2024-06-03,19.860700607299805,20.08298723012429,19.72539714908858,19.94768192854169,2210600.0,,,,,,,,,,
2024-06-04,19.68674087524414,19.870366480377537,19.570765159511737,19.860701683785543,2195100.0,,,,,,,,,,
2024-06-05,19.667409896850582,19.802713352865847,19.619085917294186,19.648080305028024,1818000.0,,,,,,,,,,
2024-06-06,19.599760055541992,19.812380055943247,19.599760055541992,19.72539872774012,1076000.0,,,,,,,,,,
2024-06-07,19.396800994873047,19.65774495239175,19.32914926737664,19.580428429057093,2024300.0,,,,,,,,,,
2024-06-10,19.367809295654297,19.46348764489568,19.3291501106148,19.4064666373224,1535400.0,,,,,,,,,,
2024-06-11,19.62874984741211,19.62874984741211,19.29048937892276,19.329148560862688,1822400.0,,,,,,,,,,
2024-06-12,19.52243995666504,19.72056364728464,19.51277516158955,19.657743400979545,1520100.0,,,,,,,,,,
2024-06-13,19.483781814575195,19.5804279271088,19.32914877186994,19.5804279271088,1186900.0,,,,,,,,,,
2024-06-14,19.33881568908692,19.51277834205828,19.198678902707595,19.37747303231862,2802300.0,,,,,,,,,,
2024-06-17,19.396800994873047,19.396800994873047,19.26149753988023,19.31948447153839,2318700.0,,,,,,,,,,
2024-06-18,19.261499404907227,19.764057776929192,19.16968475723944,19.764057776929192,2528400.0,,,,,,,,,,
2024-06-20,19.09720039367676,19.34847956451912,19.07787080129549,19.34847956451912,2474800.0,,,,,,,,,,
2024-06-21,18.90390968322754,19.184183265275824,18.817896123916057,19.145524077391286,3745900.0,,,,,,,,,,
2024-06-24,19.12619400024414,19.24216786304721,18.932901771077265,18.932901771077265,3619000.0,,,,,,,,,,
2024-06-25,19.203510284423828,19.203510284423828,19.019882853336,19.077869784016418,2159300.0,,,,,,,,,,
2024-06-26,18.981225967407227,19.14552382702491,18.874916888858028,19.097201686172685,1676500.0,,,,,,,,,,
2024-06-27,19.077869415283203,19.097199006260176,18.83625505818483,18.942565965186915,2199900.0,,,,,,,,,,
