Date,Close,High,Low,Open,Volume,"('Close', 'IQ')","('High', 'IQ')","('Low', 'IQ')","('Open', 'IQ')","('Volume', 'IQ')"
2024-06-03,4.510000228881836,4.699999809265137,4.389999866485596,4.679999828338623,16579800.0,,,,,
2024-06-04,4.400000095367432,4.599999904632568,4.389999866485596,4.5,6657500.0,,,,,
2024-06-05,4.340000152587891,4.5,4.289999961853027,4.409999847412109,8834800.0,,,,,
2024-06-06,4.28000020980835,4.289999961853027,4.190000057220459,4.28000020980835,8762100.0,,,,,
2024-06-07,4.230000019073486,4.340000152587891,4.199999809265137,4.210000038146973,5406600.0,,,,,
2024-06-10,4.230000019073486,4.284999847412109,4.179999828338623,4.25,3171300.0,,,,,
2024-06-11,4.139999866485596,4.235000133514404,4.099999904632568,4.21999979019165,5144000.0,,,,,
2024-06-12,4.130000114440918,4.320000171661377,4.090000152587891,4.199999809265137,9467200.0,,,,,
2024-06-13,4.099999904632568,4.179999828338623,4.019999980926514,4.150000095367432,5488500.0,,,,,
2024-06-14,4.130000114440918,4.159999847412109,4.03000020980835,4.059999942779541,24653100.0,,,,,
2024-06-17,4.079999923706055,4.184999942779541,4.019999980926514,4.159999847412109,4417400.0,,,,,
2024-06-18,3.9600000381469727,4.059999942779541,3.940000057220459,4.059999942779541,6359000.0,,,,,
2024-06-20,3.9700000286102295,3.990000009536743,3.861999988555908,3.9700000286102295,9459800.0,,,,,
2024-06-21,3.859999895095825,3.950000047683716,3.819999933242798,3.869999885559082,13906800.0,,,,,
2024-06-24,3.880000114440918,3.920000076293945,3.839999914169312,3.849999904632568,3910900.0,,,,,
2024-06-25,3.950000047683716,3.9700000286102295,3.829999923706055,3.839999914169312,5665900.0,,,,,
2024-06-26,3.819999933242798,3.9800000190734863,3.799999952316284,3.950000047683716,4467000.0,,,,,
2024-06-27,3.5999999046325684,3.7799999713897705,3.5799999237060547,3.759999990463257,13699600.0,,,,,
2024-06-28,3.670000076293945,3.7100000381469727,3.549999952316284,3.5899999141693115,7690700.0,,,,,
2024-07-01,3.5799999237060547,3.7780001163482666,3.569999933242798,3.680000066757202,3534900.0,,,,,
2024-07-02,3.630000114440918,3.630000114440918,3.5799999237060547,3.5799999237060547,4830000.0,,,,,
2024-07-03,3.890000104904175,3.930000066757202,3.660000085830689,3.660000085830689,9930300.0,,,,,
2024-07-05,3.839999914169312,3.869999885559082,3.650000095367432,3.849999904632568,12041500.0,,,,,
2024-07-08,3.7300000190734863,3.809999942779541,3.670000076293945,3.799999952316284,7918600.0,,,,,
2024-07-09,3.829999923706055,3.839999914169312,3.630000114440918,3.7200000286102295,6220200.0,,,,,
2024-07-10,3.920000076293945,4.059999942779541,3.849999904632568,3.869999885559082,8899800.0,,,,,
2024-07-11,4.079999923706055,4.239999771118164,3.940000057220459,3.990000009536743,11623000.0,,,,,
2024-07-12,4.0,4.21999979019165,3.944999933242798,4.150000095367432,8997700.0,,,,,
2024-07-15,3.7899999618530273,3.9149999618530273,3.734999895095825,3.900000095367432,9168300.0,,,,,
2024-07-16,3.75,3.819999933242798,3.7100000381469727,3.7699999809265137,6940800.0,,,,,
2024-07-17,3.660000085830689,3.740000009536743,3.619999885559082,3.724999904632568,4843000.0,,,,,
2024-07-18,3.6449999809265137,3.759999990463257,3.619999885559082,3.700000047683716,6483200.0,,,,,
2024-07-19,3.5,3.630000114440918,3.490000009536743,3.619999885559082,10322500.0,,,,,
2024-07-22,3.380000114440918,3.430000066757202,3.289999961853028,3.400000095367432,18786900.0,,,,,
2024-07-23,3.1600000858306885,3.275000095367432,3.119999885559082,3.25,16786700.0,,,,,
2024-07-24,3.059999942779541,3.2100000381469727,3.0299999713897705,3.140000104904175,10171900.0,,,,,
2024-07-25,3.109999895095825,3.200000047683716,3.0199999809265137,3.059999942779541,9332700.0,,,,,
2024-07-26,3.130000114440918,3.2300000190734863,3.039999961853028,3.180000066757202,4045200.0,,,,,
2024-07-29,3.2300000190734863,3.2300000190734863,3.0999999046325684,3.130000114440918,6038400.0,,,,,
2024-07-30,3.2300000190734863,3.299999952316284,3.140000104904175,3.1700000762939453,5963900.0,,,,,
2024-07-31,3.3299999237060547,3.400000095367432,3.275000095367432,3.3299999237060547,6778200.0,,,,,
2024-08-01,3.2100000381469727,3.369999885559082,3.1700000762939453,3.369999885559082,7009700.0,,,,,
2024-08-02,3.1600000858306885,3.190000057220459,3.0999999046325684,3.119999885559082,4736200.0,,,,,
2024-08-05,3.119999885559082,3.150000095367432,3.009999990463257,3.0199999809265137,7847600.0,,,,,
2024-08-06,3.190000057220459,3.2300000190734863,3.0899999141693115,3.119999885559082,6776900.0,,,,,
2024-08-07,3.150000095367432,3.305000066757202,3.140000104904175,3.2300000190734863,4959000.0,,,,,
2024-08-08,3.1600000858306885,3.2300000190734863,3.119999885559082,3.1600000858306885,4098300.0,,,,,
2024-08-09,3.119999885559082,3.194999933242798,3.0899999141693115,3.130000114440918,6513200.0,,,,,
2024-08-12,3.25,3.2799999713897705,3.130000114440918,3.130000114440918,7398900.0,,,,,
2024-08-13,3.299999952316284,3.319999933242798,3.130000114440918,3.2300000190734863,7043600.0,,,,,
2024-08-14,3.130000114440918,3.309999942779541,3.0999999046325684,3.259999990463257,6782600.0,,,,,
2024-08-15,3.059999942779541,3.150000095367432,3.0199999809265137,3.150000095367432,7098500.0,,,,,
2024-08-16,3.119999885559082,3.140000104904175,3.0450000762939453,3.059999942779541,4799200.0,,,,,
2024-08-19,3.309999942779541,3.369999885559082,3.140000104904175,3.1700000762939453,7450300.0,,,,,
2024-08-20,3.059999942779541,3.25,3.0450000762939453,3.220000028610229,9048900.0,,,,,
