Date,Close,High,Low,Open,Volume,"('Close', 'PGY')","('High', 'PGY')","('Low', 'PGY')","('Open', 'PGY')","('Volume', 'PGY')"
2024-06-03,11.170000076293944,11.970999717712402,11.130000114440918,11.960000038146973,875100.0,,,,,
2024-06-04,11.109999656677246,11.460000038146973,10.949999809265137,11.0,724200.0,,,,,
2024-06-05,11.8100004196167,11.880000114440918,11.15999984741211,11.15999984741211,918600.0,,,,,
2024-06-06,12.399999618530272,12.489999771118164,11.699999809265137,11.979999542236328,1040000.0,,,,,
2024-06-07,12.350000381469728,12.489999771118164,12.0,12.010000228881836,741300.0,,,,,
2024-06-10,12.100000381469728,12.456000328063965,11.869999885559082,12.06999969482422,612400.0,,,,,
2024-06-11,12.09000015258789,12.100000381469728,11.770000457763672,11.949999809265137,596500.0,,,,,
2024-06-12,13.3100004196167,13.56999969482422,12.5,12.5,1716700.0,,,,,
2024-06-13,12.880000114440918,13.739999771118164,12.619999885559082,13.395000457763672,658900.0,,,,,
2024-06-14,12.399999618530272,12.94499969482422,12.34000015258789,12.890000343322754,499700.0,,,,,
2024-06-17,11.920000076293944,12.5,11.845000267028809,12.399999618530272,799600.0,,,,,
2024-06-18,12.270000457763672,12.470000267028809,11.770000457763672,11.800000190734863,501600.0,,,,,
2024-06-20,12.050000190734863,12.300000190734863,11.8100004196167,12.25,532400.0,,,,,
2024-06-21,11.899999618530272,12.199999809265137,11.75100040435791,11.970000267028809,954200.0,,,,,
2024-06-24,11.9399995803833,12.09000015258789,11.626999855041504,11.829999923706056,663900.0,,,,,
2024-06-25,12.010000228881836,12.380000114440918,11.859999656677246,11.859999656677246,744100.0,,,,,
2024-06-26,12.25,12.550000190734863,11.90999984741211,11.949999809265137,749700.0,,,,,
2024-06-27,12.68000030517578,12.8100004196167,12.10099983215332,12.170000076293944,843400.0,,,,,
2024-06-28,12.760000228881836,12.90999984741211,12.454999923706056,12.729999542236328,7718800.0,,,,,
2024-07-01,13.329999923706056,13.350000381469728,12.550000190734863,12.75,1395900.0,,,,,
2024-07-02,13.5,13.529999732971191,12.529999732971191,13.15999984741211,1096300.0,,,,,
2024-07-03,13.640000343322754,13.670000076293944,13.239999771118164,13.479999542236328,572900.0,,,,,
2024-07-05,13.270000457763672,13.539999961853027,12.90999984741211,13.5,715900.0,,,,,
2024-07-08,13.300000190734863,13.489999771118164,13.06999969482422,13.300000190734863,575400.0,,,,,
2024-07-09,13.095000267028809,13.539999961853027,13.06999969482422,13.300000190734863,479900.0,,,,,
2024-07-10,12.420000076293944,13.15999984741211,12.399999618530272,13.15999984741211,613400.0,,,,,
2024-07-11,13.050000190734863,13.107999801635742,12.399999618530272,12.75,900600.0,,,,,
2024-07-12,13.020000457763672,13.329999923706056,12.774999618530272,13.100000381469728,587800.0,,,,,
2024-07-15,13.960000038146973,14.0600004196167,12.920000076293944,13.170000076293944,1131200.0,,,,,
