Date,Close,High,Low,Open,Volume,"('Close', 'MYND')","('High', 'MYND')","('Low', 'MYND')","('Open', 'MYND')","('Volume', 'MYND')"
2024-05-15,2.5299999713897705,2.5799999237060547,2.319999933242798,2.3399999141693115,21600.0,,,,,
2024-05-16,2.4800000190734863,2.549999952316284,2.359999895095825,2.549999952316284,10200.0,,,,,
2024-05-17,2.5899999141693115,2.5899999141693115,2.4200000762939453,2.549999952316284,5500.0,,,,,
2024-05-20,2.8399999141693115,3.0299999713897705,2.5199999809265137,2.640000104904175,33700.0,,,,,
2024-05-21,3.0999999046325684,3.490000009536743,2.9100000858306885,3.150000095367432,15900.0,,,,,
2024-05-22,3.359999895095825,3.5199999809265137,2.999000072479248,3.5199999809265137,15900.0,,,,,
2024-05-23,3.200000047683716,3.4600000381469727,2.8499999046325684,3.4600000381469727,11500.0,,,,,
2024-05-24,2.944000005722046,3.130000114440918,2.7300000190734863,3.130000114440918,2900.0,,,,,
2024-05-28,2.700000047683716,3.0,2.509999990463257,3.0,14600.0,,,,,
2024-05-29,2.609999895095825,2.900000095367432,2.609999895095825,2.6700000762939453,5900.0,,,,,
2024-05-30,2.5799999237060547,2.869999885559082,2.4200000762939453,2.869999885559082,9900.0,,,,,
2024-05-31,2.5,2.700000047683716,2.440000057220459,2.5199999809265137,5600.0,,,,,
2024-06-03,2.450000047683716,3.0799999237060547,2.380000114440918,2.609999895095825,26500.0,,,,,
2024-06-04,2.5299999713897705,2.756999969482422,2.450000047683716,2.450000047683716,8600.0,,,,,
2024-06-05,2.700000047683716,2.9600000381469727,2.5199999809265137,2.6700000762939453,22000.0,,,,,
2024-06-06,2.619999885559082,2.900000095367432,2.615000009536743,2.890000104904175,4200.0,,,,,
2024-06-07,2.782000064849853,2.782000064849853,2.650000095367432,2.75,2000.0,,,,,
2024-06-10,2.546999931335449,2.809999942779541,2.546999931335449,2.789999961853028,6900.0,,,,,
2024-06-11,2.6600000858306885,2.7799999713897705,2.650000095367432,2.740000009536743,3300.0,,,,,
2024-06-12,2.5799999237060547,2.950000047683716,2.369999885559082,2.950000047683716,37400.0,,,,,
2024-06-13,2.5199999809265137,2.799999952316284,2.5,2.799999952316284,5700.0,,,,,
2024-06-14,2.5299999713897705,2.740000009536743,2.369999885559082,2.640000104904175,28600.0,,,,,
2024-06-17,2.4800000190734863,2.8299999237060547,2.450000047683716,2.8299999237060547,16200.0,,,,,
2024-06-18,2.690000057220459,2.869999885559082,2.5,2.720000028610229,15700.0,,,,,
2024-06-20,2.740000009536743,2.799999952316284,2.539999961853028,2.789999961853028,21300.0,,,,,
2024-06-21,2.7799999713897705,2.789999961853028,2.549999952316284,2.759999990463257,16900.0,,,,,
