Date,Close,High,Low,Open,Volume,"('Close', 'VZ')","('High', 'VZ')","('Low', 'VZ')","('Open', 'VZ')","('Volume', 'VZ')"
2024-06-03,37.14313507080078,37.623511265692976,37.07062708739055,37.32441021563008,20688100.0,,,,,
2024-06-04,37.66883087158203,37.66883087158203,36.90747806517257,37.05249748270124,16040200.0,,,,,
2024-06-05,37.478492736816406,37.81385297290095,37.279093184522125,37.7050858088831,11964000.0,,,,,
2024-06-06,37.46036911010742,37.81385375665224,37.28815615894438,37.44224124906205,10259100.0,,,,,
2024-06-07,37.10687255859375,37.4241048683654,36.989046674926016,37.30627552716249,10410200.0,,,,,
2024-06-10,36.62649917602539,37.09781311835973,36.55399120049303,37.07968526009279,15210700.0,,,,,
2024-06-11,36.63556289672852,36.78964796962422,36.45429122160732,36.51773699940685,12083300.0,,,,,
2024-06-12,36.046424865722656,36.979987178580586,35.87421538260914,36.9527971174405,15065300.0,,,,,
2024-06-13,36.05548858642578,36.0736164471284,35.62043030217067,36.02829852413981,12297400.0,,,,,
2024-06-14,35.955780029296875,36.10986508628036,35.75638051574825,35.78357057270142,10480600.0,,,,,
2024-06-17,35.76544952392578,35.892341090576174,35.30320118005139,35.892341090576174,22286600.0,,,,,
2024-06-18,36.3274040222168,36.41803987064601,35.98298157462099,35.99204377644952,17125700.0,,,,,
2024-06-20,36.47241973876953,36.68088493494911,36.08267940666208,36.109869466913786,17704700.0,,,,,
2024-06-21,36.47241973876953,36.59931129665835,36.16425304495284,36.59024563821736,30375300.0,,,,,
2024-06-24,37.31534194946289,37.3606633256554,36.54492695968824,36.60837273731507,20773800.0,,,,,
2024-06-25,37.2337760925293,37.73228017069352,37.00718301540593,37.35160200320755,17475700.0,,,,,
2024-06-26,37.17938995361328,37.31534371602033,36.89841331258156,37.1612620937852,19709900.0,,,,,
2024-06-27,36.99811172485352,37.19751470878373,36.76245648182862,37.161258992153606,15560800.0,,,,,
2024-06-28,37.37879180908203,37.68695850164729,36.88028432292086,37.0343693979713,27639200.0,,,,,
2024-07-01,37.83198165893555,38.04950907664518,37.47849355446945,37.54193933942943,16412100.0,,,,,
2024-07-02,37.25189208984375,37.79571742674235,36.90747317976334,37.73227165606779,21659400.0,,,,,
2024-07-03,37.27002716064453,37.5147480909857,37.11594553276446,37.279092819658565,6653900.0,,,,,
2024-07-05,37.40598678588867,37.505688296225735,37.11594791447327,37.31534747761131,17552200.0,,,,,
2024-07-08,37.64164352416992,37.6960271112339,37.233778722566775,37.43317829339563,15380400.0,,,,,
2024-07-09,37.43317031860352,37.86822854982161,37.35159668415416,37.58725538702363,20475200.0,,,,,
2024-07-10,37.84311294555664,37.88917250473231,37.48383995010058,37.658871194734864,13826800.0,,,,,
2024-07-11,38.0457763671875,38.10104994762635,37.53911417924847,37.84311360048339,12487800.0,,,,,
2024-07-12,38.16553115844727,38.29449932230035,37.95365438724308,38.05498752001876,11129100.0,,,,,
2024-07-15,37.57596206665039,38.19316788219208,37.49305345562489,38.16553284988993,15874900.0,,,,,
2024-07-16,38.183963775634766,38.27608290816016,37.60360340118981,37.631238438123496,16016900.0,,,,,
2024-07-17,38.71825408935547,38.86564678329511,38.24844097558508,38.27607600753656,20401700.0,,,,,
2024-07-18,38.755104064941406,39.16964712468778,38.432683637427054,38.5985008613256,15752800.0,,,,,
2024-07-19,38.34056091308594,38.96698075428242,38.16553318344422,38.96698075428242,17608000.0,,,,,
2024-07-22,36.00991439819336,36.84821105922598,35.65064490262499,36.8021514982258,54985800.0,,,,,
2024-07-23,35.82566833496094,36.17572728191096,35.669065143555216,35.6874896685651,25257700.0,,,,,
2024-07-24,36.54420852661133,36.69160473188072,35.97306228766821,36.14809352436615,22889000.0,,,,,
2024-07-25,36.80215072631836,37.74178051031465,36.65475802573771,36.7192421126093,19740300.0,,,,,
2024-07-26,36.931114196777344,37.00480878062286,36.52578520033019,36.75608648529035,15911500.0,,,,,
2024-07-29,36.87584686279297,36.95875547997173,36.54421239407792,36.92190993887397,12937200.0,,,,,
2024-07-30,36.88505554199219,37.08771828809801,36.69160330129712,36.85741699752232,16089200.0,,,,,
2024-07-31,37.32723617553711,37.575962008226895,36.829784510157545,36.87584406862919,23605400.0,,,,,
2024-08-01,37.63123321533203,37.93523263588949,37.106146501750224,37.46541598850418,18166800.0,,,,,
2024-08-02,37.74177932739258,38.63534600922897,37.2259031344696,37.95365610820406,26124900.0,,,,,
2024-08-05,36.66396713256836,37.096934711424,36.516574437613954,36.84820887979112,26855000.0,,,,,
2024-08-06,37.08771896362305,37.2903852275391,36.62711637408212,36.820572132419656,18104200.0,,,,,
2024-08-07,37.106143951416016,37.51147648430046,37.032449363512704,37.17984205343825,12176300.0,,,,,
2024-08-08,37.32723617553711,37.575962008226895,37.07851034284732,37.10614537510651,13237100.0,,,,,
2024-08-09,37.53911209106445,37.5851716484751,36.87584321917052,37.29960028405774,11818700.0,,,,,
2024-08-12,37.33645248413086,37.76942013211484,37.13378969253548,37.72336056648496,11099000.0,,,,,
2024-08-13,37.56674957275391,37.58517409974358,37.17063102777378,37.44699541849979,15349400.0,,,,,
2024-08-14,37.67729187011719,37.8615300879883,37.299597900891406,37.40092751507302,10931100.0,,,,,
2024-08-15,36.88505554199219,37.695713554653096,36.84820649211156,37.622018969010654,17489600.0,,,,,
2024-08-16,37.4101448059082,37.419355311959706,36.90348263421817,36.94032817254324,13377500.0,,,,,
