Date,Close,High,Low,Open,Volume,"('Close', 'NEWP')","('High', 'NEWP')","('Low', 'NEWP')","('Open', 'NEWP')","('Volume', 'NEWP')"
2024-06-03,1.909999966621399,1.9600000381469729,1.8899999856948853,1.940000057220459,170500.0,,,,,
2024-06-04,1.809999942779541,1.919999957084656,1.7699999809265137,1.899999976158142,312900.0,,,,,
2024-06-05,1.850000023841858,1.909999966621399,1.75,1.840000033378601,298200.0,,,,,
2024-06-06,1.909999966621399,1.9800000190734863,1.809999942779541,1.830000042915344,181000.0,,,,,
2024-06-07,1.75,1.840000033378601,1.7100000381469729,1.8200000524520876,391500.0,,,,,
2024-06-10,1.7699999809265137,1.7899999618530271,1.7300000190734863,1.75,205600.0,,,,,
2024-06-11,1.7599999904632568,1.7699999809265137,1.6799999475479126,1.75,280200.0,,,,,
2024-06-12,1.7400000095367432,1.850000023841858,1.7000000476837158,1.850000023841858,297300.0,,,,,
2024-06-13,1.7000000476837158,1.7699999809265137,1.649999976158142,1.7000000476837158,288700.0,,,,,
2024-06-14,1.690000057220459,1.7300000190734863,1.659999966621399,1.690000057220459,151300.0,,,,,
2024-06-17,1.649999976158142,1.7100000381469729,1.6100000143051147,1.7000000476837158,299300.0,,,,,
2024-06-18,1.690000057220459,1.7400000095367432,1.6100000143051147,1.6100000143051147,242200.0,,,,,
2024-06-20,1.8200000524520876,1.840000033378601,1.6699999570846558,1.7200000286102295,321600.0,,,,,
2024-06-21,1.7200000286102295,1.8899999856948853,1.690000057220459,1.870000004768372,228300.0,,,,,
2024-06-24,1.6200000047683716,1.7200000286102295,1.6200000047683716,1.7100000381469729,216100.0,,,,,
2024-06-25,1.5,1.6299999952316284,1.4700000286102295,1.6200000047683716,607900.0,,,,,
2024-06-26,1.5800000429153442,1.5800000429153442,1.4700000286102295,1.4800000190734863,449800.0,,,,,
2024-06-27,1.5499999523162842,1.6299999952316284,1.5299999713897705,1.6299999952316284,339800.0,,,,,
2024-06-28,1.5,1.5800000429153442,1.5,1.5399999618530271,206000.0,,,,,
2024-07-01,1.4700000286102295,1.5299999713897705,1.399999976158142,1.5199999809265137,396200.0,,,,,
2024-07-02,1.4700000286102295,1.5199999809265137,1.4500000476837158,1.4800000190734863,218400.0,,,,,
2024-07-03,1.600000023841858,1.6399999856948853,1.4800000190734863,1.4800000190734863,399600.0,,,,,
2024-07-05,1.6200000047683716,1.659999966621399,1.6100000143051147,1.6100000143051147,311900.0,,,,,
2024-07-08,1.600000023841858,1.6299999952316284,1.5700000524520874,1.6200000047683716,155500.0,,,,,
2024-07-09,1.5199999809265137,1.6399999856948853,1.5099999904632568,1.600000023841858,174800.0,,,,,
2024-07-10,1.5299999713897705,1.590000033378601,1.4900000095367432,1.5299999713897705,406400.0,,,,,
2024-07-11,1.659999966621399,1.659999966621399,1.4900000095367432,1.5700000524520874,429200.0,,,,,
2024-07-12,1.6200000047683716,1.690000057220459,1.5800000429153442,1.6699999570846558,381200.0,,,,,
2024-07-15,1.7100000381469729,1.75,1.600000023841858,1.6399999856948853,347600.0,,,,,
2024-07-16,1.7899999618530271,1.830000042915344,1.7100000381469729,1.7200000286102295,338500.0,,,,,
2024-07-17,1.7100000381469729,1.7999999523162842,1.649999976158142,1.7999999523162842,213000.0,,,,,
2024-07-18,1.590000033378601,1.7100000381469729,1.590000033378601,1.7000000476837158,240700.0,,,,,
2024-07-19,1.5800000429153442,1.6799999475479126,1.5800000429153442,1.590000033378601,152500.0,,,,,
2024-07-22,1.559999942779541,1.5800000429153442,1.5099999904632568,1.5800000429153442,223900.0,,,,,
2024-07-23,1.5399999618530271,1.5700000524520874,1.5,1.5700000524520874,278300.0,,,,,
2024-07-24,1.4800000190734863,1.5800000429153442,1.4800000190734863,1.5399999618530271,283100.0,,,,,
2024-07-25,1.5099999904632568,1.5099999904632568,1.3899999856948853,1.4600000381469729,399200.0,,,,,
2024-07-26,1.5199999809265137,1.559999942779541,1.5099999904632568,1.5199999809265137,153500.0,,,,,
2024-07-29,1.5299999713897705,1.5700000524520874,1.4600000381469729,1.5299999713897705,158400.0,,,,,
2024-07-30,1.5099999904632568,1.559999942779541,1.4800000190734863,1.5299999713897705,139200.0,,,,,
2024-07-31,1.5099999904632568,1.5700000524520874,1.4900000095367432,1.5,247600.0,,,,,
2024-08-01,1.440000057220459,1.5399999618530271,1.399999976158142,1.5199999809265137,307800.0,,,,,
2024-08-02,1.2899999618530271,1.4800000190734863,1.2599999904632568,1.440000057220459,483800.0,,,,,
2024-08-05,1.2100000381469729,1.2699999809265137,1.0700000524520874,1.25,389700.0,,,,,
2024-08-06,1.2999999523162842,1.309999942779541,1.2100000381469729,1.2400000095367432,291900.0,,,,,
2024-08-07,1.25,1.399999976158142,1.25,1.309999942779541,468300.0,,,,,
2024-08-08,1.2400000095367432,1.2899999618530271,1.2300000190734863,1.2599999904632568,168300.0,,,,,
2024-08-09,1.2100000381469729,1.25,1.2000000476837158,1.2400000095367432,261400.0,,,,,
2024-08-12,1.2599999904632568,1.2799999713897705,1.190000057220459,1.2100000381469729,181300.0,,,,,
2024-08-13,1.3200000524520874,1.3600000143051147,1.2699999809265137,1.2699999809265137,102000.0,,,,,
2024-08-14,1.2699999809265137,1.3200000524520874,1.25,1.3200000524520874,165200.0,,,,,
2024-08-15,1.350000023841858,1.3799999952316284,1.25,1.2699999809265137,367500.0,,,,,
2024-08-16,1.3799999952316284,1.399999976158142,1.309999942779541,1.3600000143051147,271400.0,,,,,
2024-08-19,1.5,1.5099999904632568,1.3799999952316284,1.3799999952316284,556600.0,,,,,
2024-08-20,1.4900000095367432,1.559999942779541,1.4600000381469729,1.5,248700.0,,,,,
2024-08-21,1.5199999809265137,1.5199999809265137,1.4299999475479126,1.5099999904632568,295200.0,,,,,
2024-08-22,1.4199999570846558,1.5199999809265137,1.4199999570846558,1.4900000095367432,144000.0,,,,,
2024-08-23,1.4900000095367432,1.5399999618530271,1.399999976158142,1.440000057220459,365700.0,,,,,
2024-08-26,1.5099999904632568,1.5399999618530271,1.4600000381469729,1.5099999904632568,217700.0,,,,,
2024-08-27,1.5,1.5299999713897705,1.4700000286102295,1.4700000286102295,186900.0,,,,,
2024-08-28,1.4700000286102295,1.4900000095367432,1.4199999570846558,1.4700000286102295,123500.0,,,,,
2024-08-29,1.4600000381469729,1.5099999904632568,1.4500000476837158,1.4700000286102295,209500.0,,,,,
2024-08-30,1.4600000381469729,1.4800000190734863,1.409999966621399,1.4800000190734863,79300.0,,,,,
2024-09-03,1.3899999856948853,1.4600000381469729,1.350000023841858,1.4299999475479126,359900.0,,,,,
2024-09-04,1.3300000429153442,1.4199999570846558,1.3300000429153442,1.350000023841858,129400.0,,,,,
2024-09-05,1.2999999523162842,1.3700000047683716,1.2699999809265137,1.3600000143051147,307900.0,,,,,
2024-09-06,1.2599999904632568,1.3200000524520874,1.2300000190734863,1.3200000524520874,259900.0,,,,,
2024-09-09,1.2300000190734863,1.2699999809265137,1.2000000476837158,1.2599999904632568,232800.0,,,,,
2024-09-10,1.2799999713897705,1.2999999523162842,1.2100000381469729,1.2100000381469729,196300.0,,,,,
2024-09-11,1.3300000429153442,1.340000033378601,1.2400000095367432,1.2899999618530271,92000.0,,,,,
2024-09-12,1.4199999570846558,1.4600000381469729,1.340000033378601,1.340000033378601,246800.0,,,,,
2024-09-13,1.409999966621399,1.4800000190734863,1.3700000047683716,1.4299999475479126,345600.0,,,,,
2024-09-16,1.3200000524520874,1.409999966621399,1.2999999523162842,1.399999976158142,458900.0,,,,,
2024-09-17,1.309999942779541,1.340000033378601,1.2699999809265137,1.340000033378601,329300.0,,,,,
2024-09-18,1.309999942779541,1.440000057220459,1.2599999904632568,1.309999942779541,282000.0,,,,,
2024-09-19,1.3700000047683716,1.4299999475479126,1.3200000524520874,1.3799999952316284,220100.0,,,,,
2024-09-20,1.3899999856948853,1.4500000476837158,1.3799999952316284,1.3799999952316284,410000.0,,,,,
2024-09-23,1.399999976158142,1.4800000190734863,1.3600000143051147,1.3799999952316284,404100.0,,,,,
2024-09-24,1.5800000429153442,1.6200000047683716,1.3600000143051147,1.3700000047683716,625600.0,,,,,
2024-09-25,1.5700000524520874,1.6100000143051147,1.5399999618530271,1.600000023841858,239500.0,,,,,
2024-09-26,1.559999942779541,1.600000023841858,1.5299999713897705,1.600000023841858,291200.0,,,,,
2024-09-27,1.4900000095367432,1.590000033378601,1.4700000286102295,1.5399999618530271,422600.0,,,,,
2024-09-30,1.4900000095367432,1.4900000095367432,1.409999966621399,1.4900000095367432,199800.0,,,,,
2024-10-01,1.4700000286102295,1.5299999713897705,1.4500000476837158,1.4900000095367432,237900.0,,,,,
2024-10-02,1.5099999904632568,1.5499999523162842,1.4800000190734863,1.5,204800.0,,,,,
2024-10-03,1.5099999904632568,1.5099999904632568,1.4600000381469729,1.4800000190734863,187500.0,,,,,
2024-10-04,1.5299999713897705,1.5800000429153442,1.4500000476837158,1.5,303300.0,,,,,
2024-10-07,1.4900000095367432,1.5099999904632568,1.4600000381469729,1.5099999904632568,146400.0,,,,,
2024-10-08,1.4500000476837158,1.4800000190734863,1.4500000476837158,1.4600000381469729,163400.0,,,,,
2024-10-09,1.4500000476837158,1.4700000286102295,1.4199999570846558,1.4500000476837158,121300.0,,,,,
2024-10-10,1.4600000381469729,1.5099999904632568,1.440000057220459,1.440000057220459,268200.0,,,,,
2024-10-11,1.5399999618530271,1.559999942779541,1.4900000095367432,1.4900000095367432,147800.0,,,,,
2024-10-14,1.5499999523162842,1.5700000524520874,1.5099999904632568,1.5399999618530271,148600.0,,,,,
2024-10-15,1.5399999618530271,1.5499999523162842,1.5199999809265137,1.5199999809265137,142900.0,,,,,
2024-10-16,1.6200000047683716,1.690000057220459,1.5499999523162842,1.5499999523162842,420400.0,,,,,
