Date,Close,High,Low,Open,Volume,"('Close', 'SPCE')","('High', 'SPCE')","('Low', 'SPCE')","('Open', 'SPCE')","('Volume', 'SPCE')"
2024-06-03,18.15999984741211,18.399999618530277,17.239999771118164,18.26000022888184,1819150.0,,,,,
2024-06-04,17.299999237060547,18.780000686645508,17.280000686645508,17.899999618530273,2011475.0,,,,,
2024-06-05,17.260000228881836,17.799999237060547,16.8799991607666,17.399999618530273,2300715.0,,,,,
2024-06-06,16.559999465942383,17.360000610351562,16.5,17.200000762939453,1183545.0,,,,,
2024-06-07,16.920000076293945,17.200000762939453,16.399999618530273,16.600000381469727,1271400.0,,,,,
2024-06-10,16.040000915527344,17.399999618530273,16.020000457763672,16.920000076293945,3012530.0,,,,,
2024-06-11,18.020000457763672,18.600000381469727,15.4399995803833,16.0,3893430.0,,,,,
2024-06-12,17.040000915527344,18.239999771118164,16.920000076293945,17.799999237060547,2557570.0,,,,,
2024-06-13,14.600000381469728,15.960000038146973,14.279999732971191,14.800000190734863,4201530.0,,,,,
2024-06-14,13.699999809265137,14.81999969482422,13.399999618530272,14.800000190734863,2887950.0,,,,,
2024-06-17,11.699999809265137,12.720000267028809,9.100000381469728,10.0,3986700.0,,,,,
2024-06-18,10.130000114440918,11.5,9.289999961853027,11.5,5511500.0,,,,,
2024-06-20,8.859999656677246,10.0,8.760000228881836,9.920000076293944,3396100.0,,,,,
2024-06-21,9.520000457763672,9.725000381469728,8.550000190734863,8.90999984741211,6094600.0,,,,,
2024-06-24,8.84000015258789,9.770000457763672,8.659000396728516,9.300000190734863,2474300.0,,,,,
2024-06-25,8.710000038146973,9.0649995803833,8.539999961853027,8.739999771118164,2013800.0,,,,,
2024-06-26,8.880000114440918,9.229999542236328,8.5600004196167,8.680000305175781,1268800.0,,,,,
2024-06-27,8.75,9.140000343322754,8.649999618530273,8.779999732971191,1378900.0,,,,,
2024-06-28,8.430000305175781,8.710000038146973,8.210000038146973,8.710000038146973,2571800.0,,,,,
2024-07-01,7.929999828338623,8.600000381469727,7.760000228881836,8.390000343322754,1667100.0,,,,,
2024-07-02,7.940000057220459,8.133999824523926,7.789999961853027,7.849999904632568,1318600.0,,,,,
2024-07-03,7.869999885559082,8.289999961853027,7.800000190734863,7.980000019073486,975300.0,,,,,
2024-07-05,8.239999771118164,8.5,7.539999961853027,7.900000095367432,2855700.0,,,,,
2024-07-08,7.820000171661377,8.789999961853027,7.795000076293945,8.289999961853027,2515400.0,,,,,
2024-07-09,7.039999961853027,7.829999923706055,7.0,7.800000190734863,3494600.0,,,,,
2024-07-10,7.059999942779541,7.519999980926514,7.010000228881836,7.110000133514404,2683900.0,,,,,
2024-07-11,7.71999979019165,7.849999904632568,7.079999923706055,7.150000095367432,4707300.0,,,,,
2024-07-12,8.170000076293945,8.319999694824219,7.599999904632568,7.800000190734863,3588500.0,,,,,
2024-07-15,7.550000190734863,8.100000381469727,7.349999904632568,8.100000381469727,3840100.0,,,,,
2024-07-16,8.039999961853027,8.074999809265137,7.534999847412109,7.659999847412109,2963400.0,,,,,
2024-07-17,7.150000095367432,8.286999702453613,7.0,7.880000114440918,4628600.0,,,,,
2024-07-18,6.559999942779541,7.204999923706055,6.519999980926514,7.190000057220459,3952500.0,,,,,
2024-07-19,6.460000038146973,6.599999904632568,6.21999979019165,6.5,2103000.0,,,,,
2024-07-22,7.039999961853027,7.099999904632568,6.440000057220459,6.5,3401100.0,,,,,
2024-07-23,6.860000133514404,7.139999866485596,6.824999809265137,6.909999847412109,1556900.0,,,,,
2024-07-24,6.460000038146973,6.989999771118164,6.440000057220459,6.760000228881836,1488400.0,,,,,
2024-07-25,6.71999979019165,6.989999771118164,6.320000171661377,6.400000095367432,1374900.0,,,,,
2024-07-26,7.449999809265137,7.480000019073486,6.775000095367432,6.869999885559082,2399000.0,,,,,
2024-07-29,7.090000152587891,7.579999923706055,7.090000152587891,7.460000038146973,1703100.0,,,,,
2024-07-30,7.059999942779541,7.349999904632568,6.864999771118164,7.159999847412109,1146500.0,,,,,
2024-07-31,7.110000133514404,7.800000190734863,7.010000228881836,7.119999885559082,2123600.0,,,,,
2024-08-01,6.400000095367432,7.119999885559082,5.849999904632568,7.119999885559082,3106200.0,,,,,
2024-08-02,6.010000228881836,6.550000190734863,6.0,6.050000190734863,1662500.0,,,,,
2024-08-05,5.940000057220459,6.059999942779541,5.300000190734863,5.400000095367432,1714600.0,,,,,
2024-08-06,5.639999866485596,6.008999824523926,5.599999904632568,5.980000019073486,1329000.0,,,,,
2024-08-07,5.269999980926514,5.860000133514404,5.264999866485596,5.840000152587891,1871800.0,,,,,
2024-08-08,6.010000228881836,6.369999885559082,5.730000019073486,5.800000190734863,3107800.0,,,,,
2024-08-09,6.139999866485596,6.429999828338623,6.021999835968018,6.090000152587891,1211300.0,,,,,
2024-08-12,5.820000171661377,6.289999961853027,5.760000228881836,6.215000152587891,1314100.0,,,,,
2024-08-13,6.170000076293945,6.28000020980835,5.840000152587891,5.860000133514404,1082300.0,,,,,
2024-08-14,6.210000038146973,6.289999961853027,5.960000038146973,6.289999961853027,876300.0,,,,,
2024-08-15,6.849999904632568,6.909999847412109,6.320000171661377,6.320000171661377,2269000.0,,,,,
2024-08-16,6.570000171661377,7.329999923706055,6.409999847412109,6.800000190734863,2731800.0,,,,,
2024-08-19,6.820000171661377,6.880000114440918,6.46999979019165,6.639999866485596,967400.0,,,,,
2024-08-20,6.510000228881836,7.110000133514404,6.480000019073486,6.849999904632568,1245000.0,,,,,
2024-08-21,7.010000228881836,7.21999979019165,6.533999919891357,6.599999904632568,1941200.0,,,,,
2024-08-22,6.670000076293945,7.070000171661377,6.65500020980835,7.0,1244900.0,,,,,
2024-08-23,7.119999885559082,7.119999885559082,6.769999980926514,6.809999942779541,1280500.0,,,,,
2024-08-26,7.050000190734863,7.355000019073486,6.96999979019165,7.210000038146973,1353800.0,,,,,
2024-08-27,6.820000171661377,7.03000020980835,6.739999771118164,7.0,793100.0,,,,,
2024-08-28,6.420000076293945,6.880000114440918,6.329999923706055,6.75,1195400.0,,,,,
2024-08-29,6.579999923706055,6.78000020980835,6.400000095367432,6.539999961853027,735300.0,,,,,
2024-08-30,6.690000057220459,6.839000225067139,6.550000190734863,6.630000114440918,732900.0,,,,,
2024-09-03,6.159999847412109,6.619999885559082,6.019999980926514,6.610000133514404,1147100.0,,,,,
2024-09-04,6.289999961853027,6.5,6.090000152587891,6.159999847412109,690500.0,,,,,
2024-09-05,6.039999961853027,6.46999979019165,6.010000228881836,6.300000190734863,871100.0,,,,,
