Date,Close,High,Low,Open,Volume,"('Close', 'CAPT')","('High', 'CAPT')","('Low', 'CAPT')","('Open', 'CAPT')","('Volume', 'CAPT')"
2024-06-03,3.390000104904175,4.889999866485596,3.3499999046325684,4.670000076293945,224000.0,,,,,
2024-06-04,3.539999961853028,4.508999824523926,3.470000028610229,3.700000047683716,1163900.0,,,,,
2024-06-05,3.4800000190734863,3.829999923706055,3.440000057220459,3.7799999713897705,252400.0,,,,,
2024-06-06,3.390000104904175,3.5,3.3499999046325684,3.430000066757202,171400.0,,,,,
2024-06-07,2.994999885559082,3.4100000858306885,2.930000066757202,3.3499999046325684,157500.0,,,,,
2024-06-10,2.994999885559082,3.2300000190734863,2.9800000190734863,3.119999885559082,329100.0,,,,,
2024-06-11,2.740000009536743,3.0299999713897705,2.7100000381469727,2.990000009536743,180700.0,,,,,
2024-06-12,2.880000114440918,2.970000028610229,2.809999942779541,2.869999885559082,181600.0,,,,,
2024-06-13,3.140000104904175,3.25,2.890000104904175,2.9100000858306885,341400.0,,,,,
2024-06-14,3.180000066757202,3.572999954223633,3.059999942779541,3.5,377400.0,,,,,
2024-06-17,3.309999942779541,3.319999933242798,3.130000114440918,3.130000114440918,110000.0,,,,,
2024-06-18,3.069999933242798,3.319999933242798,3.009999990463257,3.200000047683716,115700.0,,,,,
2024-06-20,3.069999933242798,3.200000047683716,3.039999961853028,3.109999895095825,73200.0,,,,,
2024-06-21,2.950000047683716,3.0799999237060547,2.930000066757202,3.049999952316284,51100.0,,,,,
2024-06-24,2.470000028610229,3.009999990463257,2.3499999046325684,2.869999885559082,271600.0,,,,,
2024-06-25,2.680000066757202,3.065999984741211,2.5199999809265137,2.619999885559082,398200.0,,,,,
2024-06-26,2.690000057220459,2.75,2.5799999237060547,2.740000009536743,99500.0,,,,,
2024-06-27,2.630000114440918,2.809999942779541,2.5899999141693115,2.650000095367432,184700.0,,,,,
2024-06-28,2.6700000762939453,2.7100000381469727,2.569999933242798,2.569999933242798,140200.0,,,,,
2024-07-01,2.3399999141693115,2.5799999237060547,2.319999933242798,2.5199999809265137,173300.0,,,,,
2024-07-02,2.3499999046325684,2.4100000858306885,2.2799999713897705,2.3399999141693115,166000.0,,,,,
2024-07-03,2.450000047683716,2.562000036239624,2.319999933242798,2.319999933242798,146400.0,,,,,
2024-07-05,3.009999990463257,3.069999933242798,2.5,2.509999990463257,292700.0,,,,,
2024-07-08,2.559999942779541,3.109999895095825,2.559999942779541,3.059999942779541,265900.0,,,,,
2024-07-09,2.400000095367432,2.5899999141693115,2.390000104904175,2.490000009536743,238100.0,,,,,
2024-07-10,2.569999933242798,2.5999999046325684,2.3949999809265137,2.400000095367432,260800.0,,,,,
2024-07-11,2.880000114440918,2.880000114440918,2.5299999713897705,2.5799999237060547,229300.0,,,,,
2024-07-12,2.650000095367432,2.8299999237060547,2.5799999237060547,2.809999942779541,335800.0,,,,,
2024-07-15,2.390000104904175,2.690000057220459,2.359999895095825,2.630000114440918,412000.0,,,,,
2024-07-16,2.390000104904175,2.509999990463257,2.3399999141693115,2.400000095367432,224900.0,,,,,
2024-07-17,2.400000095367432,2.440000057220459,2.309999942779541,2.369999885559082,178900.0,,,,,
2024-07-18,2.400000095367432,2.430000066757202,2.359999895095825,2.390000104904175,184400.0,,,,,
2024-07-19,2.3399999141693115,2.440000057220459,2.319999933242798,2.4200000762939453,184100.0,,,,,
2024-07-22,2.369999885559082,2.4200000762939453,2.289999961853028,2.380000114440918,273000.0,,,,,
2024-07-23,2.2799999713897705,2.390000104904175,2.2799999713897705,2.3299999237060547,93800.0,,,,,
2024-07-24,2.289999961853028,2.319999933242798,1.975000023841858,2.319999933242798,246600.0,,,,,
2024-07-25,2.305000066757202,2.309999942779541,2.1600000858306885,2.25,276400.0,,,,,
2024-07-26,2.220000028610229,2.319999933242798,2.0899999141693115,2.299999952316284,243500.0,,,,,
2024-07-29,2.220000028610229,2.259999990463257,2.049999952316284,2.220000028610229,198500.0,,,,,
2024-07-30,2.009999990463257,2.180000066757202,2.009999990463257,2.180000066757202,147800.0,,,,,
2024-07-31,2.0899999141693115,2.140000104904175,2.039999961853028,2.049999952316284,149800.0,,,,,
