Date,Close,High,Low,Open,Volume,"('Close', 'WDH')","('High', 'WDH')","('Low', 'WDH')","('Open', 'WDH')","('Volume', 'WDH')"
2024-06-03,1.3173353672027588,1.3851393280796898,1.3076490870774828,1.375453047954414,435200.0,,,,,
2024-06-04,1.3367078304290771,1.356080389273482,1.3173352715846725,1.3270215510068748,358100.0,,,,,
2024-06-05,1.346394181251526,1.3851393009950168,1.2979627815721622,1.3851393009950168,727500.0,,,,,
2024-06-06,1.356080412864685,1.356080412864685,1.3028058751157756,1.356080412864685,451500.0,,,,,
2024-06-07,1.346394181251526,1.346394181251526,1.3173353414439075,1.3270216213797803,402100.0,,,,,
2024-06-10,1.346394181251526,1.3560804611873984,1.3124922014759712,1.3560804611873984,529000.0,,,,,
2024-06-11,1.356080412864685,1.356080412864685,1.2882764557297093,1.3367078536832633,714100.0,,,,,
2024-06-12,1.346394181251526,1.3851393009950168,1.3173353414439075,1.375453021059144,501000.0,,,,,
2024-06-13,1.2689038515090942,1.341551067941262,1.2107861707390135,1.3270216477487418,709900.0,,,,,
2024-06-14,1.142982006072998,1.2495311947232064,1.036432932892348,1.2398449153431472,750400.0,,,,,
2024-06-17,1.201099872589111,1.201099872589111,1.084864397323405,1.1429820772214754,577000.0,,,,,
2024-06-18,1.191413640975952,1.191413640975952,1.1139232824962844,1.191413640975952,564800.0,,,,,
2024-06-20,1.1817272901535034,1.1817272901535034,1.1236094958909302,1.1526684507569984,556900.0,,,,,
2024-06-21,1.1332957744598389,1.1720410090826934,1.0558055361532563,1.1720410090826934,983600.0,,,,,
2024-06-24,1.1332957744598389,1.1381389143540004,1.1139232148831932,1.123609494671516,141100.0,,,,,
2024-06-25,1.0461193323135376,1.128452716491712,1.0461193323135376,1.1139232957543872,497800.0,,,,,
2024-06-26,1.0461193323135376,1.0674291263010331,0.9880015338946664,1.0558056128050874,860300.0,,,,,
2024-06-27,1.0654919147491455,1.0654919147491455,0.9976878344735638,1.055805634062573,503500.0,,,,,
2024-06-28,1.094550609588623,1.1236094477398424,1.055805492053664,1.0751780508211437,578700.0,,,,,
2024-07-01,1.113923192024231,1.1236094716137803,1.094550632845132,1.094550632845132,311100.0,,,,,
