Date,Close,High,Low,Open,Volume,"('Close', 'PSQH')","('High', 'PSQH')","('Low', 'PSQH')","('Open', 'PSQH')","('Volume', 'PSQH')"
2024-06-03,3.380000114440918,3.486999988555908,3.259999990463257,3.380000114440918,88000.0,,,,,
2024-06-04,3.2300000190734863,3.3980000019073486,3.0299999713897705,3.390000104904175,135300.0,,,,,
2024-06-05,3.2799999713897705,3.308000087738037,3.0999999046325684,3.289999961853028,101400.0,,,,,
2024-06-06,3.220000028610229,3.289999961853028,3.1700000762939453,3.2799999713897705,35600.0,,,,,
2024-06-07,3.440000057220459,3.450000047683716,3.1700000762939453,3.1700000762939453,117100.0,,,,,
2024-06-10,3.400000095367432,3.4800000190734863,3.240000009536743,3.4200000762939453,45500.0,,,,,
2024-06-11,3.609999895095825,3.630000114440918,3.299999952316284,3.299999952316284,35300.0,,,,,
2024-06-12,3.5,3.5899999141693115,3.4100000858306885,3.539999961853028,49000.0,,,,,
2024-06-13,3.4200000762939453,3.714999914169312,3.309999942779541,3.440000057220459,117700.0,,,,,
2024-06-14,3.3299999237060547,3.450000047683716,3.259999990463257,3.390000104904175,43100.0,,,,,
2024-06-17,3.380000114440918,3.509000062942505,3.319999933242798,3.359999895095825,171200.0,,,,,
2024-06-18,3.109999895095825,3.450000047683716,3.109999895095825,3.450000047683716,76500.0,,,,,
2024-06-20,3.0799999237060547,3.2799999713897705,3.0299999713897705,3.2049999237060547,60600.0,,,,,
2024-06-21,3.0,3.140000104904175,2.864000082015991,3.059999942779541,162400.0,,,,,
2024-06-24,3.559999942779541,3.650000095367432,3.0,3.0,192200.0,,,,,
2024-06-25,3.690000057220459,3.740000009536743,3.4200000762939453,3.609999895095825,90700.0,,,,,
2024-06-26,3.759999990463257,3.869999885559082,3.700000047683716,3.7300000190734863,134400.0,,,,,
2024-06-27,4.039999961853027,4.076000213623047,3.75,3.7799999713897705,107800.0,,,,,
2024-06-28,3.7699999809265137,4.119999885559082,3.609999895095825,4.099999904632568,103300.0,,,,,
2024-07-01,3.619999885559082,3.825000047683716,3.609999895095825,3.7899999618530273,32200.0,,,,,
2024-07-02,3.4800000190734863,3.640000104904175,3.4200000762939453,3.559999942779541,46600.0,,,,,
2024-07-03,3.4200000762939453,3.5899999141693115,3.4100000858306885,3.4100000858306885,32400.0,,,,,
