Date,Close,High,Low,Open,Volume,"('Close', 'RBRK')","('High', 'RBRK')","('Low', 'RBRK')","('Open', 'RBRK')","('Volume', 'RBRK')"
2024-06-03,30.809999465942383,31.59499931335449,30.5,30.5,642400.0,,,,,
2024-06-04,30.75,31.799999237060547,30.399999618530277,30.540000915527344,607300.0,,,,,
2024-06-05,31.399999618530277,31.46999931335449,30.399999618530277,31.020000457763672,422400.0,,,,,
2024-06-06,33.279998779296875,33.66999816894531,31.75,32.0,1136900.0,,,,,
2024-06-07,33.83000183105469,34.130001068115234,32.68000030517578,33.279998779296875,656200.0,,,,,
2024-06-10,35.7599983215332,36.18999862670898,33.869998931884766,33.880001068115234,954100.0,,,,,
2024-06-11,35.2599983215332,36.40999984741211,35.09000015258789,35.619998931884766,1896800.0,,,,,
2024-06-12,32.119998931884766,36.900001525878906,31.69099998474121,36.56999969482422,4066600.0,,,,,
2024-06-13,31.11000061035156,33.439998626708984,30.780000686645508,32.7599983215332,1273700.0,,,,,
2024-06-14,32.5,32.54999923706055,29.649999618530277,30.489999771118164,1255000.0,,,,,
2024-06-17,31.06999969482422,32.27000045776367,30.809999465942383,32.209999084472656,922200.0,,,,,
2024-06-18,30.649999618530277,31.15999984741211,30.520000457763672,30.989999771118164,553100.0,,,,,
2024-06-20,29.670000076293945,30.56999969482422,29.520000457763672,30.56999969482422,1188400.0,,,,,
2024-06-21,28.649999618530277,30.25,28.34000015258789,29.940000534057617,3281100.0,,,,,
2024-06-24,30.15999984741211,30.51000022888184,28.350000381469727,28.540000915527344,1111000.0,,,,,
2024-06-25,30.3700008392334,30.959999084472656,29.51000022888184,29.979999542236328,631500.0,,,,,
2024-06-26,29.71999931335449,30.540000915527344,29.1200008392334,30.049999237060547,877600.0,,,,,
2024-06-27,30.649999618530277,30.729999542236328,29.229999542236328,29.479999542236328,550000.0,,,,,
2024-06-28,30.65999984741211,31.5,30.11000061035156,30.649999618530277,1610400.0,,,,,
2024-07-01,30.0,31.5,29.75,31.01000022888184,1118500.0,,,,,
2024-07-02,29.899999618530277,30.520000457763672,29.540000915527344,30.149999618530277,730900.0,,,,,
2024-07-03,29.93000030517578,30.71999931335449,29.899999618530277,30.299999237060547,1159600.0,,,,,
2024-07-05,32.7599983215332,32.79999923706055,30.0,30.0,1627800.0,,,,,
2024-07-08,32.0099983215332,32.9900016784668,31.850000381469727,32.63999938964844,792000.0,,,,,
2024-07-09,32.650001525878906,33.0,31.450000762939453,32.220001220703125,1038400.0,,,,,
2024-07-10,33.189998626708984,33.220001220703125,32.15999984741211,32.900001525878906,571000.0,,,,,
2024-07-11,32.9900016784668,34.119998931884766,32.79999923706055,33.5099983215332,814800.0,,,,,
2024-07-12,33.849998474121094,33.88999938964844,32.52000045776367,33.0,582400.0,,,,,
2024-07-15,34.290000915527344,35.459999084472656,34.09000015258789,34.470001220703125,1226500.0,,,,,
2024-07-16,34.0,34.62300109863281,33.72999954223633,34.36000061035156,1082100.0,,,,,
2024-07-17,34.7400016784668,34.86000061035156,33.29999923706055,33.47999954223633,842700.0,,,,,
2024-07-18,34.0,35.25,33.57500076293945,34.95000076293945,735100.0,,,,,
2024-07-19,33.86000061035156,34.41999816894531,33.31999969482422,34.0,761200.0,,,,,
2024-07-22,34.540000915527344,34.560001373291016,33.51100158691406,34.0,329300.0,,,,,
2024-07-23,36.40999984741211,36.42499923706055,34.31999969482422,34.560001373291016,807800.0,,,,,
2024-07-24,35.0,36.47499847412109,34.61000061035156,36.09000015258789,1019000.0,,,,,
2024-07-25,34.41999816894531,35.47600173950195,33.65999984741211,34.650001525878906,860900.0,,,,,
2024-07-26,34.709999084472656,35.27000045776367,34.040000915527344,35.0,541500.0,,,,,
2024-07-29,34.599998474121094,36.15999984741211,34.529998779296875,35.0,589000.0,,,,,
2024-07-30,36.61000061035156,36.845001220703125,34.63999938964844,34.63999938964844,1029700.0,,,,,
2024-07-31,37.20000076293945,38.5,36.7599983215332,36.93000030517578,1156000.0,,,,,
2024-08-01,34.58000183105469,37.459999084472656,34.52000045776367,37.13999938964844,1199200.0,,,,,
2024-08-02,31.049999237060547,33.939998626708984,30.809999465942383,33.880001068115234,1166800.0,,,,,
2024-08-05,30.049999237060547,30.75,28.600000381469727,28.989999771118164,1197900.0,,,,,
2024-08-06,30.959999084472656,31.065000534057617,29.65999984741211,30.809999465942383,866700.0,,,,,
2024-08-07,31.09000015258789,31.86000061035156,30.709999084472656,31.59000015258789,944500.0,,,,,
2024-08-08,31.489999771118164,32.029998779296875,30.280000686645508,31.46999931335449,561400.0,,,,,
2024-08-09,31.75,32.459999084472656,30.96999931335449,31.26000022888184,648300.0,,,,,
2024-08-12,31.290000915527344,31.940000534057617,31.01000022888184,31.75,351800.0,,,,,
2024-08-13,32.11000061035156,32.72999954223633,31.520000457763672,31.979999542236328,604100.0,,,,,
2024-08-14,31.709999084472656,32.59000015258789,31.690000534057617,32.29999923706055,815200.0,,,,,
2024-08-15,33.619998931884766,33.64500045776367,32.0,32.11000061035156,1266000.0,,,,,
2024-08-16,33.40999984741211,34.86000061035156,33.150001525878906,33.65999984741211,969000.0,,,,,
2024-08-19,35.86000061035156,36.3650016784668,33.75,33.75,1205700.0,,,,,
