Date,Close,High,Low,Open,Volume,"('Close', 'FG')","('High', 'FG')","('Low', 'FG')","('Open', 'FG')","('Volume', 'FG')"
2024-06-03,39.82693099975586,39.94290627794276,38.2613016109369,39.36304094701952,93400.0,,,,,
2024-06-04,37.265872955322266,39.37270935371296,37.024263310430406,39.3243844753981,127400.0,,,,,
2024-06-05,38.72519302368164,38.78318066481159,37.71043326726616,38.58989221438232,86800.0,,,,,
2024-06-06,37.990699768066406,38.81217104014807,37.81094140598623,38.425594155244696,55200.0,,,,,
2024-06-07,37.73942565917969,38.42559616340627,37.21175249711421,37.42050284613701,72500.0,,,,,
2024-06-10,37.87472534179688,38.126001428632414,36.84063639111102,37.246542498049,82200.0,,,,,
2024-06-11,37.38184356689453,37.67177439578556,36.95661193029905,37.391506330300345,73900.0,,,,,
2024-06-12,37.62345123291016,38.3869385354095,37.44465878257692,38.3869385354095,75300.0,,,,,
2024-06-13,36.376747131347656,37.35285215014532,36.23178355806354,37.35285215014532,55100.0,,,,,
2024-06-14,35.76447677612305,36.377721446453776,35.307704720133266,35.86166508074675,74300.0,,,,,
2024-06-17,36.0851936340332,36.14350291109067,35.29798502756378,35.41460728903356,96100.0,,,,,
2024-06-18,36.78492736816406,37.35832535059701,36.10462781896776,36.10462781896776,79800.0,,,,,
2024-06-20,37.18339538574219,37.338892977194895,36.13475889728949,36.37675278862974,40100.0,,,,,
2024-06-21,37.4457893371582,37.84425205194838,36.872391410279256,37.03760964718715,117900.0,,,,,
2024-06-24,37.368045806884766,37.8345385123637,37.22226521445502,37.40692112584663,45500.0,,,,,
2024-06-25,36.814083099365234,37.64988386605625,36.590555590866,37.10564055795753,38200.0,,,,,
2024-06-26,36.814083099365234,37.144515874397634,36.27956047405365,36.32815276592667,68100.0,,,,,
2024-06-27,37.72763442993164,37.76650975012077,36.46421618262162,37.115361112693904,33400.0,,,,,
2024-06-28,36.97930145263672,38.087222134132325,36.72661928438607,37.77622698519863,142700.0,,,,,
2024-07-01,36.62942886352539,37.39233937337836,36.250403779406064,36.85295638217642,68200.0,,,,,
2024-07-02,36.3573112487793,36.78492865283017,36.30677629794034,36.50309184718655,56200.0,,,,,
2024-07-03,37.2902946472168,37.5332598262973,36.02687645746905,36.34759227338544,34300.0,,,,,
2024-07-05,36.814083099365234,37.2125458244907,36.48365032433284,36.99873529142437,48100.0,,,,,
2024-07-08,36.70718002319336,37.504105520997776,36.60027475028103,37.18338970226079,57200.0,,,,,
2024-07-09,36.8918342590332,37.32917235079284,36.44477919072542,36.56140144607644,47800.0,,,,,
2024-07-10,38.87442779541016,38.884144771123104,37.24170153141458,37.24170153141458,76400.0,,,,,
2024-07-11,40.87646865844727,41.36239908312391,39.48087567798727,39.90460780909397,89000.0,,,,,
2024-07-12,40.70153045654297,41.624798937926975,40.526595219760544,41.00280492528131,78800.0,,,,,
2024-07-15,42.28565979003906,42.44115736243906,41.25548976314701,41.27492742311632,80300.0,,,,,
2024-07-16,43.7045783996582,43.99613587842283,42.47031482244529,42.4897524820102,100900.0,,,,,
2024-07-17,43.67542266845703,44.41403894667535,43.18949227233882,43.18949227233882,91800.0,,,,,
2024-07-18,43.14089584350586,44.99714963064903,43.10202052577354,43.37414404254542,60700.0,,,,,
2024-07-19,42.567501068115234,43.60739179746881,42.557784091632186,42.9854014966242,99300.0,,,,,
2024-07-22,42.80074691772461,42.9076521898994,42.10100601429284,42.74243393998715,194600.0,,,,,
2024-07-23,43.539363861083984,44.10304491448665,42.30510017858434,42.70356296526889,239300.0,,,,,
2024-07-24,41.69282531738281,43.83091588147068,41.663666975518616,43.43245314463383,93500.0,,,,,
2024-07-25,42.36341094970703,43.55879924732821,42.0815704377256,42.101008097933416,93300.0,,,,,
2024-07-26,42.567501068115234,43.238087373438965,42.231236588540526,43.238087373438965,131900.0,,,,,
2024-07-29,41.8580436706543,42.79588947551661,41.7414214146326,42.44115865811748,70800.0,,,,,
2024-07-30,41.935794830322266,43.09813951189027,41.92607414624363,42.295382286782775,280900.0,,,,,
2024-07-31,41.91635894775391,42.34397638148699,41.663673053955584,42.237071096215,127700.0,,,,,
2024-08-01,39.506141662597656,42.16709543431769,39.19514651373732,42.13988345147627,92700.0,,,,,
2024-08-02,37.212547302246094,38.24271727733846,36.91126914890254,38.24271727733846,107300.0,,,,,
2024-08-05,36.03659439086914,36.26012189368373,33.91793789436928,36.26012189368373,168400.0,,,,,
2024-08-06,37.34860610961914,37.54297898646876,35.37573012187798,36.91126806354605,109200.0,,,,,
2024-08-07,36.36702728271485,38.281594135894125,35.75475768292367,37.92200669845818,117500.0,,,,,
2024-08-08,37.52354431152344,37.79566413633644,36.687743469764,36.687743469764,58700.0,,,,,
2024-08-09,37.27085876464844,37.455514682258695,36.83352438734005,37.387484725461626,55700.0,,,,,
2024-08-12,36.61971282958984,37.52354361067108,36.57112053426005,37.04733021878832,48000.0,,,,,
2024-08-13,38.25244140625,38.71893414201467,36.97930243275256,37.20282997026346,75300.0,,,,,
2024-08-14,37.79566192626953,38.22328300580471,37.64502470453564,38.11637773592091,63100.0,,,,,
2024-08-15,39.253456115722656,39.82685412136397,38.58287351550673,38.70921645433744,102500.0,,,,,
2024-08-16,40.21560287475586,40.67237495170636,39.20486670441638,39.20486670441638,69500.0,,,,,
2024-08-19,40.4196891784668,40.604341388318616,39.962913434667286,40.21559930852196,43900.0,,,,,
2024-08-20,38.97161483764648,40.3030667428322,38.91816219947128,40.3030667428322,53600.0,,,,,
2024-08-21,39.27289581298828,39.69079626457175,38.90358766121234,39.54501565779432,43600.0,,,,,
2024-08-22,39.1562728881836,39.33120813040899,38.64118413836225,39.12711454290951,45600.0,,,,,
2024-08-23,40.92505645751953,41.31379853008467,39.26317547770432,39.69079286973233,66300.0,,,,,
2024-08-26,40.83758544921875,41.65394855333496,40.65293325814461,41.5859186036048,45600.0,,,,,
2024-08-27,41.0999870300293,41.168016977702464,40.44883847855946,40.65293202893304,44900.0,,,,,
2024-08-28,42.6160888671875,42.64524720826829,41.10970557119654,41.10970557119654,76600.0,,,,,
2024-08-29,42.99512100219727,43.68514124157736,42.83962343124747,43.21864852872795,63300.0,,,,,
