Date,Close,High,Low,Open,Volume,"('Close', 'XPEV')","('High', 'XPEV')","('Low', 'XPEV')","('Open', 'XPEV')","('Volume', 'XPEV')"
2024-06-03,8.119999885559082,8.579999923706055,8.029999732971191,8.539999961853027,9729300.0,,,,,
2024-06-04,8.100000381469727,8.180000305175781,8.010000228881836,8.145000457763672,6887900.0,,,,,
2024-06-05,8.350000381469727,8.5,8.180000305175781,8.300000190734863,9990500.0,,,,,
2024-06-06,8.359999656677246,8.470000267028809,8.229999542236328,8.25,9192500.0,,,,,
2024-06-07,8.149999618530273,8.4399995803833,8.119999885559082,8.225000381469727,7341000.0,,,,,
2024-06-10,7.929999828338623,8.189000129699707,7.889999866485596,8.149999618530273,10745200.0,,,,,
2024-06-11,7.5,7.949999809265137,7.480000019073486,7.934999942779541,15511600.0,,,,,
2024-06-12,7.480000019073486,7.690000057220459,7.340000152587891,7.639999866485596,13817900.0,,,,,
2024-06-13,7.369999885559082,7.635000228881836,7.369999885559082,7.474999904632568,7923000.0,,,,,
2024-06-14,7.190000057220459,7.320000171661377,7.159999847412109,7.309999942779541,6418600.0,,,,,
2024-06-17,7.320000171661377,7.329999923706055,7.170000076293945,7.260000228881836,6811600.0,,,,,
2024-06-18,7.480000019073486,7.534999847412109,7.130000114440918,7.230000019073486,9129200.0,,,,,
2024-06-20,7.480000019073486,7.510000228881836,7.300000190734863,7.389999866485596,6665200.0,,,,,
2024-06-21,7.730000019073486,7.829999923706055,7.5,7.539999961853027,8154600.0,,,,,
2024-06-24,7.920000076293945,8.050000190734863,7.78000020980835,7.809999942779541,6366500.0,,,,,
2024-06-25,7.940000057220459,7.960000038146973,7.789999961853027,7.860000133514404,5215400.0,,,,,
2024-06-26,8.239999771118164,8.319999694824219,7.920000076293945,7.960000038146973,9226200.0,,,,,
2024-06-27,7.690000057220459,7.869999885559082,7.639999866485596,7.860000133514404,10854800.0,,,,,
2024-06-28,7.329999923706055,7.619999885559082,7.175000190734863,7.610000133514404,12727700.0,,,,,
2024-07-01,7.710000038146973,7.75,7.440000057220459,7.460000038146973,10646500.0,,,,,
2024-07-02,7.630000114440918,7.989999771118164,7.570000171661377,7.840000152587891,9828800.0,,,,,
2024-07-03,8.319999694824219,8.59000015258789,7.769999980926514,7.769999980926514,19785500.0,,,,,
2024-07-05,7.920000076293945,7.980000019073486,7.429999828338623,7.769999980926514,23352900.0,,,,,
2024-07-08,7.449999809265137,7.679999828338623,7.429999828338623,7.639999866485596,11974200.0,,,,,
2024-07-09,7.510000228881836,7.559999942779541,7.380000114440918,7.449999809265137,7444900.0,,,,,
2024-07-10,8.069999694824219,8.109999656677246,7.579999923706055,7.599999904632568,18942700.0,,,,,
2024-07-11,8.6899995803833,8.989999771118164,8.4399995803833,8.5,25447800.0,,,,,
2024-07-12,8.84000015258789,9.239999771118164,8.75,8.880000114440918,18496100.0,,,,,
2024-07-15,8.399999618530273,8.550000190734863,8.180000305175781,8.369999885559082,11193700.0,,,,,
2024-07-16,8.949999809265137,8.989999771118164,8.510000228881836,8.510000228881836,13573800.0,,,,,
2024-07-17,8.600000381469727,8.875,8.479999542236328,8.850000381469727,9168500.0,,,,,
2024-07-18,8.350000381469727,8.649999618530273,8.279999732971191,8.569999694824219,7723000.0,,,,,
2024-07-19,8.449999809265137,8.539999961853027,8.199999809265137,8.279999732971191,7861700.0,,,,,
2024-07-22,9.0,9.039999961853027,8.739999771118164,8.789999961853027,12648100.0,,,,,
2024-07-23,8.399999618530273,8.789999961853027,8.375,8.699999809265137,11123800.0,,,,,
2024-07-24,8.050000190734863,8.305000305175781,8.0,8.210000038146973,8309500.0,,,,,
2024-07-25,8.199999809265137,8.329999923706055,8.09000015258789,8.1899995803833,5655500.0,,,,,
2024-07-26,8.510000228881836,8.779999732971191,8.149999618530273,8.289999961853027,11778600.0,,,,,
2024-07-29,8.239999771118164,8.4399995803833,8.119999885559082,8.399999618530273,8499200.0,,,,,
2024-07-30,7.940000057220459,8.119999885559082,7.900000095367432,8.100000381469727,6032500.0,,,,,
2024-07-31,8.0600004196167,8.350000381469727,8.039999961853027,8.229999542236328,7872200.0,,,,,
