Date,Close,High,Low,Open,Volume,"('Close', 'WHR')","('High', 'WHR')","('Low', 'WHR')","('Open', 'WHR')","('Volume', 'WHR')"
2024-06-03,85.09722900390625,87.02538978385132,85.00497409010094,86.25966062592964,1593500.0,,,,,
2024-06-04,82.3203125,84.5252378527836,82.30185729549069,84.48833448236317,788500.0,,,,,
2024-06-05,82.58786010742188,82.75392177610607,81.416207861805,82.56941193916768,977200.0,,,,,
2024-06-06,82.15426635742188,82.68012716761208,81.89594271572533,82.22806607359279,672800.0,,,,,
2024-06-07,81.29627990722656,81.80368549518057,80.5028749122155,80.99183233129455,854300.0,,,,,
2024-06-10,81.44388580322266,81.7667815457666,80.28145409146512,80.45674336824582,694700.0,,,,,
2024-06-11,81.68376159667969,82.20039483135218,80.17998583798658,81.01951484432938,919300.0,,,,,
2024-06-12,86.76707458496094,88.14169182666348,84.06396403989015,84.06396403989015,3474000.0,,,,,
2024-06-13,85.62310028076172,86.54566360942364,83.9532629082355,86.54566360942364,1043300.0,,,,,
2024-06-14,83.76875305175781,85.47549380193644,83.59346376697312,84.65441300257591,1200000.0,,,,,
2024-06-17,84.64517974853516,86.8593329970886,83.86100237929308,83.86100237929308,1691000.0,,,,,
2024-06-18,82.20960235595703,85.48470433383247,82.16347138330035,84.52523781907854,1183300.0,,,,,
2024-06-20,82.66166687011719,82.89230768562454,81.7483312115158,81.7483312115158,841800.0,,,,,
2024-06-21,83.4273910522461,83.93480363130257,82.21883550398262,82.67088950439741,1282300.0,,,,,
2024-06-24,84.70053100585938,85.20794361644134,83.82409872059866,83.95325701445604,1218800.0,,,,,
2024-06-25,80.29067993164062,83.96248482811994,80.22610078455024,83.92558145283984,1708300.0,,,,,
2024-06-26,94.01842498779295,95.59600731411432,88.76903779817583,95.31000791792805,9743400.0,,,,,
2024-06-27,93.06817626953124,93.27114130665824,91.66588325448848,93.05895570500648,1778100.0,,,,,
2024-06-28,94.28595733642578,95.1716242128368,92.85598858272208,93.23423583911126,1314500.0,,,,,
2024-07-01,93.05896759033205,94.68267401752708,92.81909914867376,93.89849657823632,1172900.0,,,,,
2024-07-02,94.31365203857422,94.931767778547,93.43721265455648,94.285969226334,1344000.0,,,,,
2024-07-03,93.04049682617188,95.80818641171156,93.04049682617188,94.71956155985534,514700.0,,,,,
2024-07-05,92.62535095214844,93.65861727901644,92.00723526895436,92.66225432647929,969100.0,,,,,
2024-07-08,94.9317626953125,95.6698090944083,92.9298020717087,93.11431191183286,1178000.0,,,,,
2024-07-09,93.48333740234376,94.2675147704664,93.0681797096206,94.14758407982148,944200.0,,,,,
2024-07-10,94.9133071899414,96.12186986633492,92.77296067366944,93.49255890193167,715500.0,,,,,
2024-07-11,100.04276275634766,100.11656246824728,96.7123088050319,96.8691428708924,935100.0,,,,,
2024-07-12,101.34356689453124,102.54290187922814,100.18113528275106,101.03911934691762,892100.0,,,,,
2024-07-15,102.10008239746094,102.81968067119143,100.08889404951178,100.90075428744332,899800.0,,,,,
2024-07-16,103.64075469970705,104.5356422006015,102.57981256674474,102.74587423741174,841900.0,,,,,
2024-07-17,102.9488296508789,104.21274383680688,102.1738798996932,102.1738798996932,939600.0,,,,,
2024-07-18,97.05364990234376,106.50992309965628,95.8819976860993,102.00781702839238,2627700.0,,,,,
2024-07-19,97.4411392211914,99.07407318098204,96.54625168537076,96.54625168537076,743700.0,,,,,
2024-07-22,98.07769775390624,99.12019874066284,97.30274799533235,97.93009129262512,732800.0,,,,,
2024-07-23,93.5110092163086,95.98347894527392,92.84676256694496,95.94657557157608,1724600.0,,,,,
