Date,Close,High,Low,Open,Volume,"('Close', 'MXCT')","('High', 'MXCT')","('Low', 'MXCT')","('Open', 'MXCT')","('Volume', 'MXCT')"
2024-06-03,4.440000057220459,4.53000020980835,4.329999923706055,4.5,235700.0,,,,,
2024-06-04,4.460000038146973,4.519999980926514,4.320000171661377,4.409999847412109,285200.0,,,,,
2024-06-05,4.590000152587891,4.639999866485596,4.449999809265137,4.489999771118164,234400.0,,,,,
2024-06-06,4.829999923706055,5.005000114440918,4.585000038146973,4.71999979019165,657100.0,,,,,
2024-06-07,4.860000133514404,4.949999809265137,4.664999961853027,4.789999961853027,249500.0,,,,,
2024-06-10,4.960000038146973,5.0,4.760000228881836,4.889999866485596,388400.0,,,,,
2024-06-11,4.679999828338623,5.260000228881836,4.599999904632568,5.0,1729500.0,,,,,
2024-06-12,5.0,5.2129998207092285,4.699999809265137,4.699999809265137,778400.0,,,,,
2024-06-13,4.949999809265137,5.050000190734863,4.860000133514404,5.010000228881836,276600.0,,,,,
2024-06-14,4.900000095367432,5.059999942779541,4.849999904632568,4.909999847412109,611400.0,,,,,
2024-06-17,4.690000057220459,5.0,4.679999828338623,4.949999809265137,528200.0,,,,,
2024-06-18,4.409999847412109,4.760000228881836,4.400000095367432,4.760000228881836,453700.0,,,,,
2024-06-20,4.159999847412109,4.429999828338623,3.954999923706055,4.429999828338623,1180200.0,,,,,
2024-06-21,4.239999771118164,4.289999961853027,4.119999885559082,4.159999847412109,651200.0,,,,,
2024-06-24,4.190000057220459,4.320000171661377,4.125,4.25,517700.0,,,,,
2024-06-25,4.090000152587891,4.195000171661377,4.079999923706055,4.170000076293945,354000.0,,,,,
2024-06-26,3.9800000190734863,4.133999824523926,3.930000066757202,4.059999942779541,449200.0,,,,,
2024-06-27,4.0,4.050000190734863,3.930000066757202,3.990000009536743,352600.0,,,,,
2024-06-28,3.920000076293945,4.050000190734863,3.910000085830689,4.039999961853027,3187800.0,,,,,
2024-07-01,3.829999923706055,3.990000009536743,3.7799999713897705,3.930000066757202,408500.0,,,,,
2024-07-02,3.7200000286102295,3.8550000190734863,3.680000066757202,3.829999923706055,427200.0,,,,,
2024-07-03,3.759999990463257,3.7899999618530273,3.650000095367432,3.740000009536743,360200.0,,,,,
2024-07-05,3.680000066757202,3.7699999809265137,3.5799999237060547,3.75,709900.0,,,,,
2024-07-08,4.050000190734863,4.054999828338623,3.680000066757202,3.7100000381469727,1487500.0,,,,,
2024-07-09,4.179999828338623,4.179999828338623,3.974999904632568,4.039999961853027,590400.0,,,,,
2024-07-10,4.110000133514404,4.21999979019165,4.019999980926514,4.150000095367432,182300.0,,,,,
2024-07-11,4.460000038146973,4.489999771118164,4.130000114440918,4.199999809265137,535900.0,,,,,
2024-07-12,4.489999771118164,4.630000114440918,4.440000057220459,4.5,389100.0,,,,,
2024-07-15,4.699999809265137,4.710000038146973,4.510000228881836,4.550000190734863,371200.0,,,,,
2024-07-16,5.059999942779541,5.059999942779541,4.71999979019165,4.730000019073486,478600.0,,,,,
2024-07-17,5.019999980926514,5.135000228881836,4.929999828338623,5.0,497000.0,,,,,
2024-07-18,4.630000114440918,5.050000190734863,4.625,5.0,379000.0,,,,,
2024-07-19,4.400000095367432,4.699999809265137,4.400000095367432,4.630000114440918,333200.0,,,,,
2024-07-22,4.510000228881836,4.53000020980835,4.315000057220459,4.429999828338623,223700.0,,,,,
2024-07-23,4.579999923706055,4.659999847412109,4.449999809265137,4.539999961853027,369200.0,,,,,
2024-07-24,4.420000076293945,4.619999885559082,4.409999847412109,4.619999885559082,289700.0,,,,,
2024-07-25,4.619999885559082,4.639999866485596,4.369999885559082,4.449999809265137,470600.0,,,,,
2024-07-26,4.789999961853027,4.829999923706055,4.525000095367432,4.71999979019165,493100.0,,,,,
2024-07-29,4.630000114440918,4.804999828338623,4.565000057220459,4.78000020980835,312400.0,,,,,
2024-07-30,4.670000076293945,4.739999771118164,4.610000133514404,4.659999847412109,232300.0,,,,,
2024-07-31,4.800000190734863,5.065000057220459,4.579999923706055,4.670000076293945,414700.0,,,,,
2024-08-01,4.570000171661377,4.829999923706055,4.445000171661377,4.809999942779541,324300.0,,,,,
2024-08-02,4.369999885559082,4.5,4.199999809265137,4.340000152587891,441800.0,,,,,
2024-08-05,4.340000152587891,4.380000114440918,3.9800000190734863,4.0,510600.0,,,,,
2024-08-06,4.449999809265137,4.449999809265137,4.210000038146973,4.340000152587891,372800.0,,,,,
2024-08-07,4.079999923706055,4.630000114440918,3.994999885559082,4.630000114440918,703200.0,,,,,
2024-08-08,4.179999828338623,4.349999904632568,4.09499979019165,4.159999847412109,451300.0,,,,,
2024-08-09,4.179999828338623,4.289999961853027,4.059999942779541,4.159999847412109,369600.0,,,,,
2024-08-12,4.03000020980835,4.409999847412109,4.014999866485596,4.190000057220459,364100.0,,,,,
2024-08-13,4.039999961853027,4.199999809265137,4.0,4.070000171661377,302900.0,,,,,
2024-08-14,3.950000047683716,4.050000190734863,3.930000066757202,4.039999961853027,276200.0,,,,,
2024-08-15,4.099999904632568,4.150000095367432,3.9700000286102295,4.070000171661377,280200.0,,,,,
2024-08-16,4.139999866485596,4.159999847412109,4.014999866485596,4.099999904632568,290900.0,,,,,
2024-08-19,4.269999980926514,4.269999980926514,3.910000085830689,4.119999885559082,223500.0,,,,,
2024-08-20,4.170000076293945,4.340000152587891,4.105000019073486,4.269999980926514,300300.0,,,,,
2024-08-21,4.25,4.269999980926514,4.090000152587891,4.199999809265137,171300.0,,,,,
2024-08-22,4.119999885559082,4.269999980926514,4.090000152587891,4.239999771118164,192700.0,,,,,
2024-08-23,4.349999904632568,4.380000114440918,4.150000095367432,4.159999847412109,336900.0,,,,,
2024-08-26,4.329999923706055,4.400000095367432,4.21999979019165,4.400000095367432,292900.0,,,,,
2024-08-27,4.239999771118164,4.379000186920166,4.21999979019165,4.300000190734863,312000.0,,,,,
2024-08-28,4.239999771118164,4.320000171661377,4.139999866485596,4.230000019073486,430000.0,,,,,
2024-08-29,4.309999942779541,4.400000095367432,4.269999980926514,4.300000190734863,698700.0,,,,,
2024-08-30,4.320000171661377,4.429999828338623,4.099999904632568,4.329999923706055,440200.0,,,,,
2024-09-03,4.090000152587891,4.300000190734863,4.03000020980835,4.25,317800.0,,,,,
2024-09-04,3.900000095367432,4.079999923706055,3.900000095367432,4.079999923706055,246200.0,,,,,
2024-09-05,3.9600000381469727,4.130000114440918,3.869999885559082,3.920000076293945,181100.0,,,,,
2024-09-06,3.7899999618530273,3.9700000286102295,3.7300000190734863,3.9600000381469727,317900.0,,,,,
2024-09-09,3.829999923706055,3.859999895095825,3.7200000286102295,3.819999933242798,352100.0,,,,,
2024-09-10,3.9600000381469727,3.984999895095825,3.759999990463257,3.9800000190734863,371000.0,,,,,
2024-09-11,3.910000085830689,3.9800000190734863,3.795000076293945,3.940000057220459,291200.0,,,,,
2024-09-12,4.0,4.070000171661377,3.819999933242798,3.940000057220459,252300.0,,,,,
2024-09-13,4.03000020980835,4.150000095367432,3.984999895095825,4.0,239000.0,,,,,
2024-09-16,4.119999885559082,4.255000114440918,3.984999895095825,4.079999923706055,331300.0,,,,,
2024-09-17,4.099999904632568,4.235000133514404,4.005000114440918,4.159999847412109,321900.0,,,,,
2024-09-18,4.059999942779541,4.25,3.990000009536743,4.070000171661377,277400.0,,,,,
2024-09-19,4.349999904632568,4.409999847412109,4.119999885559082,4.210000038146973,432200.0,,,,,
2024-09-20,4.099999904632568,4.289999961853027,4.034999847412109,4.289999961853027,794300.0,,,,,
2024-09-23,3.9600000381469727,4.199999809265137,3.940000057220459,4.130000114440918,357800.0,,,,,
2024-09-24,3.900000095367432,3.990000009536743,3.880000114440918,3.9700000286102295,179200.0,,,,,
2024-09-25,3.809999942779541,3.943000078201294,3.7799999713897705,3.890000104904175,243500.0,,,,,
2024-09-26,3.890000104904175,3.937999963760376,3.799999952316284,3.880000114440918,337900.0,,,,,
2024-09-27,3.869999885559082,3.9800000190734863,3.849999904632568,3.9700000286102295,396000.0,,,,,
2024-09-30,3.890000104904175,3.974999904632568,3.7899999618530273,3.849999904632568,413100.0,,,,,
2024-10-01,3.700000047683716,3.890000104904175,3.690000057220459,3.890000104904175,340700.0,,,,,
2024-10-02,3.740000009536743,3.785000085830689,3.619999885559082,3.75,410800.0,,,,,
2024-10-03,3.619999885559082,3.7899999618530273,3.6050000190734863,3.7899999618530273,221200.0,,,,,
2024-10-04,3.670000076293945,3.73799991607666,3.5899999141693115,3.700000047683716,252600.0,,,,,
2024-10-07,3.7799999713897705,3.799999952316284,3.634999990463257,3.670000076293945,391200.0,,,,,
2024-10-08,3.880000114440918,3.890000104904175,3.75,3.7899999618530273,406100.0,,,,,
2024-10-09,3.670000076293945,3.910000085830689,3.6549999713897705,3.880000114440918,292100.0,,,,,
2024-10-10,3.700000047683716,3.900000095367432,3.630000114440918,3.660000085830689,413400.0,,,,,
2024-10-11,3.880000114440918,3.880000114440918,3.670000076293945,3.759999990463257,302800.0,,,,,
2024-10-14,3.869999885559082,3.924999952316284,3.829999923706055,3.869999885559082,220100.0,,,,,
2024-10-15,3.7799999713897705,3.871999979019165,3.7300000190734863,3.869999885559082,178300.0,,,,,
2024-10-16,3.849999904632568,3.8949999809265137,3.7899999618530273,3.829999923706055,184600.0,,,,,
2024-10-17,3.7899999618530273,3.869999885559082,3.740000009536743,3.869999885559082,177500.0,,,,,
2024-10-18,3.7699999809265137,3.809999942779541,3.75,3.7899999618530273,209300.0,,,,,
2024-10-21,3.759999990463257,3.900000095367432,3.7200000286102295,3.7699999809265137,284100.0,,,,,
2024-10-22,3.839999914169312,3.875,3.640000104904175,3.740000009536743,240200.0,,,,,
2024-10-23,3.819999933242798,3.865000009536743,3.740999937057495,3.809999942779541,307000.0,,,,,
2024-10-24,3.799999952316284,3.869999885559082,3.765000104904175,3.869999885559082,279000.0,,,,,
2024-10-25,3.569999933242798,3.829999923706055,3.559999942779541,3.829999923706055,336300.0,,,,,
2024-10-28,3.609999895095825,3.740000009536743,3.5899999141693115,3.5999999046325684,324800.0,,,,,
2024-10-29,3.569999933242798,3.6449999809265137,3.494999885559082,3.6449999809265137,187500.0,,,,,
2024-10-30,3.539999961853028,3.630000114440918,3.5199999809265137,3.539999961853028,279500.0,,,,,
2024-10-31,3.5799999237060547,3.6649999618530273,3.5199999809265137,3.5199999809265137,185300.0,,,,,
2024-11-01,3.7699999809265137,3.7799999713897705,3.609999895095825,3.650000095367432,367100.0,,,,,
2024-11-04,3.759999990463257,3.819999933242798,3.6549999713897705,3.7300000190734863,319600.0,,,,,
2024-11-05,3.859999895095825,3.869999885559082,3.700000047683716,3.7300000190734863,314100.0,,,,,
2024-11-06,3.880000114440918,4.150000095367432,3.795000076293945,4.0,876900.0,,,,,
2024-11-07,3.4600000381469727,4.010000228881836,3.3399999141693115,4.010000228881836,2362700.0,,,,,
