Date,Close,High,Low,Open,Volume,"('Close', 'AMD')","('High', 'AMD')","('Low', 'AMD')","('Open', 'AMD')","('Volume', 'AMD')"
2025-01-15,119.95999908447266,120.41999816894533,117.45999908447266,117.5500030517578,38185800.0,,,,,
2025-01-16,118.44000244140624,121.08999633789062,118.25,120.23999786376952,29414100.0,,,,,
2025-01-17,121.45999908447266,122.73999786376952,120.5500030517578,120.77999877929688,35765900.0,,,,,
2025-01-21,122.27999877929688,123.75,121.12000274658205,122.38999938964844,31578800.0,,,,,
2025-01-22,123.75,125.6500015258789,121.91000366210938,123.08000183105467,35023800.0,,,,,
2025-01-23,123.04000091552734,123.70999908447266,120.62999725341795,121.43000030517578,24921100.0,,,,,
2025-01-24,122.83999633789062,125.25,122.2300033569336,124.5500030517578,31570300.0,,,,,
2025-01-27,115.01000213623048,118.08000183105467,112.8000030517578,117.8000030517578,61067900.0,,,,,
2025-01-28,114.16999816894533,116.1500015258789,112.9499969482422,115.18000030517578,40554800.0,,,,,
2025-01-29,117.3499984741211,118.5199966430664,114.95999908447266,115.7699966430664,40199100.0,,,,,
2025-01-30,118.86000061035156,120.44000244140624,117.08999633789062,118.52999877929688,29788400.0,,,,,
2025-01-31,115.9499969482422,119.56999969482422,115.33000183105467,119.13999938964844,40463400.0,,,,,
2025-02-03,114.2699966430664,115.16000366210938,112.9800033569336,113.87999725341795,34586100.0,,,,,
2025-02-04,119.5,119.8499984741211,114.79000091552734,115.4499969482422,69412100.0,,,,,
2025-02-05,112.01000213623048,112.08999633789062,106.5,107.61000061035156,110385200.0,,,,,
2025-02-06,110.16000366210938,112.55999755859376,109.0199966430664,110.93000030517578,50426600.0,,,,,
2025-02-07,107.55999755859376,109.91999816894533,106.79000091552734,109.12999725341795,46082500.0,,,,,
2025-02-10,110.4800033569336,111.4000015258789,108.1500015258789,108.44000244140624,34905400.0,,,,,
2025-02-11,111.0999984741211,113.06999969482422,108.94000244140624,108.9800033569336,35033800.0,,,,,
2025-02-12,111.72000122070312,111.83999633789062,109.05999755859376,109.5199966430664,25319700.0,,,,,
2025-02-13,111.80999755859376,114.5999984741211,110.4000015258789,112.0,40911800.0,,,,,
2025-02-14,113.0999984741211,114.62999725341795,111.6999969482422,112.6500015258789,32477200.0,,,,,
2025-02-18,114.27999877929688,115.5500030517578,113.4499969482422,114.0500030517578,31720300.0,,,,,
2025-02-19,114.69000244140624,116.11000061035156,113.13999938964844,114.25,28807700.0,,,,,
2025-02-20,114.16999816894533,116.5500030517578,113.11000061035156,115.01000213623048,27219600.0,,,,,
2025-02-21,110.83999633789062,115.76000213623048,110.43000030517578,114.8499984741211,41353700.0,,,,,
2025-02-24,108.11000061035156,111.5999984741211,107.9800033569336,111.48999786376952,29072200.0,,,,,
2025-02-25,103.95999908447266,108.63999938964844,103.62000274658205,107.88999938964844,39169200.0,,,,,
2025-02-26,104.73999786376952,105.8000030517578,103.98999786376952,104.9499969482422,29178200.0,,,,,
2025-02-27,99.51000213623048,105.76000213623048,99.5,105.08000183105467,47263700.0,,,,,
2025-02-28,99.86000061035156,101.8000030517578,98.69000244140624,99.55999755859376,45194600.0,,,,,
2025-03-03,98.2300033569336,102.33999633789062,97.08999633789062,101.5199966430664,38958000.0,,,,,
2025-03-04,100.75,103.18000030517578,95.88999938964844,96.0,54156900.0,,,,,
2025-03-05,101.66999816894533,101.83999633789062,98.87000274658205,100.36000061035156,27855500.0,,,,,
2025-03-06,98.8499984741211,101.08000183105467,98.2699966430664,99.0500030517578,28985000.0,,,,,
2025-03-07,100.30999755859376,100.6500015258789,96.38999938964844,98.87999725341795,33254400.0,,,,,
2025-03-10,96.62999725341795,101.29000091552734,95.83000183105467,98.56999969482422,38733200.0,,,,,
2025-03-11,96.76000213623048,98.16000366210938,94.7300033569336,96.79000091552734,34078300.0,,,,,
2025-03-12,100.79000091552734,101.72000122070312,98.16999816894533,99.0500030517578,34241300.0,,,,,
2025-03-13,98.11000061035156,100.06999969482422,97.2699966430664,99.72000122070312,28575200.0,,,,,
2025-03-14,100.97000122070312,101.22000122070312,99.58000183105467,99.63999938964844,24715300.0,,,,,
2025-03-17,104.58999633789062,106.1500015258789,102.5999984741211,102.5999984741211,43689500.0,,,,,
2025-03-18,103.51000213623048,104.5500030517578,102.97000122070312,103.8499984741211,27152800.0,,,,,
2025-03-19,106.2300033569336,107.9000015258789,101.95999908447266,104.41999816894533,32287500.0,,,,,
2025-03-20,107.13999938964844,108.26000213623048,105.12000274658205,105.12000274658205,26871800.0,,,,,
2025-03-21,106.44000244140624,107.25,104.33000183105467,105.33000183105467,30767900.0,,,,,
2025-03-24,113.8499984741211,114.8499984741211,109.4000015258789,109.7300033569336,53342000.0,,,,,
2025-03-25,114.80999755859376,114.9499969482422,112.70999908447266,113.2699966430664,29077500.0,,,,,
2025-03-26,110.19000244140624,115.9000015258789,108.68000030517578,114.11000061035156,39824000.0,,,,,
2025-03-27,106.6500015258789,107.62000274658205,105.5500030517578,106.11000061035156,32773700.0,,,,,
2025-03-28,103.22000122070312,106.51000213623048,102.4800033569336,105.52999877929688,31069100.0,,,,,
2025-03-31,102.73999786376952,102.81999969482422,98.8000030517578,100.23999786376952,30865300.0,,,,,
2025-04-01,102.77999877929688,102.83000183105467,100.93000030517578,102.16000366210938,23523200.0,,,,,
2025-04-02,102.95999908447266,104.19000244140624,100.76000213623048,101.5199966430664,20794000.0,,,,,
2025-04-03,93.8000030517578,99.4499969482422,93.63999938964844,97.79000091552734,50472500.0,,,,,
2025-04-04,85.76000213623047,91.08000183105467,83.66999816894531,90.0999984741211,65847000.0,,,,,
2025-04-07,83.63999938964844,89.0,77.75,80.68000030517578,70515400.0,,,,,
2025-04-08,78.20999908447266,88.93000030517578,76.4800033569336,86.1500015258789,69910200.0,,,,,
2025-04-09,96.83999633789062,97.91000366210938,78.87000274658203,79.22000122070312,97827400.0,,,,,
2025-04-10,88.69999694824219,92.9499969482422,85.05999755859375,91.0,65210600.0,,,,,
2025-04-11,93.4000015258789,94.76000213623048,90.5,90.51000213623048,57892600.0,,,,,
2025-04-14,94.5,97.37000274658205,93.4499969482422,97.11000061035156,36003000.0,,,,,
2025-04-15,95.29000091552734,96.8499984741211,94.62000274658205,94.66000366210938,28116500.0,,,,,
2025-04-16,88.29000091552734,90.47000122070312,85.30000305175781,87.61000061035156,62109000.0,,,,,
2025-04-17,87.5,89.02999877929688,86.5199966430664,88.83999633789062,34801400.0,,,,,
2025-04-21,85.55999755859375,86.13999938964844,83.75,86.0199966430664,33855400.0,,,,,
2025-04-22,86.26000213623047,87.16999816894531,85.16999816894531,86.12000274658203,35236700.0,,,,,
2025-04-23,90.38999938964844,93.73999786376952,90.12000274658205,91.87999725341795,41102600.0,,,,,
2025-04-24,94.47000122070312,94.75,90.37000274658205,91.58999633789062,33681900.0,,,,,
2025-04-25,96.6500015258789,97.0999984741211,92.8499984741211,93.27999877929688,28575300.0,,,,,
2025-04-28,96.38999938964844,97.48999786376952,94.2699966430664,95.58000183105467,30456700.0,,,,,
2025-04-29,96.05999755859376,97.18000030517578,95.33000183105467,95.76000213623048,20700600.0,,,,,
2025-04-30,97.3499984741211,97.5500030517578,91.87000274658205,92.80999755859376,29730700.0,,,,,
2025-05-01,96.6500015258789,100.0999984741211,96.4499969482422,99.2699966430664,29591500.0,,,,,
2025-05-02,98.8000030517578,99.87999725341795,98.3000030517578,98.4000015258789,29957900.0,,,,,
2025-05-05,100.58999633789062,102.0500030517578,98.76000213623048,99.0,41268900.0,,,,,
2025-05-06,98.62000274658205,100.06999969482422,97.44000244140624,98.41000366210938,54264300.0,,,,,
2025-05-07,100.36000061035156,103.41999816894533,96.87999725341795,100.75,86474400.0,,,,,
2025-05-08,101.6999969482422,105.44000244140624,101.55999755859376,101.91999816894533,54231400.0,,,,,
2025-05-09,102.83999633789062,103.54000091552734,101.5999984741211,102.58999633789062,31704300.0,,,,,
2025-05-12,108.12000274658205,110.66999816894533,106.9800033569336,110.41999816894533,50543400.0,,,,,
2025-05-13,112.45999908447266,113.12999725341795,109.0,109.5999984741211,55659500.0,,,,,
2025-05-14,117.72000122070312,122.5199966430664,116.58999633789062,119.83000183105467,86743700.0,,,,,
2025-05-15,114.98999786376952,117.5,114.01000213623048,117.0199966430664,43843200.0,,,,,
2025-05-16,117.16999816894533,118.23999786376952,116.01000213623048,118.06999969482422,43419700.0,,,,,
2025-05-19,114.73999786376952,115.52999877929688,114.05999755859376,115.0199966430664,37737400.0,,,,,
2025-05-20,113.51000213623048,114.51000213623048,112.08000183105467,114.3499984741211,29030800.0,,,,,
2025-05-21,112.05999755859376,116.0999984741211,111.08999633789062,113.8499984741211,43594600.0,,,,,
2025-05-22,110.70999908447266,112.63999938964844,110.61000061035156,111.9000015258789,29252000.0,,,,,
2025-05-23,110.30999755859376,111.0199966430664,107.66999816894533,108.08999633789062,30867300.0,,,,,
2025-05-27,114.55999755859376,115.4000015258789,112.2699966430664,113.18000030517578,37885000.0,,,,,
2025-05-28,112.86000061035156,114.9499969482422,112.66000366210938,114.91999816894533,27483700.0,,,,,
2025-05-29,113.02999877929688,115.54000091552734,112.12999725341795,115.48999786376952,30501400.0,,,,,
2025-05-30,110.7300033569336,112.11000061035156,108.62000274658205,111.58000183105467,36088500.0,,,,,
2025-06-02,114.62999725341795,114.86000061035156,111.01000213623048,111.05999755859376,34078400.0,,,,,
2025-06-03,117.30999755859376,117.68000030517578,113.27999877929688,114.5,37161500.0,,,,,
2025-06-04,118.58000183105467,119.3000030517578,115.7300033569336,117.41000366210938,31025000.0,,,,,
2025-06-05,115.69000244140624,119.23999786376952,114.70999908447266,118.9499969482422,34091000.0,,,,,
2025-06-06,116.19000244140624,118.37999725341795,115.87999725341795,117.69000244140624,27042100.0,,,,,
2025-06-09,121.7300033569336,122.37000274658205,119.04000091552734,119.18000030517578,55437700.0,,,,,
2025-06-10,123.23999786376952,124.08999633789062,120.8000030517578,121.11000061035156,41691900.0,,,,,
2025-06-11,121.13999938964844,124.47000122070312,119.87999725341795,124.44000244140624,32261900.0,,,,,
2025-06-12,118.5,122.25,118.02999877929688,120.62000274658205,44718400.0,,,,,
2025-06-13,116.16000366210938,117.87999725341795,115.05999755859376,116.0500030517578,39702700.0,,,,,
2025-06-16,126.38999938964844,128.13999938964844,117.77999877929688,118.63999938964844,100968500.0,,,,,
2025-06-17,127.0999984741211,130.6999969482422,126.58000183105467,127.93000030517578,86623900.0,,,,,
2025-06-18,126.79000091552734,129.2100067138672,125.7699966430664,128.00999450683594,49627100.0,,,,,
2025-06-20,128.24000549316406,132.80999755859375,127.5500030517578,129.0,79931000.0,,,,,
2025-06-23,129.5800018310547,133.25,126.81999969482422,130.47000122070312,65152900.0,,,,,
2025-06-24,138.42999267578125,138.7899932861328,132.92999267578125,133.42999267578125,78572000.0,,,,,
2025-06-25,143.39999389648438,144.17999267578125,139.4600067138672,140.94000244140625,74607200.0,,,,,
2025-06-26,143.67999267578125,146.0,141.91000366210938,145.97000122070312,58180100.0,,,,,
2025-06-27,143.80999755859375,147.75,141.6300048828125,144.17999267578125,61937900.0,,,,,
2025-06-30,141.89999389648438,146.0,141.00999450683594,144.0,42972500.0,,,,,
2025-07-01,136.11000061035156,140.22999572753906,135.1199951171875,138.77000427246094,55257200.0,,,,,
2025-07-02,138.52000427246094,139.77999877929688,135.22000122070312,135.52999877929688,39228000.0,,,,,
2025-07-03,137.91000366210938,139.5,137.32000732421875,139.11000061035156,28646000.0,,,,,
2025-07-07,134.8000030517578,137.44000244140625,133.5,136.55999755859375,37395000.0,,,,,
2025-07-08,137.82000732421875,139.14999389648438,135.91000366210938,137.32000732421875,36124600.0,,,,,
2025-07-09,138.41000366210938,140.64999389648438,137.58999633789062,138.69000244140625,37013100.0,,,,,
2025-07-10,144.16000366210938,145.82000732421875,141.85000610351562,143.0,61101500.0,,,,,
2025-07-11,146.4199981689453,147.39999389648438,141.60000610351562,142.60000610351562,50049200.0,,,,,
2025-07-14,146.24000549316406,147.5800018310547,141.89999389648438,145.08999633789062,44718600.0,,,,,
2025-07-15,155.61000061035156,158.67999267578125,153.55999755859375,153.75,93370100.0,,,,,
2025-07-16,160.0800018310547,160.36000061035156,152.85000610351562,155.30999755859375,59492800.0,,,,,
2025-07-17,160.41000366210938,161.9600067138672,158.67999267578125,161.80999755859375,50605100.0,,,,,
2025-07-18,156.99000549316406,160.8300018310547,155.80999755859375,159.58999633789062,48859800.0,,,,,
2025-07-21,157.0,160.33999633789062,156.9199981689453,157.6199951171875,39021100.0,,,,,
2025-07-22,154.72000122070312,156.22999572753906,149.33999633789062,156.1999969482422,49028000.0,,,,,
