Date,Close,High,Low,Open,Volume,"('Close', 'ABNB')","('High', 'ABNB')","('Low', 'ABNB')","('Open', 'ABNB')","('Volume', 'ABNB')"
2024-06-03,146.25,146.9600067138672,144.36000061035156,145.74000549316406,3843400.0,,,,,
2024-06-04,147.0800018310547,147.9199981689453,145.44000244140625,145.82000732421875,3048500.0,,,,,
2024-06-05,145.77999877929688,148.6999969482422,145.14100646972656,147.97999572753906,3121500.0,,,,,
2024-06-06,147.0,148.7899932861328,145.15499877929688,145.50999450683594,3463100.0,,,,,
2024-06-07,146.66000366210938,147.02999877929688,145.3800048828125,146.1999969482422,2595600.0,,,,,
2024-06-10,148.07000732421875,148.32000732421875,146.0,146.00999450683594,3078000.0,,,,,
2024-06-11,147.75,148.7949981689453,146.47999572753906,147.97000122070312,3285800.0,,,,,
2024-06-12,149.32000732421875,150.2899932861328,148.62100219726562,149.99000549316406,3579800.0,,,,,
2024-06-13,146.10000610351562,149.0,143.72999572753906,148.99000549316406,4450400.0,,,,,
2024-06-14,145.97000122070312,146.0500030517578,144.27999877929688,145.5,2754600.0,,,,,
2024-06-17,149.5,150.1199951171875,146.77499389648438,147.0,5158800.0,,,,,
2024-06-18,147.2899932861328,150.5489959716797,146.89999389648438,149.89999389648438,3316700.0,,,,,
2024-06-20,147.8800048828125,149.75,147.60000610351562,147.77000427246094,2874200.0,,,,,
2024-06-21,149.57000732421875,150.0,147.25,148.75999450683594,7645500.0,,,,,
2024-06-24,148.38999938964844,150.0399932861328,146.7100067138672,149.14999389648438,4530900.0,,,,,
2024-06-25,150.91000366210938,151.27499389648438,148.85000610351562,148.97000122070312,4994600.0,,,,,
2024-06-26,150.0,150.38499450683594,149.3699951171875,149.72999572753906,3797900.0,,,,,
2024-06-27,151.61000061035156,151.8800048828125,149.38999938964844,150.4600067138672,3588600.0,,,,,
2024-06-28,151.6300048828125,152.92999267578125,150.67999267578125,151.5399932861328,3842500.0,,,,,
2024-07-01,151.6300048828125,152.1999969482422,149.13999938964844,152.1999969482422,2905000.0,,,,,
2024-07-02,154.33999633789062,155.2100067138672,151.2899932861328,151.2899932861328,3526100.0,,,,,
2024-07-03,152.72999572753906,154.42999267578125,152.3000030517578,153.91000366210938,1725600.0,,,,,
2024-07-05,152.5,152.8800048828125,151.44000244140625,152.39999389648438,3836100.0,,,,,
2024-07-08,151.9600067138672,154.1999969482422,150.7550048828125,152.64999389648438,3228300.0,,,,,
2024-07-09,152.4499969482422,155.66000366210938,151.96499633789062,152.9199981689453,4328800.0,,,,,
2024-07-10,151.83999633789062,153.1999969482422,150.08999633789062,153.11000061035156,3263500.0,,,,,
2024-07-11,146.0,152.0,144.1300048828125,150.5500030517578,6289500.0,,,,,
2024-07-12,146.77999877929688,148.0,146.19000244140625,146.8300018310547,2923500.0,,,,,
2024-07-15,147.22000122070312,148.47000122070312,144.75,145.8800048828125,3546100.0,,,,,
2024-07-16,151.25999450683594,151.63999938964844,147.8800048828125,148.47000122070312,4079300.0,,,,,
2024-07-17,148.0,150.10000610351562,147.25999450683594,149.24000549316406,3242300.0,,,,,
2024-07-18,146.8800048828125,150.14500427246094,146.75,148.1699981689453,3593700.0,,,,,
2024-07-19,147.99000549316406,149.16000366210938,147.02999877929688,147.02999877929688,3131600.0,,,,,
2024-07-22,150.17999267578125,150.3699951171875,146.5500030517578,148.13999938964844,3672100.0,,,,,
2024-07-23,148.75,151.25,147.8300018310547,150.55999755859375,2676900.0,,,,,
2024-07-24,144.22999572753906,147.11000061035156,142.97999572753906,146.72999572753906,5461900.0,,,,,
2024-07-25,140.02999877929688,141.94500732421875,137.5800018310547,141.25,5626500.0,,,,,
2024-07-26,140.10000610351562,141.91000366210938,139.02999877929688,141.89999389648438,5101400.0,,,,,
2024-07-29,140.2899932861328,142.42999267578125,140.0,141.24000549316406,2723200.0,,,,,
2024-07-30,138.99000549316406,140.99000549316406,137.89999389648438,140.64999389648438,2996200.0,,,,,
2024-07-31,139.55999755859375,141.22000122070312,139.10000610351562,140.7899932861328,3331400.0,,,,,
2024-08-01,135.08999633789062,139.77999877929688,132.89999389648438,139.6999969482422,5166900.0,,,,,
2024-08-02,128.22999572753906,129.60000610351562,126.5,129.30999755859375,7745500.0,,,,,
2024-08-05,125.30999755859376,125.9499969482422,122.05999755859376,123.7699966430664,7521900.0,,,,,
2024-08-06,130.47000122070312,131.4499969482422,126.3000030517578,126.90499877929688,11148400.0,,,,,
2024-08-07,113.01000213623048,115.5500030517578,110.37999725341795,112.44000244140624,29027900.0,,,,,
2024-08-08,114.63999938964844,116.43000030517578,112.41999816894533,113.9800033569336,8006200.0,,,,,
2024-08-09,115.08000183105467,116.26000213623048,112.5999984741211,114.46499633789062,4764400.0,,,,,
